,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.000664295294590763,0.0008871766865658669,-0.8940612696217656,194000,1713
1,I,left_arm,0.0011800321905812783,0.0013310118105897238,-0.40475528978576336,1789500,17000
2,I,center,0.0005127799790145966,0.0007326585083693599,-1.0710368094844145,7199500,28234
3,I,right_arm,0.0013789891686944136,0.001438062721060784,-0.14659354554797394,13089000,24948
4,I,right_tip,0.0006274817545274688,0.0006829537817051912,-0.28924951508029795,15255500,1821
5,I,full,0.0008072864894955383,0.0009760481662453433,-0.6171094281706744,7770500,73716
6,II,left_tip,0.0009146963350109599,0.0011960399793633906,-0.8384803122249428,283000,3102
7,II,left_arm,0.0010229171435654804,0.001235066502247775,-0.6129126871466954,1988000,15307
8,II,center,0.000937214286043659,0.0010636194370147916,-0.4241608773254437,8699000,53784
9,II,right_arm,0.001475635844041717,0.0014003257900241455,0.1919003534197293,15279500,15420
10,II,right_tip,0.00012150265496669831,0.00013114282116798368,-0.2013714388806602,16583000,18
11,II,full,0.001019944782434697,0.0011373802555400042,-0.36851769005855844,8297500,87631
12,III,left_tip,0.0011150092328185745,0.001142925700380203,-0.08708448761078547,358000,4047
13,III,left_arm,0.0016416147061206812,0.0017159029442459486,-0.1544983611145512,2340500,26279
14,III,center,0.0006835803317733481,0.0008230186830039417,-0.6046445549592215,7894500,31098
15,III,right_arm,0.0011714532715866143,0.0013973843020864902,-0.5768683376211242,12909500,14344
16,III,right_tip,0.0012445481711484442,0.0014414507774972993,-0.4871852186766109,14403000,5605
17,III,full,0.0009735624831347851,0.0011089823070874942,-0.43583165385300826,7405500,81373
18,IV,left_tip,0.0021597382262759928,0.0021947881004826158,-0.05696787633529111,351000,7023
19,IV,left_arm,0.0010236440553802865,0.0012688665084144514,-0.6896686395552782,2475000,21118
20,IV,center,0.0008392098289517643,0.0010226759117641538,-0.6402719288713704,8845000,44971
21,IV,right_arm,0.001668222813308138,0.0017468554966426403,-0.160632493152296,14904000,23368
22,IV,right_tip,0.0005797564416066647,0.00070927599603905,-0.6506332357615857,16723000,2442
23,IV,full,0.0010348669178364012,0.0012080852799941446,-0.5117569604494914,8540000,98922
24,V,left_tip,0.0005898278052515292,0.0006594278040925838,-0.37571816846449435,234500,1429
25,V,left_arm,0.0011877231617047714,0.0013233904740775162,-0.36586312138089133,3265500,34048
26,V,center,0.001022564593880561,0.0009879079559569316,0.1252037427086347,10778500,44517
27,V,right_arm,0.0019968555505934875,0.0018702659923147506,0.2415586383645504,17521000,33098
28,V,right_tip,0.0006424460920688939,0.0007999548819694174,-0.7008776235059849,19740000,1459
29,V,full,0.0012227888856617057,0.00122410608108486,-0.003840625663992026,9966500,114551
30,X,left_tip,0.0005788267895664029,0.000708772661559338,-0.6538940103362819,722000,4874
31,X,left_arm,0.0007735318606738402,0.001032233228124937,-0.8944266050670133,4255000,27487
32,X,center,0.0006210930857807617,0.000939880847094268,-1.2105466849684439,12794000,49566
33,X,right_arm,0.0010757069055129954,0.001303167256430016,-0.6228918560196753,20341500,22677
34,X,right_tip,0.0003284840708910719,0.0002310438958041088,1.4134851778406075,22191000,95
35,X,full,0.0007285454907631207,0.001003332566526257,-0.9775114432457805,11110500,104699
