N	eigenvalue	difference	twstat	p-value	effect.n
1	45.705926	NA	201.637	0	100.786
2	23.359050	-22.346877	289.740	0	274.148
3	11.084578	-12.274472	243.816	0	573.760
4	5.333754	-5.750823	97.469	1.11142e-280	749.651
5	4.407545	-0.926210	67.375	3.73751e-162	788.515
6	3.775780	-0.631765	44.658	2.14941e-88	812.678
7	3.739821	-0.035959	45.926	4.20205e-92	827.747
8	3.339370	-0.400451	30.581	6.54212e-51	843.551
9	3.304144	-0.035226	30.912	1.04146e-51	854.066
10	3.259699	-0.044445	30.795	1.98669e-51	864.828
11	3.215803	-0.043897	30.662	4.17159e-51	875.689
12	3.133101	-0.082702	28.595	3.26284e-46	886.646
13	3.008206	-0.124895	24.270	1.5316e-36	897.039
14	2.785476	-0.222730	14.747	2.8851e-18	906.128
15	2.730335	-0.055141	13.180	1.03592e-15	912.405
16	2.657864	-0.072472	10.641	6.96313e-12	918.294
17	2.636488	-0.021375	10.612	7.6637e-12	923.526
18	2.614136	-0.022352	10.520	1.03343e-11	928.795
19	2.605791	-0.008345	11.151	1.27877e-12	934.083
20	2.603971	-0.001819	12.145	4.21171e-14	939.594
21	2.576552	-0.027420	11.802	1.38648e-13	945.438
22	2.496329	-0.080223	8.581	4.34932e-09	951.234
23	2.474100	-0.022229	8.373	8.02035e-09	956.168
24	2.451383	-0.022717	8.121	1.66658e-08	961.084
25	2.396337	-0.055047	6.058	1.67279e-06	965.970
26	2.393169	-0.003168	6.805	2.32094e-07	970.326
27	2.381410	-0.011759	7.089	1.07133e-07	974.922
28	2.368990	-0.012419	7.340	5.29333e-08	979.633
29	2.358085	-0.010906	7.679	2.01435e-08	984.453
30	2.346407	-0.011678	7.980	8.51895e-09	989.408
31	2.303727	-0.042681	6.479	5.57097e-07	994.490
32	2.296981	-0.006745	7.020	1.28712e-07	999.182
33	2.261578	-0.035403	5.879	2.63907e-06	1004.068
34	2.233594	-0.027984	5.130	1.67991e-05	1008.664
35	2.220422	-0.013173	5.234	1.30566e-05	1013.083
36	2.176674	-0.043747	3.485	0.000650714	1017.566
37	2.153340	-0.023335	2.910	0.00202766	1021.588
38	2.139343	-0.013997	2.883	0.00213616	1025.479
39	2.130363	-0.008980	3.159	0.00125107	1029.391
40	2.113089	-0.017274	2.923	0.0019795	1033.409
41	2.078345	-0.034744	1.576	0.0206933	1037.389
42	2.074935	-0.003410	2.157	0.00796867	1041.020
43	2.056313	-0.018622	1.785	0.0148435	1044.839
44	2.024882	-0.031431	0.574	0.085696	1048.580
45	2.015334	-0.009548	0.728	0.0702138	1052.007
46	1.990689	-0.024646	-0.097	0.186254	1055.501
47	1.985382	-0.005306	0.310	0.118437	1058.788
48	1.976742	-0.008640	0.505	0.0934047	1062.211
49	1.958646	-0.018096	0.077	0.154485	1065.713
50	1.944893	-0.013753	-0.080	0.183129	1069.118
51	1.928200	-0.016693	-0.445	0.262669	1072.500
52	1.910295	-0.017905	-0.907	0.388312	1075.802
53	1.894905	-0.015390	-1.218	0.483984	1078.995
54	1.869021	-0.025884	-2.259	0.794137	1082.120
55	1.853051	-0.015970	-2.656	0.878664	1084.972
56	1.845303	-0.007748	-2.501	0.848776	1087.732
57	1.832845	-0.012458	-2.672	0.8815	1090.552
58	1.817690	-0.015155	-3.040	0.935173	1093.342
59	1.787932	-0.029758	-4.449	0.998006	1096.046
60	1.781949	-0.005983	-4.223	0.995985	1098.374
61	1.774181	-0.007768	-4.121	0.994593	1100.778
62	1.769907	-0.004274	-3.769	0.986224	1103.224
63	1.752098	-0.017809	-4.383	0.997539	1105.785
64	1.740699	-0.011399	-4.555	0.998594	1108.188
65	1.736151	-0.004549	-4.238	0.996161	1110.556
66	1.727881	-0.008270	-4.187	0.995534	1113.029
67	1.727416	-0.000464	-3.565	0.977624	1115.531
68	1.710922	-0.016494	-4.111	0.994435	1118.227
69	1.689145	-0.021777	-5.067	0.999787	1120.782
70	1.682617	-0.006528	-4.917	0.999617	1123.077
71	1.674889	-0.007728	-4.857	0.999519	1125.428
72	1.672795	-0.002094	-4.373	0.997466	1127.811
73	1.657590	-0.015205	-4.872	0.999545	1130.348
74	1.636518	-0.021072	-5.834	0.999994	1132.755
75	1.628778	-0.007741	-5.807	0.999993	1134.896
76	1.619155	-0.009623	-5.927	0.999996	1137.058
77	1.617737	-0.001418	-5.419	0.999952	1139.198
78	1.605840	-0.011897	-5.713	0.999988	1141.497
79	1.603423	-0.002416	-5.279	0.999912	1143.724
