,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.0019942342716516392,0.0031553662032924863,-1.2966446349368834,194000,6705
1,I,left_arm,0.004040049530720562,0.0049032786369727814,-0.6208089740294519,1789500,68216
2,I,center,0.002196714588334931,0.003225194901446677,-1.1245525208789393,7199500,131347
3,I,right_arm,0.00548926365550306,0.006054822497267838,-0.3293895229537427,13089000,115693
4,I,right_tip,0.003109417273235177,0.004349413369935775,-1.0050451794189947,15255500,12861
5,I,full,0.0032103340897743624,0.004126447342445923,-0.7829259406765294,7770500,334822
6,II,left_tip,0.0041084159226741,0.004994391196673127,-0.6253910505256101,283000,14812
7,II,left_arm,0.005700851737693777,0.006237035851852793,-0.3031531698663414,1988000,87373
8,II,center,0.0036174250466067866,0.0044424518605978534,-0.6549245411833583,8699000,238694
9,II,right_arm,0.006261303205874892,0.0072887731561143,-0.4970989369059739,15279500,88920
10,II,right_tip,0.0023336246052858096,0.0027323282449830525,-0.5090858724788732,16583000,279
11,II,full,0.004292465151292914,0.005103831921263527,-0.5606220931820303,8297500,430078
12,III,left_tip,0.0026947414303191424,0.004206625585283736,-1.2670823477075728,358000,15785
13,III,left_arm,0.0057394750491273775,0.006561482621046552,-0.44177823133121985,2340500,110689
14,III,center,0.0023433218807712513,0.0033578651227384004,-1.0654841192420366,7894500,134156
15,III,right_arm,0.005038068120394344,0.006266118038655518,-0.69108815657656,12909500,70966
16,III,right_tip,0.0030538791098329134,0.004631220808436926,-1.200815580674909,14403000,19654
17,III,full,0.0033534273743725702,0.0044160506070697715,-0.8485805582888757,7405500,351250
18,IV,left_tip,0.004645007792467897,0.005074822462486267,-0.2986105670851915,351000,17528
19,IV,left_arm,0.005120459145178232,0.005682796983121339,-0.3489547017296306,2475000,99415
20,IV,center,0.0032375312553163667,0.004154058901509226,-0.7780674899374659,8845000,192540
21,IV,right_arm,0.006000700906647286,0.006953277831703136,-0.48310278959150443,14904000,101993
22,IV,right_tip,0.00450367627595276,0.005283458096988308,-0.5203607654817725,16723000,19443
23,IV,full,0.0041131771139071936,0.004935222922368366,-0.5874065371502422,8540000,430919
24,V,left_tip,0.0039626692638394774,0.004321131830214446,-0.2924289997196114,234500,9830
25,V,left_arm,0.0054321392013783635,0.006435520287692417,-0.5498257462583465,3265500,176606
26,V,center,0.003344785745403359,0.004266203742816272,-0.7616583346726673,10778500,201569
27,V,right_arm,0.006647550700817268,0.007210614021963078,-0.2753746275174561,17521000,139697
28,V,right_tip,0.00308306705465065,0.004037591744758397,-0.8332622290717714,19740000,7683
29,V,full,0.004509110454956737,0.005374522909622847,-0.5678503151867359,9966500,535385
30,X,left_tip,0.003240320546165184,0.004421581388500519,-0.9420376474320568,722000,31457
31,X,left_arm,0.005017739868762503,0.006035626854381524,-0.5947310793253119,4255000,168373
32,X,center,0.0035120389879741924,0.005022298453303403,-1.060466454765083,12794000,277263
33,X,right_arm,0.004118484039740545,0.005587830671002128,-0.92729213353877,20341500,100384
34,X,right_tip,0.0003331402381788825,0.00031399859577646236,0.20560705437150475,22191000,140
35,X,full,0.003964530949951197,0.005316424088263475,-0.8967553207582648,11110500,577617
