AF16	0.000010	0.000010	0.000010	0.000010	0.000010	0.785181	0.000010	0.000010	0.000010	0.000010	0.214639	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_20_1230
BRC20069	0.000010	0.000010	0.000010	0.849637	0.000010	0.066963	0.000010	0.000010	0.000010	0.000010	0.083230	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_20_1230
BRC20073	0.000010	0.000010	0.000010	0.999809	0.000010	0.000010	0.000010	0.000010	0.000010	0.000011	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000011	0.000010	0.000010	0.000010	LD_0.9_20_1230
BRC20075	0.000011	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000013	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999806	0.000010	LD_0.9_20_1230
BRC20077	0.000010	0.000010	0.000010	0.999810	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_20_1230
BRC20081	0.000010	0.000010	0.080202	0.000010	0.000010	0.000010	0.000010	0.000010	0.919618	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_20_1230
BRC20085	0.000013	0.000010	0.000010	0.813148	0.000010	0.000013	0.040301	0.000010	0.000011	0.000010	0.000010	0.000010	0.110127	0.000011	0.000010	0.000010	0.036256	0.000010	0.000010	0.000010	LD_0.9_20_1230
BRC20088	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000017	0.999803	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_20_1230
BRC20089	0.000010	0.000014	0.000010	0.918289	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.081527	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_20_1230
BRC20090	0.000010	0.000010	0.000010	0.276242	0.000010	0.039651	0.000010	0.000010	0.000010	0.000010	0.642712	0.000010	0.041235	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_20_1230
