AF16	0.000010	0.000010	0.000010	0.999900	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_11_1230
BRC20069	0.000010	0.000010	0.000010	0.999900	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_11_1230
BRC20073	0.000010	0.000010	0.000010	0.999900	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_11_1230
BRC20075	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999899	0.000011	0.000010	LD_0.9_11_1230
BRC20077	0.000010	0.000010	0.000010	0.985922	0.000010	0.000010	0.000010	0.013988	0.000010	0.000010	0.000010	LD_0.9_11_1230
BRC20081	0.064220	0.000010	0.000010	0.000010	0.000010	0.000010	0.000017	0.000010	0.000012	0.935681	0.000010	LD_0.9_11_1230
BRC20085	0.000010	0.000010	0.000010	0.671859	0.000010	0.000010	0.328051	0.000010	0.000010	0.000010	0.000010	LD_0.9_11_1230
BRC20088	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999900	0.000010	LD_0.9_11_1230
BRC20089	0.000010	0.000010	0.000010	0.999898	0.000010	0.000010	0.000012	0.000010	0.000010	0.000010	0.000010	LD_0.9_11_1230
BRC20090	0.000010	0.000010	0.000010	0.940631	0.000010	0.000010	0.059279	0.000010	0.000010	0.000010	0.000010	LD_0.9_11_1230
BRC20092	0.000010	0.000010	0.000010	0.673422	0.000010	0.000010	0.326488	0.000010	0.000010	0.000010	0.000010	LD_0.9_11_1230
BRC20093	0.000010	0.000010	0.000010	0.999900	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_11_1230
BRC20094	0.000010	0.000010	0.000010	0.675455	0.000010	0.000010	0.324455	0.000010	0.000010	0.000010	0.000010	LD_0.9_11_1230
BRC20095	0.000010	0.000010	0.000010	0.999894	0.000010	0.000010	0.000016	0.000010	0.000010	0.000010	0.000010	LD_0.9_11_1230
BRC20096	0.000010	0.000010	0.000010	0.999900	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_11_1230
