AF16	0.000010	0.000010	0.000010	0.999940	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20069	0.000010	0.000010	0.000010	0.999932	0.000018	0.000010	0.000010	LD_0.9_7_1230
BRC20073	0.000010	0.000012	0.000010	0.999937	0.000011	0.000010	0.000010	LD_0.9_7_1230
BRC20075	0.000010	0.000010	0.000010	0.000010	0.999938	0.000012	0.000010	LD_0.9_7_1230
BRC20077	0.000010	0.000010	0.000010	0.999939	0.000011	0.000010	0.000010	LD_0.9_7_1230
BRC20081	0.000010	0.999936	0.000014	0.000010	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20085	0.172983	0.000010	0.000010	0.826967	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20088	0.000010	0.999918	0.000017	0.000019	0.000013	0.000013	0.000010	LD_0.9_7_1230
BRC20089	0.000010	0.000010	0.000010	0.999940	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20090	0.050561	0.000010	0.000010	0.949389	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20092	0.077996	0.000010	0.000010	0.921954	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20093	0.000010	0.000010	0.000010	0.999940	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20094	0.081753	0.000010	0.000010	0.918197	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20095	0.000010	0.000013	0.000010	0.999936	0.000011	0.000010	0.000010	LD_0.9_7_1230
BRC20096	0.000010	0.000010	0.000010	0.999940	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20098	0.000010	0.000010	0.000010	0.999940	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20099	0.000010	0.000010	0.000010	0.999940	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20100	0.000010	0.000010	0.000010	0.999940	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20102	0.000010	0.000011	0.000010	0.999939	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20103	0.000010	0.000010	0.000010	0.999939	0.000011	0.000010	0.000010	LD_0.9_7_1230
BRC20105	0.162147	0.000010	0.000011	0.837802	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20107	0.151336	0.000010	0.000010	0.848612	0.000012	0.000010	0.000010	LD_0.9_7_1230
BRC20115	0.000010	0.347899	0.000010	0.236585	0.073418	0.342068	0.000010	LD_0.9_7_1230
BRC20119	0.767847	0.000010	0.000010	0.232103	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20228	0.000010	0.000010	0.000010	0.999940	0.000010	0.000010	0.000010	LD_0.9_7_1230
BRC20229	0.000010	0.000015	0.000010	0.000014	0.999926	0.000015	0.000010	LD_0.9_7_1230
BRC20230	0.000010	0.999936	0.000010	0.000014	0.000010	0.000010	0.000010	LD_0.9_7_1230
