,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.0002972558199959842,0.0005711869424171182,-1.5863767035263885,194000,1263
1,I,left_arm,0.0005990340298133378,0.0007137592843104289,-0.5339312913736757,1789500,10671
2,I,center,8.583445658283902e-05,0.0001951054925648421,-1.860451575379905,7199500,8748
3,I,right_arm,0.0013531847154688657,0.0009635911847566189,1.3434342033093218,13089000,19581
4,I,right_tip,0.0004257175600460209,0.00046229037315557325,-0.2620183141370081,15255500,1499
5,I,full,0.00045221636883443806,0.00045727765652604405,-0.03678359542895946,7770500,41762
6,II,left_tip,0.0007914279294443045,0.0008198058031832435,-0.11481697643913555,283000,2833
7,II,left_arm,0.001747676458295373,0.0011839343205678244,1.582100992394373,1988000,17171
8,II,center,0.0009563924432875496,0.0007475804002015455,0.928282223059446,8699000,44301
9,II,right_arm,0.002556592851557423,0.0023103026187925617,0.3542638154607115,15279500,29535
10,II,right_tip,0.0009521701710403635,0.0006421905818662371,1.509463033116774,16583000,84
11,II,full,0.0012804659515796605,0.001023028081468327,0.8363603255515464,8297500,93924
12,III,left_tip,0.0003989194962418999,0.0009475424228973594,-1.9217215681193514,358000,3962
13,III,left_arm,0.0015376413334079752,0.0013100843783232635,0.5771662061502736,2340500,23456
14,III,center,0.00016396269443614905,0.00019623118359598444,-0.5462400285423913,7894500,8386
15,III,right_arm,0.0008148468782633465,0.0007826347420550613,0.13670218296587833,12909500,9453
16,III,right_tip,0.0005847973335125232,0.0005033909182412385,0.5362316838634181,14403000,2322
17,III,full,0.0005321397145766081,0.0005285950100322765,0.022286125274442736,7405500,47579
18,IV,left_tip,0.001103427244691949,0.0006307822831380964,2.4852736049852964,351000,2341
19,IV,left_arm,0.0009447022527269573,0.0009627287880950947,-0.06221814840778289,2475000,18486
20,IV,center,0.0006964514275496694,0.0006988135429545095,-0.011233430301297113,8845000,35921
21,IV,right_arm,0.0014631996190402072,0.0013448834795189593,0.2923195077431684,14904000,20537
22,IV,right_tip,0.001682512447944444,0.0010735318097938682,1.8831611992056907,16723000,4328
23,IV,full,0.0009112959495264066,0.0008537698795856521,0.22393879925696605,8540000,81613
24,V,left_tip,0.00039826456749685404,0.0010677800491582503,-2.0804401302877435,234500,2713
25,V,left_arm,0.0011752266632638136,0.0009341574941608266,0.8575775415338145,3265500,27766
26,V,center,0.00047673512650562016,0.00032834339898714474,1.501726010113446,10778500,17505
27,V,right_arm,0.0015051955819600643,0.0011413473058765908,1.059340573597812,17521000,23267
28,V,right_tip,0.0005519356023158266,0.0006841788349063057,-0.6403006864107167,19740000,1431
29,V,full,0.0008486697133456002,0.0006634952748161462,0.9275694345603195,9966500,72682
30,X,left_tip,0.0006793930326610375,0.0006345166539593913,0.23486367844775327,722000,5066
31,X,left_arm,0.000662428099634907,0.0005544906308850373,0.646828282878036,4255000,17186
32,X,center,0.00018432439361761946,0.0003287142793527064,-1.459653471218998,12794000,20528
33,X,right_arm,0.0004947961783501976,0.0006125887719929661,-0.6388589014380686,20341500,12310
34,X,right_tip,4.6137856673195654e-05,8.40225190822994e-05,-1.2737062797981427,22191000,38
35,X,full,0.00038944495635538027,0.00045200818744474955,-0.4600117024521898,11110500,55128
