N	eigenvalue	difference	twstat	p-value	effect.n
1	49.242525	NA	151.172	0	68.076
2	21.492723	-27.749802	223.247	0	217.357
3	12.500755	-8.991968	238.181	0	431.818
4	5.281552	-7.219203	97.511	7.32254e-281	660.894
5	4.348253	-0.933298	70.624	7.02582e-174	708.169
6	4.101226	-0.247028	66.439	7.98092e-159	739.176
7	3.171255	-0.929971	30.406	1.72079e-50	768.623
8	2.766595	-0.404660	14.077	3.71553e-17	780.936
9	2.730353	-0.036242	13.715	1.44194e-16	787.490
10	2.689644	-0.040709	13.106	1.35978e-15	794.001
11	2.642859	-0.046785	12.156	4.04635e-14	800.384
12	2.594131	-0.048728	11.045	1.82121e-12	806.530
13	2.569758	-0.024374	11.046	1.81495e-12	812.384
14	2.553194	-0.016564	11.418	5.17539e-13	818.299
15	2.542818	-0.010376	12.104	4.85182e-14	824.397
16	2.456933	-0.085885	9.010	1.20213e-09	830.787
17	2.447349	-0.009584	9.627	1.80151e-10	836.233
18	2.440351	-0.006998	10.395	1.55336e-11	841.932
19	2.411811	-0.028540	10.071	4.42162e-11	847.942
20	2.393584	-0.018227	10.259	2.41641e-11	853.907
21	2.371768	-0.021815	10.253	2.45986e-11	859.996
22	2.348500	-0.023268	10.157	3.35651e-11	866.146
23	2.340320	-0.008180	10.862	3.35789e-12	872.327
24	2.324025	-0.016294	11.145	1.30355e-12	878.815
25	2.309078	-0.014947	11.505	3.85597e-13	885.473
26	2.273104	-0.035974	10.689	5.93804e-12	892.329
27	2.267717	-0.005387	11.554	3.26192e-13	898.967
28	2.225494	-0.042223	10.336	1.88312e-11	905.989
29	2.217255	-0.008238	11.013	2.02764e-12	912.644
30	2.176958	-0.040297	9.832	9.43999e-11	919.616
31	2.142989	-0.033970	8.953	1.42981e-09	926.231
32	2.131759	-0.011230	9.380	3.8763e-10	932.595
33	2.117777	-0.013982	9.651	1.67129e-10	939.180
34	2.072712	-0.045065	8.022	2.21559e-08	945.934
35	2.015858	-0.056854	5.573	5.69297e-06	952.157
36	2.005707	-0.010151	5.915	2.41291e-06	957.560
37	2.001568	-0.004138	6.641	3.61127e-07	963.136
38	1.955781	-0.045787	4.746	4.14954e-05	969.028
39	1.947560	-0.008222	5.165	1.54452e-05	974.291
40	1.938193	-0.009366	5.520	6.50437e-06	979.754
41	1.923179	-0.015014	5.513	6.60719e-06	985.397
42	1.902155	-0.021024	5.102	1.79352e-05	991.091
43	1.868706	-0.033449	3.839	0.000310939	996.686
44	1.851304	-0.017402	3.589	0.000525347	1001.869
45	1.849614	-0.001690	4.382	9.50072e-05	1007.008
46	1.828151	-0.021464	3.854	0.000301206	1012.486
47	1.808697	-0.019454	3.434	0.000722018	1017.817
48	1.795628	-0.013069	3.431	0.000726254	1023.040
49	1.780347	-0.015281	3.266	0.00101216	1028.309
50	1.762337	-0.018010	2.895	0.0020886	1033.562
51	1.738213	-0.024124	2.066	0.00930053	1038.723
52	1.724996	-0.013217	1.979	0.0107784	1043.617
53	1.707345	-0.017651	1.561	0.0211797	1048.521
54	1.689962	-0.017383	1.140	0.0398319	1053.310
55	1.669760	-0.020202	0.489	0.0952663	1057.981
56	1.659428	-0.010332	0.537	0.0897863	1062.447
57	1.646782	-0.012646	0.408	0.105233	1066.968
58	1.638744	-0.008037	0.615	0.0813797	1071.477
59	1.633724	-0.005021	1.051	0.0452339	1076.102
60	1.629206	-0.004517	1.536	0.022015	1080.934
61	1.609216	-0.019990	0.848	0.0598738	1085.997
62	1.595939	-0.013277	0.645	0.0782356	1090.833
