N	eigenvalue	difference	twstat	p-value	effect.n
1	46.774215	NA	168.164	0	80.575
2	22.745367	-24.028848	248.199	0	231.844
3	11.871631	-10.873737	243.197	0	489.967
4	5.798275	-6.073355	119.380	0	704.239
5	4.175218	-1.623057	65.334	6.25422e-155	765.425
6	3.995407	-0.179811	62.593	2.09873e-145	792.321
7	3.939998	-0.055409	64.935	1.568e-153	818.434
8	3.072001	-0.867997	28.585	3.43884e-46	846.488
9	2.633920	-0.438081	9.294	5.05659e-10	858.063
10	2.627313	-0.006608	10.048	4.76072e-11	863.238
11	2.582412	-0.044900	8.929	1.53896e-09	868.686
12	2.559398	-0.023014	8.841	2.0006e-09	873.850
13	2.538969	-0.020429	8.870	1.8334e-09	879.036
14	2.494257	-0.044713	7.652	2.16545e-08	884.278
15	2.489266	-0.004991	8.414	7.11812e-09	889.202
16	2.450301	-0.038965	7.434	4.08868e-08	894.399
17	2.390956	-0.059345	5.333	1.02822e-05	899.347
18	2.374220	-0.016735	5.387	9.01043e-06	903.713
19	2.367993	-0.006228	5.996	1.96128e-06	908.133
20	2.354439	-0.013553	6.228	1.07569e-06	912.771
21	2.341721	-0.012718	6.508	5.16503e-07	917.519
22	2.300140	-0.041581	5.210	1.38587e-05	922.394
23	2.296751	-0.003390	5.958	2.15978e-06	926.916
24	2.261607	-0.035144	4.961	2.50713e-05	931.705
25	2.248328	-0.013279	5.143	1.62668e-05	936.229
26	2.229454	-0.018874	5.008	2.24589e-05	940.848
27	2.212820	-0.016634	4.987	2.35865e-05	945.463
28	2.194711	-0.018109	4.873	3.08591e-05	950.112
29	2.171261	-0.023450	4.436	8.42052e-05	954.764
30	2.150015	-0.021246	4.103	0.000176191	959.319
31	2.135508	-0.014507	4.147	0.000159928	963.808
32	2.102122	-0.033386	3.062	0.00151277	968.348
33	2.091344	-0.010778	3.284	0.000976856	972.586
34	2.060545	-0.030798	2.297	0.00624588	976.927
35	2.056631	-0.003914	2.904	0.0020531	980.994
36	2.013322	-0.043309	1.108	0.0417046	985.285
37	2.006833	-0.006488	1.517	0.0226926	989.048
38	2.003882	-0.002951	2.155	0.00798836	992.967
39	1.973904	-0.029978	1.115	0.0412954	997.118
40	1.946633	-0.027271	0.201	0.134409	1000.973
41	1.930944	-0.015689	-0.014	0.170596	1004.571
