samples	cluster	lat	long	geo	Lineage
AF16	A	23.03	72.56	Asia	Tropical
ECA1129	A	19.71867222	-155.10835	Hawaii	Tropical
ECA1147	A	21.34188	-157.8097	Hawaii	Tropical
ECA1160	A	21.34286	-157.8231	Hawaii	Tropical
ECA1174	A	20.0403	-155.442	Hawaii	Tropical
ECA1423	A	22.034251	-159.379145	Hawaii	Tropical
ECA1429	A	22.061725	-159.346309	Hawaii	Tropical
ECA1431	A	22.063133	-159.347149	Hawaii	Tropical
ECA1437	A	22.034472	-159.37943	Hawaii	Tropical
ECA1471	A	21.311842	-157.76172	Hawaii	Tropical
ECA1507	A	21.310911	-157.79492	Hawaii	Tropical
ECA1509	A	21.3184	-157.81864	Hawaii	Tropical
ECA1517	A	21.317117	-157.81976	Hawaii	Tropical
ECA1521	A	21.318231	-157.81974	Hawaii	Tropical
ECA1555	A	21.300119	-157.76264	Hawaii	Tropical
ECA1587	A	21.308944	-157.7956	Hawaii	Tropical
ECA1609	A	21.329439	-157.82219	Hawaii	Tropical
ECA161	A	20.854584	-156.169313	Hawaii	Tropical
ECA1611	A	21.317486	-157.81858	Hawaii	Tropical
ECA1615	A	21.317486	-157.81858	Hawaii	Tropical
ECA175	A	21.306265	-157.851375	Hawaii	Tropical
ECA176	A	21.386338	-157.925536	Hawaii	Tropical
ECA177	A	21.282235	-157.801556	Hawaii	Tropical
ECA180	A	21.3114	-157.7964	Hawaii	Tropical
ECA182	A	21.465	-157.9968	Hawaii	Tropical
ECA183	A	21.258435	-157.766307	Hawaii	Tropical
ECA185	A	21.296233	-157.701988	Hawaii	Tropical
ECA2083	A	21.320797	-157.81977	Hawaii	Tropical
ECA2425	A	20.038736	-155.44001	Hawaii	Tropical
ECA2625	A	-26.6228223	152.6905986	Australia	Tropical
ECA2636	A	-26.3674836	152.5852451	Australia	Tropical
ECA2645	A	-26.62221389	152.6910056	Australia	Tropical
ECA2663	A	-26.6213395	152.6923809	Australia	Tropical
ECA2667	A	-26.36741111	152.5852889	Australia	Tropical
ECA2883	A	21.3570225	-157.764294100002	Hawaii	Tropical
ECA2890	A	21.355772099999	-157.765345699999	Hawaii	Tropical
ECA2975	A	22.0638967	-159.3522759	Hawaii	Tropical
ECA343	A	21.3166667	-157.8202778	Hawaii	Tropical
ECA3503	A	22.075157	-159.41413	Hawaii	Tropical
ECA3509	A	22.081717	-159.412804972222	Hawaii	Tropical
ECA371	A	22.0286111	-159.3825	Hawaii	Tropical
ECA3712	A	21.6306611111111	-158.047866666667	Hawaii	Tropical
ECA3713	A	21.6332388888889	-158.05215	Hawaii	Tropical
ECA3899	A	21.8748138888889	-159.441647222222	Hawaii	Tropical
JU2053	A	21.96385	-159.35838	Hawaii	Tropical
JU2054	A	21.96385	-159.35838	Hawaii	Tropical
JU2056	A	22.219	-159.5763	Hawaii	Tropical
QG130	A	22.2202	-159.5829	Hawaii	Tropical
QG2881	A	-16.8999	145.7489833	Australia	Tropical
QG2883	A	-16.9001167	145.7495833	Australia	Tropical
QX1796	A	20.8795	-156.1965	Hawaii	Tropical
ECA1164	A	21.34298	-157.8232	Hawaii	Tropical
ECA3091	A	21.3291450999972	-157.821195300002	Hawaii	Tropical
ECA1563	A	21.307381	-157.79664	Hawaii	Tropical
ECA3708	A	21.5737944444444	-158.208613888889	Hawaii	Tropical
QX1803	A	20.72027	-156.44406	Hawaii	Tropical
QX1804	A	20.7894	-156.0043	Hawaii	Tropical
ECA1411	A	22.053192	-159.365224	Hawaii	Tropical
BRC20503	B	22.020651	121.572794	Taiwan	TD3
JU3168	B	0.289	6.612	Africa	NWD
NIC893	B	22.00932	121.57214	Taiwan	TD3
ECA163	B	42.361025	-88.427841	North America	NWD
BRC20502	B	22.020651	121.572794	Taiwan	TD3
ECA276	B	42.496411	-88.240099	North America	NWD
ECA2617	C	-26.26214444	152.8295528	Australia	AD
ECA2618	C	-26.2619772	152.8296094	Australia	AD
ECA2621	C	-26.6275648	152.8409822	Australia	AD
ECA2639	C	-26.26204861	152.8294249	Australia	AD
ECA2647	C	-21.1683872	148.5075834	Australia	AD
ECA2666	C	-21.16771623	148.504728	Australia	AD
ECA2670	C	-26.3588565	152.6355008	Australia	AD
QG4026	C	-26.26193056	152.8296722	Australia	AD
QG4028	C	-26.26193056	152.8296722	Australia	AD
QG4031	C	-26.26193056	152.8296722	Australia	AD
QG4067	C	-21.1453727	148.4997337	Australia	AD
QG4068	C	-21.1453727	148.4997337	Australia	AD
QG4095	C	-21.16862222	148.5080167	Australia	AD
QG4131	C	-21.17034722	148.5080417	Australia	AD
QG4132	C	-21.17034722	148.5080417	Australia	AD
QG4214	C	-21.1448256	148.4984929	Australia	AD
QG4225	C	-21.14559444	148.4993528	Australia	AD
QG4097	C	-21.16879444	148.506575	Australia	AD
QG4114	C	-21.144475	148.4999222	Australia	AD
QG4104	C	-21.14488889	148.498225	Australia	AD
QG2891	C	-16.1026	145.4467333	Australia	AD
QG4064	C	-21.1453727	148.4997337	Australia	AD
