strain,isotype,lat,long,strain_geo
QG3928,QG3926,13.233413,-59.587901,Caribbean
QG3929,QG3931,13.225422,-59.589477,Caribbean
QG3930,QG3931,13.225422,-59.589477,Caribbean
QG3931,QG3931,13.225422,-59.589477,Caribbean
QG3932,QG3932,13.225206,-59.588132,Caribbean
QG3933,QG3933,13.225497,-59.588268,Caribbean
QG4026,QG4026,-26.26193056,152.8296722,Australia
QG4027,QG4028,-26.26193056,152.8296722,Australia
QG4028,QG4028,-26.26193056,152.8296722,Australia
QG4029,QG4028,-26.26193056,152.8296722,Australia
QG4030,QG4031,-26.26193056,152.8296722,Australia
QG4031,QG4031,-26.26193056,152.8296722,Australia
QG4058,QG4225,-21.1459649,148.4998851,Australia
QG4059,QG4063,-21.1461744,148.4998921,Australia
QG4061,QG4063,-21.1461744,148.4998921,Australia
QG4062,QG4063,-21.1461744,148.4998921,Australia
QG4063,QG4063,-21.1461744,148.4998921,Australia
QG4064,QG4064,-21.1453727,148.4997337,Australia
QG4065,QG4068,-21.1453727,148.4997337,Australia
QG4066,QG4064,NA,NA,unknown
QG4067,QG4067,-21.1453727,148.4997337,Australia
QG4068,QG4068,-21.1453727,148.4997337,Australia
QG4069,QG4068,-21.1453727,148.4997337,Australia
QG4070,QG4070,-21.1176781,148.5160414,Australia
QG4071,QG4070,-21.1176781,148.5160414,Australia
QG4072,QG4070,-21.1176781,148.5160414,Australia
QG4073,QG4070,-21.1176781,148.5160414,Australia
QG4074,QG4070,-21.1176781,148.5160414,Australia
QG4075,QG4070,-21.1176781,148.5160414,Australia
QG4093,QG4093,-21.16862222,148.5080167,Australia
QG4094,QG4094,-21.16862222,148.5080167,Australia
QG4095,QG4095,-21.16862222,148.5080167,Australia
QG4096,QG4096,-21.16879444,148.506575,Australia
QG4097,QG4097,-21.16879444,148.506575,Australia
QG4104,QG4104,-21.14488889,148.498225,Australia
QG4112,QG4114,NA,NA,unknown
QG4113,QG4097,NA,NA,unknown
QG4114,QG4114,-21.144475,148.4999222,Australia
QG4115,QG4114,-21.144475,148.4999222,Australia
QG4116,QG4114,-21.144475,148.4999222,Australia
QG4117,QG4114,-21.144475,148.4999222,Australia
QG4118,ECA2647,NA,NA,unknown
QG4119,ECA2647,-21.16757222,148.5048028,Australia
QG4120,ECA2647,NA,NA,unknown
QG4121,ECA2647,NA,NA,unknown
QG4122,ECA2647,NA,NA,unknown
QG4123,ECA2647,-21.16757222,148.5048028,Australia
QG4128,QG4131,-21.17034722,148.5080417,Australia
QG4129,QG4131,-21.17034722,148.5080417,Australia
QG4130,QG4131,-21.17034722,148.5080417,Australia
QG4131,QG4131,-21.17034722,148.5080417,Australia
QG4132,QG4132,-21.17034722,148.5080417,Australia
QG4133,QG4131,-21.17034722,148.5080417,Australia
QG4206,QG4208,-21.1695006,148.5079426,Australia
QG4207,QG4208,-21.1695006,148.5079426,Australia
QG4208,QG4208,-21.1695006,148.5079426,Australia
QG4209,QG4095,-21.1695006,148.5079426,Australia
QG4210,QG4208,-21.1695006,148.5079426,Australia
QG4211,QG4095,-21.1695006,148.5079426,Australia
QG4212,QG4097,-21.1686322,148.5064053,Australia
QG4213,QG4097,-21.1686322,148.5064053,Australia
QG4214,QG4214,-21.1448256,148.4984929,Australia
QG4225,QG4225,-21.14559444,148.4993528,Australia
QG4231,QG4225,-21.14559444,148.4993528,Australia
QG4630,QG5348,6.9666,158.1907,Pacific
QG4637,QG4742,6.9213,158.2637,Pacific
QG4647,QG4647,6.9073,158.1815,Pacific
QG4648,QG4648,6.9209,158.2632,Pacific
QG4661,QG5525,6.9031,158.1706,Pacific
QG4681,QG5612,6.9578,158.2086,Pacific
QG4682,QG4718,6.9666,158.1907,Pacific
QG4683,QG4683,6.9666,158.1907,Pacific
QG4698,QG5507,6.9666,158.1907,Pacific
QG4700,QG4701,6.9196,158.2712,Pacific
QG4701,QG4701,6.9195,158.2712,Pacific
QG4706,QG4706,6.9666,158.1907,Pacific
QG4715,QG5474,6.9666,158.1907,Pacific
QG4718,QG4718,6.9666,158.1907,Pacific
QG4733,QG5348,6.9666,158.1907,Pacific
QG4742,QG4742,6.9213,158.2637,Pacific
QG4790,QG4718,6.9666,158.1907,Pacific
QG4805,QG4805,6.8578,158.2183,Pacific
QG4838,QG4847,6.9204,158.2633,Pacific
QG4847,QG4847,6.9204,158.2633,Pacific
QG4876,QG4742,6.9213,158.2637,Pacific
QG4880,QG4742,6.9213,158.2637,Pacific
QG4896,QG4742,6.9213,158.2637,Pacific
QG4924,QG5348,6.9666,158.1907,Pacific
QG4944,QG4701,6.9196,158.2712,Pacific
QG4947,QG4701,6.9196,158.2712,Pacific
QG4952,QG4706,6.9666,158.1907,Pacific
QG4953,QG4706,6.9666,158.1907,Pacific
QG4954,QG4966,6.9196,158.2712,Pacific
QG4956,QG4706,6.9666,158.1907,Pacific
QG4966,QG4966,6.9196,158.2712,Pacific
QG4968,QG4706,6.9666,158.1907,Pacific
QG4996,QG4718,6.9666,158.1907,Pacific
QG5008,QG5507,6.9666,158.1907,Pacific
QG5094,QG4683,6.9666,158.1907,Pacific
QG5103,QG5474,6.9666,158.1907,Pacific
QG5149,QG4647,6.9073,158.1815,Pacific
QG5150,QG5633,6.9666,158.1907,Pacific
QG5153,QG5633,6.9666,158.1907,Pacific
QG5166,QG4683,6.9666,158.1907,Pacific
QG5169,QG5348,6.9666,158.1907,Pacific
QG5170,QG5348,6.9666,158.1907,Pacific
QG5179,QG4683,6.9666,158.1907,Pacific
QG5180,QG5348,6.9666,158.1907,Pacific
QG5187,QG5612,6.9578,158.2086,Pacific
QG5197,QG5348,6.9666,158.1907,Pacific
QG5198,QG5348,6.9666,158.1907,Pacific
QG5205,QG4683,6.9666,158.1907,Pacific
QG5277,QG4718,6.9666,158.1907,Pacific
QG5284,QG4718,6.9666,158.1907,Pacific
QG5286,QG4718,6.9666,158.1907,Pacific
QG5290,QG4718,6.9666,158.1907,Pacific
QG5295,QG5507,6.9666,158.1907,Pacific
QG5300,QG4706,6.9666,158.1907,Pacific
QG5314,QG4718,6.9666,158.1907,Pacific
QG5348,QG5348,6.9666,158.1907,Pacific
QG5351,QG4706,6.9666,158.1907,Pacific
QG5369,QG4683,6.9666,158.1907,Pacific
QG5406,QG5406,6.9666,158.1907,Pacific
QG547,QG547,40.783,-73.985,North America
QG5471,QG5474,6.9666,158.1907,Pacific
QG5474,QG5474,6.9666,158.1907,Pacific
QG5485,QG5603,6.9661,158.1916,Pacific
QG5488,QG5488,6.9031,158.1706,Pacific
QG550,QG550,26.4758,127.834,Pacific
QG5506,QG4718,6.9666,158.1907,Pacific
QG5507,QG5507,6.9666,158.1907,Pacific
QG5512,QG5603,6.9661,158.1916,Pacific
QG5525,QG5525,6.9031,158.1706,Pacific
QG5531,QG5507,6.9666,158.1907,Pacific
QG5534,QG5507,6.9666,158.1907,Pacific
QG5539,QG5507,6.9666,158.1907,Pacific
QG5556,QG5348,6.9666,158.1907,Pacific
QG5577,QG4683,6.9666,158.1907,Pacific
QG5578,QG5633,6.9666,158.1907,Pacific
QG5579,QG5633,6.9666,158.1907,Pacific
QG5580,QG5474,6.9666,158.1907,Pacific
QG5581,QG5474,6.9666,158.1907,Pacific
QG5582,QG5474,6.9666,158.1907,Pacific
QG5589,QG5589,6.9073,158.1815,Pacific
QG5603,QG5603,6.9661,158.1916,Pacific
QG5604,QG5603,6.9661,158.1916,Pacific
QG5611,QG5611,6.9578,158.2086,Pacific
QG5612,QG5612,6.9578,158.2086,Pacific
QG5631,QG4683,6.9666,158.1907,Pacific
QG5632,QG5633,6.9666,158.1907,Pacific
QG5633,QG5633,6.9666,158.1907,Pacific
QG5657,QG5612,6.9578,158.2086,Pacific
QG570,QG581,45.54181667,-74.01301667,North America
QG571,QG581,45.54181667,-74.01301667,North America
QG572,QG581,45.54181667,-74.01301667,North America
QG573,QG581,45.54181667,-74.01301667,North America
QG574,QG581,45.5423,-74.01235,North America
QG737,QG737,9.155514,-79.848903,Central America
QG575,QG581,45.5423,-74.01235,North America
QG576,QG581,45.5423,-74.01235,North America
QG577,QG581,45.5423,-74.01235,North America
QG578,QG581,45.5423,-74.01235,North America
QG579,QG581,45.5423,-74.01235,North America
QG580,NIC60,45.5423,-74.01235,North America
QG581,QG581,45.5423,-74.01235,North America
QG584,QG588,41.52503056,-70.67271389,North America
QG585,QG588,41.52503056,-70.67271389,North America
QG586,QG588,41.52503056,-70.67271389,North America
QG587,QG588,41.52503056,-70.67271389,North America
QG738,QG809,9.15445,-79.82763,Central America
QG588,QG588,41.52503056,-70.67271389,North America
QG589,QG588,41.52503056,-70.67271389,North America
QG700,QG700,9.145492913,-79.8261379,Central America
QG723,QG2665,9.154377,-79.833165,Central America
QG724,QG2665,9.154377,-79.833165,Central America
QG725,QG784,9.154377,-79.833165,Central America
QG726,QG868,9.14141,-79.8285,Central America
QG727,QG727,9.14141,-79.8285,Central America
QG728,QG825,9.16485,-79.8391,Central America
QG730,QG2648,9.16347,-79.84038,Central America
QG731,QG865,9.16272,-79.84097,Central America
QG733,QG733,9.152583,-79.852998,Central America
QG734,QG864,9.152583,-79.852998,Central America
QG735,QG865,9.1546218,-79.8487201,Central America
QG736,QG736,9.155514,-79.848903,Central America
QG739,QG739,9.15447,-79.82758,Central America
QG740,QG875,9.1543,-79.82672,Central America
QG741,QG3058,9.161421,-79.837195,Central America
QG742,QG3058,9.161421,-79.837195,Central America
QG743,QG3058,9.161421,-79.837195,Central America
QG744,QG1126,9.161421,-79.837195,Central America
QG745,QG1126,9.161421,-79.837195,Central America
QG746,QG1126,9.161421,-79.837195,Central America
QG747,QG763,9.161421,-79.837195,Central America
QG748,QG763,9.161421,-79.837195,Central America
QG749,QG763,9.161421,-79.837195,Central America
QG750,QG763,9.161421,-79.837195,Central America
QG752,QG3058,9.161421,-79.837195,Central America
QG753,QG763,9.161421,-79.837195,Central America
QG754,QG763,9.161421,-79.837195,Central America
QG755,QG763,9.161421,-79.837195,Central America
QG797,QG797,9.152688,-79.851539,Central America
QG756,QG2648,9.161421,-79.837195,Central America
QG757,QG937,9.161421,-79.837195,Central America
QG758,QG763,9.161421,-79.837195,Central America
QG759,QG763,9.161421,-79.837195,Central America
QG760,QG761,9.161421,-79.837195,Central America
QG761,QG761,9.161421,-79.837195,Central America
QG762,QG763,9.161421,-79.837195,Central America
QG763,QG763,9.161421,-79.837195,Central America
QG764,QG2648,9.161421,-79.837195,Central America
QG765,QG3058,9.161421,-79.837195,Central America
QG766,QG763,9.161421,-79.837195,Central America
QG767,QG3058,9.161421,-79.837195,Central America
QG769,QG763,9.161421,-79.837195,Central America
QG770,QG858,9.155694,-79.848988,Central America
QG771,QG3058,9.16152,-79.83633,Central America
QG773,QG3058,9.16152,-79.83633,Central America
QG774,QG2665,9.15885,-79.83537,Central America
QG775,QG2665,9.15885,-79.83537,Central America
QG776,QG776,9.160652,-79.820831,Central America
QG777,QG784,9.14576403,-79.8544232,Central America
QG778,QG791,9.14576403,-79.8544232,Central America
QG779,QG791,9.14576403,-79.8544232,Central America
QG780,QG991,9.16163,-79.83895,Central America
QG781,QG781,9.159031,-79.830326,Central America
QG782,QG784,9.14576403,-79.8544232,Central America
QG783,QG791,9.14576403,-79.8544232,Central America
QG784,QG784,9.14576403,-79.8544232,Central America
QG785,QG791,9.14576403,-79.8544232,Central America
QG786,QG786,9.14576403,-79.8544232,Central America
QG787,QG980,9.159264,-79.824887,Central America
QG788,QG788,9.151852,-79.853543,Central America
QG789,QG791,9.14576403,-79.8544232,Central America
QG790,QG790,9.147185361,-79.8528469,Central America
QG791,QG791,9.14576403,-79.8544232,Central America
QG792,QG786,9.14576403,-79.8544232,Central America
QG793,QG781,9.159031,-79.830326,Central America
QG794,QG795,9.159222,-79.836495,Central America
QG795,QG795,9.159222,-79.836495,Central America
QG796,QG978,9.1491,-79.856143,Central America
QG798,QG865,9.152413,-79.850852,Central America
QG799,QG978,9.1491,-79.856143,Central America
QG802,QG802,9.158057,-79.834221,Central America
QG803,QG978,9.1491,-79.856143,Central America
QG804,QG804,9.152943,-79.851689,Central America
QG805,QG978,9.1491,-79.856143,Central America
QG806,QG806,9.147185361,-79.8528469,Central America
QG807,QG807,9.147185361,-79.8528469,Central America
QG808,QG808,9.1491,-79.856143,Central America
QG809,QG809,9.1491,-79.856143,Central America
QG810,QG784,9.159031,-79.830326,Central America
QG811,QG978,9.14752,-79.85572,Central America
QG812,QG788,9.152413,-79.850852,Central America
QG813,QG781,9.152413,-79.850852,Central America
QG814,QG865,9.152413,-79.850852,Central America
QG815,QG978,9.1491,-79.856143,Central America
QG816,QG791,9.14576403,-79.8544232,Central America
QG819,QG978,9.14752,-79.85572,Central America
QG822,QG2665,9.158427,-79.833373,Central America
QG824,QG825,9.16485,-79.8391,Central America
QG825,QG825,9.16485,-79.8391,Central America
QG826,QG874,9.16478,-79.83927,Central America
QG827,QG827,9.1537,-79.82607,Central America
QG828,QG828,9.15885,-79.83537,Central America
QG829,QG3058,9.16152,-79.83633,Central America
QG830,QG825,9.16485,-79.8391,Central America
QG831,QG727,9.14141,-79.8285,Central America
QG832,QG784,9.15443,-79.82735,Central America
QG833,QG833,9.15388,-79.83167,Central America
QG854,QG1126,9.1614,-79.84162,Central America
QG855,QG855,9.152583,-79.852998,Central America
QG856,QG856,9.156459,-79.848792,Central America
QG857,QG865,9.16272,-79.84097,Central America
QG858,QG858,9.155694,-79.848988,Central America
QG859,QG858,9.155694,-79.848988,Central America
QG860,QG860,9.14141,-79.8285,Central America
QG861,QG727,9.14141,-79.8285,Central America
QG864,QG864,9.152583,-79.852998,Central America
QG865,QG865,9.16272,-79.84097,Central America
QG866,QG866,9.151852,-79.853543,Central America
QG867,QG878,9.15445,-79.82763,Central America
QG868,QG868,9.14141,-79.8285,Central America
QG869,QG866,9.152583,-79.852998,Central America
QG870,QG739,9.15443,-79.82735,Central America
QG872,QG739,9.15447,-79.82758,Central America
QG873,QG737,9.155514,-79.848903,Central America
QG874,QG874,9.16478,-79.83927,Central America
QG875,QG875,9.1543,-79.82672,Central America
QG876,QG1126,9.161421,-79.837195,Central America
QG877,QG727,9.14141,-79.8285,Central America
QG878,QG878,9.15383,-79.82763,Central America
QG879,QG879,9.16152,-79.83633,Central America
QG880,QG880,9.15445,-79.83205,Central America
QG881,QG881,9.144607067,-79.8263148,Central America
QG882,QG888,9.144538,-79.854772,Central America
QG883,QG888,9.144538,-79.854772,Central America
QG884,QG888,9.144538,-79.854772,Central America
QG885,QG887,9.14576403,-79.8544232,Central America
QG886,QG887,9.14576403,-79.8544232,Central America
QG887,QG887,9.14576403,-79.8544232,Central America
QG888,QG888,9.14576403,-79.8544232,Central America
QG889,QG888,9.14576403,-79.8544232,Central America
QG890,QG888,9.14576403,-79.8544232,Central America
QG923,QG1111,9.167793,-79.844548,Central America
QG924,QG998,9.171288,-79.842699,Central America
VSL2219,VSL2219,NA,NA,Asia
QG925,QG998,9.167793,-79.844548,Central America
QG926,QG926,9.170573,-79.84316,Central America
QG927,QG927,9.170850606,-79.8428988,Central America
QG928,QG1005,9.170573,-79.84316,Central America
QG930,QG1126,9.170573,-79.84316,Central America
QG931,QG998,9.167793,-79.844548,Central America
QG932,QG1126,9.164456,-79.844623,Central America
QG933,QG933,9.164456,-79.844623,Central America
QG934,QG784,9.167793,-79.844548,Central America
QG936,QG937,9.16936,-79.844397,Central America
QG937,QG937,9.16936,-79.844397,Central America
QG938,QG1111,9.167793,-79.844548,Central America
QG939,QG998,9.16936,-79.844397,Central America
QG941,QG888,9.144538,-79.854772,Central America
QG944,QG888,9.14576403,-79.8544232,Central America
QG945,QG945,9.147419,-79.85312,Central America
QG946,QG946,9.147419,-79.85312,Central America
QG947,QG947,9.154377,-79.833165,Central America
QG948,QG948,9.145492913,-79.8261379,Central America
QG949,QG986,9.159031,-79.830326,Central America
QG950,QG986,9.159031,-79.830326,Central America
VT847,VT847,19.9,-155.6,Hawaii
QG951,QG986,9.159031,-79.830326,Central America
QG952,QG952,9.160461,-79.822633,Central America
QG973,QG978,9.159264,-79.824887,Central America
QG977,QG1126,9.159974,-79.823309,Central America
QG978,QG978,9.1491,-79.856143,Central America
QG979,QG784,9.159031,-79.830326,Central America
QG980,QG980,9.1491,-79.856143,Central America
QG982,QG887,9.14576403,-79.8544232,Central America
QG983,QG887,9.14576403,-79.8544232,Central America
QG985,QG888,9.14576403,-79.8544232,Central America
QG986,QG986,9.147419,-79.85312,Central America
QG988,QG1126,9.16347,-79.84038,Central America
QG991,QG991,9.16163,-79.83895,Central America
QG992,QG991,9.16163,-79.83895,Central America
QG993,QG2665,9.154377,-79.833165,Central America
QG994,QG994,9.154377,-79.833165,Central America
QG995,QG995,9.158893,-79.835315,Central America
QG996,QG986,9.159031,-79.830326,Central America
QG997,QG997,9.160461,-79.822633,Central America
QG998,QG998,9.170573,-79.84316,Central America
QR24,QR25,45.545448,-73.639076,North America
QR25,QR25,45.545448,-73.639076,North America
QX1410,QX1410,13.821844,-61.049778,Caribbean
QX1414,PB857,38.890061,-92.892883,North America
QX1545,PB857,39.9,-82.9,North America
QX1547,QX1547,35.931125,-84.931125,North America
QX1795,QX1795,20.9818,-156.5463,Hawaii
QX1796,QX1796,20.8795,-156.1965,Hawaii
QX1797,ECA1383,20.8744,-156.186,Hawaii
ZZY405,ZZY405,22.875,114.0625,Asia
QX1798,QX1798,20.8742,-156.1856,Hawaii
QX1800,QX1800,20.8715,-156.1694,Hawaii
QX1801,QX1801,20.8189,-156.0904,Hawaii
QX1802,QX1802,20.6299,-156.3948,Hawaii
QX1803,QX1803,20.72027,-156.44406,Hawaii
QX1804,QX1804,20.7894,-156.0043,Hawaii
SOW18,SOW18,39.960663,-75.605492,North America
SOW21,SOW21,41.41123603,-78.70870679,North America
SOW22,SOW22,40.006496,-75.703278,North America
TT3407,TT3411,18.9061,72.8039,Asia
TT3408,TT3408,18.9082,72.8057,Asia
TT3411,TT3411,18.90627,72.80395,Asia
TWN1772,TWN1772,24.69641667,121.4180556,Taiwan
TWN1824,TWN1824,24.69027778,121.4055556,Taiwan
TWN1899,TWN1899,25.16666667,121.5166667,Taiwan
TWN1907,TWN1907,24.85,121.55,Taiwan
TWN2919,TWN2919,24.17394444,121.6172222,Taiwan
TWN3077,TWN3077,25.19,121.7833333,Taiwan
UH1,UH1,19.6,-155.05,Hawaii
VSL2201,VSL2201,12.3807,75.8947,Asia
VSL2207,VSL2207,12.42865,75.7624,Asia
VSL2208,VSL2213,12.37008,75.90315,Asia
VSL2209,VSL2209,12.3692,75.9012,Asia
VSL2210,VSL2210,12.36923,75.90115,Asia
VSL2211,VSL2213,12.36935,75.90123,Asia
VSL2212,VSL2212,12.3829,75.9013,Asia
VSL2213,VSL2213,12.383,75.903,Asia
VSL2215,VSL2215,12.3799,75.8974,Asia
VSL2216,VSL2216,NA,NA,Asia
VSL2217,VSL2217,NA,NA,Asia
VX34,VX34,31.750834,113.98333,Asia
XZ1204,XZ1204,-23.571,-46.647,South America
XZ1205,XZ1205,-23.852,-46.4172,South America
XZ1206,XZ1206,-23.852,-46.4172,South America
XZ1207,XZ1207,-23.892,-46.3326,South America
XZ1208,EG6276,-23.5707,-46.64471,South America
XZ1209,EG6276,-23.5707,-46.64471,South America
XZ1210,XZ1210,-23.571,-46.647,South America
XZ1211,XZ1204,-23.571,-46.647,South America
XZ1212,XZ1212,-23.571,-46.647,South America
XZ1213,XZ1213,-23.571,-46.647,South America
XZ1731,XZ1731,-22.9382,-46.5466,South America
XZ1732,XZ1732,-23.5707,-46.64471,South America
XZ1733,XZ1732,-23.5707,-46.64471,South America
YR88,EG6268,NA,NA,unknown
ZZY0992,ZZY0992,22.42381115,114.1793101,Asia
ZZY1034,ZZY1034,22.38478428,113.9664658,Asia
ZZY1075,ZZY1075,22.78977726,114.739768,Asia
ZZY1123,ZZY1123,22.42629881,114.1811105,Asia
ZZY1130,ZZY1130,22.366493,114.260543,Asia
