samples	cluster	lat	long	geo	Lineage
BRC20257	A	NA	NA	unknown	Tropical
JU2057	A	-12.77	45.14	Africa	Tropical
JU2160	A	-6.2709	39.417	Africa	Tropical
JU2470	A	-12.732834	45.186209	Africa	Tropical
QG2880	A	-16.8999	145.7489833	Australia	Tropical
QG2884	A	-16.0950167	145.4665333	Australia	Tropical
QG2902	A	-16.10365	145.4473167	Australia	Tropical
QG2903	A	-16.10365	145.4473167	Australia	Tropical
QG2906	A	-16.10275	145.4482833	Australia	Tropical
QG2923	A	-20.2852667	148.7647	Australia	Tropical
QG2925	A	-16.2375361	145.4287278	Australia	Tropical
QG4647	A	6.9073	158.1815	Pacific	Tropical
QG4805	A	6.8578	158.2183	Pacific	Tropical
JU3237	A	-12.76	45.09	Africa	Tropical
QG2892	A	-16.1026	145.4467333	Australia	Tropical
QG2895	A	-16.10295	145.44645	Australia	Tropical
HPT62	A	-8.41222	115.58591	Pacific	Tropical
ZZY1123	A	22.42629881	114.1811105	Asia	Tropical
JU2162	A	-6.2715	39.416	Africa	Tropical
ZZY0992	A	22.42381115	114.1793101	Asia	Tropical
VSL2217	A	NA	NA	Asia	Tropical
BRC20270	B	25.0998	121.839	Taiwan	TH
BRC20272	B	25.0998	121.839	Taiwan	TH
BRC20308	B	24.70210833	121.73775	Taiwan	TH
BRC20309	B	24.70210833	121.73775	Taiwan	TH
BRC20311	B	24.70210833	121.73775	Taiwan	TH
BRC20312	B	24.70210833	121.73775	Taiwan	TH
BRC20315	B	24.70210833	121.73775	Taiwan	TH
BRC20320	B	24.84201944	121.9516639	Taiwan	TH
BRC20331	B	25.01947778	121.9432	Taiwan	TH
BRC20339	B	24.951309	121.630089	Taiwan	TH
BRC20366	B	25.11698	121.733184	Taiwan	TH
BRC20370	B	24.77555556	121.5802778	Taiwan	TH
BRC20534	B	24.182667	121.626472	Taiwan	TH
BRC20535	B	24.182667	121.626472	Taiwan	TH
BRC20536	B	24.182667	121.626472	Taiwan	TH
ECA2299	B	20.949184	-156.53637	Hawaii	TH
NIC1539	B	25.06052	121.76957	Taiwan	TH
NIC1598	B	24.6871	121.13633	Taiwan	TH
NIC1602	B	24.68897	121.13965	Taiwan	TH
NIC1630	B	25.02782	121.57627	Taiwan	TH
NIC1667	B	25.10869	121.83743	Taiwan	TH
NIC518	B	25.00739	121.900472	Taiwan	TH
TWN1907	B	24.85	121.55	Taiwan	TH
TWN2919	B	24.17394444	121.6172222	Taiwan	TH
BRC20334	B	24.70731	121.738054	Taiwan	TH
BRC20544	B	24.182667	121.626472	Taiwan	TH
BRC20230	C	23.670695	120.798589	Taiwan	TH
BRC20246	C	23.600568	120.883395	Taiwan	TH
BRC20390	C	25.027105	121.576542	Taiwan	TH
BRC20537	C	23.416972	121.275389	Taiwan	TH
BRC20543	C	23.792667	120.798083	Taiwan	TH
BRC20557	C	24.822538	121.73566	Taiwan	TH
ECA1383	C	20.040312	-155.442105	Hawaii	TH
ECA3502	C	22.0756	-159.414057	Hawaii	TH
EG6265	C	18.11	-66.16	Caribbean	TH
JU2216	C	-6.480251	-76.356593	South America	TH
NIC1220	C	25.95224	119.9771	Asia	TH
NIC1590	C	24.68622	121.13734	Taiwan	TH
NIC1663	C	23.66543	120.79964	Taiwan	TH
NIC1681	C	22.08922	120.84876	Taiwan	TH
NIC1693	C	25.03488	121.58864	Taiwan	TH
NIC505	C	23.5347	120.6775	Taiwan	TH
NIC779	C	23.72791	120.76594	Taiwan	TH
NIC805	C	23.81441	120.85687	Taiwan	TH
NIC815	C	23.81407	120.8564	Taiwan	TH
NIC824	C	23.60248	120.88317	Taiwan	TH
NIC864	C	23.72733	120.76653	Taiwan	TH
NIC889	C	23.81433	120.85649	Taiwan	TH
NIC897	C	22.01967	121.57357	Taiwan	TH
QX1798	C	20.8742	-156.1856	Hawaii	TH
TWN1772	C	24.69641667	121.4180556	Taiwan	TH
TWN3077	C	25.19	121.7833333	Taiwan	TH
UH1	C	19.6	-155.05	Hawaii	TH
BRC20238	C	23.814211	120.856072	Taiwan	TH
BRC20532	C	25.138139	121.672	Taiwan	TH
NIC1631	C	25.02782	121.57627	Taiwan	TH
NIC1666	C	23.6694	120.78929	Taiwan	TH
ECA1170	C	21.40083	-157.8887	Hawaii	TH
ECA1559	C	21.401228	-157.88682	Hawaii	TH
NIC1595	C	24.6871	121.13633	Taiwan	TH
NIC1660	C	25.03808	121.74625	Taiwan	TH
NIC1661	C	23.66552	120.79794	Taiwan	TH
NIC1662	C	23.66543	120.79964	Taiwan	TH
BRC20244	C	23.72641	120.758426	Taiwan	TH
NIC814	C	23.81411	120.85654	Taiwan	TH
ECA2385	C	19.120342	-155.8204	Hawaii	TH
ECA287	C	9.926663289	-84.04235373	Central America	TH
NIC1205	C	26.22481	119.99506	Asia	TH
BRC20529	C	23.63725	120.685389	Taiwan	TH
NIC504	C	23.5347	120.6775	Taiwan	TH
NIC865	C	23.72717	120.76673	Taiwan	TH
NIC863	C	23.72763	120.76625	Taiwan	TH
BRC20088	C	25.15533333	121.5465611	Taiwan	TH
QG4208	D	-21.1695006	148.5079426	Australia	AD
QG4093	D	-21.16862222	148.5080167	Australia	AD
QG2893	D	-16.1026	145.4467333	Australia	AD
QG2908	D	-17.2643833	145.4884833	Australia	AD
BRC20239	E	23.60095833	120.8821883	Taiwan	TD1
BRC20343	E	24	121	Taiwan	TD1
BRC20347	E	25.121206	121.593578	Taiwan	TD1
BRC20522	E	25.1839015	121.5206295	Taiwan	TD1
BRC20524	E	25.1839015	121.5206295	Taiwan	TD1
NIC1540	E	25.05792	121.77076	Taiwan	TD1
NIC1589	E	24.68622	121.13734	Taiwan	TD1
NIC1591	E	24.68622	121.13734	Taiwan	TD1
NIC1664	E	23.66109	120.7967	Taiwan	TD1
NIC1665	E	23.66654	120.79295	Taiwan	TD1
NIC21	E	24.47605	120.99481	Taiwan	TD1
NIC827	E	23.60233	120.88182	Taiwan	TD1
NIC828	E	23.60197	120.88157	Taiwan	TD1
TWN1824	E	24.69027778	121.4055556	Taiwan	TD1
NIC20	E	24.47058	120.97781	Taiwan	TD1
BRC20229	E	23.572084	120.900213	Taiwan	TD1
NIC22	E	24.19177	121.01531	Taiwan	TD1
BRC20075	E	24.790015	121.374604	Taiwan	TD1
NIC1593	E	24.68622	121.13734	Taiwan	TD1
NIC816	E	23.81417	120.856	Taiwan	TD1
BRC20232	E	23.60247	120.8838617	Taiwan	TD1
BRC20530	E	23.33725	120.712389	Taiwan	TD1
TWN1899	E	25.16666667	121.5166667	Taiwan	TD1
BRC20531	E	23.792667	120.798083	Taiwan	TD1
NIC19	E	25.15219	121.54461	Taiwan	TD1
NIC825	E	23.60246	120.88278	Taiwan	TD1
QG1007	F	9.164456	-79.844623	Central America	Tropical
QG1126	F	9.16835	-79.839279	Central America	Tropical
QG2996	F	9.163766667	-79.8440167	Central America	Tropical
QG3025	F	9.1581	-79.8474333	Central America	Tropical
QG3030	F	9.1594	-79.8478833	Central America	Tropical
QG3034	F	9.163366667	-79.8447333	Central America	Tropical
QG3041	F	9.164216667	-79.8373667	Central America	Tropical
QG797	F	9.152688	-79.851539	Central America	Tropical
QG804	F	9.152943	-79.851689	Central America	Tropical
QG809	F	9.1491	-79.856143	Central America	Tropical
QG875	F	9.1543	-79.82672	Central America	Tropical
QG888	F	9.14576403	-79.8544232	Central America	Tropical
QG933	F	9.164456	-79.844623	Central America	Tropical
QG946	F	9.147419	-79.85312	Central America	Tropical
QG994	F	9.154377	-79.833165	Central America	Tropical
QG998	F	9.170573	-79.84316	Central America	Tropical
QG945	F	9.147419	-79.85312	Central America	Tropical
QG2648	F	9.153933333	-79.83166667	Central America	Tropical
EG5612	G	-23.18	-44.19	South America	Tropical
JU1338	G	8.509	76.956	Asia	Tropical
JU1346	G	9.55	76.8	Asia	Tropical
JU1424	G	22.4	105.6	Asia	Tropical
JU2849	G	-20.382477	-43.505978	South America	Tropical
JU4062	G	22.2898	103.9338	Asia	Tropical
JU4064	G	22.2883	103.9369	Asia	Tropical
NIC1123	G	-12.87435802	-69.49724601	South America	Tropical
NIC2369	G	4.0373529586941	-52.671654978767	South America	Tropical
NIC419	G	4.03617	-52.67805	South America	Tropical
NIC67	G	4.08533	-52.6751	South America	Tropical
VSL2213	G	12.383	75.903	Asia	Tropical
XZ1205	G	-23.852	-46.4172	South America	Tropical
XZ1206	G	-23.852	-46.4172	South America	Tropical
VSL2216	G	NA	NA	Asia	Tropical
JU4051	G	22.3228	103.8841	Asia	Tropical
JU4060	G	22.2901	103.9332	Asia	Tropical
BRC20089	H	25.15533333	121.5465611	Taiwan	Tropical
BRC20093	H	23.94991389	121.5518917	Taiwan	Tropical
BRC20096	H	25.04372222	121.6160639	Taiwan	Tropical
BRC20103	H	25.04655556	121.6149472	Taiwan	Tropical
BRC20228	H	23.572084	120.900213	Taiwan	Tropical
BRC20260	H	23.600208	120.883767	Taiwan	Tropical
BRC20369	H	23.7132	120.7855556	Taiwan	Tropical
BRC20556	H	24.822538	121.73566	Taiwan	Tropical
ECA2636	H	-26.3674836	152.5852451	Australia	Tropical
ECA2667	H	-26.36741111	152.5852889	Australia	Tropical
ED3037	H	25.123667	121.532982	Taiwan	Tropical
GXW22	H	23.15	113.35	Asia	Tropical
HPT53	H	-8.526342	115.167778	Pacific	Tropical
HPT55	H	-8.53075	115.164939	Pacific	Tropical
HPT59	H	-8.52519	115.16689	Pacific	Tropical
HPT60	H	-8.52522	115.16686	Pacific	Tropical
JU1909	H	-18.5245	146.3327	Australia	Tropical
JU3281	H	50.0711	14.42028	Europe	Tropical
JU3321	H	31.15	121.44305	Asia	Tropical
JU4042	H	21.03892	105.83122	Asia	Tropical
NIC1628	H	25.02113	121.58315	Taiwan	Tropical
NIC2527	H	39.476358	-0.386592	Europe	Tropical
NIC793	H	23.83631	120.72486	Taiwan	Tropical
NIC796	H	23.83617	120.72563	Taiwan	Tropical
NIC871	H	25.16734	121.55651	Taiwan	Tropical
QG2814	H	-30.6445167	153.0090333	Australia	Tropical
QG2848	H	-27.4627778	152.9905556	Australia	Tropical
TT3408	H	18.9082	72.8057	Asia	Tropical
TT3411	H	18.90627	72.80395	Asia	Tropical
ZZY1034	H	22.38478428	113.9664658	Asia	Tropical
ZZY1130	H	22.366493	114.260543	Asia	Tropical
ZZY405	H	22.875	114.0625	Asia	Tropical
QG4847	H	6.9204	158.2633	Pacific	Tropical
BRC20098	H	25.04372222	121.6160639	Taiwan	Tropical
BRC20401	H	25.017012	121.557477	Taiwan	Tropical
HPT54	H	-8.530492	115.164917	Pacific	Tropical
NIC802	H	23.83701	120.72771	Taiwan	Tropical
BRC20102	H	24.336532	120.607411	Taiwan	Tropical
NIC790	H	23.83645	120.7249	Taiwan	Tropical
ECA163	I	42.361025	-88.427841	North America	NWD
ECA276	I	42.496411	-88.240099	North America	NWD
ED3102	I	-1.316667	36.8	Africa	NWD
HPT11	I	-7.8	112.516	Pacific	ID
JU3168	I	0.289	6.612	Africa	NWD
HPT18	I	-7.8234117	112.5873372	Pacific	ID
HPT24	I	-8.531795	116.239193	Pacific	ID
NIC1054	J	20.48991	-87.72797	Central America	Tropical
NIC1055	J	20.48978	-87.72502	Central America	Tropical
NIC1057	J	20.48756	-87.72532	Central America	Tropical
NIC1058	J	20.48756	-87.72532	Central America	Tropical
NIC1059	J	20.48627	-87.72449	Central America	Tropical
NIC1060	J	20.48529	-87.72361	Central America	Tropical
ECA2617	K	-26.26214444	152.8295528	Australia	AD
ECA2647	K	-21.1683872	148.5075834	Australia	AD
ECA2666	K	-21.16771623	148.504728	Australia	AD
QG2891	K	-16.1026	145.4467333	Australia	AD
QG4026	K	-26.26193056	152.8296722	Australia	AD
QG4031	K	-26.26193056	152.8296722	Australia	AD
QG4064	K	-21.1453727	148.4997337	Australia	AD
QG4067	K	-21.1453727	148.4997337	Australia	AD
QG4068	K	-21.1453727	148.4997337	Australia	AD
QG4095	K	-21.16862222	148.5080167	Australia	AD
QG4096	K	-21.16879444	148.506575	Australia	AD
QG4097	K	-21.16879444	148.506575	Australia	AD
QG4114	K	-21.144475	148.4999222	Australia	AD
QG4131	K	-21.17034722	148.5080417	Australia	AD
QG4132	K	-21.17034722	148.5080417	Australia	AD
ECA2639	K	-26.26204861	152.8294249	Australia	AD
QG4214	K	-21.1448256	148.4984929	Australia	AD
ECA2621	K	-26.6275648	152.8409822	Australia	AD
ECA2670	K	-26.3588565	152.6355008	Australia	AD
QG4104	K	-21.14488889	148.498225	Australia	AD
ECA2618	K	-26.2619772	152.8296094	Australia	AD
QG4028	K	-26.26193056	152.8296722	Australia	AD
QG4063	K	-21.1461744	148.4998921	Australia	AD
QG4225	K	-21.14559444	148.4993528	Australia	AD
HPT16	L	-7.822561	112.5870957	Pacific	Tropical
HPT19	L	-7.8235187	112.5881514	Pacific	Tropical
HPT2	L	-7.800708	112.515721	Pacific	Tropical
HPT37	L	-5.256498	119.864142	Pacific	Tropical
HPT42	L	-5.252889	119.865139	Pacific	Tropical
HPT4	L	-7.801594	112.517286	Pacific	Tropical
HPT8	L	-7.80504	112.51691	Pacific	Tropical
HPT34	L	-5.256105	119.863864	Pacific	Tropical
BRC20107	M	26.478	127.836	Pacific	Tropical
QG550	M	26.4758	127.834	Pacific	Tropical
BRC20092	M	25.016437	121.540237	Taiwan	Tropical
BRC20105	M	26.478	127.836	Pacific	Tropical
BRC20094	M	25.015958	121.541761	Taiwan	Tropical
JU3326	N	31.23025	121.3955	Asia	Hubei
VX34	N	31.750834	113.98333	Asia	Hubei
BW287	O	NA	NA	unknown	Temperate
ECA569	O	42.361085	-88.4278679	North America	Temperate
EG4360	O	40.6	-111.8	North America	Temperate
GUN124	O	42.4675	-76.48722222	North America	Temperate
HK104	O	34.66	133.9	Pacific	Temperate
JU1085	O	34.7615	138.0168	Pacific	Temperate
JU2536	O	47.645976	19.274783	Europe	Temperate
JU2872	O	48.2121	16.3592	Europe	Temperate
NIC1632	O	34.88358	135.81659	Pacific	Temperate
NIC1635	O	34.88328	135.81733	Pacific	Temperate
NIC899	O	35.661062	139.684827	Pacific	Temperate
PB800	O	39.823748	-84.289418	North America	Temperate
PB857	O	39.784	-84.0554	North America	Temperate
QG3661	O	41.62083	-73.58889	North America	Temperate
QG547	O	40.783	-73.985	North America	Temperate
QX1547	O	35.931125	-84.931125	North America	Temperate
SOW18	O	39.960663	-75.605492	North America	Temperate
SOW21	O	41.41123603	-78.70870679	North America	Temperate
SOW22	O	40.006496	-75.703278	North America	Temperate
JU1564	O	40.86	-73.47	North America	Temperate
NIC174	O	47.1575	7.64673	Europe	Temperate
QG588	O	41.52503056	-70.67271389	North America	Temperate
ECA278	O	42.496411	-88.240099	North America	Temperate
NIC1633	O	34.88358	135.81659	Pacific	Temperate
QG581	O	45.5423	-74.01235	North America	Temperate
BRC20388	O	34	135	Pacific	Temperate
BRC20115	P	24.114	120.8694	Taiwan	TD2
BRC20492	P	21.958635	120.811847	Taiwan	TD2
BRC20519	P	21.958778	120.811764	Taiwan	TD2
BRC20520	P	21.958778	120.811764	Taiwan	TD2
BRC20541	P	22.924056	120.543	Taiwan	TD2
NIC819	P	23.81418	120.85581	Taiwan	TD2
NIC1607	P	22.0861	120.84222	Taiwan	TD2
JU1341	Q	8.7633	77.114	Asia	KD
JU1348	Q	9.55	77.2	Asia	KD
JU3199	Q	13.0226	77.5668	Asia	KD
JU3203	Q	13.0727	77.579	Asia	KD
JU3206	Q	13.07251	77.57924	Asia	KD
VSL2209	Q	12.3692	75.9012	Asia	KD
JU3201	Q	13.0222	77.5676	Asia	KD
JU3202	Q	13.02272	77.56866	Asia	KD
JU3200	Q	13.0232	77.5668	Asia	KD
VSL2207	Q	12.42865	75.7624	Asia	KD
QG2683	R	9.153933333	-79.83166667	Central America	Tropical
QG2964	R	9.166166667	-79.84	Central America	Tropical
QG727	R	9.14141	-79.8285	Central America	Tropical
QG733	R	9.152583	-79.852998	Central America	Tropical
QG739	R	9.15447	-79.82758	Central America	Tropical
QG781	R	9.159031	-79.830326	Central America	Tropical
QG788	R	9.151852	-79.853543	Central America	Tropical
QG802	R	9.158057	-79.834221	Central America	Tropical
QG806	R	9.147185361	-79.8528469	Central America	Tropical
QG807	R	9.147185361	-79.8528469	Central America	Tropical
QG825	R	9.16485	-79.8391	Central America	Tropical
QG827	R	9.1537	-79.82607	Central America	Tropical
QG828	R	9.15885	-79.83537	Central America	Tropical
QG833	R	9.15388	-79.83167	Central America	Tropical
QG874	R	9.16478	-79.83927	Central America	Tropical
QG879	R	9.16152	-79.83633	Central America	Tropical
