isotype,lat,long,geo
JU1908,-17.495,145.612,Australia
JU1909,-18.5245,146.3327,Australia
JU1913,-20.37,148.85,Australia
JU2053,21.96385,-159.35838,cosmopolitan
JU2054,21.96385,-159.35838,Hawaii
JU2056,22.219,-159.5763,Hawaii
JU2057,-12.77,45.14,Africa
JU356,44.42,4.4,Europe
JU4042,21.03892,105.83122,Asia
JU4051,22.3228,103.8841,Asia
JU4058,22.301,103.9218,Asia
JU4060,22.2901,103.9332,Asia
JU4062,22.2898,103.9338,Asia
JU4064,22.2883,103.9369,Asia
JU4080,12.0641,108.5043,Asia
JU4084,12.1639,108.6667,Asia
HPT54,-8.530492,115.164917,Pacific
JU4097,12.15426,108.65825,Asia
HPT55,-8.53075,115.164939,Pacific
HPT59,-8.52519,115.16689,Pacific
HPT60,-8.52522,115.16686,Pacific
AF16,23.03,72.56,Asia
BRC20069,25.04655556,121.6149472,Taiwan
BRC20073,25.04655556,121.6149472,Taiwan
BRC20075,24.790015,121.374604,Taiwan
BRC20077,24.793571,121.364232,Taiwan
BRC20081,24.602334,121.510549,Taiwan
BRC20085,24.794443,121.364029,Taiwan
BRC20088,25.15533333,121.5465611,Taiwan
BRC20089,25.15533333,121.5465611,Taiwan
BRC20090,24.744819,121.747742,Taiwan
BRC20092,25.016437,121.540237,Taiwan
BRC20093,23.94991389,121.5518917,Taiwan
BRC20094,25.015958,121.541761,Taiwan
BRC20095,24.74725,121.746266,Taiwan
BRC20096,25.04372222,121.6160639,Taiwan
BRC20098,25.04372222,121.6160639,Taiwan
BRC20099,25.043399,121.616268,Taiwan
BRC20100,24.70731,121.738054,Taiwan
BRC20102,24.336532,120.607411,Taiwan
BRC20103,25.04655556,121.6149472,Taiwan
BRC20105,NA,NA,unknown
BRC20107,NA,NA,unknown
BRC20115,24.114,120.8694,cosmopolitan
BRC20119,23.836799,120.727025,Taiwan
BRC20228,23.572084,120.900213,cosmopolitan
BRC20229,23.572084,120.900213,Taiwan
BRC20230,23.670695,120.798589,Taiwan
BRC20232,23.60247,120.8838617,Taiwan
BRC20238,23.814211,120.856072,Taiwan
BRC20239,23.60095833,120.8821883,Taiwan
BRC20241,23.836415,120.725183,Taiwan
BRC20242,23.836623,120.728049,Taiwan
BRC20244,23.72641,120.758426,Taiwan
BRC20246,23.600568,120.883395,Taiwan
BRC20257,NA,NA,unknown
BRC20260,23.600208,120.883767,Taiwan
BRC20270,25.0998,121.839,Taiwan
BRC20272,25.0998,121.839,Taiwan
BRC20289,25.01947778,121.9432,Taiwan
BRC20290,25.01947778,121.9432,Taiwan
BRC20294,24.993796,121.53514,Taiwan
BRC20308,24.70210833,121.73775,Taiwan
BRC20309,24.70210833,121.73775,Taiwan
BRC20311,24.70210833,121.73775,Taiwan
BRC20312,24.70210833,121.73775,Taiwan
BRC20315,24.70210833,121.73775,Taiwan
BRC20320,24.84201944,121.9516639,Taiwan
BRC20324,24.03965278,121.155,Taiwan
BRC20331,25.01947778,121.9432,Taiwan
BRC20333,24.602334,121.510549,Taiwan
BRC20334,24.70731,121.738054,Taiwan
BRC20339,24.951309,121.630089,Taiwan
BRC20341,24,121,Taiwan
BRC20343,24,121,Taiwan
BRC20346,24.84201944,121.9516639,Taiwan
BRC20347,25.121206,121.593578,Taiwan
BRC20348,25.128031,121.58826,Taiwan
BRC20353,14,101,Asia
BRC20360,14,101,Asia
BRC20361,14,101,Asia
BRC20362,14,101,Asia
BRC20366,25.11698,121.733184,Taiwan
BRC20367,24.54670963,121.5069174,Taiwan
BRC20369,23.7132,120.7855556,Taiwan
BRC20370,24.77555556,121.5802778,Taiwan
BRC20388,34,135,Pacific
BRC20390,25.027105,121.576542,cosmopolitan
BRC20401,25.017012,121.557477,Taiwan
BRC20463,24.822658,121.735926,Taiwan
BRC20492,21.958635,120.811847,Taiwan
BRC20498,23.7,120.8,cosmopolitan
BRC20499,24,121.5,Taiwan
BRC20501,24,121.5,Taiwan
BRC20502,22.020651,121.572794,Taiwan
BRC20503,22.020651,121.572794,Taiwan
BRC20519,21.958778,120.811764,Taiwan
BRC20520,21.958778,120.811764,Taiwan
BRC20522,25.1839015,121.5206295,Taiwan
BRC20524,25.1839015,121.5206295,Taiwan
BRC20529,23.63725,120.685389,Taiwan
BRC20530,23.33725,120.712389,Taiwan
BRC20531,23.792667,120.798083,Taiwan
BRC20532,25.138139,121.672,Taiwan
BRC20533,24.182667,121.626472,Taiwan
BRC20534,24.182667,121.626472,Taiwan
BRC20535,24.182667,121.626472,Taiwan
BRC20536,24.182667,121.626472,Taiwan
BRC20537,23.416972,121.275389,Taiwan
BRC20541,22.924056,120.543,Taiwan
BRC20543,23.792667,120.798083,Taiwan
BRC20544,24.182667,121.626472,Taiwan
BRC20545,23.416972,121.275389,Taiwan
BRC20556,24.822538,121.73566,Taiwan
BRC20557,24.822538,121.73566,Taiwan
BRC20565,22.67499807,121.503295,Taiwan
BRC20571,22.67151131,121.50634,Taiwan
BRC20574,22.67248185,121.505358,Taiwan
BW287,NA,NA,unknown
DF5100,-23.8,31.4,Africa
ECA1129,19.71867222,-155.10835,Hawaii
ECA1143,21.3419,-157.8099,Hawaii
ECA1146,21.3419,-157.8099,Hawaii
ECA1147,21.34188,-157.8097,Hawaii
ECA1149,21.34293,-157.8239,Hawaii
ECA1160,21.34286,-157.8231,Hawaii
ECA1164,21.34298,-157.8232,Hawaii
ECA1170,21.40083,-157.8887,Hawaii
ECA1174,20.0403,-155.442,Hawaii
ECA1383,20.040312,-155.442105,cosmopolitan
ECA1411,22.053192,-159.365224,Hawaii
ECA1423,22.034251,-159.379145,Hawaii
ECA1429,22.061725,-159.346309,Hawaii
ECA1431,22.063133,-159.347149,Hawaii
ECA1437,22.034472,-159.37943,Hawaii
ECA1439,22.061908,-159.34675,Hawaii
ECA1443,22.053315,-159.36556,Hawaii
ECA1471,21.311842,-157.76172,Hawaii
ECA1489,21.395558,-157.90104,Hawaii
ECA1503,21.399,-157.8995,Hawaii
ECA1507,21.310911,-157.79492,Hawaii
ECA1509,21.3184,-157.81864,Hawaii
ECA1517,21.317117,-157.81976,Hawaii
ECA1521,21.318231,-157.81974,Hawaii
ECA1555,21.300119,-157.76264,Hawaii
ECA1559,21.401228,-157.88682,cosmopolitan
ECA1563,21.307381,-157.79664,Hawaii
ECA1571,21.392064,-157.90236,Hawaii
ECA1587,21.308944,-157.7956,Hawaii
ECA1605,21.395786,-157.90051,Hawaii
ECA1609,21.329439,-157.82219,Hawaii
ECA161,20.854584,-156.169313,Hawaii
ECA1611,21.317486,-157.81858,Hawaii
ECA1615,21.317486,-157.81858,Hawaii
ECA162,20.79915,-156.03812,Hawaii
ECA1621,21.301669,-157.76258,Hawaii
ECA163,42.361025,-88.427841,North America
ECA1637,20.952098,-156.53317,Hawaii
ECA1657,20.948692,-156.53654,Hawaii
ECA1701,19.110589,-155.82645,Hawaii
ECA175,21.306265,-157.851375,Hawaii
ECA176,21.386338,-157.925536,Hawaii
ECA177,21.282235,-157.801556,Hawaii
ECA180,21.3114,-157.7964,Hawaii
ECA182,21.465,-157.9968,Hawaii
ECA183,21.258435,-157.766307,Hawaii
ECA185,21.296233,-157.701988,Hawaii
ECA186,21.303087,-157.827917,Hawaii
ECA2083,21.320797,-157.81977,Hawaii
ECA2093,20.948832,-156.53565,Hawaii
ECA2115,20.952098,-156.53317,Hawaii
ECA2299,20.949184,-156.53637,Hawaii
ECA2373,20.837072,-156.28088,Hawaii
ECA2385,19.120342,-155.8204,cosmopolitan
ECA2425,20.038736,-155.44001,Hawaii
ECA2617,-26.26214444,152.8295528,Australia
ECA2618,-26.2619772,152.8296094,Australia
ECA2621,-26.6275648,152.8409822,Australia
ECA2623,12.17453,-61.62731,Caribbean
ECA2625,-26.6228223,152.6905986,Australia
ECA2626,-26.62221389,152.6910056,Australia
ECA2636,-26.3674836,152.5852451,Australia
ECA2637,-26.3674836,152.5852451,Australia
ECA2639,-26.26204861,152.8294249,Australia
ECA2645,-26.62221389,152.6910056,Australia
ECA2647,-21.1683872,148.5075834,Australia
ECA2663,-26.6213395,152.6923809,Australia
ECA2664,12.17453,-61.62731,Caribbean
ECA2666,-21.16771623,148.504728,Australia
ECA2667,-26.36741111,152.5852889,Australia
ECA2670,-26.3588565,152.6355008,Australia
ECA276,42.496411,-88.240099,North America
ECA278,42.496411,-88.240099,North America
ECA2808,29.642849,-82.34452,North America
ECA287,9.926663289,-84.04235373,Central America
ECA288,9.926663289,-84.04235373,Central America
ECA2883,21.3570225,-157.764294100002,Hawaii
ECA2890,21.355772099999,-157.765345699999,Hawaii
ECA2894,21.3570225,-157.764294100002,Hawaii
ECA2975,22.0638967,-159.3522759,Hawaii
ECA3091,21.3291450999972,-157.821195300002,Hawaii
ECA343,21.3166667,-157.8202778,Hawaii
ECA346,26.461525,-82.0554972,North America
ECA3502,22.0756,-159.414057,Hawaii
ECA3503,22.075157,-159.41413,Hawaii
ECA3509,22.081717,-159.412804972222,Hawaii
ECA3708,21.5737944444444,-158.208613888889,Hawaii
ECA371,22.0286111,-159.3825,Hawaii
ECA3712,21.6306611111111,-158.047866666667,Hawaii
ECA3713,21.6332388888889,-158.05215,Hawaii
ECA3899,21.8748138888889,-159.441647222222,Hawaii
ECA569,42.361085,-88.4278679,North America
ED3032,25.158056,121.515831,Taiwan
ED3037,25.123667,121.532982,Taiwan
ED3088,-26.166667,28.016667,Africa
ED3102,-1.316667,36.8,Africa
EG4360,40.6,-111.8,North America
EG5612,-23.18,-44.19,South America
EG5613,-23.18234,-44.19456,South America
EG6179,-17.53,-149.83,Pacific
EG6260,18.11,-66.16,Caribbean
EG6261,18.11,-66.16,Caribbean
EG6265,18.11,-66.16,Caribbean
EG6267,18.45,-66,Caribbean
EG6268,18.3,-65.8,cosmopolitan
EG6271,18.3,-65.8,Caribbean
EG6272,18.45,-66,Caribbean
EG6274,-23.5,-46.7,South America
EG6275,-23.5,-46.7,South America
EG6276,-23.5,-46.7,South America
EG6329,18.3,-65.8,Caribbean
GUN124,42.4675,-76.48722222,North America
GXW22,23.15,113.35,cosmopolitan
GXW23,30.54,114.42,Asia
HK104,34.66,133.9,cosmopolitan
HPT11,-7.8,112.516,Pacific
HPT16,-7.822561,112.5870957,Pacific
HPT18,-7.8234117,112.5873372,Pacific
HPT19,-7.8235187,112.5881514,Pacific
HPT2,-7.800708,112.515721,Pacific
HPT21,-7.8254539,112.5897866,Pacific
HPT24,-8.531795,116.239193,Pacific
HPT34,-5.256105,119.863864,cosmopolitan
HPT37,-5.256498,119.864142,cosmopolitan
HPT4,-7.801594,112.517286,Pacific
HPT42,-5.252889,119.865139,cosmopolitan
HPT52,-8.5405,115.1725,Pacific
HPT53,-8.526342,115.167778,Pacific
HPT62,-8.41222,115.58591,Pacific
HPT63,-8.37285,115.4541,Pacific
HPT7,-7.804727,112.51613,Pacific
HPT8,-7.80504,112.51691,Pacific
HPT9,-7.803102,112.515932,Pacific
JU1257,49.1255,1.951,cosmopolitan
JU1337,8.32,77.075,Asia
JU1338,8.509,76.956,Asia
JU1341,8.7633,77.114,Asia
JU1344,8.7629,77.1155,cosmopolitan
JU1346,9.55,76.8,Asia
JU1347,9.6,77.13,Asia
JU1348,9.55,77.2,Asia
JU1375,-21.0469,55.6885,Africa
JU1377,-21.0476,55.6905,Africa
JU1378,-21.0478,55.6878,Africa
JU1392,-22.916,-43.173,South America
JU1399,5.9,-75.9,South America
JU1424,22.4,105.6,Asia
JU1435,-21.05,55.27,Africa
JU1564,40.86,-73.47,North America
JU1637,17.1363,-25.0682,Africa
JU1638,17.13768,-25.06689,Africa
JU1794,-16.8,-151.5,Pacific
JU1795,-16.8,-151.5,Pacific
JU1799,-21.12,55.778,Africa
JU2160,-6.2709,39.417,Africa
JU2162,-6.2715,39.416,Africa
JU2214,-6.462863,-76.335715,South America
JU2216,-6.480251,-76.356593,South America
JU2457,-12.801653,-69.289488,South America
JU2470,-12.732834,45.186209,Africa
JU2472,-12.732834,45.186209,Africa
JU2506,48.7015,2.1725,cosmopolitan
JU2507,8.893,98.512,Asia
JU2518,48.7015,2.1725,Europe
JU2536,47.645976,19.274783,Europe
JU2597,43.8812,5.1072,cosmopolitan
JU2747,16.1761,-61.6951,cosmopolitan
JU2767,48.50481,3.246,cosmopolitan
JU2799,51.5378,9.9359,Europe
JU2801,45.53356,5.10234,cosmopolitan
JU2836,20.66143,-105.253201,Central America
JU2849,-20.382477,-43.505978,South America
JU2861,52.1944,0.1264,Europe
JU2868,48.2053,16.3666,Europe
JU2872,48.2121,16.3592,cosmopolitan
JU3171,0.289,6.612,cosmopolitan
JU3200,13.0232,77.5668,Asia
JU3201,13.0222,77.5676,Asia
JU3202,13.02272,77.56866,Asia
JU3203,13.0727,77.579,Asia
JU3206,13.07251,77.57924,Asia
JU3207,13.07206,77.58014,Asia
JU3237,-12.76,45.09,Africa
JU3272,50.34886,14.475,cosmopolitan
JU3281,50.0711,14.42028,Europe
JU3319,31.2306,121.4718,Asia
JU3321,31.15,121.44305,Asia
JU3326,31.23025,121.3955,Asia
JU3327,31.23025,121.3955,Asia
JU3416,38.2541,140.8508,cosmopolitan
JU725,24.75,110.5,Asia
MY2716,54.3491,10.11505,Europe
MY539,54.3491,10.11505,Europe
MY681,51.9641,7.6082,Europe
NIC1050,20.51328,-87.24718,Central America
NIC1052,20.51328,-87.24718,Central America
NIC1054,20.48991,-87.72797,Central America
NIC1055,20.48978,-87.72502,Central America
NIC1057,20.48756,-87.72532,Central America
NIC1058,20.48756,-87.72532,Central America
NIC1059,20.48627,-87.72449,Central America
NIC1060,20.48529,-87.72361,Central America
NIC1062,20.68576,-88.20927,Central America
NIC1069,20.67859,-88.56941,Central America
NIC1103,18.0383007,-89.6738919,Central America
NIC1104,3.638367,-76.198343,South America
NIC1106,3.45893,-76.531944,South America
NIC1117,-12.837789,-71.365833,South America
NIC1123,-12.87435802,-69.49724601,South America
NIC1124,-12.874341,-69.497087,South America
NIC1135,-12.87313996,-69.49687704,South America
NIC1138,-12.872112,-69.49822702,South America
NIC1141,-12.872155,-69.49781103,South America
NIC115,16.0207,-61.597,Caribbean
NIC117,16.1779,-61.6563,Caribbean
NIC1183,-12.88450004,-69.48577797,cosmopolitan
NIC119,16.1779,-61.6563,Caribbean
NIC1190,-12.88059298,-69.48706903,South America
NIC1202,26.22481,119.99506,Asia
NIC1204,26.22481,119.99506,Asia
NIC1205,26.22481,119.99506,Asia
NIC1218,25.95224,119.9771,Asia
NIC1220,25.95224,119.9771,Asia
NIC1221,25.95147,119.96883,Asia
NIC123,16.1779,-61.6563,Caribbean
NIC1267,3.622385971,-53.21547696,South America
NIC1283,3.640333973,-53.20234504,South America
NIC1288,3.641279032,-53.20139201,South America
NIC1525,-17.088793,49.827329,Africa
NIC1528,-16.755721,49.99665,Africa
NIC1529,-16.755873,49.996516,Africa
NIC1533,-16.75706,49.993077,Africa
NIC1535,-17.088793,49.827329,Africa
NIC1539,25.06052,121.76957,Taiwan
NIC1540,25.05792,121.77076,Taiwan
NIC1562,25.00481,121.73369,Taiwan
NIC1589,24.68622,121.13734,Taiwan
NIC1590,24.68622,121.13734,Taiwan
NIC1591,24.68622,121.13734,Taiwan
NIC1593,24.68622,121.13734,Taiwan
NIC1595,24.6871,121.13633,Taiwan
NIC1598,24.6871,121.13633,Taiwan
NIC1602,24.68897,121.13965,Taiwan
NIC1607,22.0861,120.84222,Taiwan
NIC1628,25.02113,121.58315,Taiwan
NIC1630,25.02782,121.57627,Taiwan
NIC1631,25.02782,121.57627,Taiwan
NIC1632,34.88358,135.81659,Pacific
NIC1633,34.88358,135.81659,Pacific
NIC1635,34.88328,135.81733,Pacific
NIC1645,25.06549,121.82703,Taiwan
NIC1660,25.03808,121.74625,Taiwan
NIC1661,23.66552,120.79794,Taiwan
NIC1662,23.66543,120.79964,Taiwan
NIC1663,23.66543,120.79964,Taiwan
NIC1664,23.66109,120.7967,Taiwan
NIC1665,23.66654,120.79295,Taiwan
NIC1666,23.6694,120.78929,Taiwan
NIC1667,25.10869,121.83743,Taiwan
NIC2527,39.476358,-0.386592,Europe
NIC309,5.53529,-53.56336,South America
NIC325,5.53529,-53.56336,South America
NIC327,5.72877,-53.88992,South America
NIC329,5.72963,-53.89118,South America
NIC330,5.72889,-53.8901,South America
NIC331,5.73057,-53.89241,South America
NIC332,5.72914,-53.89023,South America
NIC333,5.72705,-53.89122,South America
NIC343,5.41134,-53.65517,South America
NIC392,5.40779,-53.64583,South America
NIC400,5.72711,-53.89076,South America
NIC402,5.72896,-53.89008,South America
NIC419,4.03617,-52.67805,South America
NIC504,23.5347,120.6775,Taiwan
NIC505,23.5347,120.6775,Taiwan
NIC518,25.00739,121.900472,Taiwan
NIC519,25.00739,121.900472,Taiwan
NIC532,16.018756,-61.593654,Caribbean
NIC549,15.56923,-61.3744,Caribbean
NIC552,15.56962,-61.37537,Caribbean
NIC555,15.58933,-61.47222,Caribbean
NIC561,15.52532,-61.41796,cosmopolitan
NIC574,15.47461,-61.29876,Caribbean
NIC578,15.40502,-61.34623,Caribbean
NIC583,15.40368,-61.34699,Caribbean
NIC590,15.40585,-61.34613,Caribbean
NIC593,15.4071,-61.3453,Caribbean
NIC60,5.07382,-52.69551,cosmopolitan
NIC61,5.07384,-52.69537,South America
NIC62,5.07358,-52.69523,South America
NIC67,4.08533,-52.6751,cosmopolitan
NIC811,23.81433,120.85649,Taiwan
NIC814,23.81411,120.85654,Taiwan
NIC815,23.81407,120.8564,Taiwan
NIC816,23.81417,120.856,Taiwan
NIC819,23.81418,120.85581,Taiwan
NIC821,23.60283,120.88416,Taiwan
NIC822,25.168,121.56254,Taiwan
NIC824,23.60248,120.88317,Taiwan
NIC825,23.60246,120.88278,Taiwan
NIC827,23.60233,120.88182,Taiwan
NIC828,23.60197,120.88157,Taiwan
NIC863,23.72763,120.76625,Taiwan
NIC864,23.72733,120.76653,Taiwan
NIC865,23.72717,120.76673,Taiwan
NIC871,25.16734,121.55651,Taiwan
NIC883,23.67108,120.8,cosmopolitan
NIC889,23.81433,120.85649,Taiwan
NIC893,22.00932,121.57214,Taiwan
NIC897,22.01967,121.57357,Taiwan
NIC899,35.661062,139.684827,Pacific
NIC901,-22.222833,166.485438,Pacific
NIC911,4.03721,-52.67052,South America
NIC96,4.08747,-52.67394,South America
NIC984,4.03746,-52.67236,South America
NIC985,4.03726,-52.67243,South America
QG1111,9.16835,-79.839279,Central America
QG1126,9.16835,-79.839279,Central America
QG1141,9.160449,-79.840373,Central America
QG1155,9.160449,-79.840373,Central America
QG130,22.2202,-159.5829,Hawaii
QG132,22.0804,-159.4124,Hawaii
QG133,22.2065,-159.4978,Hawaii
QG4232,-21.16862222,148.5080167,Australia
QG2641,9.153933333,-79.83166667,Central America
QG2648,9.153933333,-79.83166667,Central America
QG2659,9.153933333,-79.83166667,Central America
QG2663,9.153933333,-79.83166667,Central America
QG2665,9.153933333,-79.83166667,Central America
QG2683,9.153933333,-79.83166667,Central America
QG2814,-30.6445167,153.0090333,Australia
QG2820,-27.4726528,152.9897861,Australia
QG2848,-27.4627778,152.9905556,Australia
QG2849,-27.4627778,152.9905556,cosmopolitan
QG2880,-16.8999,145.7489833,Australia
QG2881,-16.8999,145.7489833,Australia
QG2883,-16.9001167,145.7495833,Australia
QG2884,-16.0950167,145.4665333,Australia
QG2891,-16.1026,145.4467333,Australia
QG2892,-16.1026,145.4467333,Australia
QG2893,-16.1026,145.4467333,Australia
QG2895,-16.10295,145.44645,Australia
QG2902,-16.10365,145.4473167,cosmopolitan
QG2903,-16.10365,145.4473167,Australia
QG2906,-16.10275,145.4482833,cosmopolitan
QG2908,-17.2643833,145.4884833,Australia
QG2910,-17.2643833,145.4884833,Australia
QG2919,-20.28785,148.7653,Australia
QG2923,-20.2852667,148.7647,Australia
QG2925,-16.2375361,145.4287278,Australia
QG2964,9.166166667,-79.84,Central America
QG2966,9.166166667,-79.84,Central America
QG2969,9.166416667,-79.84025,Central America
QG2972,9.167433333,-79.8397,Central America
QG2996,9.163766667,-79.8440167,Central America
QG3004,9.16925,-79.8380167,Central America
QG3006,9.16925,-79.8380167,Central America
QG3019,9.163116667,-79.8372,Central America
QG3025,9.1581,-79.8474333,Central America
QG3030,9.1594,-79.8478833,Central America
QG3032,9.163366667,-79.8447333,Central America
QG3034,9.163366667,-79.8447333,Central America
QG3041,9.164216667,-79.8373667,Central America
QG3053,9.16484,-79.83659,Central America
QG3056,9.1674,-79.83967,Central America
QG3057,9.163366667,-79.8372333,Central America
QG3058,9.163116667,-79.8372,Central America
QG3527,10.42623333,-84.0126,Central America
QG3661,41.62083,-73.58889,North America
QG3783,10.4297,-84.00853,Central America
QG3801,10.43082,-84.01138,Central America
QG3815,10.42361667,-84.00118611,Central America
QG3816,10.43803,-84.0112,Central America
QG3823,10.42540556,-84.00121667,Central America
QG3825,10.43026,-84.00905,Central America
QG3826,10.43018,-84.0065,Central America
QG3837,10.42540556,-84.00121667,Central America
QG3851,10.41900556,-84.00699722,Central America
QG3861,10.42972,-84.00742,Central America
QG3867,10.42361667,-84.00118611,Central America
QG3874,10.44027,-84.01227,Central America
QG3875,10.44027,-84.01227,Central America
QG3876,10.44027,-84.01227,Central America
QG3878,10.25937,-84.00514,Central America
QG3920,13.225206,-59.588132,Caribbean
QG3921,13.225206,-59.588132,Caribbean
QG3923,13.225206,-59.588132,Caribbean
QG3924,13.234279,-59.587888,Caribbean
QG3925,13.233538,-59.587865,Caribbean
QG3926,13.233413,-59.587901,Caribbean
QG3927,13.233413,-59.587901,Caribbean
QG3931,13.225422,-59.589477,Caribbean
QG3932,13.225206,-59.588132,Caribbean
QG3933,13.225497,-59.588268,Caribbean
QG4026,-26.26193056,152.8296722,Australia
QG4028,-26.26193056,152.8296722,Australia
QG4031,-26.26193056,152.8296722,Australia
QG4063,-21.1461744,148.4998921,Australia
QG4064,-21.1453727,148.4997337,Australia
QG4067,-21.1453727,148.4997337,Australia
QG4068,-21.1453727,148.4997337,Australia
QG4070,-21.1176781,148.5160414,Australia
QG4093,-21.16862222,148.5080167,Australia
QG4094,-21.16862222,148.5080167,Australia
QG4095,-21.16862222,148.5080167,Australia
QG4096,-21.16879444,148.506575,Australia
QG4097,-21.16879444,148.506575,Australia
QG4104,-21.14488889,148.498225,Australia
QG4114,-21.144475,148.4999222,Australia
QG4131,-21.17034722,148.5080417,Australia
QG4132,-21.17034722,148.5080417,Australia
QG4208,-21.1695006,148.5079426,Australia
QG4214,-21.1448256,148.4984929,Australia
QG4225,-21.14559444,148.4993528,Australia
QG4647,6.9073,158.1815,Pacific
QG4648,6.9209,158.2632,Pacific
QG4683,6.9666,158.1907,Pacific
QG4701,6.9195,158.2712,Pacific
QG4706,6.9666,158.1907,Pacific
QG4718,6.9666,158.1907,Pacific
QG4742,6.9213,158.2637,Pacific
QG4805,6.8578,158.2183,Pacific
QG4847,6.9204,158.2633,Pacific
QG4966,6.9196,158.2712,Pacific
QG5348,6.9666,158.1907,Pacific
QG5406,6.9666,158.1907,Pacific
QG547,40.783,-73.985,North America
QG5474,6.9666,158.1907,Pacific
QG5488,6.9031,158.1706,Pacific
QG550,26.4758,127.834,Pacific
QG5507,6.9666,158.1907,Pacific
QG5525,6.9031,158.1706,Pacific
QG5589,6.9073,158.1815,Pacific
QG5603,6.9661,158.1916,Pacific
QG5611,6.9578,158.2086,Pacific
QG5612,6.9578,158.2086,Pacific
QG5633,6.9666,158.1907,Pacific
QG737,9.155514,-79.848903,Central America
QG581,45.5423,-74.01235,North America
QG588,41.52503056,-70.67271389,North America
QG700,9.145492913,-79.8261379,Central America
QG727,9.14141,-79.8285,Central America
QG733,9.152583,-79.852998,Central America
QG736,9.155514,-79.848903,Central America
QG739,9.15447,-79.82758,Central America
QG797,9.152688,-79.851539,Central America
QG761,9.161421,-79.837195,Central America
QG763,9.161421,-79.837195,Central America
QG776,9.160652,-79.820831,Central America
QG781,9.159031,-79.830326,Central America
QG784,9.14576403,-79.8544232,Central America
QG786,9.14576403,-79.8544232,Central America
QG788,9.151852,-79.853543,Central America
QG790,9.147185361,-79.8528469,Central America
QG791,9.14576403,-79.8544232,Central America
QG795,9.159222,-79.836495,Central America
QG802,9.158057,-79.834221,Central America
QG804,9.152943,-79.851689,Central America
QG806,9.147185361,-79.8528469,Central America
QG807,9.147185361,-79.8528469,Central America
QG808,9.1491,-79.856143,Central America
QG809,9.1491,-79.856143,Central America
QG825,9.16485,-79.8391,Central America
QG827,9.1537,-79.82607,Central America
QG828,9.15885,-79.83537,Central America
QG833,9.15388,-79.83167,Central America
QG855,9.152583,-79.852998,Central America
QG856,9.156459,-79.848792,Central America
QG858,9.155694,-79.848988,Central America
QG860,9.14141,-79.8285,Central America
QG864,9.152583,-79.852998,Central America
QG865,9.16272,-79.84097,Central America
QG866,9.151852,-79.853543,Central America
QG868,9.14141,-79.8285,Central America
QG874,9.16478,-79.83927,Central America
QG875,9.1543,-79.82672,Central America
QG878,9.15383,-79.82763,Central America
QG879,9.16152,-79.83633,Central America
QG880,9.15445,-79.83205,Central America
QG881,9.144607067,-79.8263148,Central America
QG887,9.14576403,-79.8544232,Central America
QG888,9.14576403,-79.8544232,Central America
VSL2219,NA,NA,Asia
QG926,9.170573,-79.84316,Central America
QG927,9.170850606,-79.8428988,Central America
QG933,9.164456,-79.844623,Central America
QG937,9.16936,-79.844397,Central America
QG945,9.147419,-79.85312,Central America
QG946,9.147419,-79.85312,Central America
QG947,9.154377,-79.833165,Central America
QG948,9.145492913,-79.8261379,Central America
VT847,19.9,-155.6,Hawaii
QG952,9.160461,-79.822633,Central America
