strain1,strain2,geo_distance,isotype
ECA3090,ECA1182,297.438304308927,ECA1559
ECA3111,ECA1457,297.208666146246,ECA1559
ECA3111,ECA1501,297.208666146246,ECA1559
ECA3111,ECA1523,297.208666146246,ECA1559
ECA3111,ECA1525,297.208666146246,ECA1559
ECA3629,ECA1457,297.207561225145,ECA1559
ECA3675,ECA1457,297.207561225145,ECA1559
ECA3629,ECA1501,297.207561225145,ECA1559
ECA3675,ECA1501,297.207561225145,ECA1559
ECA3629,ECA1523,297.207561225145,ECA1559
ECA3675,ECA1523,297.207561225145,ECA1559
ECA3629,ECA1525,297.207561225145,ECA1559
ECA3675,ECA1525,297.207561225145,ECA1559
ECA3639,ECA1457,297.207329961957,ECA1559
ECA3642,ECA1457,297.207329961957,ECA1559
ECA3657,ECA1457,297.207329961957,ECA1559
ECA3639,ECA1501,297.207329961957,ECA1559
ECA3642,ECA1501,297.207329961957,ECA1559
ECA3657,ECA1501,297.207329961957,ECA1559
ECA3639,ECA1523,297.207329961957,ECA1559
ECA3642,ECA1523,297.207329961957,ECA1559
ECA3657,ECA1523,297.207329961957,ECA1559
ECA3639,ECA1525,297.207329961957,ECA1559
ECA3642,ECA1525,297.207329961957,ECA1559
ECA3657,ECA1525,297.207329961957,ECA1559
ECA3633,ECA1457,297.205542838848,ECA1559
ECA3681,ECA1457,297.205542838848,ECA1559
ECA3633,ECA1501,297.205542838848,ECA1559
ECA3681,ECA1501,297.205542838848,ECA1559
ECA3633,ECA1523,297.205542838848,ECA1559
ECA3681,ECA1523,297.205542838848,ECA1559
ECA3633,ECA1525,297.205542838848,ECA1559
ECA3681,ECA1525,297.205542838848,ECA1559
ECA3111,ECA1455,297.156587552233,ECA1559
ECA3111,ECA1497,297.156587552233,ECA1559
ECA3629,ECA1455,297.155485255092,ECA1559
ECA3675,ECA1455,297.155485255092,ECA1559
ECA3629,ECA1497,297.155485255092,ECA1559
ECA3675,ECA1497,297.155485255092,ECA1559
ECA3639,ECA1455,297.155260755712,ECA1559
ECA3642,ECA1455,297.155260755712,ECA1559
ECA3657,ECA1455,297.155260755712,ECA1559
ECA3639,ECA1497,297.155260755712,ECA1559
ECA3642,ECA1497,297.155260755712,ECA1559
ECA3657,ECA1497,297.155260755712,ECA1559
ECA3633,ECA1455,297.153468375873,ECA1559
ECA3681,ECA1455,297.153468375873,ECA1559
ECA3633,ECA1497,297.153468375873,ECA1559
ECA3681,ECA1497,297.153468375873,ECA1559
ECA3111,ECA1461,297.119725880924,ECA1559
ECA3111,ECA1477,297.119725880924,ECA1559
ECA3111,ECA2089,297.119725880924,ECA1559
ECA3629,ECA1461,297.118623348609,ECA1559
ECA3675,ECA1461,297.118623348609,ECA1559
ECA3629,ECA1477,297.118623348609,ECA1559
ECA3675,ECA1477,297.118623348609,ECA1559
ECA3629,ECA2089,297.118623348609,ECA1559
ECA3675,ECA2089,297.118623348609,ECA1559
ECA3639,ECA1461,297.118398243218,ECA1559
ECA3642,ECA1461,297.118398243218,ECA1559
ECA3657,ECA1461,297.118398243218,ECA1559
ECA3639,ECA1477,297.118398243218,ECA1559
ECA3642,ECA1477,297.118398243218,ECA1559
ECA3657,ECA1477,297.118398243218,ECA1559
ECA3639,ECA2089,297.118398243218,ECA1559
ECA3642,ECA2089,297.118398243218,ECA1559
ECA3657,ECA2089,297.118398243218,ECA1559
ECA3633,ECA1461,297.116606334217,ECA1559
ECA3681,ECA1461,297.116606334217,ECA1559
ECA3633,ECA1477,297.116606334217,ECA1559
ECA3681,ECA1477,297.116606334217,ECA1559
ECA3633,ECA2089,297.116606334217,ECA1559
ECA3681,ECA2089,297.116606334217,ECA1559
ECA3111,ECA2875,297.039107454349,ECA1559
ECA3111,ECA2876,297.039107454349,ECA1559
ECA3111,ECA2877,297.039107454349,ECA1559
ECA3111,ECA2878,297.039107454349,ECA1559
ECA3111,ECA2879,297.039107454349,ECA1559
ECA3629,ECA2875,297.038000000659,ECA1559
ECA3675,ECA2875,297.038000000659,ECA1559
ECA3629,ECA2876,297.038000000659,ECA1559
ECA3675,ECA2876,297.038000000659,ECA1559
ECA3629,ECA2877,297.038000000659,ECA1559
ECA3675,ECA2877,297.038000000659,ECA1559
ECA3629,ECA2878,297.038000000659,ECA1559
ECA3675,ECA2878,297.038000000659,ECA1559
ECA3629,ECA2879,297.038000000659,ECA1559
ECA3675,ECA2879,297.038000000659,ECA1559
ECA3639,ECA2875,297.037762204786,ECA1559
ECA3642,ECA2875,297.037762204786,ECA1559
ECA3657,ECA2875,297.037762204786,ECA1559
ECA3639,ECA2876,297.037762204786,ECA1559
ECA3642,ECA2876,297.037762204786,ECA1559
ECA3657,ECA2876,297.037762204786,ECA1559
ECA3639,ECA2877,297.037762204786,ECA1559
ECA3642,ECA2877,297.037762204786,ECA1559
ECA3657,ECA2877,297.037762204786,ECA1559
ECA3639,ECA2878,297.037762204786,ECA1559
ECA3642,ECA2878,297.037762204786,ECA1559
ECA3657,ECA2878,297.037762204786,ECA1559
ECA3639,ECA2879,297.037762204786,ECA1559
ECA3642,ECA2879,297.037762204786,ECA1559
ECA3657,ECA2879,297.037762204786,ECA1559
ECA3633,ECA2875,297.035980162124,ECA1559
ECA3681,ECA2875,297.035980162124,ECA1559
ECA3633,ECA2876,297.035980162124,ECA1559
ECA3681,ECA2876,297.035980162124,ECA1559
ECA3633,ECA2877,297.035980162124,ECA1559
ECA3681,ECA2877,297.035980162124,ECA1559
ECA3633,ECA2878,297.035980162124,ECA1559
ECA3681,ECA2878,297.035980162124,ECA1559
ECA3633,ECA2879,297.035980162124,ECA1559
ECA3681,ECA2879,297.035980162124,ECA1559
ECA3568,ECA3111,297.032925715077,ECA1559
ECA3569,ECA3111,297.032925715077,ECA1559
ECA3629,ECA3568,297.031819074621,ECA1559
ECA3675,ECA3568,297.031819074621,ECA1559
ECA3629,ECA3569,297.031819074621,ECA1559
ECA3675,ECA3569,297.031819074621,ECA1559
ECA3639,ECA3568,297.031583376933,ECA1559
ECA3642,ECA3568,297.031583376933,ECA1559
ECA3657,ECA3568,297.031583376933,ECA1559
ECA3639,ECA3569,297.031583376933,ECA1559
ECA3642,ECA3569,297.031583376933,ECA1559
ECA3657,ECA3569,297.031583376933,ECA1559
ECA3633,ECA3568,297.02979970216,ECA1559
ECA3681,ECA3568,297.02979970216,ECA1559
ECA3633,ECA3569,297.02979970216,ECA1559
ECA3681,ECA3569,297.02979970216,ECA1559
ECA2241,ECA1457,297.0244833399,ECA1559
ECA2241,ECA1501,297.0244833399,ECA1559
ECA2241,ECA1523,297.0244833399,ECA1559
ECA2241,ECA1525,297.0244833399,ECA1559
NIC1047,JU2590,297.006274174284,NIC174
NIC1048,JU2590,297.006274174284,NIC174
ECA3111,ECA3085,296.98108832252,ECA1559
ECA3111,ECA3086,296.98108832252,ECA1559
ECA3111,ECA3090,296.98108832252,ECA1559
ECA3629,ECA3085,296.979986861919,ECA1559
ECA3675,ECA3085,296.979986861919,ECA1559
ECA3629,ECA3086,296.979986861919,ECA1559
ECA3675,ECA3086,296.979986861919,ECA1559
ECA3629,ECA3090,296.979986861919,ECA1559
ECA3675,ECA3090,296.979986861919,ECA1559
ECA3639,ECA3085,296.979764517943,ECA1559
ECA3642,ECA3085,296.979764517943,ECA1559
ECA3657,ECA3085,296.979764517943,ECA1559
ECA3639,ECA3086,296.979764517943,ECA1559
ECA3642,ECA3086,296.979764517943,ECA1559
ECA3657,ECA3086,296.979764517943,ECA1559
ECA3639,ECA3090,296.979764517943,ECA1559
ECA3642,ECA3090,296.979764517943,ECA1559
ECA3657,ECA3090,296.979764517943,ECA1559
ECA3633,ECA3085,296.977970463693,ECA1559
ECA3681,ECA3085,296.977970463693,ECA1559
ECA3633,ECA3086,296.977970463693,ECA1559
ECA3681,ECA3086,296.977970463693,ECA1559
ECA3633,ECA3090,296.977970463693,ECA1559
ECA3681,ECA3090,296.977970463693,ECA1559
ECA2241,ECA1455,296.972416021589,ECA1559
ECA2241,ECA1497,296.972416021589,ECA1559
ECA2241,ECA1461,296.93555332658,ECA1559
ECA2241,ECA1477,296.93555332658,ECA1559
ECA2241,ECA2089,296.93555332658,ECA1559
ECA2875,ECA2241,296.854914070465,ECA1559
ECA2876,ECA2241,296.854914070465,ECA1559
ECA2877,ECA2241,296.854914070465,ECA1559
ECA2878,ECA2241,296.854914070465,ECA1559
ECA2879,ECA2241,296.854914070465,ECA1559
ECA3568,ECA2241,296.848735694995,ECA1559
ECA3569,ECA2241,296.848735694995,ECA1559
ECA1182,ECA1166,296.800966257136,ECA1559
ECA1182,ECA1167,296.800966257136,ECA1559
ECA1182,ECA1168,296.800966257136,ECA1559
ECA1182,ECA1169,296.800966257136,ECA1559
ECA3085,ECA2241,296.796920454308,ECA1559
ECA3086,ECA2241,296.796920454308,ECA1559
ECA3090,ECA2241,296.796920454308,ECA1559
ECA3083,ECA1182,296.749523046474,ECA1559
ECA3084,ECA1182,296.749523046474,ECA1559
ECA3093,ECA1182,296.749523046474,ECA1559
ECA1479,ECA1182,296.655079873413,ECA1559
ECA1553,ECA1182,296.655079873413,ECA1559
ECA1557,ECA1182,296.655079873413,ECA1559
ECA1559,ECA1182,296.655079873413,ECA1559
ECA1577,ECA1182,296.655079873413,ECA1559
NIC1047,JU2594,296.603802639755,NIC174
NIC1048,JU2594,296.603802639755,NIC174
ECA3111,ECA1166,296.343963684064,ECA1559
ECA3111,ECA1167,296.343963684064,ECA1559
ECA3111,ECA1168,296.343963684064,ECA1559
ECA3111,ECA1169,296.343963684064,ECA1559
ECA3629,ECA1166,296.342853882511,ECA1559
ECA3675,ECA1166,296.342853882511,ECA1559
ECA3629,ECA1167,296.342853882511,ECA1559
ECA3675,ECA1167,296.342853882511,ECA1559
ECA3629,ECA1168,296.342853882511,ECA1559
ECA3675,ECA1168,296.342853882511,ECA1559
ECA3629,ECA1169,296.342853882511,ECA1559
ECA3675,ECA1169,296.342853882511,ECA1559
ECA3639,ECA1166,296.342610026635,ECA1559
ECA3642,ECA1166,296.342610026635,ECA1559
ECA3657,ECA1166,296.342610026635,ECA1559
ECA3639,ECA1167,296.342610026635,ECA1559
ECA3642,ECA1167,296.342610026635,ECA1559
ECA3657,ECA1167,296.342610026635,ECA1559
ECA3639,ECA1168,296.342610026635,ECA1559
ECA3642,ECA1168,296.342610026635,ECA1559
ECA3657,ECA1168,296.342610026635,ECA1559
ECA3639,ECA1169,296.342610026635,ECA1559
ECA3642,ECA1169,296.342610026635,ECA1559
ECA3657,ECA1169,296.342610026635,ECA1559
ECA3633,ECA1166,296.340832699742,ECA1559
ECA3681,ECA1166,296.340832699742,ECA1559
ECA3633,ECA1167,296.340832699742,ECA1559
ECA3681,ECA1167,296.340832699742,ECA1559
ECA3633,ECA1168,296.340832699742,ECA1559
ECA3681,ECA1168,296.340832699742,ECA1559
ECA3633,ECA1169,296.340832699742,ECA1559
ECA3681,ECA1169,296.340832699742,ECA1559
ECA3111,ECA3083,296.292594772917,ECA1559
ECA3111,ECA3084,296.292594772917,ECA1559
ECA3111,ECA3093,296.292594772917,ECA1559
ECA3629,ECA3083,296.29148214559,ECA1559
ECA3675,ECA3083,296.29148214559,ECA1559
ECA3629,ECA3084,296.29148214559,ECA1559
ECA3675,ECA3084,296.29148214559,ECA1559
ECA3629,ECA3093,296.29148214559,ECA1559
ECA3675,ECA3093,296.29148214559,ECA1559
ECA3639,ECA3083,296.291230991024,ECA1559
ECA3642,ECA3083,296.291230991024,ECA1559
ECA3657,ECA3083,296.291230991024,ECA1559
ECA3639,ECA3084,296.291230991024,ECA1559
ECA3642,ECA3084,296.291230991024,ECA1559
ECA3657,ECA3084,296.291230991024,ECA1559
ECA3639,ECA3093,296.291230991024,ECA1559
ECA3642,ECA3093,296.291230991024,ECA1559
ECA3657,ECA3093,296.291230991024,ECA1559
ECA3633,ECA3083,296.289459347598,ECA1559
ECA3681,ECA3083,296.289459347598,ECA1559
ECA3633,ECA3084,296.289459347598,ECA1559
ECA3681,ECA3084,296.289459347598,ECA1559
ECA3633,ECA3093,296.289459347598,ECA1559
ECA3681,ECA3093,296.289459347598,ECA1559
ECA3111,ECA1479,296.198100911284,ECA1559
ECA3111,ECA1553,296.198100911284,ECA1559
ECA3111,ECA1557,296.198100911284,ECA1559
ECA3111,ECA1559,296.198100911284,ECA1559
ECA3111,ECA1577,296.198100911284,ECA1559
ECA3629,ECA1479,296.196990207497,ECA1559
ECA3675,ECA1479,296.196990207497,ECA1559
ECA3629,ECA1553,296.196990207497,ECA1559
ECA3675,ECA1553,296.196990207497,ECA1559
ECA3629,ECA1557,296.196990207497,ECA1559
ECA3675,ECA1557,296.196990207497,ECA1559
ECA3629,ECA1559,296.196990207497,ECA1559
ECA3675,ECA1559,296.196990207497,ECA1559
ECA3629,ECA1577,296.196990207497,ECA1559
ECA3675,ECA1577,296.196990207497,ECA1559
ECA3639,ECA1479,296.19674402186,ECA1559
ECA3642,ECA1479,296.19674402186,ECA1559
ECA3657,ECA1479,296.19674402186,ECA1559
ECA3639,ECA1553,296.19674402186,ECA1559
ECA3642,ECA1553,296.19674402186,ECA1559
ECA3657,ECA1553,296.19674402186,ECA1559
ECA3639,ECA1557,296.19674402186,ECA1559
ECA3642,ECA1557,296.19674402186,ECA1559
ECA3657,ECA1557,296.19674402186,ECA1559
ECA3639,ECA1559,296.19674402186,ECA1559
ECA3642,ECA1559,296.19674402186,ECA1559
ECA3657,ECA1559,296.19674402186,ECA1559
ECA3639,ECA1577,296.19674402186,ECA1559
ECA3642,ECA1577,296.19674402186,ECA1559
ECA3657,ECA1577,296.19674402186,ECA1559
ECA3633,ECA1479,296.194968508695,ECA1559
ECA3681,ECA1479,296.194968508695,ECA1559
ECA3633,ECA1553,296.194968508695,ECA1559
ECA3681,ECA1553,296.194968508695,ECA1559
ECA3633,ECA1557,296.194968508695,ECA1559
ECA3681,ECA1557,296.194968508695,ECA1559
ECA3633,ECA1559,296.194968508695,ECA1559
ECA3681,ECA1559,296.194968508695,ECA1559
ECA3633,ECA1577,296.194968508695,ECA1559
ECA3681,ECA1577,296.194968508695,ECA1559
ECA2241,ECA1166,296.15976076289,ECA1559
ECA2241,ECA1167,296.15976076289,ECA1559
ECA2241,ECA1168,296.15976076289,ECA1559
ECA2241,ECA1169,296.15976076289,ECA1559
ECA3083,ECA2241,296.108380716355,ECA1559
ECA3084,ECA2241,296.108380716355,ECA1559
ECA3093,ECA2241,296.108380716355,ECA1559
ECA2241,ECA1479,296.013894393943,ECA1559
ECA2241,ECA1553,296.013894393943,ECA1559
ECA2241,ECA1557,296.013894393943,ECA1559
ECA2241,ECA1559,296.013894393943,ECA1559
ECA2241,ECA1577,296.013894393943,ECA1559
NIC1047,JU2595,295.821345270171,NIC174
NIC1048,JU2595,295.821345270171,NIC174
NIC1047,JU2596,295.70578555352,NIC174
NIC1048,JU2596,295.70578555352,NIC174
NIC1047,JU2591,295.445952853943,NIC174
NIC1048,JU2591,295.445952853943,NIC174
NIC1089,JU2588,294.327470173838,NIC174
NIC1090,JU2588,294.327470173838,NIC174
NIC186,NIC185,294.282223179975,NIC174
JU1776,JU403,293.401803951727,NIC174
JU1776,JU404,293.401803951727,NIC174
JU1776,JU405,293.401803951727,NIC174
JU1775,JU403,293.395347017235,NIC174
JU1775,JU404,293.395347017235,NIC174
JU1775,JU405,293.395347017235,NIC174
NIC1072,NIC1047,291.567670562781,NIC174
NIC1072,NIC1048,291.567670562781,NIC174
ECA1399,ECA1172,287.091711782211,ECA1383
ECA1407,ECA1172,287.091711782211,ECA1383
ECA1399,ECA1173,287.091711782211,ECA1383
ECA1407,ECA1173,287.091711782211,ECA1383
ECA1399,ECA1177,287.091711782211,ECA1383
ECA1407,ECA1177,287.091711782211,ECA1383
ECA1399,ECA1178,287.091711782211,ECA1383
ECA1407,ECA1178,287.091711782211,ECA1383
ECA1399,ECA1179,287.091711782211,ECA1383
ECA1407,ECA1179,287.091711782211,ECA1383
ECA1399,ECA1180,287.091711782211,ECA1383
ECA1407,ECA1180,287.091711782211,ECA1383
ECA1399,ECA1181,287.091711782211,ECA1383
ECA1407,ECA1181,287.091711782211,ECA1383
ECA3554,ECA1399,287.082155115513,ECA1383
ECA3554,ECA1407,287.082155115513,ECA1383
ECA1399,ECA1381,287.081591583133,ECA1383
ECA1407,ECA1381,287.081591583133,ECA1383
ECA1399,ECA1383,287.081591583133,ECA1383
ECA1407,ECA1383,287.081591583133,ECA1383
ECA3655,ECA1399,287.063859720014,ECA1383
ECA3679,ECA1399,287.063859720014,ECA1383
ECA3655,ECA1407,287.063859720014,ECA1383
ECA3679,ECA1407,287.063859720014,ECA1383
ECA3661,ECA1399,287.05269370923,ECA1383
ECA3662,ECA1399,287.05269370923,ECA1383
ECA3661,ECA1407,287.05269370923,ECA1383
ECA3662,ECA1407,287.05269370923,ECA1383
ECA1569,ECA1182,286.858408087992,ECA1559
JU3784,JU2143,286.673767238875,NIC174
JU1254,JU2143,286.631650266202,NIC174
JU1260,JU2143,286.478399137845,NIC174
JU1261,JU2143,286.426628867103,NIC174
JU1262,JU2143,286.426628867103,NIC174
JU1263,JU2143,286.426628867103,NIC174
JU1264,JU2143,286.426628867103,NIC174
ECA3111,ECA1569,286.400833647011,ECA1559
ECA3629,ECA1569,286.399747035864,ECA1559
ECA3675,ECA1569,286.399747035864,ECA1559
ECA3639,ECA1569,286.399562875283,ECA1559
ECA3642,ECA1569,286.399562875283,ECA1559
ECA3657,ECA1569,286.399562875283,ECA1559
ECA3633,ECA1569,286.39773921762,ECA1559
ECA3681,ECA1569,286.39773921762,ECA1559
JU1258,JU2143,286.373317262975,NIC174
JU1259,JU2143,286.373317262975,NIC174
JU3784,JU2142,286.330682040645,NIC174
JU1254,JU2142,286.288620091698,NIC174
ECA2241,ECA1569,286.216736205258,ECA1559
JU1260,JU2142,286.135173005913,NIC174
JU1261,JU2142,286.083332203759,NIC174
JU1262,JU2142,286.083332203759,NIC174
JU1263,JU2142,286.083332203759,NIC174
JU1264,JU2142,286.083332203759,NIC174
JU1258,JU2142,286.030041713413,NIC174
JU1259,JU2142,286.030041713413,NIC174
JU3784,JU2144,285.946102717843,NIC174
JU1038,JU3784,285.946102717843,NIC174
JU1041,JU3784,285.946102717843,NIC174
JU1042,JU3784,285.946102717843,NIC174
JU1043,JU3784,285.946102717843,NIC174
JU1044,JU3784,285.946102717843,NIC174
JU1045,JU3784,285.946102717843,NIC174
JU1046,JU3784,285.946102717843,NIC174
JU1047,JU3784,285.946102717843,NIC174
JU1048,JU3784,285.946102717843,NIC174
JU1049,JU3784,285.946102717843,NIC174
JU1205,JU3784,285.946102717843,NIC174
JU1496,JU3784,285.946102717843,NIC174
JU1497,JU3784,285.946102717843,NIC174
JU1498,JU3784,285.946102717843,NIC174
JU1499,JU3784,285.946102717843,NIC174
JU1500,JU3784,285.946102717843,NIC174
JU1509,JU3784,285.946102717843,NIC174
JU1791,JU3784,285.946102717843,NIC174
JU2145,JU3784,285.946102717843,NIC174
JU2579,JU3784,285.946102717843,NIC174
JU2580,JU3784,285.946102717843,NIC174
JU2582,JU3784,285.946102717843,NIC174
JU2583,JU3784,285.946102717843,NIC174
JU2754,JU3784,285.946102717843,NIC174
JU2793,JU3784,285.946102717843,NIC174
JU2823,JU3784,285.946102717843,NIC174
JU2824,JU3784,285.946102717843,NIC174
JU757,JU3784,285.946102717843,NIC174
JU1254,JU2144,285.90374945129,NIC174
JU1254,JU1038,285.90374945129,NIC174
JU1254,JU1041,285.90374945129,NIC174
JU1254,JU1042,285.90374945129,NIC174
JU1254,JU1043,285.90374945129,NIC174
JU1254,JU1044,285.90374945129,NIC174
JU1254,JU1045,285.90374945129,NIC174
JU1254,JU1046,285.90374945129,NIC174
JU1254,JU1047,285.90374945129,NIC174
JU1254,JU1048,285.90374945129,NIC174
JU1254,JU1049,285.90374945129,NIC174
JU1254,JU1205,285.90374945129,NIC174
JU1496,JU1254,285.90374945129,NIC174
JU1497,JU1254,285.90374945129,NIC174
JU1498,JU1254,285.90374945129,NIC174
JU1499,JU1254,285.90374945129,NIC174
JU1500,JU1254,285.90374945129,NIC174
JU1509,JU1254,285.90374945129,NIC174
JU1791,JU1254,285.90374945129,NIC174
JU2145,JU1254,285.90374945129,NIC174
JU2579,JU1254,285.90374945129,NIC174
JU2580,JU1254,285.90374945129,NIC174
JU2582,JU1254,285.90374945129,NIC174
JU2583,JU1254,285.90374945129,NIC174
JU2754,JU1254,285.90374945129,NIC174
JU2793,JU1254,285.90374945129,NIC174
JU2823,JU1254,285.90374945129,NIC174
JU2824,JU1254,285.90374945129,NIC174
JU757,JU1254,285.90374945129,NIC174
JU2143,JU2105,285.887038186664,NIC174
JU2531,JU2143,285.798414363603,NIC174
JU1260,JU2144,285.751343481512,NIC174
JU1260,JU1038,285.751343481512,NIC174
JU1260,JU1041,285.751343481512,NIC174
JU1260,JU1042,285.751343481512,NIC174
JU1260,JU1043,285.751343481512,NIC174
JU1260,JU1044,285.751343481512,NIC174
JU1260,JU1045,285.751343481512,NIC174
JU1260,JU1046,285.751343481512,NIC174
JU1260,JU1047,285.751343481512,NIC174
JU1260,JU1048,285.751343481512,NIC174
JU1260,JU1049,285.751343481512,NIC174
JU1260,JU1205,285.751343481512,NIC174
JU1496,JU1260,285.751343481512,NIC174
JU1497,JU1260,285.751343481512,NIC174
JU1498,JU1260,285.751343481512,NIC174
JU1499,JU1260,285.751343481512,NIC174
JU1500,JU1260,285.751343481512,NIC174
JU1509,JU1260,285.751343481512,NIC174
JU1791,JU1260,285.751343481512,NIC174
JU2145,JU1260,285.751343481512,NIC174
JU2579,JU1260,285.751343481512,NIC174
JU2580,JU1260,285.751343481512,NIC174
JU2582,JU1260,285.751343481512,NIC174
JU2583,JU1260,285.751343481512,NIC174
JU2754,JU1260,285.751343481512,NIC174
JU2793,JU1260,285.751343481512,NIC174
JU2823,JU1260,285.751343481512,NIC174
JU2824,JU1260,285.751343481512,NIC174
JU757,JU1260,285.751343481512,NIC174
JU1261,JU2144,285.699879629674,NIC174
JU1262,JU2144,285.699879629674,NIC174
JU1263,JU2144,285.699879629674,NIC174
JU1264,JU2144,285.699879629674,NIC174
JU1261,JU1038,285.699879629674,NIC174
JU1262,JU1038,285.699879629674,NIC174
JU1263,JU1038,285.699879629674,NIC174
JU1264,JU1038,285.699879629674,NIC174
JU1261,JU1041,285.699879629674,NIC174
JU1262,JU1041,285.699879629674,NIC174
JU1263,JU1041,285.699879629674,NIC174
JU1264,JU1041,285.699879629674,NIC174
JU1261,JU1042,285.699879629674,NIC174
JU1262,JU1042,285.699879629674,NIC174
JU1263,JU1042,285.699879629674,NIC174
JU1264,JU1042,285.699879629674,NIC174
JU1261,JU1043,285.699879629674,NIC174
JU1262,JU1043,285.699879629674,NIC174
JU1263,JU1043,285.699879629674,NIC174
JU1264,JU1043,285.699879629674,NIC174
JU1261,JU1044,285.699879629674,NIC174
JU1262,JU1044,285.699879629674,NIC174
JU1263,JU1044,285.699879629674,NIC174
JU1264,JU1044,285.699879629674,NIC174
JU1261,JU1045,285.699879629674,NIC174
JU1262,JU1045,285.699879629674,NIC174
JU1263,JU1045,285.699879629674,NIC174
JU1264,JU1045,285.699879629674,NIC174
JU1261,JU1046,285.699879629674,NIC174
JU1262,JU1046,285.699879629674,NIC174
JU1263,JU1046,285.699879629674,NIC174
JU1264,JU1046,285.699879629674,NIC174
JU1261,JU1047,285.699879629674,NIC174
JU1262,JU1047,285.699879629674,NIC174
JU1263,JU1047,285.699879629674,NIC174
JU1264,JU1047,285.699879629674,NIC174
JU1261,JU1048,285.699879629674,NIC174
JU1262,JU1048,285.699879629674,NIC174
JU1263,JU1048,285.699879629674,NIC174
JU1264,JU1048,285.699879629674,NIC174
JU1261,JU1049,285.699879629674,NIC174
JU1262,JU1049,285.699879629674,NIC174
JU1263,JU1049,285.699879629674,NIC174
JU1264,JU1049,285.699879629674,NIC174
JU1261,JU1205,285.699879629674,NIC174
JU1262,JU1205,285.699879629674,NIC174
JU1263,JU1205,285.699879629674,NIC174
JU1264,JU1205,285.699879629674,NIC174
JU1496,JU1261,285.699879629674,NIC174
JU1497,JU1261,285.699879629674,NIC174
JU1498,JU1261,285.699879629674,NIC174
JU1499,JU1261,285.699879629674,NIC174
JU1500,JU1261,285.699879629674,NIC174
JU1509,JU1261,285.699879629674,NIC174
JU1791,JU1261,285.699879629674,NIC174
JU2145,JU1261,285.699879629674,NIC174
JU2579,JU1261,285.699879629674,NIC174
JU2580,JU1261,285.699879629674,NIC174
JU2582,JU1261,285.699879629674,NIC174
JU2583,JU1261,285.699879629674,NIC174
JU2754,JU1261,285.699879629674,NIC174
JU2793,JU1261,285.699879629674,NIC174
JU2823,JU1261,285.699879629674,NIC174
JU2824,JU1261,285.699879629674,NIC174
JU757,JU1261,285.699879629674,NIC174
JU1496,JU1262,285.699879629674,NIC174
JU1497,JU1262,285.699879629674,NIC174
JU1498,JU1262,285.699879629674,NIC174
JU1499,JU1262,285.699879629674,NIC174
JU1500,JU1262,285.699879629674,NIC174
JU1509,JU1262,285.699879629674,NIC174
JU1791,JU1262,285.699879629674,NIC174
JU2145,JU1262,285.699879629674,NIC174
JU2579,JU1262,285.699879629674,NIC174
JU2580,JU1262,285.699879629674,NIC174
JU2582,JU1262,285.699879629674,NIC174
JU2583,JU1262,285.699879629674,NIC174
JU2754,JU1262,285.699879629674,NIC174
JU2793,JU1262,285.699879629674,NIC174
JU2823,JU1262,285.699879629674,NIC174
JU2824,JU1262,285.699879629674,NIC174
JU757,JU1262,285.699879629674,NIC174
JU1496,JU1263,285.699879629674,NIC174
JU1497,JU1263,285.699879629674,NIC174
JU1498,JU1263,285.699879629674,NIC174
JU1499,JU1263,285.699879629674,NIC174
JU1500,JU1263,285.699879629674,NIC174
JU1509,JU1263,285.699879629674,NIC174
JU1791,JU1263,285.699879629674,NIC174
JU2145,JU1263,285.699879629674,NIC174
JU2579,JU1263,285.699879629674,NIC174
JU2580,JU1263,285.699879629674,NIC174
JU2582,JU1263,285.699879629674,NIC174
JU2583,JU1263,285.699879629674,NIC174
JU2754,JU1263,285.699879629674,NIC174
JU2793,JU1263,285.699879629674,NIC174
JU2823,JU1263,285.699879629674,NIC174
JU2824,JU1263,285.699879629674,NIC174
JU757,JU1263,285.699879629674,NIC174
JU1496,JU1264,285.699879629674,NIC174
JU1497,JU1264,285.699879629674,NIC174
JU1498,JU1264,285.699879629674,NIC174
JU1499,JU1264,285.699879629674,NIC174
JU1500,JU1264,285.699879629674,NIC174
JU1509,JU1264,285.699879629674,NIC174
JU1791,JU1264,285.699879629674,NIC174
JU2145,JU1264,285.699879629674,NIC174
JU2579,JU1264,285.699879629674,NIC174
JU2580,JU1264,285.699879629674,NIC174
JU2582,JU1264,285.699879629674,NIC174
JU2583,JU1264,285.699879629674,NIC174
JU2754,JU1264,285.699879629674,NIC174
JU2793,JU1264,285.699879629674,NIC174
JU2823,JU1264,285.699879629674,NIC174
JU2824,JU1264,285.699879629674,NIC174
JU757,JU1264,285.699879629674,NIC174
JU1258,JU2144,285.646476264351,NIC174
JU1259,JU2144,285.646476264351,NIC174
JU1258,JU1038,285.646476264351,NIC174
JU1259,JU1038,285.646476264351,NIC174
JU1258,JU1041,285.646476264351,NIC174
JU1259,JU1041,285.646476264351,NIC174
JU1258,JU1042,285.646476264351,NIC174
JU1259,JU1042,285.646476264351,NIC174
JU1258,JU1043,285.646476264351,NIC174
JU1259,JU1043,285.646476264351,NIC174
JU1258,JU1044,285.646476264351,NIC174
JU1259,JU1044,285.646476264351,NIC174
JU1258,JU1045,285.646476264351,NIC174
JU1259,JU1045,285.646476264351,NIC174
JU1258,JU1046,285.646476264351,NIC174
JU1259,JU1046,285.646476264351,NIC174
