samples	cluster	lat	long	geo	Lineage
NIC795	H	23.83617	120.72563	Taiwan	Tropical
NIC802	H	23.83701	120.72771	Taiwan	Tropical
QG4648	H	6.9209	158.2632	Pacific	Tropical
QG4966	H	6.9196	158.2712	Pacific	Tropical
QG5348	H	6.9666	158.1907	Pacific	Tropical
QG5611	H	6.9578	158.2086	Pacific	Tropical
QG5633	H	6.9666	158.1907	Pacific	Tropical
JU3327	H	31.23025	121.3955	Asia	Tropical
NIC1218	H	25.95224	119.9771	Asia	Tropical
HPT53	H	-8.526342	115.167778	Pacific	Tropical
HPT63	H	-8.37285	115.4541	Pacific	Tropical
JU4042	H	21.03892	105.83122	Asia	Tropical
QG4718	H	6.9666	158.1907	Pacific	Tropical
HPT59	H	-8.52519	115.16689	Pacific	Tropical
BRC20115	I	24.114	120.8694	Taiwan	TD2
BRC20492	I	21.958635	120.811847	Taiwan	TD2
BRC20519	I	21.958778	120.811764	Taiwan	TD2
BRC20520	I	21.958778	120.811764	Taiwan	TD2
BRC20541	I	22.924056	120.543	Taiwan	TD2
NIC1607	I	22.0861	120.84222	Taiwan	TD2
NIC819	I	23.81418	120.85581	Taiwan	TD2
BRC20092	J	25.016437	121.540237	Taiwan	Tropical
BRC20105	J	26.478	127.836	Pacific	Tropical
BRC20107	J	26.478	127.836	Pacific	Tropical
BRC20094	J	25.015958	121.541761	Taiwan	Tropical
QG550	J	26.4758	127.834	Pacific	Tropical
ECA2647	K	-21.1683872	148.5075834	Australia	AD
ECA2666	K	-21.16771623	148.504728	Australia	AD
QG2891	K	-16.1026	145.4467333	Australia	AD
QG4026	K	-26.26193056	152.8296722	Australia	AD
QG4028	K	-26.26193056	152.8296722	Australia	AD
QG4031	K	-26.26193056	152.8296722	Australia	AD
QG4068	K	-21.1453727	148.4997337	Australia	AD
QG4095	K	-21.16862222	148.5080167	Australia	AD
QG4097	K	-21.16879444	148.506575	Australia	AD
QG4131	K	-21.17034722	148.5080417	Australia	AD
QG4132	K	-21.17034722	148.5080417	Australia	AD
QG4225	K	-21.14559444	148.4993528	Australia	AD
ECA2617	K	-26.26214444	152.8295528	Australia	AD
ECA2621	K	-26.6275648	152.8409822	Australia	AD
ECA2639	K	-26.26204861	152.8294249	Australia	AD
QG4067	K	-21.1453727	148.4997337	Australia	AD
ECA2670	K	-26.3588565	152.6355008	Australia	AD
QG4114	K	-21.144475	148.4999222	Australia	AD
QG4214	K	-21.1448256	148.4984929	Australia	AD
QG4104	K	-21.14488889	148.498225	Australia	AD
ECA2618	K	-26.2619772	152.8296094	Australia	AD
QG4064	K	-21.1453727	148.4997337	Australia	AD
QG4096	K	-21.16879444	148.506575	Australia	AD
QG4063	K	-21.1461744	148.4998921	Australia	AD
BRC20229	L	23.572084	120.900213	Taiwan	TD1
BRC20232	L	23.60247	120.8838617	Taiwan	TD1
BRC20343	L	24	121	Taiwan	TD1
BRC20524	L	25.1839015	121.5206295	Taiwan	TD1
BRC20531	L	23.792667	120.798083	Taiwan	TD1
NIC1540	L	25.05792	121.77076	Taiwan	TD1
NIC1589	L	24.68622	121.13734	Taiwan	TD1
NIC1591	L	24.68622	121.13734	Taiwan	TD1
NIC19	L	25.15219	121.54461	Taiwan	TD1
NIC827	L	23.60233	120.88182	Taiwan	TD1
NIC828	L	23.60197	120.88157	Taiwan	TD1
BRC20075	L	24.790015	121.374604	Taiwan	TD1
TWN1824	L	24.69027778	121.4055556	Taiwan	TD1
BRC20522	L	25.1839015	121.5206295	Taiwan	TD1
NIC825	L	23.60246	120.88278	Taiwan	TD1
NIC816	L	23.81417	120.856	Taiwan	TD1
NIC22	L	24.19177	121.01531	Taiwan	TD1
NIC1665	L	23.66654	120.79295	Taiwan	TD1
TWN1899	L	25.16666667	121.5166667	Taiwan	TD1
NIC21	L	24.47605	120.99481	Taiwan	TD1
NIC1593	L	24.68622	121.13734	Taiwan	TD1
NIC20	L	24.47058	120.97781	Taiwan	TD1
BRC20239	L	23.60095833	120.8821883	Taiwan	TD1
NIC1664	L	23.66109	120.7967	Taiwan	TD1
BRC20530	L	23.33725	120.712389	Taiwan	TD1
BRC20347	L	25.121206	121.593578	Taiwan	TD1
NIC1302	M	3.616456026	-53.20972002	South America	Tropical
NIC1304	M	3.617134038	-53.19634804	South America	Tropical
NIC1442	M	4.05508797615766	-52.6781770214438	South America	Tropical
NIC1491	M	4.08790203742682	-52.6799480337649	South America	Tropical
NIC309	M	5.53529	-53.56336	South America	Tropical
NIC325	M	5.53529	-53.56336	South America	Tropical
NIC329	M	5.72963	-53.89118	South America	Tropical
NIC333	M	5.72705	-53.89122	South America	Tropical
NIC60	M	5.07382	-52.69551	South America	Tropical
NIC96	M	4.08747	-52.67394	South America	Tropical
NIC1292	M	3.630410973	-53.20572797	South America	Tropical
BRC20257	N	NA	NA	unknown	Tropical
JU2057	N	-12.77	45.14	Africa	Tropical
JU2162	N	-6.2715	39.416	Africa	Tropical
JU2470	N	-12.732834	45.186209	Africa	Tropical
QG2880	N	-16.8999	145.7489833	Australia	Tropical
QG2895	N	-16.10295	145.44645	Australia	Tropical
QG2902	N	-16.10365	145.4473167	Australia	Tropical
QG2906	N	-16.10275	145.4482833	Australia	Tropical
QG2923	N	-20.2852667	148.7647	Australia	Tropical
QG2925	N	-16.2375361	145.4287278	Australia	Tropical
QG4647	N	6.9073	158.1815	Pacific	Tropical
QG4805	N	6.8578	158.2183	Pacific	Tropical
VSL2217	N	NA	NA	Asia	Tropical
ZZY0992	N	22.42381115	114.1793101	Asia	Tropical
ZZY1123	N	22.42629881	114.1811105	Asia	Tropical
JU2160	N	-6.2709	39.417	Africa	Tropical
QG2892	N	-16.1026	145.4467333	Australia	Tropical
QG2884	N	-16.0950167	145.4665333	Australia	Tropical
QG2903	N	-16.10365	145.4473167	Australia	Tropical
JU3237	N	-12.76	45.09	Africa	Tropical
HPT62	N	-8.41222	115.58591	Pacific	Tropical
HPT11	O	-7.8	112.516	Pacific	ID
HPT24	O	-8.531795	116.239193	Pacific	ID
HPT18	O	-7.8234117	112.5873372	Pacific	ID
JU3200	P	13.0232	77.5668	Asia	KD
JU3203	P	13.0727	77.579	Asia	KD
JU3206	P	13.07251	77.57924	Asia	KD
VSL2207	P	12.42865	75.7624	Asia	KD
VSL2209	P	12.3692	75.9012	Asia	KD
JU3201	P	13.0222	77.5676	Asia	KD
JU3202	P	13.02272	77.56866	Asia	KD
JU1348	P	9.55	77.2	Asia	KD
JU3199	P	13.0226	77.5668	Asia	KD
JU1341	P	8.7633	77.114	Asia	KD
QG2893	Q	-16.1026	145.4467333	Australia	AD
QG2908	Q	-17.2643833	145.4884833	Australia	AD
QG4093	Q	-21.16862222	148.5080167	Australia	AD
QG4208	Q	-21.1695006	148.5079426	Australia	AD
BRC20088	R	25.15533333	121.5465611	Taiwan	TH
BRC20244	R	23.72641	120.758426	Taiwan	TH
BRC20270	R	25.0998	121.839	Taiwan	TH
BRC20272	R	25.0998	121.839	Taiwan	TH
BRC20341	R	24	121	Taiwan	TH
BRC20367	R	24.54670963	121.5069174	Taiwan	TH
ECA287	R	9.926663289	-84.04235373	Central America	TH
NIC1598	R	24.6871	121.13633	Taiwan	TH
NIC822	R	25.168	121.56254	Taiwan	TH
ECA1170	R	21.40083	-157.8887	Hawaii	TH
NIC1590	R	24.68622	121.13734	Taiwan	TH
NIC1663	R	23.66543	120.79964	Taiwan	TH
NIC1661	R	23.66552	120.79794	Taiwan	TH
NIC1692	R	25.03488	121.58864	Taiwan	TH
NIC504	R	23.5347	120.6775	Taiwan	TH
BRC20290	R	25.01947778	121.9432	Taiwan	TH
BRC20557	R	24.822538	121.73566	Taiwan	TH
ECA1559	R	21.401228	-157.88682	Hawaii	TH
BRC20289	R	25.01947778	121.9432	Taiwan	TH
BRC20346	R	24.84201944	121.9516639	Taiwan	TH
BRC20529	R	23.63725	120.685389	Taiwan	TH
NIC863	R	23.72763	120.76625	Taiwan	TH
BRC20230	R	23.670695	120.798589	Taiwan	TH
BRC20545	R	23.416972	121.275389	Taiwan	TH
NIC1666	R	23.6694	120.78929	Taiwan	TH
BRC20499	R	24	121.5	Taiwan	TH
NIC505	R	23.5347	120.6775	Taiwan	TH
JU2216	R	-6.480251	-76.356593	South America	TH
TWN1772	R	24.69641667	121.4180556	Taiwan	TH
NIC779	R	23.72791	120.76594	Taiwan	TH
NIC865	R	23.72717	120.76673	Taiwan	TH
ECA1129	S	19.71867222	-155.10835	Hawaii	Tropical
ECA1147	S	21.34188	-157.8097	Hawaii	Tropical
ECA1429	S	22.061725	-159.346309	Hawaii	Tropical
ECA1431	S	22.063133	-159.347149	Hawaii	Tropical
ECA1437	S	22.034472	-159.37943	Hawaii	Tropical
ECA1471	S	21.311842	-157.76172	Hawaii	Tropical
ECA1509	S	21.3184	-157.81864	Hawaii	Tropical
ECA1611	S	21.317486	-157.81858	Hawaii	Tropical
ECA176	S	21.386338	-157.925536	Hawaii	Tropical
ECA182	S	21.465	-157.9968	Hawaii	Tropical
ECA183	S	21.258435	-157.766307	Hawaii	Tropical
ECA2425	S	20.038736	-155.44001	Hawaii	Tropical
ECA2636	S	-26.3674836	152.5852451	Australia	Tropical
ECA2645	S	-26.62221389	152.6910056	Australia	Tropical
ECA2890	S	21.355772099999	-157.765345699999	Hawaii	Tropical
ECA2975	S	22.0638967	-159.3522759	Hawaii	Tropical
ECA3503	S	22.075157	-159.41413	Hawaii	Tropical
ECA3509	S	22.081717	-159.412804972222	Hawaii	Tropical
ECA3708	S	21.5737944444444	-158.208613888889	Hawaii	Tropical
ECA371	S	22.0286111	-159.3825	Hawaii	Tropical
ECA3712	S	21.6306611111111	-158.047866666667	Hawaii	Tropical
ECA3713	S	21.6332388888889	-158.05215	Hawaii	Tropical
ECA3899	S	21.8748138888889	-159.441647222222	Hawaii	Tropical
JU2054	S	21.96385	-159.35838	Hawaii	Tropical
JU2056	S	22.219	-159.5763	Hawaii	Tropical
JU2868	S	48.2053	16.3666	Europe	Tropical
NIC1117	S	-12.837789	-71.365833	South America	Tropical
QG130	S	22.2202	-159.5829	Hawaii	Tropical
QG2881	S	-16.8999	145.7489833	Australia	Tropical
QG2883	S	-16.9001167	145.7495833	Australia	Tropical
QG4847	S	6.9204	158.2633	Pacific	Tropical
QX1796	S	20.8795	-156.1965	Hawaii	Tropical
QX1803	S	20.72027	-156.44406	Hawaii	Tropical
ECA1174	S	20.0403	-155.442	Hawaii	Tropical
AF16	S	23.03	72.56	Asia	Tropical
ECA2083	S	21.320797	-157.81977	Hawaii	Tropical
ECA2626	S	-26.62221389	152.6910056	Australia	Tropical
ECA2883	S	21.3570225	-157.764294100002	Hawaii	Tropical
ECA1615	S	21.317486	-157.81858	Hawaii	Tropical
ECA343	S	21.3166667	-157.8202778	Hawaii	Tropical
ECA1160	S	21.34286	-157.8231	Hawaii	Tropical
ECA1411	S	22.053192	-159.365224	Hawaii	Tropical
ECA1555	S	21.300119	-157.76264	Hawaii	Tropical
ECA1507	S	21.310911	-157.79492	Hawaii	Tropical
ECA1563	S	21.307381	-157.79664	Hawaii	Tropical
ECA1609	S	21.329439	-157.82219	Hawaii	Tropical
ECA177	S	21.282235	-157.801556	Hawaii	Tropical
ECA1164	S	21.34298	-157.8232	Hawaii	Tropical
QX1804	S	20.7894	-156.0043	Hawaii	Tropical
ECA3091	S	21.3291450999972	-157.821195300002	Hawaii	Tropical
ECA2663	S	-26.6213395	152.6923809	Australia	Tropical
ECA2667	S	-26.36741111	152.5852889	Australia	Tropical
ECA175	S	21.306265	-157.851375	Hawaii	Tropical
NIC1054	T	20.48991	-87.72797	Central America	Tropical
NIC1055	T	20.48978	-87.72502	Central America	Tropical
NIC1058	T	20.48756	-87.72532	Central America	Tropical
NIC1059	T	20.48627	-87.72449	Central America	Tropical
NIC1057	T	20.48756	-87.72532	Central America	Tropical
NIC1060	T	20.48529	-87.72361	Central America	Tropical
BRC20388	U	34	135	Pacific	Temperate
BW287	U	NA	NA	unknown	Temperate
ECA278	U	42.496411	-88.240099	North America	Temperate
ECA569	U	42.361085	-88.4278679	North America	Temperate
EG4360	U	40.6	-111.8	North America	Temperate
GUN124	U	42.4675	-76.48722222	North America	Temperate
HK104	U	34.66	133.9	Pacific	Temperate
JU1085	U	34.7615	138.0168	Pacific	Temperate
JU1564	U	40.86	-73.47	North America	Temperate
JU2536	U	47.645976	19.274783	Europe	Temperate
JU2872	U	48.2121	16.3592	Europe	Temperate
NIC1633	U	34.88358	135.81659	Pacific	Temperate
NIC1635	U	34.88328	135.81733	Pacific	Temperate
NIC174	U	47.1575	7.64673	Europe	Temperate
NIC899	U	35.661062	139.684827	Pacific	Temperate
PB857	U	39.784	-84.0554	North America	Temperate
QG3661	U	41.62083	-73.58889	North America	Temperate
QG547	U	40.783	-73.985	North America	Temperate
QG581	U	45.5423	-74.01235	North America	Temperate
QG588	U	41.52503056	-70.67271389	North America	Temperate
QX1547	U	35.931125	-84.931125	North America	Temperate
SOW18	U	39.960663	-75.605492	North America	Temperate
SOW21	U	41.41123603	-78.70870679	North America	Temperate
SOW22	U	40.006496	-75.703278	North America	Temperate
PB800	U	39.823748	-84.289418	North America	Temperate
NIC1632	U	34.88358	135.81659	Pacific	Temperate
QG1126	V	9.16835	-79.839279	Central America	Tropical
QG3025	V	9.1581	-79.8474333	Central America	Tropical
QG3034	V	9.163366667	-79.8447333	Central America	Tropical
QG3041	V	9.164216667	-79.8373667	Central America	Tropical
QG804	V	9.152943	-79.851689	Central America	Tropical
QG809	V	9.1491	-79.856143	Central America	Tropical
QG875	V	9.1543	-79.82672	Central America	Tropical
QG888	V	9.14576403	-79.8544232	Central America	Tropical
QG933	V	9.164456	-79.844623	Central America	Tropical
QG994	V	9.154377	-79.833165	Central America	Tropical
QG2996	V	9.163766667	-79.8440167	Central America	Tropical
QG2648	V	9.153933333	-79.83166667	Central America	Tropical
QG998	V	9.170573	-79.84316	Central America	Tropical
QG945	V	9.147419	-79.85312	Central America	Tropical
QG797	V	9.152688	-79.851539	Central America	Tropical
QG946	V	9.147419	-79.85312	Central America	Tropical
QG1007	V	9.164456	-79.844623	Central America	Tropical
QG3030	V	9.1594	-79.8478833	Central America	Tropical
