,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.00033323809553038885,0.0003501876108512358,-0.20622173818073883,194000,466
1,I,left_arm,0.0010569703073292234,0.0009132330441608833,0.6744852669993526,1789500,8243
2,I,center,0.0004293027449187705,0.0004429541828937114,-0.1320913311770297,7199500,12399
3,I,right_arm,0.0012372190257774948,0.0011446207434333562,0.34673089736687673,13089000,14280
4,I,right_tip,0.0003663640180766601,0.00037033291888815607,-0.045783596186920995,15255500,730
5,I,full,0.000692603277738825,0.0006592282046491532,0.21701741682967182,7770500,36118
6,II,left_tip,0.0006072409384595326,0.000586646455789159,0.1501535698301047,283000,1085
7,II,left_arm,0.0006661934900262778,0.0006823600141236314,-0.1015165129489751,1988000,6076
8,II,center,0.0007123753094382612,0.0006667114414298171,0.2935827413005024,8699000,24511
9,II,right_arm,0.002612067237206428,0.0020508079210286227,1.1730167955184652,15279500,15989
10,II,right_tip,0.00035758834699398275,0.0003245620740841948,0.3930454101260653,16583000,24
11,II,full,0.0009554960291446946,0.0008508411908388946,0.5272636278245556,8297500,47685
12,III,left_tip,0.0005358305310207424,0.0005585447783878605,-0.17400456613935666,358000,1483
13,III,left_arm,0.0014929522259237748,0.0014189906383530113,0.223397479321051,2340500,15615
14,III,center,0.0005684604817295046,0.0005860345715399257,-0.12853533386494728,7894500,15943
15,III,right_arm,0.0008858678362238966,0.0008099961816813505,0.4013253757713403,12909500,5968
16,III,right_tip,0.001439377369144742,0.0013230663750495866,0.37659285721373387,14403000,3882
17,III,full,0.0008258280094480702,0.0008078071204551115,0.0956270685453943,7405500,42891
18,IV,left_tip,0.0008475073197203776,0.00081956023001274,0.14599754172194235,351000,1951
19,IV,left_arm,0.0010513157708988427,0.0010293812700551395,0.09132737371708688,2475000,12438
20,IV,center,0.0006524293975353967,0.0006418567207292997,0.07060501998727005,8845000,20425
21,IV,right_arm,0.0014486486557955718,0.0012654284006222676,0.6205321335677219,14904000,11861
22,IV,right_tip,0.0012819719173220176,0.0011215887914124392,0.6124427562782043,16723000,2751
23,IV,full,0.0008776860508484727,0.0008341652040287151,0.2236471928136926,8540000,49426
24,V,left_tip,0.0009815714601858177,0.0012208041716176266,-0.8390681644244578,234500,1880
25,V,left_arm,0.001562930228606448,0.0013323500262300957,0.7418221305786371,3265500,24099
26,V,center,0.0006777978965122369,0.0006192046561344366,0.40560455265965334,10778500,20104
27,V,right_arm,0.002564514441965394,0.0022428871272613823,0.6146764728716055,17521000,29371
28,V,right_tip,0.0006043233089673159,0.0006463527364351855,-0.2779847245156504,19740000,820
29,V,full,0.0012606237803778127,0.0011183102358818663,0.5455202286954791,9966500,76274
30,X,left_tip,0.0004265244946459274,0.0004922185246821082,-0.5716271240684583,722000,2429
31,X,left_arm,0.0006597983776495737,0.0006510168614364093,0.05781445425683536,4255000,12487
32,X,center,0.00045254300951621146,0.00044341226490397795,0.08826331790160709,12794000,17022
33,X,right_arm,0.0006826055058137579,0.0007079054505818135,-0.15316690910617742,20341500,8948
34,X,right_tip,1.3396390122023656e-05,1.2214750587097155e-05,,22191000,6
35,X,full,0.0005389529299322425,0.0005406278497731306,-0.013280421992366247,11110500,40892
