,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.001754851937348714,0.004763511909558337,-1.8363351653094748,194000,14804
1,I,left_arm,0.0031022388252441658,0.006751648587562561,-1.572363307847948,1789500,140005
2,I,center,0.00193078121407031,0.0046154751298820434,-1.692137360759975,7199500,293451
3,I,right_arm,0.003977575482022051,0.008121755649131824,-1.4843629628807244,13089000,229957
4,I,right_tip,0.0025068046691923214,0.006174788009521847,-1.7276379165723836,15255500,28017
5,I,full,0.0025639707531360145,0.0057529371839612105,-1.6125885342770343,7770500,706234
6,II,left_tip,0.003637814149920046,0.006911353542296885,-1.3775640582522721,283000,30419
7,II,left_arm,0.004355554230254872,0.007679153574967824,-1.2590386055440896,1988000,157821
8,II,center,0.0029375875271191606,0.006146253015781233,-1.5187130985430244,8699000,509541
9,II,right_arm,0.003964544400120777,0.008368715705857396,-1.5309075366737412,15279500,149679
10,II,right_tip,0.0016932356837541032,0.0027493762998034594,-1.1002439690804688,16583000,423
11,II,full,0.00330643397289609,0.006691309550784323,-1.4716203423696061,8297500,847883
12,III,left_tip,0.002395727460550446,0.0065197873064751655,-1.8397806912728831,358000,37176
13,III,left_arm,0.0040077536408204325,0.008471745519386129,-1.5328469102587847,2340500,210440
14,III,center,0.002009761271809904,0.004824101343818944,-1.6971389521766969,7894500,298753
15,III,right_arm,0.0037758767537844446,0.00809140006254713,-1.551479126769456,12909500,135045
16,III,right_tip,0.002254601319464885,0.0070416555183558495,-1.9773551820759454,14403000,44968
17,III,full,0.002624966935708873,0.00610526066205846,-1.6583450072663628,7405500,726382
18,IV,left_tip,0.0034201102565053036,0.008053622331164174,-1.6734493013198226,351000,43223
19,IV,left_arm,0.003831062156786589,0.007929326530226107,-1.5035438659260978,2475000,214637
20,IV,center,0.00261446104095662,0.005844247623839562,-1.6077030639109875,8845000,421312
21,IV,right_arm,0.004368235374564821,0.00906639544173683,-1.5074415026643133,14904000,193796
22,IV,right_tip,0.003506945208650112,0.0071772936036877425,-1.4874125223578927,16723000,40373
23,IV,full,0.0031747091942763393,0.006860840095571989,-1.562996564844854,8540000,913341
24,V,left_tip,0.0028946734478620486,0.0060049756071018515,-1.5063266133572322,234500,21473
25,V,left_arm,0.004247915846986187,0.008259043284401229,-1.4128475719231974,3265500,346468
26,V,center,0.0027338735797242126,0.005810908258007741,-1.5404561393072225,10778500,430006
27,V,right_arm,0.004247231599877615,0.009207131309224908,-1.567125568358582,17521000,268015
28,V,right_tip,0.0022191694230173555,0.006536551485699493,-1.920795822113707,19740000,19494
29,V,full,0.0034058893675905457,0.0070985746102552785,-1.5133397013011363,9966500,1085458
30,X,left_tip,0.0027028592447768673,0.006074740540528682,-1.614619016231606,722000,68711
31,X,left_arm,0.0038492291741016823,0.007208483279548409,-1.355680653854187,4255000,316846
32,X,center,0.002995571537771238,0.006361555541410577,-1.5392583484661986,12794000,555646
33,X,right_arm,0.0033919832513281236,0.0070920624837935015,-1.517716807126398,20341500,200764
34,X,right_tip,0.00037006185285751045,0.0005336002864494892,-0.86511250121036,22191000,407
35,X,full,0.003248790668067947,0.006658776658726088,-1.4897855477052102,11110500,1142374
