,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.0005269291768596992,0.0009122060549833066,-1.3675381382409058,194000,2096
1,I,left_arm,0.001142234719756149,0.0013689612809794868,-0.5377283582343328,1789500,21570
2,I,center,0.0002371166692313789,0.0005558099108508033,-1.8618477180710342,7199500,26501
3,I,right_arm,0.0017585760115198816,0.0020497420517908036,-0.4612786219098412,13089000,44479
4,I,right_tip,0.0009426962735977853,0.0012312400978212817,-0.7600938637841818,15255500,4226
5,I,full,0.0007337259009914829,0.0010328415903593858,-0.9405134349712668,7770500,98872
6,II,left_tip,0.0005841110074471071,0.0011913288771517718,-1.6530070320121883,283000,3807
7,II,left_arm,0.0011734628865232638,0.0018029540907273142,-1.1336792547807935,1988000,27989
8,II,center,0.0006900182491600685,0.0012994240934607274,-1.523043760044016,8699000,81616
9,II,right_arm,0.0020458403694187093,0.0025185395063444162,-0.6094571526924921,15279500,34599
10,II,right_tip,0.0005473273485674178,0.000490721641140824,0.34219022265318594,16583000,87
11,II,full,0.0009382180116719262,0.0015313576198600005,-1.257910573038024,8297500,148098
12,III,left_tip,0.0011013214331506448,0.0013422178415903624,-0.5823066107077038,358000,5823
13,III,left_arm,0.0021061941811812888,0.0019611794805430003,0.2401029884300259,2340500,37020
14,III,center,0.00036117043906691673,0.0006648135529538473,-1.4831068381817563,7894500,30840
15,III,right_arm,0.0014876604360092643,0.0015969963261675034,-0.22227333315452522,12909500,20226
16,III,right_tip,0.0005939524751201895,0.001238407660970788,-1.6884556954076555,14403000,6126
17,III,full,0.0008701573138868688,0.001084038100400785,-0.6407463808222095,7405500,100035
18,IV,left_tip,0.002148601996307701,0.0022830668459035367,-0.1911704318829545,351000,9151
19,IV,left_arm,0.0011603306665240154,0.0015440686055764948,-0.8070042398391385,2475000,31924
20,IV,center,0.0006512859581025274,0.0008782634682184989,-0.8392573848221997,8845000,47931
21,IV,right_arm,0.002091313871640482,0.002669281801822068,-0.7031159645485551,14904000,43123
22,IV,right_tip,0.0014603687365423769,0.0020870693334079375,-0.9746110015058947,16723000,8757
23,IV,full,0.0010499957147088604,0.0013699693593270225,-0.758528775026485,8540000,140886
24,V,left_tip,0.0016098459424143774,0.0015777931880024078,0.0658996105930361,234500,4242
25,V,left_arm,0.0011266593999413339,0.0014345790409848415,-0.6970203263038739,3265500,45669
26,V,center,0.0005193141575047841,0.0007342201638849286,-0.9505010589263005,10778500,40989
27,V,right_arm,0.0020684888738331524,0.0024242351223045587,-0.47654539706628896,17521000,54736
28,V,right_tip,0.0009932623770246235,0.0016253170173262553,-1.2611968181154065,19740000,3608
29,V,full,0.00099835671633187,0.0012658944735672065,-0.6863695525594329,9966500,149244
30,X,left_tip,0.0005327548310503007,0.0008640641308461297,-1.2444637220655261,722000,7344
31,X,left_arm,0.0006399831445238638,0.0009355087405042492,-1.0257940533037897,4255000,30745
32,X,center,0.0004003343941615759,0.0007016813282067114,-1.3946494987840556,12794000,46103
33,X,right_arm,0.0009514183228076742,0.0011875567815708623,-0.64566338032645,20341500,25761
34,X,right_tip,0.0002416861764889139,0.0001876916017311714,0.8616686801557344,22191000,101
35,X,full,0.0005578132654454457,0.0008485143913957697,-1.11263770266384,11110500,110054
