species	species_id_method	strain	isotype	previous_names	source_lab	latitude	longitude	landscape	locality_description	substrate	substrate_comments	ambient_temp	ambient_humidity	associated_organism	sampled_by	isolated_by	set	issues	issue_notes	isotype_ref_strain	wgs_seq
Caenorhabditis briggsae	test cross	QG3044	QG1126	NA	QG	9.164216667	-79.8373667	Forest	Barro Colorado Island	Rotting_nut/pod/seed/fruit	Substrate sample MR251.4.	NA	NA	NA	M. Rockman	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3045	QG1126	NA	QG	9.164216667	-79.8373667	Forest	Barro Colorado Island	Rotting_nut/pod/seed/fruit	Substrate sample MR251.4.	NA	NA	NA	M. Rockman	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3046	QG1126	NA	QG	9.164216667	-79.8373667	Forest	Barro Colorado Island	Rotting_nut/pod/seed/fruit	Substrate sample MR251.5.	NA	NA	NA	M. Rockman	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3053	QG3053	NA	QG	9.16484	-79.83659	Forest	Barro Colorado Island	Rotting_nut/pod/seed/fruit	Substrate sample SS-D1.	NA	NA	NA	S. Sloat	J. Jackson	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3056	QG3056	NA	QG	9.1674	-79.83967	Forest	Barro Colorado Island	Vegetal_litter/mix	Substrate sample SS6.16., Apeiba membranacea	NA	NA	NA	S. Sloat	M. Rockman	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3057	QG3057	NA	QG	9.163366667	-79.8372333	Forest	Barro Colorado Island	Rotting_nut/pod/seed/fruit	Substrate sample MR222.1.	NA	NA	NA	M. Rockman	M. Rockman	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3058	QG3058	NA	QG	9.163116667	-79.8372	Forest	Barro Colorado Island	Rotting_nut/pod/seed/fruit	Substrate sample MR223.3.	NA	NA	NA	M. Rockman	M. Rockman	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG3527	QG3527	NA	QG	10.42623333	-84.0126	Forest	La Selva Biological Station, Costa Rica	Rotting_flower	rotten pink petals (or maybe these are winged seeds?)	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3661	QG3661	NA	QG	41.62083	-73.58889	Rural_garden	Dutchess County, New York State	Rotting_nut/pod/seed/fruit	tomato	NA	NA	NA	NA	C. Gilligan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3783	QG3783	NA	QG	10.4297	-84.00853	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	Bean pods	NA	NA	NA	NA	S. Tintori	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3784	QG3837	NA	QG	10.43008	-84.00894	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	Jack-o-lantern teeth star pod	NA	NA	NA	NA	S. Tintori	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3787	QG3837	NA	QG	10.43082	-84.01138	Forest	La Selva Biological Station, Costa Rica	NA	NA	NA	NA	NA	NA	S. Sloat	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3794	QG3851	NA	QG	10.42361667	-84.00118611	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	very squishy piece of fruit, green pod thing	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3796	QG3823	NA	QG	10.42361667	-84.00118611	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	very squishy piece of fruit, green pod thing	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3798	QG3823	NA	QG	10.42361667	-84.00118611	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	very squishy piece of fruit, green pod thing	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3801	QG3801	NA	QG	10.43082	-84.01138	Forest	La Selva Biological Station, Costa Rica	NA	NA	NA	NA	NA	NA	S. Sloat	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3804	QG3875	NA	QG	10.43288	-84.00678	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	seedy lychee-looking thing	NA	NA	NA	NA	S. Sloat	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3810	QG3878	NA	QG	10.43212222	-84.00843056	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	sea urchin fruit; one juicy, one open and dry, one unopened	NA	NA	NA	NA	S. Tintori	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3813	QG3878	NA	QG	10.43082	-84.01138	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	Red berries	NA	NA	NA	NA	S. Tintori	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3815	QG3815	NA	QG	10.42361667	-84.00118611	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	very squishy piece of fruit, green pod thing	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3816	QG3816	NA	QG	10.43803	-84.0112	Forest	La Selva Biological Station, Costa Rica	Rotting_flower	big pink flower	NA	NA	NA	NA	S. Sloat	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3819	QG3878	NA	QG	10.4262	-84.0013167	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	molar-looking fruit part	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3820	QG3823	NA	QG	10.42361667	-84.00118611	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	small red berries	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3822	QG3823	NA	QG	10.42361667	-84.00118611	Forest	La Selva Biological Station, Costa Rica	Rotting_flower	long white flowers	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3823	QG3823	NA	QG	10.42540556	-84.00121667	Forest	La Selva Biological Station, Costa Rica	Rotting_flower	long white flowers	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3825	QG3825	NA	QG	10.43026	-84.00905	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	Black molar fruits and one yellow molar fruit	NA	NA	NA	NA	S. Tintori	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3826	QG3826	NA	QG	10.43018	-84.0065	Forest	La Selva Biological Station, Costa Rica	Rotting_flower	Small white spiky flowers	NA	NA	NA	NA	S. Tintori	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3827	QG3867	NA	QG	10.42346389	-84.00128333	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	very squishy piece of fruit, green pod thing	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3832	QG3867	NA	QG	10.42346389	-84.00128333	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	very squishy piece of fruit, green pod thing	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3837	QG3837	NA	QG	10.42540556	-84.00121667	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	cone with some red fruits	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3840	QG3878	NA	QG	10.42361667	-84.00118611	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	very squishy piece of fruit, green pod thing	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3841	QG3878	NA	QG	10.25937	-84.00514	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	red berries	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3842	QG3851	NA	QG	10.42361667	-84.00118611	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	very squishy piece of fruit, green pod thing	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3851	QG3851	NA	QG	10.41900556	-84.00699722	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	brown chestnut-looking things from a field of 100s	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3858	QG3783	NA	QG	10.4297	-84.00853	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	Bean pods	NA	NA	NA	NA	S. Tintori	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3861	QG3861	NA	QG	10.42972	-84.00742	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	Red berries	NA	NA	NA	NA	S. Tintori	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3864	QG3878	NA	QG	10.25937	-84.00514	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	red berries	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3866	QG3875	NA	QG	10.43018	-84.0065	Forest	La Selva Biological Station, Costa Rica	Rotting_flower	Small white spiky flowers	NA	NA	NA	NA	S. Tintori	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3867	QG3867	NA	QG	10.42361667	-84.00118611	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	very squishy piece of fruit, green pod thing	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3874	QG3874	NA	QG	10.44027	-84.01227	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	fruit nicknamed ""big apricot""	NA	NA	NA	NA	A. Martel, S. Sloat, S. Tintori	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3875	QG3875	NA	QG	10.44027	-84.01227	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	fruit nicknamed ""big apricot""	NA	NA	NA	A. Martel, S. Sloat, S. Tintori	A. Martel, S. Sloat, S. Tintori	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3876	QG3876	NA	QG	10.44027	-84.01227	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	fruit nicknamed ""big apricot""	NA	NA	NA	NA	A. Martel, S. Sloat, S. Tintori	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3878	QG3878	NA	QG	10.25937	-84.00514	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	red berries	NA	NA	NA	NA	J. Jackson	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3879	QG3878	NA	QG	10.43212222	-84.00843056	Forest	La Selva Biological Station, Costa Rica	Rotting_nut/pod/seed/fruit	sea urchin fruit; one juicy, one open and dry, one unopened	NA	NA	NA	NA	S. Tintori	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3920	QG3920	NA	QG	13.225206	-59.588132	Forest	Turners Hall Woods, Barbados	Rotting_nut/pod/seed/fruit	rotting palm reproductive structure on the ground, full of millipedes	NA	NA	NA	NA	M. Rockman	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3921	QG3921	NA	QG	13.225206	-59.588132	Forest	Turners Hall Woods, Barbados	Rotting_nut/pod/seed/fruit	rotting palm reproductive structure on the ground, full of millipedes	NA	NA	NA	NA	M. Rockman	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3922	QG3923	NA	QG	13.225206	-59.588132	Forest	Turners Hall Woods, Barbados	Mollusk	Excrement of a Giant African Snail. Snail into ziploc, left for 15 minutes, snail removed, leaving fresh coil of snail poop.	NA	NA	Giant African Snail	NA	M. Rockman	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3923	QG3923	NA	QG	13.225206	-59.588132	Forest	Turners Hall Woods, Barbados	Mollusk	Excrement of a Giant African Snail. Snail into ziploc, left for 15 minutes, snail removed, leaving fresh coil of snail poop.	NA	NA	Giant African Snail	NA	M. Rockman	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3924	QG3924	NA	QG	13.234279	-59.587888	Forest	Turners Hall Woods, Barbados	Soil	Soil	NA	NA	NA	NA	M. Rockman	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3925	QG3925	NA	QG	13.233538	-59.587865	Forest	Turners Hall Woods, Barbados	Arthropod	large millipede collected alive	NA	NA	millipede	NA	M. Rockman	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3926	QG3926	NA	QG	13.233413	-59.587901	Forest	Turners Hall Woods, Barbados	Arthropod	large millipede collected already dead	NA	NA	millipede	NA	M. Rockman	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3927	QG3927	NA	QG	13.233413	-59.587901	Forest	Turners Hall Woods, Barbados	Arthropod	large millipede collected already dead	NA	NA	millipede	NA	M. Rockman	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3928	QG3926	NA	QG	13.233413	-59.587901	Forest	Turners Hall Woods, Barbados	Arthropod	large millipede collected already dead	NA	NA	millipede	NA	M. Rockman	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3929	QG3931	NA	QG	13.225422	-59.589477	Forest	Turners Hall Woods, Barbados	Soil	Soil	NA	NA	NA	NA	M. Rockman	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3930	QG3931	NA	QG	13.225422	-59.589477	Forest	Turners Hall Woods, Barbados	Mollusk	Excrement of a Giant African Snail. Snail into ziploc, left for 15 minutes, snail removed, leaving fresh coil of snail poop.	NA	NA	Giant African Snail	NA	M. Rockman	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG3931	QG3931	NA	QG	13.225422	-59.589477	Forest	Turners Hall Woods, Barbados	Mollusk	Excrement of a Giant African Snail. Snail into ziploc, left for 15 minutes, snail removed, leaving fresh coil of snail poop.	NA	NA	Giant African Snail	NA	M. Rockman	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3932	QG3932	NA	QG	13.225206	-59.588132	Forest	Turners Hall Woods, Barbados	Rotting_nut/pod/seed/fruit	rotting innards of a coconut-looking thing.	NA	NA	NA	NA	M. Rockman	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG3933	QG3933	NA	QG	13.225497	-59.588268	Forest	Turners Hall Woods, Barbados	Soil	Soil	NA	NA	NA	NA	M. Rockman	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG4026	QG4026	S-5250.1	QG	-26.26193056	152.8296722	Forest	Woondum	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG4027	QG4028	S-5250.2	QG	-26.26193056	152.8296722	Forest	Woondum	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4028	QG4028	S-5250.3	QG	-26.26193056	152.8296722	Forest	Woondum	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG4029	QG4028	S-5250.4	QG	-26.26193056	152.8296722	Forest	Woondum	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4030	QG4031	S-5250.5	QG	-26.26193056	152.8296722	Forest	Woondum	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4031	QG4031	S-5250.6	QG	-26.26193056	152.8296722	Forest	Woondum	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG4058	QG4225	S-5341.3	QG	-21.1459649	148.4998851	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4059	QG4063	S-5344.1	QG	-21.1461744	148.4998921	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4061	QG4063	S-5344.3	QG	-21.1461744	148.4998921	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4062	QG4063	S-5344.4	QG	-21.1461744	148.4998921	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S, test cross	QG4063	QG4063	S-5344.5	QG	-21.1461744	148.4998921	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG4064	QG4064	S-5345.1	QG	-21.1453727	148.4997337	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG4065	QG4068	S-5345.2	QG	-21.1453727	148.4997337	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG4066	QG4064	5345.3	QG	NA	NA	Forest	Eungella, QLD, Australia	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4067	QG4067	S-5345.4	QG	-21.1453727	148.4997337	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG4068	QG4068	S-5345.5	QG	-21.1453727	148.4997337	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG4069	QG4068	S-5345.6	QG	-21.1453727	148.4997337	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4070	QG4070	S-5346.1	QG	-21.1176781	148.5160414	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG4071	QG4070	S-5346.2	QG	-21.1176781	148.5160414	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG4072	QG4070	S-5346.3	QG	-21.1176781	148.5160414	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4073	QG4070	S-5346.4	QG	-21.1176781	148.5160414	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4074	QG4070	S-5346.5	QG	-21.1176781	148.5160414	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4075	QG4070	S-5346.6	QG	-21.1176781	148.5160414	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4093	QG4093	S-5415.1	QG	-21.16862222	148.5080167	Forest	Eungella	Fungus	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG4094	QG4094	S-5415.2	QG	-21.16862222	148.5080167	Forest	Eungella	Fungus	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG4095	QG4095	S-5415.3	QG	-21.16862222	148.5080167	Forest	Eungella	Fungus	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG4096	QG4096	S-5420.1	QG	-21.16879444	148.506575	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG4097	QG4097	S-5420.2	QG	-21.16879444	148.506575	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG4098	QG4096	5420.3	QG	NA	NA	Forest	Eungella, QLD, Australia	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	M. Rockman	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG4099	QG4097	5420.4	QG	NA	NA	Forest	Eungella, QLD, Australia	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	M. Rockman	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4100	QG4097	S-5420.5	QG	-21.16879444	148.506575	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG4101	QG4096	5420.6	QG	NA	NA	Forest	Eungella, QLD, Australia	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	M. Rockman	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S, test cross	QG4104	QG4104	S-5421.3	QG	-21.14488889	148.498225	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	test cross	QG4112	QG4114	5425.1	QG	NA	NA	Forest	Eungella, QLD, Australia	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	M. Rockman	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG4113	QG4097	5425.2	QG	NA	NA	Forest	Eungella, QLD, Australia	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	M. Rockman	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG4114	QG4114	S-5425.3	QG	-21.144475	148.4999222	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	18S	QG4115	QG4114	S-5425.4	QG	-21.144475	148.4999222	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG4116	QG4114	S-5425.5	QG	-21.144475	148.4999222	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG4117	QG4114	S-5425.6	QG	-21.144475	148.4999222	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG4118	ECA2647	5432.1	QG	NA	NA	Forest	Eungella, QLD, Australia	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	M. Rockman	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4119	ECA2647	S-5432.2	QG	-21.16757222	148.5048028	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG4120	ECA2647	5432.3	QG	NA	NA	Forest	Eungella, QLD, Australia	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	M. Rockman	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG4121	ECA2647	5432.4	QG	NA	NA	Forest	Eungella, QLD, Australia	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	M. Rockman	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	test cross	QG4122	ECA2647	5432.5	QG	NA	NA	Forest	Eungella, QLD, Australia	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	M. Rockman	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4123	ECA2647	S-5432.6	QG	-21.16757222	148.5048028	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4128	QG4131	S-5439.1	QG	-21.17034722	148.5080417	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4129	QG4131	S-5439.2	QG	-21.17034722	148.5080417	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4130	QG4131	S-5439.3	QG	-21.17034722	148.5080417	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	18S	QG4131	QG4131	S-5439.4	QG	-21.17034722	148.5080417	Forest	Eungella	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
