Sample A	Sample B	Comparison	Comparison_within	Haplotypes	Mean Ks
PE887	QG786	within_species	Tropical_x_Tropical	Among non-HDRs	0.00271683813481961
PE887	QG791	within_species	Tropical_x_Tropical	Among non-HDRs	0.0024545735075885
PE887	QX1410	within_species	Tropical_x_Tropical	Among non-HDRs	0.00374338421237698
PE887	QX1796	within_species	Tropical_x_Tropical	Among non-HDRs	0.0017521138231482
QG1005	QG2641	within_species	Tropical_x_Tropical	Among non-HDRs	0.00185834720759021
QG1005	QG2665	within_species	Tropical_x_Tropical	Among non-HDRs	0.00165973147257806
QG1005	QG2902	within_species	Tropical_x_Tropical	Among non-HDRs	0.002981020194238
QG1005	QG2964	within_species	Tropical_x_Tropical	Among non-HDRs	0.00161945453928694
QG1005	QG786	within_species	Tropical_x_Tropical	Among non-HDRs	0.00164125343601232
QG1005	QG791	within_species	Tropical_x_Tropical	Among non-HDRs	0.00168274627559126
QG1005	QX1410	within_species	Tropical_x_Tropical	Among non-HDRs	0.00446942831648799
QG1005	QX1796	within_species	Tropical_x_Tropical	Among non-HDRs	0.00211969975177485
QG2641	QG2665	within_species	Tropical_x_Tropical	Among non-HDRs	0.0013894333355068
QG2641	QG2902	within_species	Tropical_x_Tropical	Among non-HDRs	0.00283336687524357
QG2641	QG2964	within_species	Tropical_x_Tropical	Among non-HDRs	0.00180964207153617
QG2641	QG786	within_species	Tropical_x_Tropical	Among non-HDRs	0.00164611325295903
QG2641	QG791	within_species	Tropical_x_Tropical	Among non-HDRs	0.00166691488457741
QG2641	QX1410	within_species	Tropical_x_Tropical	Among non-HDRs	0.00469614080452035
QG2641	QX1796	within_species	Tropical_x_Tropical	Among non-HDRs	0.00237173903501919
QG2665	QG2902	within_species	Tropical_x_Tropical	Among non-HDRs	0.00280826483298357
QG2665	QG2964	within_species	Tropical_x_Tropical	Among non-HDRs	0.00161064082700838
QG2665	QG786	within_species	Tropical_x_Tropical	Among non-HDRs	0.00129627709360261
QG2665	QG791	within_species	Tropical_x_Tropical	Among non-HDRs	0.00163986388985286
QG2665	QX1410	within_species	Tropical_x_Tropical	Among non-HDRs	0.00472241654637126
QG2665	QX1796	within_species	Tropical_x_Tropical	Among non-HDRs	0.00235583670818276
QG2902	QG2964	within_species	Tropical_x_Tropical	Among non-HDRs	0.00299834872838593
QG2902	QG786	within_species	Tropical_x_Tropical	Among non-HDRs	0.00301842561535701
QG2902	QG791	within_species	Tropical_x_Tropical	Among non-HDRs	0.003000678866619
QG2902	QX1410	within_species	Tropical_x_Tropical	Among non-HDRs	0.00533839679420831
QG2902	QX1796	within_species	Tropical_x_Tropical	Among non-HDRs	0.00320480492241381
QG2964	QG786	within_species	Tropical_x_Tropical	Among non-HDRs	0.00167458182543958
QG2964	QG791	within_species	Tropical_x_Tropical	Among non-HDRs	0.00133054592370256
QG2964	QX1410	within_species	Tropical_x_Tropical	Among non-HDRs	0.00435552579222569
QG2964	QX1796	within_species	Tropical_x_Tropical	Among non-HDRs	0.00210269055210764
QG786	QG791	within_species	Tropical_x_Tropical	Among non-HDRs	0.0017697804723365
QG786	QX1410	within_species	Tropical_x_Tropical	Among non-HDRs	0.00459285070996397
QG786	QX1796	within_species	Tropical_x_Tropical	Among non-HDRs	0.0023524340345583
QG791	QX1410	within_species	Tropical_x_Tropical	Among non-HDRs	0.0043896380617466
QG791	QX1796	within_species	Tropical_x_Tropical	Among non-HDRs	0.00215249760739915
QX1410	QX1796	within_species	Tropical_x_Tropical	Among non-HDRs	0.00376016878022243
ECA1174	ECA1657	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0193770277750603
ECA1174	ECA176	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0200302375172881
ECA1174	EG6271	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0187146743328807
ECA1174	JU3207	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0181053457888759
ECA1174	JU3237	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0214817083833681
ECA1174	JU4058	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0179457880935888
ECA1174	NIC1052	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0193696814978865
ECA1174	NIC1529	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0204266504466561
ECA1174	NIC248	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0226775910334532
ECA1174	PE887	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0241794801694571
ECA1174	QG1005	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0171536927970753
ECA1174	QG2641	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0184549273816337
ECA1174	QG2665	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0176522603312153
ECA1174	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0190436859527388
ECA1174	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0180122784290213
ECA1174	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0186192967444493
ECA1174	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0186345545418882
ECA1174	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0259733663226278
ECA1174	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0182877036245412
ECA1657	ECA176	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0155399112698355
ECA1657	EG6271	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0167605661500164
ECA1657	JU3207	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.015951574957183
ECA1657	JU3237	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0210671147479475
ECA1657	JU4058	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0168041797951856
ECA1657	NIC1052	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0180310755813366
ECA1657	NIC1529	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0178061519978226
ECA1657	NIC248	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0189926381747933
ECA1657	PE887	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0143569242477061
ECA1657	QG1005	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0167756820896564
ECA1657	QG2641	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0165348045649481
ECA1657	QG2665	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0171287761758425
ECA1657	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0181100045963739
ECA1657	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0170794752045693
ECA1657	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0185346141629333
ECA1657	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0171746690177972
ECA1657	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.021215049832628
ECA1657	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0150957059159631
ECA176	EG6271	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0182998451960959
ECA176	JU3207	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0156426274747494
ECA176	JU3237	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0209801718725395
ECA176	JU4058	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0161918590933993
ECA176	NIC1052	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0170763204338387
ECA176	NIC1529	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0177847254037013
ECA176	NIC248	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0179055222406509
ECA176	PE887	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0166371644209132
ECA176	QG1005	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0168254625106433
ECA176	QG2641	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0175200480981905
ECA176	QG2665	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0173539585068466
ECA176	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.017498254541399
ECA176	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0161002422403482
ECA176	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0181583938632462
ECA176	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0170819316931912
ECA176	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0206492224855458
ECA176	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0165825102516354
EG6271	JU3207	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0178118732939772
EG6271	JU3237	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0212195563567313
EG6271	JU4058	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0183835892126121
EG6271	NIC1052	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.018157774340147
EG6271	NIC1529	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0191437816275515
EG6271	NIC248	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0181231771603059
EG6271	PE887	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0167829539776022
EG6271	QG1005	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0165756866300749
EG6271	QG2641	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0182964220691926
EG6271	QG2665	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0172577716298695
EG6271	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0191029673889412
EG6271	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0197169013882121
EG6271	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0179185428540149
EG6271	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0178276369037989
EG6271	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0217436466409024
EG6271	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0153418867237689
JU3207	JU3237	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.021398974759799
JU3207	JU4058	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0174701016312927
JU3207	NIC1052	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0166040334456135
JU3207	NIC1529	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0175169059694236
JU3207	NIC248	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.01959488889453
JU3207	PE887	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0180204842657127
JU3207	QG1005	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0170291772551822
JU3207	QG2641	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0159758033346269
JU3207	QG2665	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0168859371310978
JU3207	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0176970610423116
JU3207	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0169852467960798
JU3207	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0174818371224987
JU3207	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0179070296211194
JU3207	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0236446082834605
JU3207	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0160861512342627
JU3237	JU4058	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.020095903386799
JU3237	NIC1052	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0182620817078541
JU3237	NIC1529	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0214774599030986
JU3237	NIC248	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0240018233204919
JU3237	PE887	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0216988028583009
JU3237	QG1005	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0206185815521701
JU3237	QG2641	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0183334315408119
JU3237	QG2665	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0186797332097564
JU3237	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.016479579464099
JU3237	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0215639582657847
JU3237	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0201768277834543
JU3237	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.022560322323863
JU3237	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0272264323478859
JU3237	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0203786561961242
JU4058	NIC1052	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.018540811182578
JU4058	NIC1529	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0190230239749508
JU4058	NIC248	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0204295118948842
JU4058	PE887	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0205069404521739
JU4058	QG1005	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0168139641366432
JU4058	QG2641	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0174433608528418
JU4058	QG2665	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0182603106756999
JU4058	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0178463405565762
JU4058	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0174708223853936
JU4058	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0181713730350916
JU4058	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0177028558957196
JU4058	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0234579449135886
JU4058	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0170301479963214
NIC1052	NIC1529	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0170844937942464
NIC1052	NIC248	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0163765985913666
NIC1052	PE887	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0165784926468163
NIC1052	QG1005	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0153945930567803
NIC1052	QG2641	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0144079424753458
NIC1052	QG2665	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0147718249402403
NIC1052	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0165152498853072
NIC1052	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0153786291955321
NIC1052	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0176156002725929
NIC1052	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0158348010337751
NIC1052	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0228422880736385
NIC1052	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0175931888005595
NIC1529	NIC248	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0203714016765092
NIC1529	PE887	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0182369804322613
NIC1529	QG1005	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0171017109680437
NIC1529	QG2641	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0172222179512729
NIC1529	QG2665	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0161791206277805
NIC1529	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0188856024231194
NIC1529	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0185010518950606
NIC1529	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0187637517402254
NIC1529	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0187411337620479
NIC1529	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0232098142762457
NIC1529	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0181624976717066
NIC248	PE887	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0174834606156965
NIC248	QG1005	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0158877064485537
NIC248	QG2641	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0183165927140343
NIC248	QG2665	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0163517779739414
NIC248	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0190657711935193
NIC248	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0172272027461562
NIC248	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0170272989717117
NIC248	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0173407906702887
NIC248	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0220070017212281
NIC248	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0175273753046345
PE887	QG1005	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0161271670058399
PE887	QG2641	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.017207455284241
PE887	QG2665	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0180768846984267
PE887	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0191991320423258
PE887	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0169171972474842
PE887	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0195885153992955
PE887	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0178312010651147
PE887	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0192084251979436
PE887	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0149147496385675
QG1005	QG2641	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0151656927448591
QG1005	QG2665	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.013304116064862
QG1005	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.016496007683076
QG1005	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0150686302835105
QG1005	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0167041670411601
QG1005	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.014841926904052
QG1005	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0225667294419593
QG1005	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.015629067468778
QG2641	QG2665	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0141802705714468
QG2641	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0156209916961804
QG2641	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0149332595744261
QG2641	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0146015457056616
QG2641	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0168463566099155
QG2641	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0223582414414855
QG2641	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0164846114949814
QG2665	QG2902	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.016760997568091
QG2665	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0155300278649783
QG2665	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0159634542791346
QG2665	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.016109501185838
QG2665	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.02160641527647
QG2665	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0159207152228021
QG2902	QG2964	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0156939132137297
QG2902	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0171897078896268
QG2902	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0169539260688897
QG2902	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.026285718381281
QG2902	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0185723319047069
QG2964	QG786	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0171452815264056
QG2964	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0150117701159444
QG2964	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0214348361868793
QG2964	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.016848634735393
QG786	QG791	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0182289299224204
QG786	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0211405219576679
QG786	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0168385205218167
QG791	QX1410	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0198044456050097
QG791	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0171032898708886
QX1410	QX1796	within_species	Tropical_x_Tropical	Between HDRs and non-HDRs	0.0206553048573649
ECA1174	JU3200	within_species	Tropical_x_KD	Among HDRs	0.0310478079971906
ECA1657	JU3200	within_species	Tropical_x_KD	Among HDRs	0.0234098661460409
ECA176	JU3200	within_species	Tropical_x_KD	Among HDRs	0.0243800064390459
EG6271	JU3200	within_species	Tropical_x_KD	Among HDRs	0.0212407104363531
JU3200	JU3207	within_species	Tropical_x_KD	Among HDRs	0.0194904771897126
JU3200	JU3237	within_species	Tropical_x_KD	Among HDRs	0.0178474506291457
JU3200	JU4058	within_species	Tropical_x_KD	Among HDRs	0.0217732959929595
JU3200	NIC1052	within_species	Tropical_x_KD	Among HDRs	0.0215216693131421
JU3200	NIC1529	within_species	Tropical_x_KD	Among HDRs	0.0222743677885101
JU3200	NIC248	within_species	Tropical_x_KD	Among HDRs	0.0268417018167728
JU3200	PE887	within_species	Tropical_x_KD	Among HDRs	0.0228948136289809
JU3200	QG1005	within_species	Tropical_x_KD	Among HDRs	0.0239027244733663
JU3200	QG2641	within_species	Tropical_x_KD	Among HDRs	0.0221658283803083
JU3200	QG2665	within_species	Tropical_x_KD	Among HDRs	0.0203395493616347
JU3200	QG2902	within_species	Tropical_x_KD	Among HDRs	0.0220769478406861
JU3200	QG2964	within_species	Tropical_x_KD	Among HDRs	0.0195305145770967
JU3200	QG786	within_species	Tropical_x_KD	Among HDRs	0.0209881994491397
JU3200	QG791	within_species	Tropical_x_KD	Among HDRs	0.0157173192984647
JU3200	QX1796	within_species	Tropical_x_KD	Among HDRs	0.0288685183242296
ECA1174	JU3200	within_species	Tropical_x_KD	Among non-HDRs	0.0163134662208857
ECA1657	JU3200	within_species	Tropical_x_KD	Among non-HDRs	0.0162865322065775
ECA176	JU3200	within_species	Tropical_x_KD	Among non-HDRs	0.0162966709412449
EG6271	JU3200	within_species	Tropical_x_KD	Among non-HDRs	0.0163856503049586
JU3200	JU3207	within_species	Tropical_x_KD	Among non-HDRs	0.0163307104620148
JU3200	JU3237	within_species	Tropical_x_KD	Among non-HDRs	0.0164865753871391
JU3200	JU4058	within_species	Tropical_x_KD	Among non-HDRs	0.0164131700802629
JU3200	NIC1052	within_species	Tropical_x_KD	Among non-HDRs	0.0163119204154096
JU3200	NIC1529	within_species	Tropical_x_KD	Among non-HDRs	0.0162932287168579
JU3200	NIC248	within_species	Tropical_x_KD	Among non-HDRs	0.0165043316803638
JU3200	PE887	within_species	Tropical_x_KD	Among non-HDRs	0.0163852766274961
JU3200	QG1005	within_species	Tropical_x_KD	Among non-HDRs	0.0165449516076162
JU3200	QG2641	within_species	Tropical_x_KD	Among non-HDRs	0.0163732325707854
JU3200	QG2665	within_species	Tropical_x_KD	Among non-HDRs	0.0163903232446276
JU3200	QG2902	within_species	Tropical_x_KD	Among non-HDRs	0.016551575660742
JU3200	QG2964	within_species	Tropical_x_KD	Among non-HDRs	0.0163387909626986
JU3200	QG786	within_species	Tropical_x_KD	Among non-HDRs	0.0164744443560596
JU3200	QG791	within_species	Tropical_x_KD	Among non-HDRs	0.0162690956339333
JU3200	QX1410	within_species	Tropical_x_KD	Among non-HDRs	0.0180604746889865
JU3200	QX1796	within_species	Tropical_x_KD	Among non-HDRs	0.0162749144748542
ECA1174	JU3200	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0177944962029378
ECA1657	JU3200	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0176400773371425
ECA176	JU3200	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0169514980046489
EG6271	JU3200	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0178495892979617
JU3200	JU3207	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0179682824373349
JU3200	JU3237	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0177429991658311
JU3200	JU4058	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0178553640181493
JU3200	NIC1052	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0175127390774166
JU3200	NIC1529	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0172307824333638
JU3200	NIC248	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.017996991754027
JU3200	PE887	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0174965868288312
JU3200	QG1005	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0182678714731578
JU3200	QG2641	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0185116088327163
JU3200	QG2665	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0182458578239692
JU3200	QG2902	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0178715580385552
JU3200	QG2964	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.018731503663768
JU3200	QG786	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0181362727868673
JU3200	QG791	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0196934057485389
JU3200	QX1410	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0206723166363039
JU3200	QX1796	within_species	Tropical_x_KD	Between HDRs and non-HDRs	0.0165399043776686
ECA1174	QG4232	within_species	Tropical_x_AD	Among HDRs	0.0317548575703362
ECA1657	QG4232	within_species	Tropical_x_AD	Among HDRs	0.0257798046137487
ECA176	QG4232	within_species	Tropical_x_AD	Among HDRs	0.02953962682014
EG6271	QG4232	within_species	Tropical_x_AD	Among HDRs	0.0200650729461413
JU3207	QG4232	within_species	Tropical_x_AD	Among HDRs	0.0235551619816471
JU3237	QG4232	within_species	Tropical_x_AD	Among HDRs	0.0270001127020171
JU4058	QG4232	within_species	Tropical_x_AD	Among HDRs	0.0206556573808383
NIC1052	QG4232	within_species	Tropical_x_AD	Among HDRs	0.0225925677961298
NIC1529	QG4232	within_species	Tropical_x_AD	Among HDRs	0.0225062828577956
