Sample A	Sample B	Comparison	Comparison_within	Haplotypes	Mean Ks
ECA1174	ECA2857	between_species	nHDR	NA	0.190765139204626
ECA1174	EG5268	between_species	nHDR	NA	0.19092817882959
ECA1174	JU1418	between_species	nHDR	NA	0.190140364161671
ECA1174	JU1419	between_species	nHDR	NA	0.190784773933361
ECA1174	JU1420	between_species	nHDR	NA	0.19038165070684
ECA1174	JU1422	between_species	nHDR	NA	0.190544927358667
ECA1174	JU2484	between_species	nHDR	NA	0.191020184882852
ECA1174	JU2617	between_species	nHDR	NA	0.19072938728306
ECA1174	NIC2143	between_species	nHDR	NA	0.190643570761073
ECA1174	NIC2150	between_species	nHDR	NA	0.190846045089355
ECA1174	NIC2152	between_species	nHDR	NA	0.190347504466382
ECA1174	VX151	between_species	nHDR	NA	0.19043356148193
ECA1174	VX153	between_species	nHDR	NA	0.190424738804564
ECA1174	YR106	between_species	nHDR	NA	0.190881250027417
ECA1174	ZF1220	between_species	nHDR	NA	0.190142055482989
ECA1657	ECA2852	between_species	nHDR	NA	0.191132036417797
ECA1657	ECA2857	between_species	nHDR	NA	0.190946311929437
ECA1657	EG5268	between_species	nHDR	NA	0.190999487381077
ECA1657	JU1418	between_species	nHDR	NA	0.19032375552418
ECA1657	JU1419	between_species	nHDR	NA	0.190968400919734
ECA1657	JU1420	between_species	nHDR	NA	0.190568373801387
ECA1657	JU1422	between_species	nHDR	NA	0.190605663051136
ECA1657	JU2484	between_species	nHDR	NA	0.191170774137317
ECA1657	JU2617	between_species	nHDR	NA	0.190931271242609
ECA1657	NIC2143	between_species	nHDR	NA	0.190768060614449
ECA1657	NIC2150	between_species	nHDR	NA	0.191040948016033
ECA1657	NIC2152	between_species	nHDR	NA	0.190454011914466
ECA1657	VX151	between_species	nHDR	NA	0.190474711135032
ECA1657	VX153	between_species	nHDR	NA	0.190527317524149
ECA1657	YR106	between_species	nHDR	NA	0.190968196059683
ECA1657	ZF1220	between_species	nHDR	NA	0.190215266106054
ECA176	ECA2852	between_species	nHDR	NA	0.191243865522232
ECA176	ECA2857	between_species	nHDR	NA	0.190960407132412
ECA176	EG5268	between_species	nHDR	NA	0.191205523965793
ECA176	JU1418	between_species	nHDR	NA	0.190344821334897
ECA176	JU1419	between_species	nHDR	NA	0.191061502610047
ECA176	JU1420	between_species	nHDR	NA	0.190619858409885
ECA176	JU1422	between_species	nHDR	NA	0.190715639024915
ECA176	JU2484	between_species	nHDR	NA	0.19119844303518
ECA176	JU2617	between_species	nHDR	NA	0.190990084312714
ECA176	NIC2143	between_species	nHDR	NA	0.190820237942696
ECA176	NIC2150	between_species	nHDR	NA	0.191111454228465
ECA176	NIC2152	between_species	nHDR	NA	0.190614905042248
ECA176	VX151	between_species	nHDR	NA	0.190670829763496
ECA176	VX153	between_species	nHDR	NA	0.190633139108314
ECA176	YR106	between_species	nHDR	NA	0.191002919059454
ECA176	ZF1220	between_species	nHDR	NA	0.190336139917685
ECA2852	EG6271	between_species	nHDR	NA	0.19126598353447
ECA2852	JU3200	between_species	nHDR	NA	0.190640574735184
ECA2852	JU3207	between_species	nHDR	NA	0.191042136330674
ECA2852	JU3237	between_species	nHDR	NA	0.191518542211465
ECA2852	JU4058	between_species	nHDR	NA	0.191350859808754
ECA2852	NIC1052	between_species	nHDR	NA	0.191155197691832
ECA2852	NIC1529	between_species	nHDR	NA	0.190977765123181
ECA2852	NIC248	between_species	nHDR	NA	0.19142613357534
ECA2852	PE887	between_species	nHDR	NA	0.191334216957758
ECA2852	QG1005	between_species	nHDR	NA	0.19118042167606
ECA2852	QG2641	between_species	nHDR	NA	0.190995233551203
ECA2852	QG2665	between_species	nHDR	NA	0.19106592921985
ECA2852	QG2902	between_species	nHDR	NA	0.191454264846675
ECA2852	QG2964	between_species	nHDR	NA	0.191064936283688
ECA2852	QG4232	between_species	nHDR	NA	0.190538863910056
ECA2852	QG786	between_species	nHDR	NA	0.19108963546453
ECA2852	QG791	between_species	nHDR	NA	0.19112202981404
ECA2852	QX1410	between_species	nHDR	NA	0.192232067462632
ECA2852	QX1796	between_species	nHDR	NA	0.19114153751301
ECA2857	EG6271	between_species	nHDR	NA	0.191173252034822
ECA2857	JU3200	between_species	nHDR	NA	0.190411365351437
ECA2857	JU3207	between_species	nHDR	NA	0.190870478915099
ECA2857	JU3237	between_species	nHDR	NA	0.191249313411864
ECA2857	JU4058	between_species	nHDR	NA	0.191106867518059
ECA2857	NIC1052	between_species	nHDR	NA	0.190952529428372
ECA2857	NIC1529	between_species	nHDR	NA	0.19072220823646
ECA2857	NIC248	between_species	nHDR	NA	0.19127448303073
ECA2857	PE887	between_species	nHDR	NA	0.1910962587788
ECA2857	QG1005	between_species	nHDR	NA	0.19097014428816
ECA2857	QG2641	between_species	nHDR	NA	0.19092021348212
ECA2857	QG2665	between_species	nHDR	NA	0.190892540565263
ECA2857	QG2902	between_species	nHDR	NA	0.191254306849003
ECA2857	QG2964	between_species	nHDR	NA	0.190859651305781
ECA2857	QG4232	between_species	nHDR	NA	0.190183397342875
ECA2857	QG786	between_species	nHDR	NA	0.190891968359914
ECA2857	QG791	between_species	nHDR	NA	0.190883442277825
ECA2857	QX1410	between_species	nHDR	NA	0.192166057587747
ECA2857	QX1796	between_species	nHDR	NA	0.190945701011691
EG5268	EG6271	between_species	nHDR	NA	0.191229688164492
EG5268	JU3200	between_species	nHDR	NA	0.190438253927794
EG5268	JU3207	between_species	nHDR	NA	0.190905061174528
EG5268	JU3237	between_species	nHDR	NA	0.191394371572634
EG5268	JU4058	between_species	nHDR	NA	0.191202286588011
EG5268	NIC1052	between_species	nHDR	NA	0.191035756506368
EG5268	NIC1529	between_species	nHDR	NA	0.190818733876727
EG5268	NIC248	between_species	nHDR	NA	0.19140009852484
EG5268	PE887	between_species	nHDR	NA	0.191167603089684
EG5268	QG1005	between_species	nHDR	NA	0.190886305942341
EG5268	QG2641	between_species	nHDR	NA	0.190901712271391
EG5268	QG2665	between_species	nHDR	NA	0.190852055060752
EG5268	QG2902	between_species	nHDR	NA	0.191377227319856
EG5268	QG2964	between_species	nHDR	NA	0.190823026284655
EG5268	QG4232	between_species	nHDR	NA	0.190249975135382
EG5268	QG786	between_species	nHDR	NA	0.190974741443298
EG5268	QG791	between_species	nHDR	NA	0.191001525104794
EG5268	QX1410	between_species	nHDR	NA	0.192127005127842
EG5268	QX1796	between_species	nHDR	NA	0.191060089024535
EG6271	JU1418	between_species	nHDR	NA	0.190539925754454
EG6271	JU1419	between_species	nHDR	NA	0.191199905687567
EG6271	JU1420	between_species	nHDR	NA	0.190776361435633
EG6271	JU1422	between_species	nHDR	NA	0.190969985702528
EG6271	JU2484	between_species	nHDR	NA	0.191236355750562
EG6271	JU2617	between_species	nHDR	NA	0.191207906984307
EG6271	NIC2143	between_species	nHDR	NA	0.191025161994345
EG6271	NIC2150	between_species	nHDR	NA	0.191271764662135
EG6271	NIC2152	between_species	nHDR	NA	0.190778306060771
EG6271	VX151	between_species	nHDR	NA	0.190676737644643
EG6271	VX153	between_species	nHDR	NA	0.190805551932785
EG6271	YR106	between_species	nHDR	NA	0.191232793151137
EG6271	ZF1220	between_species	nHDR	NA	0.190560043264518
JU1418	JU3200	between_species	nHDR	NA	0.189868494478938
JU1418	JU3207	between_species	nHDR	NA	0.190194499511088
JU1418	JU3237	between_species	nHDR	NA	0.190653456709783
JU1418	JU4058	between_species	nHDR	NA	0.190380803365704
JU1418	NIC1052	between_species	nHDR	NA	0.190373667582657
JU1418	NIC1529	between_species	nHDR	NA	0.190118476515667
JU1418	NIC248	between_species	nHDR	NA	0.190630452916611
JU1418	PE887	between_species	nHDR	NA	0.190407261796326
JU1418	QG1005	between_species	nHDR	NA	0.190359699482016
JU1418	QG2641	between_species	nHDR	NA	0.190284932463415
JU1418	QG2665	between_species	nHDR	NA	0.190298431691252
JU1418	QG2902	between_species	nHDR	NA	0.190726225496462
JU1418	QG2964	between_species	nHDR	NA	0.190228217649092
JU1418	QG4232	between_species	nHDR	NA	0.189675587418755
JU1418	QG786	between_species	nHDR	NA	0.190315674872428
JU1418	QG791	between_species	nHDR	NA	0.190311154732386
JU1418	QX1410	between_species	nHDR	NA	0.191701978301995
JU1418	QX1796	between_species	nHDR	NA	0.190303828179335
JU1419	JU3200	between_species	nHDR	NA	0.190305674334252
JU1419	JU3207	between_species	nHDR	NA	0.19078476232562
JU1419	JU3237	between_species	nHDR	NA	0.19137811526973
JU1419	JU4058	between_species	nHDR	NA	0.191094015088664
JU1419	NIC1052	between_species	nHDR	NA	0.191003834766081
JU1419	NIC1529	between_species	nHDR	NA	0.190766805631305
JU1419	NIC248	between_species	nHDR	NA	0.191261525155139
JU1419	PE887	between_species	nHDR	NA	0.191100017310138
JU1419	QG1005	between_species	nHDR	NA	0.190987539057866
JU1419	QG2641	between_species	nHDR	NA	0.190942865511098
JU1419	QG2665	between_species	nHDR	NA	0.19093096903085
JU1419	QG2902	between_species	nHDR	NA	0.191346859249187
JU1419	QG2964	between_species	nHDR	NA	0.190953548583021
JU1419	QG4232	between_species	nHDR	NA	0.190292441563464
JU1419	QG786	between_species	nHDR	NA	0.190979253963724
JU1419	QG791	between_species	nHDR	NA	0.19089632899758
JU1419	QX1410	between_species	nHDR	NA	0.192259436881862
JU1419	QX1796	between_species	nHDR	NA	0.190905232567079
JU1420	JU3200	between_species	nHDR	NA	0.189970261084173
JU1420	JU3207	between_species	nHDR	NA	0.19043438307112
JU1420	JU3237	between_species	nHDR	NA	0.190921345907827
JU1420	JU4058	between_species	nHDR	NA	0.190664541021918
JU1420	NIC1052	between_species	nHDR	NA	0.190593471372696
JU1420	NIC1529	between_species	nHDR	NA	0.190424148780165
JU1420	NIC248	between_species	nHDR	NA	0.190896630593107
JU1420	PE887	between_species	nHDR	NA	0.19071040933091
JU1420	QG1005	between_species	nHDR	NA	0.19059667292792
JU1420	QG2641	between_species	nHDR	NA	0.190584322416131
JU1420	QG2665	between_species	nHDR	NA	0.190493890375128
JU1420	QG2902	between_species	nHDR	NA	0.191004546699707
JU1420	QG2964	between_species	nHDR	NA	0.190528951141482
JU1420	QG4232	between_species	nHDR	NA	0.189962527935439
JU1420	QG786	between_species	nHDR	NA	0.190546749851325
JU1420	QG791	between_species	nHDR	NA	0.190527460905175
JU1420	QX1410	between_species	nHDR	NA	0.191844720738656
JU1420	QX1796	between_species	nHDR	NA	0.1905483707741
JU1422	JU3200	between_species	nHDR	NA	0.189932082713016
JU1422	JU3207	between_species	nHDR	NA	0.190544330034618
JU1422	JU3237	between_species	nHDR	NA	0.190974300651525
JU1422	JU4058	between_species	nHDR	NA	0.190853322904611
JU1422	NIC1052	between_species	nHDR	NA	0.190529238952754
JU1422	NIC1529	between_species	nHDR	NA	0.190515344094241
JU1422	NIC248	between_species	nHDR	NA	0.191001325368718
JU1422	PE887	between_species	nHDR	NA	0.190764576747935
JU1422	QG1005	between_species	nHDR	NA	0.190653387499497
JU1422	QG2641	between_species	nHDR	NA	0.190601866410183
JU1422	QG2665	between_species	nHDR	NA	0.190609162994443
JU1422	QG2902	between_species	nHDR	NA	0.190996994642474
JU1422	QG2964	between_species	nHDR	NA	0.190600951454175
JU1422	QG4232	between_species	nHDR	NA	0.189703412428247
JU1422	QG786	between_species	nHDR	NA	0.190658810105224
JU1422	QG791	between_species	nHDR	NA	0.190589666491164
JU1422	QX1410	between_species	nHDR	NA	0.191994454357338
JU1422	QX1796	between_species	nHDR	NA	0.190673325181556
JU2484	JU3200	between_species	nHDR	NA	0.190488756958128
JU2484	JU3207	between_species	nHDR	NA	0.191056719133981
JU2484	JU3237	between_species	nHDR	NA	0.19140917182311
JU2484	JU4058	between_species	nHDR	NA	0.191371023389618
JU2484	NIC1052	between_species	nHDR	NA	0.191042263751042
JU2484	NIC1529	between_species	nHDR	NA	0.190952657693656
JU2484	NIC248	between_species	nHDR	NA	0.191503236372047
JU2484	PE887	between_species	nHDR	NA	0.191285273629387
JU2484	QG1005	between_species	nHDR	NA	0.191195495789159
JU2484	QG2641	between_species	nHDR	NA	0.191061075819164
JU2484	QG2665	between_species	nHDR	NA	0.191060019981181
JU2484	QG2902	between_species	nHDR	NA	0.191392045551661
JU2484	QG2964	between_species	nHDR	NA	0.191117506626741
JU2484	QG4232	between_species	nHDR	NA	0.190195431611444
JU2484	QG786	between_species	nHDR	NA	0.191080622715773
JU2484	QG791	between_species	nHDR	NA	0.191212810740424
JU2484	QX1410	between_species	nHDR	NA	0.192266047122244
JU2484	QX1796	between_species	nHDR	NA	0.191154522928116
JU2617	JU3200	between_species	nHDR	NA	0.190333384370669
JU2617	JU3207	between_species	nHDR	NA	0.190793828431318
JU2617	JU3237	between_species	nHDR	NA	0.191213523229307
JU2617	JU4058	between_species	nHDR	NA	0.19105757795947
JU2617	NIC1052	between_species	nHDR	NA	0.190872668065527
JU2617	NIC1529	between_species	nHDR	NA	0.190743951058505
JU2617	NIC248	between_species	nHDR	NA	0.191276796776414
JU2617	PE887	between_species	nHDR	NA	0.191035950763697
JU2617	QG1005	between_species	nHDR	NA	0.190896395544861
JU2617	QG2641	between_species	nHDR	NA	0.190930048134269
JU2617	QG2665	between_species	nHDR	NA	0.190827313235116
JU2617	QG2902	between_species	nHDR	NA	0.191256028115206
JU2617	QG2964	between_species	nHDR	NA	0.190898652270278
JU2617	QG4232	between_species	nHDR	NA	0.190374276073642
JU2617	QG786	between_species	nHDR	NA	0.190896008071847
JU2617	QG791	between_species	nHDR	NA	0.190957314591756
JU2617	QX1410	between_species	nHDR	NA	0.192385802505742
JU2617	QX1796	between_species	nHDR	NA	0.190899278497022
JU3200	NIC2143	between_species	nHDR	NA	0.190454488607467
JU3200	NIC2150	between_species	nHDR	NA	0.190712965178513
JU3200	NIC2152	between_species	nHDR	NA	0.190164419616315
JU3200	VX151	between_species	nHDR	NA	0.19001578565505
JU3200	VX153	between_species	nHDR	NA	0.190042046568526
JU3200	YR106	between_species	nHDR	NA	0.190286434562431
JU3200	ZF1220	between_species	nHDR	NA	0.189824542940766
JU3207	NIC2143	between_species	nHDR	NA	0.190681065209866
JU3207	NIC2150	between_species	nHDR	NA	0.19093083659403
JU3207	NIC2152	between_species	nHDR	NA	0.190328354268071
JU3207	VX151	between_species	nHDR	NA	0.190366323971861
JU3207	VX153	between_species	nHDR	NA	0.190434652135734
JU3207	YR106	between_species	nHDR	NA	0.190810844157836
JU3207	ZF1220	between_species	nHDR	NA	0.190116645023421
JU3237	NIC2143	between_species	nHDR	NA	0.191154966409539
JU3237	NIC2150	between_species	nHDR	NA	0.191345590877673
JU3237	NIC2152	between_species	nHDR	NA	0.190790908233479
JU3237	VX151	between_species	nHDR	NA	0.19084907319449
JU3237	VX153	between_species	nHDR	NA	0.190864950429736
JU3237	YR106	between_species	nHDR	NA	0.19127545403284
JU3237	ZF1220	between_species	nHDR	NA	0.190662102296421
JU4058	NIC2143	between_species	nHDR	NA	0.190856065338828
JU4058	NIC2150	between_species	nHDR	NA	0.19113944729667
JU4058	NIC2152	between_species	nHDR	NA	0.190621192687543
JU4058	VX151	between_species	nHDR	NA	0.190722335551453
JU4058	VX153	between_species	nHDR	NA	0.190710805074858
JU4058	YR106	between_species	nHDR	NA	0.19110963415061
JU4058	ZF1220	between_species	nHDR	NA	0.190426310877154
NIC1052	NIC2143	between_species	nHDR	NA	0.190706114675239
NIC1052	NIC2150	between_species	nHDR	NA	0.191130438187701
NIC1052	NIC2152	between_species	nHDR	NA	0.190524828200274
NIC1052	VX151	between_species	nHDR	NA	0.190463580132185
NIC1052	VX153	between_species	nHDR	NA	0.190438152902886
NIC1052	YR106	between_species	nHDR	NA	0.19101222172789
NIC1052	ZF1220	between_species	nHDR	NA	0.190347734072991
NIC1529	NIC2143	between_species	nHDR	NA	0.19056837791004
NIC1529	NIC2150	between_species	nHDR	NA	0.19085094888765
NIC1529	NIC2152	between_species	nHDR	NA	0.190275554154108
NIC1529	VX151	between_species	nHDR	NA	0.190297639140519
NIC1529	VX153	between_species	nHDR	NA	0.190351487998398
NIC1529	YR106	between_species	nHDR	NA	0.190757740337657
NIC1529	ZF1220	between_species	nHDR	NA	0.190003964288282
NIC2143	NIC248	between_species	nHDR	NA	0.191106061305798
NIC2143	PE887	between_species	nHDR	NA	0.190907558114185
NIC2143	QG1005	between_species	nHDR	NA	0.190870866674706
NIC2143	QG2641	between_species	nHDR	NA	0.190746847609425
NIC2143	QG2665	between_species	nHDR	NA	0.190759272134018
NIC2143	QG2902	between_species	nHDR	NA	0.191103955395479
NIC2143	QG2964	between_species	nHDR	NA	0.190704645901778
NIC2143	QG4232	between_species	nHDR	NA	0.190297395318063
NIC2143	QG786	between_species	nHDR	NA	0.190753632941576
NIC2143	QG791	between_species	nHDR	NA	0.190757165833563
NIC2143	QX1410	between_species	nHDR	NA	0.192087556643975
NIC2143	QX1796	between_species	nHDR	NA	0.190772301240787
NIC2150	NIC248	between_species	nHDR	NA	0.191323833955289
NIC2150	PE887	between_species	nHDR	NA	0.191332955057028
NIC2150	QG1005	between_species	nHDR	NA	0.191026796645342
NIC2150	QG2641	between_species	nHDR	NA	0.191051964247904
NIC2150	QG2665	between_species	nHDR	NA	0.190942785315251
NIC2150	QG2902	between_species	nHDR	NA	0.191479198616748
NIC2150	QG2964	between_species	nHDR	NA	0.190976822711901
NIC2150	QG4232	between_species	nHDR	NA	0.190442820127604
NIC2150	QG786	between_species	nHDR	NA	0.191103702274602
NIC2150	QG791	between_species	nHDR	NA	0.191042499169451
NIC2150	QX1410	between_species	nHDR	NA	0.192327483205588
NIC2150	QX1796	between_species	nHDR	NA	0.19105340608465
NIC2152	NIC248	between_species	nHDR	NA	0.190718033950471
NIC2152	PE887	between_species	nHDR	NA	0.190632837877661
NIC2152	QG1005	between_species	nHDR	NA	0.190510064237606
NIC2152	QG2641	between_species	nHDR	NA	0.19037869420683
NIC2152	QG2665	between_species	nHDR	NA	0.190400073526926
NIC2152	QG2902	between_species	nHDR	NA	0.190727578271566
NIC2152	QG2964	between_species	nHDR	NA	0.190396783235874
NIC2152	QG4232	between_species	nHDR	NA	0.19012669026028
NIC2152	QG786	between_species	nHDR	NA	0.190490514997447
NIC2152	QG791	between_species	nHDR	NA	0.190442276351112
NIC2152	QX1410	between_species	nHDR	NA	0.191766729707138
NIC2152	QX1796	between_species	nHDR	NA	0.190488451447258
NIC248	VX151	between_species	nHDR	NA	0.190852426998858
NIC248	VX153	between_species	nHDR	NA	0.190924712310698
NIC248	YR106	between_species	nHDR	NA	0.191298228726794
NIC248	ZF1220	between_species	nHDR	NA	0.190545302223139
PE887	VX151	between_species	nHDR	NA	0.190691839048972
PE887	VX153	between_species	nHDR	NA	0.19068086533701
PE887	YR106	between_species	nHDR	NA	0.191116773789626
PE887	ZF1220	between_species	nHDR	NA	0.190397976170779
QG1005	VX151	between_species	nHDR	NA	0.190390506427364
QG1005	VX153	between_species	nHDR	NA	0.190583072218906
QG1005	YR106	between_species	nHDR	NA	0.191055178842915
QG1005	ZF1220	between_species	nHDR	NA	0.190348845256371
QG2641	VX151	between_species	nHDR	NA	0.190502243775079
QG2641	VX153	between_species	nHDR	NA	0.190659918831654
QG2641	YR106	between_species	nHDR	NA	0.19084276373349
QG2641	ZF1220	between_species	nHDR	NA	0.190224458560729
QG2665	VX151	between_species	nHDR	NA	0.190386800091534
QG2665	VX153	between_species	nHDR	NA	0.190599958650104
QG2665	YR106	between_species	nHDR	NA	0.191036064847121
QG2665	ZF1220	between_species	nHDR	NA	0.19027339337137
QG2902	VX151	between_species	nHDR	NA	0.190846975392146
QG2902	VX153	between_species	nHDR	NA	0.190908787080092
QG2902	YR106	between_species	nHDR	NA	0.191285872598804
QG2902	ZF1220	between_species	nHDR	NA	0.190675168841816
QG2964	VX151	between_species	nHDR	NA	0.190410570121795
QG2964	VX153	between_species	nHDR	NA	0.190577868196083
QG2964	YR106	between_species	nHDR	NA	0.190948877225268
QG2964	ZF1220	between_species	nHDR	NA	0.190203754726594
QG4232	VX151	between_species	nHDR	NA	0.189592220798108
QG4232	VX153	between_species	nHDR	NA	0.189809957826993
QG4232	YR106	between_species	nHDR	NA	0.19010412234061
QG4232	ZF1220	between_species	nHDR	NA	0.189512403110995
QG786	VX151	between_species	nHDR	NA	0.190498063027628
QG786	VX153	between_species	nHDR	NA	0.190650327141282
QG786	YR106	between_species	nHDR	NA	0.190935113918875
QG786	ZF1220	between_species	nHDR	NA	0.190306167386001
QG791	VX151	between_species	nHDR	NA	0.190540270937806
QG791	VX153	between_species	nHDR	NA	0.190589003096296
QG791	YR106	between_species	nHDR	NA	0.190962289960804
QG791	ZF1220	between_species	nHDR	NA	0.190222997783277
QX1410	VX151	between_species	nHDR	NA	0.191606730167042
QX1410	VX153	between_species	nHDR	NA	0.191821877928666
QX1410	YR106	between_species	nHDR	NA	0.192250228941747
QX1410	ZF1220	between_species	nHDR	NA	0.191492078805784
QX1796	VX151	between_species	nHDR	NA	0.190532531201272
QX1796	VX153	between_species	nHDR	NA	0.190552918528204
QX1796	YR106	between_species	nHDR	NA	0.191024225479945
QX1796	ZF1220	between_species	nHDR	NA	0.190276304663514
ECA1174	ECA2852	between_species	HDR	NA	0.241653530276426
ECA1174	ECA2857	between_species	HDR	NA	0.244152869897926
ECA1174	EG5268	between_species	HDR	NA	0.243278063173254
ECA1174	JU1418	between_species	HDR	NA	0.244170237365664
ECA1174	JU1419	between_species	HDR	NA	0.242674475350119
ECA1174	JU1420	between_species	HDR	NA	0.243125219162046
ECA1174	JU1422	between_species	HDR	NA	0.243902105587654
ECA1174	JU2484	between_species	HDR	NA	0.243769444255076
ECA1174	JU2617	between_species	HDR	NA	0.24525982246716
ECA1174	NIC2143	between_species	HDR	NA	0.243902637375974
ECA1174	NIC2150	between_species	HDR	NA	0.244387122213956
ECA1174	NIC2152	between_species	HDR	NA	0.242489442000165
ECA1174	VX151	between_species	HDR	NA	0.24424414040137
ECA1174	VX153	between_species	HDR	NA	0.243817356709942
ECA1174	YR106	between_species	HDR	NA	0.242288810562148
ECA1174	ZF1220	between_species	HDR	NA	0.243880158414345
ECA1657	ECA2852	between_species	HDR	NA	0.241482615772341
ECA1657	ECA2857	between_species	HDR	NA	0.243873748251406
ECA1657	EG5268	between_species	HDR	NA	0.24307743534593
ECA1657	JU1418	between_species	HDR	NA	0.243793137018847
ECA1657	JU1419	between_species	HDR	NA	0.242311549239585
ECA1657	JU1420	between_species	HDR	NA	0.242824371145218
ECA1657	JU1422	between_species	HDR	NA	0.243625788291883
ECA1657	JU2484	between_species	HDR	NA	0.243769967460555
ECA1657	JU2617	between_species	HDR	NA	0.245233953937961
ECA1657	NIC2143	between_species	HDR	NA	0.243562496569123
ECA1657	NIC2150	between_species	HDR	NA	0.243826275598084
ECA1657	NIC2152	between_species	HDR	NA	0.241687764745462
ECA1657	VX151	between_species	HDR	NA	0.243975353457488
ECA1657	VX153	between_species	HDR	NA	0.243634846448192
ECA1657	YR106	between_species	HDR	NA	0.242252767346808
ECA1657	ZF1220	between_species	HDR	NA	0.242972540129364
ECA176	ECA2852	between_species	HDR	NA	0.241462262124745
ECA176	ECA2857	between_species	HDR	NA	0.243752047210986
ECA176	EG5268	between_species	HDR	NA	0.24290769114204
ECA176	JU1418	between_species	HDR	NA	0.243835622918307
ECA176	JU1419	between_species	HDR	NA	0.242336209666685
ECA176	JU1420	between_species	HDR	NA	0.242449035388337
ECA176	JU1422	between_species	HDR	NA	0.243561230012627
ECA176	JU2484	between_species	HDR	NA	0.243290852344503
ECA176	JU2617	between_species	HDR	NA	0.245170013177135
ECA176	NIC2143	between_species	HDR	NA	0.24366594851501
ECA176	NIC2150	between_species	HDR	NA	0.243844177711064
ECA176	NIC2152	between_species	HDR	NA	0.241772233205473
ECA176	VX151	between_species	HDR	NA	0.243683056510271
ECA176	VX153	between_species	HDR	NA	0.243325767377923
ECA176	YR106	between_species	HDR	NA	0.242125831818917
ECA176	ZF1220	between_species	HDR	NA	0.243403976148519
ECA2852	EG6271	between_species	HDR	NA	0.242136788438023
ECA2852	JU3200	between_species	HDR	NA	0.240047380874542
ECA2852	JU3207	between_species	HDR	NA	0.241568467372793
ECA2852	JU3237	between_species	HDR	NA	0.242141340360684
ECA2852	JU4058	between_species	HDR	NA	0.241794268306318
ECA2852	NIC1052	between_species	HDR	NA	0.241157425636751
ECA2852	NIC1529	between_species	HDR	NA	0.241095367832381
ECA2852	NIC248	between_species	HDR	NA	0.241526968320759
ECA2852	PE887	between_species	HDR	NA	0.241420666104886
ECA2852	QG1005	between_species	HDR	NA	0.240892791482939
ECA2852	QG2641	between_species	HDR	NA	0.24194506356293
ECA2852	QG2665	between_species	HDR	NA	0.241462636489723
ECA2852	QG2902	between_species	HDR	NA	0.241200395448609
ECA2852	QG2964	between_species	HDR	NA	0.24204251067404
ECA2852	QG4232	between_species	HDR	NA	0.241459595171297
ECA2852	QG786	between_species	HDR	NA	0.241934530675251
ECA2852	QG791	between_species	HDR	NA	0.241428448852837
ECA2852	QX1410	between_species	HDR	NA	0.243169537807885
ECA2852	QX1796	between_species	HDR	NA	0.241269083047582
ECA2857	EG6271	between_species	HDR	NA	0.244486818583493
ECA2857	JU3200	between_species	HDR	NA	0.24272554014086
ECA2857	JU3207	between_species	HDR	NA	0.24416312815794
ECA2857	JU3237	between_species	HDR	NA	0.244334315141432
ECA2857	JU4058	between_species	HDR	NA	0.244477421621521
ECA2857	NIC1052	between_species	HDR	NA	0.243307942738788
ECA2857	NIC1529	between_species	HDR	NA	0.243750239453666
ECA2857	NIC248	between_species	HDR	NA	0.244035171306076
ECA2857	PE887	between_species	HDR	NA	0.243957809445726
ECA2857	QG1005	between_species	HDR	NA	0.243239288203379
ECA2857	QG2641	between_species	HDR	NA	0.244368681432639
ECA2857	QG2665	between_species	HDR	NA	0.243202259672298
ECA2857	QG2902	between_species	HDR	NA	0.243612119510209
ECA2857	QG2964	between_species	HDR	NA	0.24469403387474
ECA2857	QG4232	between_species	HDR	NA	0.24331291580257
ECA2857	QG786	between_species	HDR	NA	0.243768094825661
ECA2857	QG791	between_species	HDR	NA	0.243816607518631
ECA2857	QX1410	between_species	HDR	NA	0.245521080057391
ECA2857	QX1796	between_species	HDR	NA	0.243853560856042
EG5268	EG6271	between_species	HDR	NA	0.243717786322417
EG5268	JU3200	between_species	HDR	NA	0.241669373442793
EG5268	JU3207	between_species	HDR	NA	0.243740420110272
EG5268	JU3237	between_species	HDR	NA	0.243958944653681
EG5268	JU4058	between_species	HDR	NA	0.243283093938258
EG5268	NIC1052	between_species	HDR	NA	0.242888346951235
EG5268	NIC1529	between_species	HDR	NA	0.242867868256974
EG5268	NIC248	between_species	HDR	NA	0.242830100781052
EG5268	PE887	between_species	HDR	NA	0.243043884440966
EG5268	QG1005	between_species	HDR	NA	0.242328020140006
EG5268	QG2641	between_species	HDR	NA	0.243771425771461
EG5268	QG2665	between_species	HDR	NA	0.243135558389036
EG5268	QG2902	between_species	HDR	NA	0.242672623353676
EG5268	QG2964	between_species	HDR	NA	0.243823860023806
EG5268	QG4232	between_species	HDR	NA	0.243728932170412
EG5268	QG786	between_species	HDR	NA	0.243626402840627
EG5268	QG791	between_species	HDR	NA	0.24280798661953
EG5268	QX1410	between_species	HDR	NA	0.244599296497324
EG5268	QX1796	between_species	HDR	NA	0.24280477266747
EG6271	JU1418	between_species	HDR	NA	0.244216774824688
EG6271	JU1419	between_species	HDR	NA	0.243091175407778
EG6271	JU1420	between_species	HDR	NA	0.243249226060539
EG6271	JU1422	between_species	HDR	NA	0.2442193796317
EG6271	JU2484	between_species	HDR	NA	0.244554599305252
EG6271	JU2617	between_species	HDR	NA	0.245938820953058
EG6271	NIC2143	between_species	HDR	NA	0.244279133017471
