,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.0017682500229330759,0.004988582629387869,-1.8748981972094168,194000,15530
1,I,left_arm,0.0031456616518807053,0.007002462532561604,-1.6004929468444944,1789500,145702
2,I,center,0.0019526650420504195,0.004837133013446704,-1.73289272876203,7199500,308515
3,I,right_arm,0.004018382943580453,0.008436035587769992,-1.521743383755426,13089000,239675
4,I,right_tip,0.0025325681226277233,0.0064646270486575655,-1.767118237710848,15255500,29423
5,I,full,0.0025931331378735863,0.00600150305346884,-1.650389243180549,7770500,738845
6,II,left_tip,0.003667992299055647,0.007166562358263831,-1.418329731114644,283000,31625
7,II,left_arm,0.004395478032673374,0.007982062822369077,-1.3057103850372798,1988000,164394
8,II,center,0.0029635527160899837,0.006373041444741131,-1.5546789237279925,8699000,529873
9,II,right_arm,0.003978912690384462,0.008579469902615797,-1.5582257948289826,15279500,153813
10,II,right_tip,0.0016965695745733524,0.002803593101868556,-1.1300414074022334,16583000,435
11,II,full,0.0033330164035835826,0.0069279138971299154,-1.507941854773036,8297500,880140
12,III,left_tip,0.0024096127149067395,0.00674088587920209,-1.8668629038103135,358000,38584
13,III,left_arm,0.004056011192872199,0.008756943241035152,-1.559971302675686,2340500,218177
14,III,center,0.002033389421391402,0.005029861105453142,-1.7312034870019506,7894500,312357
15,III,right_arm,0.0038303614773542004,0.008359870913945522,-1.5744359723312202,12909500,139964
16,III,right_tip,0.002282139177291544,0.0072278509088987515,-1.98814907051877,14403000,46271
17,III,full,0.002656579574685938,0.006332885996858182,-1.6869788860861668,7405500,755353
18,IV,left_tip,0.0034597879846169563,0.008383165992151616,-1.7064273448504765,351000,45172
19,IV,left_arm,0.0038747630459177247,0.008173030418630807,-1.528267755546186,2475000,221974
20,IV,center,0.0026436954618127583,0.006068015579211709,-1.6399280965552099,8845000,438832
21,IV,right_arm,0.00440983261439968,0.009332475542479304,-1.5328004475777277,14904000,200065
22,IV,right_tip,0.003531787618506407,0.007475008376807973,-1.5327234870330357,16723000,42240
23,IV,full,0.003208843701868706,0.007102156929302719,-1.5930521984882597,8540000,948283
24,V,left_tip,0.0029329668555438085,0.006268215385113558,-1.5458032831926336,234500,22482
25,V,left_arm,0.004292428411518231,0.008509290012172651,-1.440094957774404,3265500,357988
26,V,center,0.002768484910829505,0.006058379883837902,-1.5780582433012666,10778500,449692
27,V,right_arm,0.00427542826429389,0.009410341031364915,-1.5856942744909168,17521000,274719
28,V,right_tip,0.0022681003515473393,0.006740947925620409,-1.927585138187804,19740000,20161
29,V,full,0.003442402896037643,0.0073383558981373,-1.5428245987208564,9966500,1125044
30,X,left_tip,0.0027314385458095643,0.006314794448567562,-1.6488991740994356,722000,71660
31,X,left_arm,0.003910621019695078,0.0075479336881168575,-1.4003857124963521,4255000,332991
32,X,center,0.003025512895164172,0.006649671746316345,-1.583821670982842,12794000,582577
33,X,right_arm,0.00342660541383862,0.007393811810258983,-1.5592134065491496,20341500,209936
34,X,right_tip,0.0003741893164028368,0.0005399900324007791,-0.8661143743804202,22191000,412
35,X,full,0.003287312100665991,0.006958066473567202,-1.5330937364280937,11110500,1197576
