N	eigenvalue	difference	twstat	p-value	effect.n
1	55.816082	NA	130.648	0	50.143
2	14.455121	-41.360961	239.785	0	353.474
3	4.766459	-9.688662	84.606	2.24871e-227	676.224
4	4.615618	-0.150841	88.380	1.26129e-242	722.760
5	3.470061	-1.145557	47.452	1.23133e-96	774.583
6	3.078223	-0.391839	33.181	2.69881e-57	798.290
7	2.868365	-0.209858	25.800	7.14553e-40	814.653
8	2.801018	-0.067347	24.595	3.06297e-37	827.700
9	2.698725	-0.102293	21.521	8.14771e-31	840.399
10	2.547190	-0.151536	15.694	7.07281e-20	851.883
11	2.484020	-0.063169	13.937	6.30489e-17	860.983
12	2.476945	-0.007076	14.943	1.35375e-18	869.469
13	2.434770	-0.042175	14.157	2.75492e-17	878.486
14	2.344370	-0.090400	10.744	4.96451e-12	887.286
15	2.325017	-0.019353	10.926	2.71197e-12	894.778
16	2.227349	-0.097668	6.851	2.04624e-07	902.433
17	2.214079	-0.013271	7.180	8.3586e-08	908.548
18	2.200787	-0.013292	7.513	3.27906e-08	914.856
19	2.198464	-0.002323	8.466	6.10331e-09	921.363
20	2.146975	-0.051488	6.672	3.32174e-07	928.326
21	2.120471	-0.026504	6.205	1.14277e-06	934.640
22	2.105047	-0.015424	6.345	7.92195e-07	940.834
23	2.091573	-0.013474	6.596	4.07441e-07	947.148
24	2.084072	-0.007501	7.201	7.87979e-08	953.632
25	2.058804	-0.025268	6.766	2.57426e-07	960.435
26	2.033547	-0.025257	6.300	8.92462e-07	967.130
27	2.012473	-0.021074	6.054	1.68957e-06	973.701
28	2.000782	-0.011691	6.363	7.56977e-07	980.238
29	1.982777	-0.018005	6.284	9.29599e-07	986.975
30	1.940768	-0.042009	4.687	4.75615e-05	993.751
31	1.907499	-0.033269	3.556	0.000561845	999.918
32	1.901886	-0.005614	4.132	0.000165329	1005.674
33	1.874684	-0.027202	3.334	0.000883157	1011.728
34	1.865642	-0.009042	3.673	0.000441267	1017.506
35	1.853584	-0.012058	3.821	0.00032325	1023.484
36	1.826838	-0.026746	2.994	0.00172504	1029.584
37	1.817194	-0.009644	3.266	0.00101341	1035.389
38	1.796469	-0.020725	2.794	0.00252824	1041.368
39	1.789281	-0.007188	3.214	0.00112274	1047.200
40	1.772532	-0.016749	2.989	0.00174325	1053.274
41	1.752223	-0.020308	2.500	0.00435077	1059.307
42	1.717377	-0.034846	0.966	0.0509359	1065.183
43	1.700149	-0.017228	0.601	0.08285	1070.442
44	1.676167	-0.023982	-0.266	0.22125	1075.590
45	1.674237	-0.001929	0.404	0.105783	1080.411
46	1.660059	-0.014178	0.212	0.13272	1085.564
47	1.646891	-0.013168	0.079	0.154145	1090.680
48	1.619676	-0.027215	-1.093	0.44487	1095.783
49	1.610961	-0.008715	-0.953	0.4021	1100.415
50	1.588309	-0.022652	-1.849	0.681936	1105.148
51	1.568156	-0.020153	-2.597	0.867886	1109.529
52	1.554571	-0.013584	-2.884	0.915086	1113.621
53	1.542795	-0.011776	-3.048	0.936046	1117.622
54	1.533517	-0.009278	-3.032	0.934181	1121.583
55	1.528130	-0.005387	-2.720	0.889867	1125.583
56	1.518529	-0.009601	-2.728	0.891239	1129.751
57	1.516354	-0.002175	-2.163	0.769804	1133.949
58	1.507187	-0.009167	-2.130	0.761142	1138.436
59	1.487522	-0.019665	-2.931	0.921526	1142.975
60	1.469038	-0.018485	-3.672	0.982537	1147.186
61	1.455622	-0.013416	-4.038	0.993184	1151.096
62	1.444742	-0.010879	-4.217	0.995918	1154.871
63	1.439972	-0.004771	-3.911	0.9904	1158.594
64	1.429693	-0.010278	-4.048	0.993368	1162.484
65	1.422105	-0.007588	-3.973	0.991858	1166.341
66	1.407714	-0.014391	-4.462	0.998093	1170.263
67	1.401064	-0.006650	-4.328	0.997085	1173.988
68	1.396506	-0.004558	-4.019	0.992811	1177.803
69	1.372158	-0.024348	-5.371	0.999941	1181.792
70	1.362303	-0.009856	-5.544	0.999973	1185.181
71	1.348747	-0.013556	-6.043	0.999998	1188.514
72	1.345313	-0.003434	-5.693	0.999987	1191.639
73	1.323797	-0.021516	-6.896	1	1194.949
74	1.316692	-0.007105	-6.890	1	1197.724
75	1.308240	-0.008453	-7.005	1	1200.520
76	1.297637	-0.010602	-7.316	1	1203.281
77	1.294897	-0.002741	-6.946	1	1205.916
78	1.285246	-0.009651	-7.180	1	1208.739
79	1.279766	-0.005480	-7.053	1	1211.471
80	1.270745	-0.009020	-7.242	1	1214.279
81	1.265723	-0.005022	-7.080	1	1217.016
82	1.255672	-0.010051	-7.372	1	1219.847
83	1.235835	-0.019837	-8.569	1	1222.556
84	1.234055	-0.001780	-8.150	1	1224.716
85	1.224727	-0.009328	-8.417	1	1227.084
86	1.221675	-0.003053	-8.114	1	1229.339
87	1.214652	-0.007023	-8.174	1	1231.751
88	1.199084	-0.015567	-9.037	1	1234.148
89	1.191843	-0.007241	-9.147	1	1236.144
90	1.182871	-0.008972	-9.426	1	1238.097
91	1.180361	-0.002510	-9.103	1	1239.927
92	1.165158	-0.015203	-9.982	1	1241.920
93	1.150233	-0.014925	-10.863	1	1243.501
94	1.146682	-0.003550	-10.677	1	1244.671
95	1.140034	-0.006648	-10.787	1	1245.932
96	1.133000	-0.007035	-10.940	1	1247.143
97	1.123681	-0.009319	-11.322	1	1248.286
98	1.118280	-0.005401	-11.333	1	1249.250
99	1.111173	-0.007107	-11.513	1	1250.210
100	1.108331	-0.002842	-11.281	1	1251.085
101	1.102208	-0.006123	-11.368	1	1252.072
102	1.098183	-0.004025	-11.252	1	1253.017
103	1.090979	-0.007204	-11.452	1	1254.020
104	1.083343	-0.007635	-11.702	1	1254.927
105	1.082559	-0.000785	-11.272	1	1255.713
106	1.074526	-0.008033	-11.565	1	1256.709
107	1.073416	-0.001110	-11.165	1	1257.562
108	1.061382	-0.012034	-11.869	1	1258.612
109	1.060266	-0.001116	-11.478	1	1259.315
110	1.050559	-0.009707	-11.960	1	1260.211
111	1.045837	-0.004721	-11.943	1	1260.866
112	1.027793	-0.018045	-13.306	1	1261.528
113	1.026644	-0.001149	-12.951	1	1261.518
114	1.023371	-0.003273	-12.811	1	1261.675
115	1.018988	-0.004383	-12.785	1	1261.895
116	1.011063	-0.007925	-13.131	1	1262.123
117	1.007849	-0.003214	-12.992	1	1262.174
118	1.002653	-0.005196	-13.061	1	1262.288
119	0.998851	-0.003803	-12.985	1	1262.362
120	0.994856	-0.003994	-12.930	1	1262.468
121	0.992707	-0.002149	-12.678	1	1262.596
122	0.987625	-0.005082	-12.735	1	1262.846
123	0.980906	-0.006719	-12.972	1	1263.061
124	0.979473	-0.001433	-12.646	1	1263.150
125	0.974167	-0.005306	-12.732	1	1263.400
126	0.969577	-0.004589	-12.745	1	1263.600
127	0.967769	-0.001808	-12.457	1	1263.787
128	0.965923	-0.001846	-12.167	1	1264.121
129	0.959781	-0.006141	-12.343	1	1264.604
130	0.955587	-0.004194	-12.311	1	1264.988
131	0.950696	-0.004891	-12.357	1	1265.385
132	0.944124	-0.006572	-12.593	1	1265.752
133	0.937818	-0.006306	-12.807	1	1265.986
134	0.935295	-0.002522	-12.605	1	1266.098
135	0.929744	-0.005551	-12.740	1	1266.312
136	0.915908	-0.013836	-13.815	1	1266.447
137	0.913236	-0.002672	-13.655	1	1265.993
138	0.907931	-0.005305	-13.792	1	1265.614
139	0.902435	-0.005496	-13.956	1	1265.150
140	0.893643	-0.008792	-14.501	1	1264.587
141	0.886368	-0.007275	-14.888	1	1263.720
142	0.883139	-0.003229	-14.821	1	1262.634
143	0.881641	-0.001498	-14.554	1	1261.568
144	0.878498	-0.003143	-14.471	1	1260.631
145	0.875115	-0.003384	-14.417	1	1259.723
146	0.870054	-0.005061	-14.557	1	1258.831
147	0.866422	-0.003632	-14.535	1	1257.848
148	0.864019	-0.002403	-14.371	1	1256.862
149	0.860359	-0.003660	-14.352	1	1255.951
150	0.854429	-0.005930	-14.600	1	1255.036
151	0.849978	-0.004451	-14.681	1	1253.969
152	0.844123	-0.005855	-14.932	1	1252.840
153	0.841000	-0.003123	-14.866	1	1251.557
154	0.840216	-0.000784	-14.522	1	1250.293
155	0.836109	-0.004107	-14.568	1	1249.204
156	0.833585	-0.002524	-14.426	1	1248.073
157	0.826399	-0.007186	-14.841	1	1247.006
158	0.822734	-0.003664	-14.845	1	1245.687
159	0.817713	-0.005021	-15.013	1	1244.348
160	0.812482	-0.005231	-15.212	1	1242.895
161	0.811058	-0.001424	-14.956	1	1241.310
162	0.804593	-0.006464	-15.307	1	1239.852
163	0.801245	-0.003348	-15.288	1	1238.174
164	0.798138	-0.003107	-15.241	1	1236.487
165	0.796648	-0.001490	-14.996	1	1234.806
166	0.795716	-0.000932	-14.678	1	1233.245
167	0.785338	-0.010378	-15.515	1	1231.851
168	0.782311	-0.003027	-15.468	1	1229.949
169	0.777188	-0.005123	-15.679	1	1228.053
170	0.775398	-0.001790	-15.484	1	1226.012
171	0.772500	-0.002898	-15.423	1	1224.062
172	0.771226	-0.001274	-15.159	1	1222.124
173	0.770467	-0.000760	-14.827	1	1220.319
174	0.766078	-0.004388	-14.941	1	1218.690
175	0.764978	-0.001100	-14.648	1	1216.971
176	0.763948	-0.001030	-14.339	1	1215.407
177	0.758827	-0.005121	-14.540	1	1214.011
178	0.756360	-0.002467	-14.412	1	1212.470
179	0.751219	-0.005140	-14.622	1	1210.987
180	0.747961	-0.003258	-14.598	1	1209.352
181	0.746186	-0.001775	-14.386	1	1207.708
182	0.737056	-0.009130	-15.110	1	1206.175
183	0.736068	-0.000988	-14.811	1	1204.168
184	0.734321	-0.001747	-14.602	1	1202.321
185	0.729480	-0.004842	-14.789	1	1200.582
186	0.724684	-0.004796	-14.975	1	1198.701
187	0.720901	-0.003783	-15.036	1	1196.677
188	0.717706	-0.003195	-15.024	1	1194.589
