,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.0017720662311476079,0.004989999887649167,-1.8731888267160306,194000,15562
1,I,left_arm,0.003148064978585945,0.007007824463073046,-1.6006825026876719,1789500,145890
2,I,center,0.0019528144100560405,0.004832313262438323,-1.7318354090825052,7199500,308200
3,I,right_arm,0.004034176720949395,0.008442696918260714,-1.517576934265403,13089000,240045
4,I,right_tip,0.002535886731026314,0.00646178881078429,-1.7653325430359663,15255500,29425
5,I,full,0.0025971624286466126,0.006000906627933051,-1.6485060468862043,7770500,739122
6,II,left_tip,0.0036739726787863667,0.00717304818528648,-1.4174181404531574,283000,31650
7,II,left_arm,0.004402869411106657,0.0079885158262707,-1.304466965647179,1988000,164582
8,II,center,0.0029676651497319816,0.006373524982490324,-1.553088060904344,8699000,529887
9,II,right_arm,0.003998482542960598,0.008597762985019342,-1.5546609517298393,15279500,154337
10,II,right_tip,0.0017158892777584826,0.002813160065328347,-1.1165519800107042,16583000,441
11,II,full,0.003339762063582409,0.006931880341072352,-1.5060900761315015,8297500,880897
12,III,left_tip,0.002416539779775307,0.006737719036148605,-1.8636054749739395,358000,38563
13,III,left_arm,0.0040648198818052615,0.008762830267885387,-1.5581367252623937,2340500,218552
14,III,center,0.002034514714193531,0.0050285880133613,-1.7304581882601948,7894500,312257
15,III,right_arm,0.003832688960827426,0.008377511478105674,-1.5766168967204965,12909500,140296
16,III,right_tip,0.002284393850211285,0.00723640422059784,-1.9885611703346673,14403000,46326
17,III,full,0.0026596298856551214,0.006335679317407785,-1.686314520277607,7405500,755994
18,IV,left_tip,0.0034623547160773753,0.008381777157096981,-1.7055383533608226,351000,45182
19,IV,left_arm,0.0038768656532684,0.00818271537129859,-1.5293306322362294,2475000,222262
20,IV,center,0.0026449341899876994,0.006071726699460375,-1.6403009739354142,8845000,439129
21,IV,right_arm,0.004415812147749131,0.009346747841303633,-1.5332175988403842,14904000,200560
22,IV,right_tip,0.0035308413506622916,0.007465059403710646,-1.5314409819562735,16723000,42198
23,IV,full,0.0032108647770820375,0.007107716432075311,-1.593439270581844,8540000,949331
24,V,left_tip,0.002931492596159042,0.006271377217867606,-1.5473528232879823,234500,22483
25,V,left_arm,0.004300799428033569,0.00852146393949225,-1.4395029230471825,3265500,358595
26,V,center,0.002769660628876766,0.006061509036155003,-1.5783647678265276,10778500,449874
27,V,right_arm,0.004290777953459388,0.009435606068941591,-1.5846876065929858,17521000,275542
28,V,right_tip,0.002262386326783263,0.006748292909452813,-1.9313354821491144,19740000,20170
29,V,full,0.0034478432507714825,0.00734797449578906,-1.5426379427782722,9966500,1126666
30,X,left_tip,0.0027342517772589296,0.0063154567199257385,-1.6479293861792759,722000,71653
31,X,left_arm,0.003911408592082219,0.007546336521663278,-1.3999275292945648,4255000,332874
32,X,center,0.003028536722951762,0.006644827580890412,-1.581720357303596,12794000,582033
33,X,right_arm,0.0034310400288911397,0.007396761558677825,-1.5581905540748715,20341500,209981
34,X,right_tip,0.0003753230039124588,0.0005482838387238037,-0.8903534697734014,22191000,417
35,X,full,0.003289973210996002,0.0069557054013754975,-1.5316950828089868,11110500,1196958
