,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.0006428470704386679,0.0008461830485430388,-0.8709707503372116,194000,1560
1,I,left_arm,0.001531593465625681,0.0019679369000845637,-0.805949450292444,1789500,24128
2,I,center,0.000738802082386861,0.0010857887057725713,-1.1617232358487668,7199500,40673
3,I,right_arm,0.002635260190666877,0.002726605044748996,-0.12178509137753805,13089000,45582
4,I,right_tip,0.0008995574760923806,0.0011568925589971976,-0.8076139407495392,15255500,3183
5,I,full,0.0012675930647355798,0.001567066756483684,-0.6947555617986327,7770500,115126
6,II,left_tip,0.0018787190512057374,0.0022745185860347204,-0.6322083553821539,283000,6188
7,II,left_arm,0.0027777526406507777,0.002847399445514723,-0.08891412806084227,1988000,34292
8,II,center,0.001589947634551031,0.001904236616650867,-0.6000213560428973,8699000,93333
9,II,right_arm,0.003218282048653128,0.0030539988983618485,0.1955423468191212,15279500,31609
10,II,right_tip,0.00020308889156775295,0.00014972735800703875,1.0856711224576385,16583000,41
11,II,full,0.0019905396731732436,0.0022074068087311154,-0.35717225454696294,8297500,165463
12,III,left_tip,0.0009944911057520318,0.0015159485547526583,-1.2495378018782974,358000,5263
13,III,left_arm,0.0029133338529705047,0.002960015256163452,-0.057329214373738974,2340500,43186
14,III,center,0.0007008055809071948,0.0011356267139356225,-1.3919073558953141,7894500,41628
15,III,right_arm,0.0018891988584784083,0.0023348237679964314,-0.6937335089367852,12909500,22874
16,III,right_tip,0.0009536467039926481,0.0013982384882889973,-1.1550700156801523,14403000,5386
17,III,full,0.0012818260799845466,0.0016513074413163089,-0.8134393118268204,7405500,118337
18,IV,left_tip,0.00204346509972656,0.002157545151754546,-0.192121684696734,351000,6884
19,IV,left_arm,0.0020907999880708118,0.0024002387414489477,-0.46865219790862167,2475000,37964
20,IV,center,0.0013290976930060993,0.0015706267683883457,-0.5590469073912522,8845000,66762
21,IV,right_arm,0.002949402475754746,0.0031270182728688665,-0.20647810255984836,14904000,39334
22,IV,right_tip,0.0023182082620755357,0.0023278173452261734,-0.01499958595320872,16723000,7767
23,IV,full,0.0017782571494505198,0.002009572168329511,-0.4184718901950529,8540000,158711
24,V,left_tip,0.0012038808673858956,0.0018175315683278143,-1.2263081038245676,234500,3822
25,V,left_arm,0.0023850703208914297,0.002737235040968956,-0.4677189374291791,3265500,67597
26,V,center,0.0013831256728155576,0.0017098140994002379,-0.6946082951581087,10778500,74265
27,V,right_arm,0.003430972087684451,0.0032083114666023394,0.2522962148918855,17521000,54594
28,V,right_tip,0.001234823193747061,0.001712726149420597,-1.0131747850952257,19740000,3056
29,V,full,0.002012351501855691,0.0022578081627362048,-0.39523627546246387,9966500,203335
30,X,left_tip,0.0011273355836934574,0.00166145126061058,-1.1683812867017755,722000,10958
31,X,left_arm,0.0018170602745451914,0.002264886637043492,-0.718807321773138,4255000,58364
32,X,center,0.0011087220318923593,0.0015459186951271965,-1.028128307994176,12794000,79289
33,X,right_arm,0.001619282509207012,0.0019778208263374,-0.6589833995892864,20341500,32742
34,X,right_tip,0.00030308312921619476,0.000265092423055091,0.5004539229379413,22191000,88
35,X,full,0.0013693594117455284,0.0018023049922904191,-0.8733204075899071,11110500,181441
