,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.00044384341088586084,0.0016616361913737968,-2.1592136087053997,194000,4901
1,I,left_arm,0.0009071233551122091,0.002501111765891039,-1.880545697451414,1789500,49235
2,I,center,0.0002553752179485374,0.0015698854464743447,-2.470992362889884,7199500,95499
3,I,right_arm,0.002173074352515842,0.0037249583076581164,-1.2294444008731016,13089000,101677
4,I,right_tip,0.0006588304561765888,0.0025423918241784444,-2.1850031686566993,15255500,11108
5,I,full,0.000783190800656637,0.0022110373081824695,-1.9058125601772065,7770500,262420
6,II,left_tip,0.0012902433296731446,0.002552006124914193,-1.4581556126589577,283000,10931
7,II,left_arm,0.002435425963965718,0.002900537952114557,-0.47317510271982555,1988000,56752
8,II,center,0.0012260591787852679,0.002273950201742056,-1.359957329247206,8699000,180386
9,II,right_arm,0.003167175461765829,0.004880307686454633,-1.0358794724461642,15279500,85379
10,II,right_tip,0.0010370791574107056,0.0013604926599261062,-0.6848340738762756,16583000,203
11,II,full,0.0016649329985816358,0.002723055879046813,-1.1467726640299627,8297500,333651
12,III,left_tip,0.000452372168893798,0.002395829508512684,-2.392611465060665,358000,13011
13,III,left_arm,0.002032498011497885,0.0036266651213928284,-1.2971421292375407,2340500,86192
14,III,center,0.00032207267549746636,0.0013373361264089748,-2.2403000244482563,7894500,78243
15,III,right_arm,0.0010226386098407176,0.002453409193112539,-1.7206872768622063,12909500,38977
16,III,right_tip,0.0005622461729110182,0.00251456089170353,-2.29023335378852,14403000,15453
17,III,full,0.0007426021398640317,0.002016292671609923,-1.864244027245427,7405500,231876
18,IV,left_tip,0.001872794867459931,0.003917779666130426,-1.5399422918848267,351000,20159
19,IV,left_arm,0.0017669296150053754,0.0034275062342846276,-1.4297228904327068,2475000,88838
20,IV,center,0.0010302396295701513,0.002128882294589478,-1.5229709014043151,8845000,146501
21,IV,right_arm,0.002244580170632592,0.0037148001437006463,-1.1678944019007462,14904000,76717
22,IV,right_tip,0.0019147814222555443,0.0031063212809367916,-1.1315599244655952,16723000,16727
23,IV,full,0.0014202049947601894,0.0027290123758621837,-1.4153658422960913,8540000,348942
24,V,left_tip,0.0011376772227305236,0.0028492666764853044,-1.771653434752712,234500,9788
25,V,left_arm,0.002178699689170768,0.0038389109302338085,-1.2762692962339661,3265500,153914
26,V,center,0.000938917953951883,0.002008391398551372,-1.5714779762219624,10778500,142384
27,V,right_arm,0.0026291775491510843,0.00528954188381715,-1.484254013207108,17521000,146862
28,V,right_tip,0.0004448452584954517,0.0022570749318166143,-2.367095845139735,19740000,6477
29,V,full,0.001570373876853985,0.0031160663263839847,-1.463920174823108,9966500,459426
30,X,left_tip,0.0007650327753300236,0.0021487351540272343,-1.8999705635773179,722000,23265
31,X,left_arm,0.001165768058264398,0.002249249052700234,-1.4215430462941474,4255000,94044
32,X,center,0.0006678069439212402,0.0018209053252146309,-1.868820558037802,12794000,152734
33,X,right_arm,0.000981724894504873,0.0025506498646073726,-1.815158994893472,20341500,69379
34,X,right_tip,0.0001970956960283776,0.000331996482664892,-1.1433764088514806,22191000,215
35,X,full,0.0008499706101110273,0.002065137850590507,-1.7365455302332797,11110500,339637
