N	eigenvalue	difference	twstat	p-value	effect.n
178	0.837333	-0.005489	-4.730	0.999235	884.119
179	0.835194	-0.002139	-4.390	0.997594	885.566
180	0.824797	-0.010398	-5.215	0.999884	887.096
181	0.822068	-0.002728	-4.973	0.999691	888.455
182	0.819731	-0.002338	-4.671	0.999057	889.875
183	0.818164	-0.001566	-4.253	0.996329	891.370
184	0.802910	-0.015254	-5.810	0.999993	892.967
185	0.798250	-0.004660	-5.871	0.999995	894.229
186	0.790629	-0.007621	-6.371	1	895.485
187	0.788538	-0.002091	-6.073	0.999998	896.639
188	0.787399	-0.001139	-5.629	0.999982	897.865
189	0.778741	-0.008658	-6.294	0.999999	899.196
190	0.775447	-0.003293	-6.179	0.999999	900.388
191	0.766485	-0.008962	-6.915	1	901.612
192	0.764172	-0.002313	-6.670	1	902.681
193	0.761782	-0.002390	-6.433	1	903.809
194	0.755372	-0.006409	-6.805	1	904.997
195	0.752771	-0.002601	-6.607	1	906.109
196	0.748533	-0.004238	-6.658	1	907.271
197	0.740182	-0.008351	-7.351	1	908.428
198	0.735819	-0.004363	-7.444	1	909.437
199	0.727863	-0.007957	-8.105	1	910.431
200	0.718496	-0.009367	-9.007	1	911.284
201	0.716809	-0.001687	-8.723	1	911.944
202	0.709950	-0.006859	-9.254	1	912.670
203	0.708170	-0.001780	-8.992	1	913.283
204	0.703464	-0.004706	-9.193	1	913.957
205	0.700739	-0.002725	-9.084	1	914.591
206	0.697571	-0.003168	-9.046	1	915.252
207	0.695656	-0.001916	-8.806	1	915.924
208	0.693782	-0.001874	-8.556	1	916.654
209	0.690415	-0.003367	-8.546	1	917.443
210	0.684400	-0.006015	-8.973	1	918.239
211	0.681848	-0.002552	-8.842	1	918.943
212	0.679391	-0.002457	-8.695	1	919.681
213	0.672200	-0.007191	-9.334	1	920.455
214	0.663318	-0.008882	-10.276	1	921.089
215	0.656434	-0.006884	-10.907	1	921.516
216	0.655142	-0.001292	-10.612	1	921.805
217	0.652113	-0.003029	-10.606	1	922.162
218	0.650114	-0.001999	-10.427	1	922.521
219	0.642354	-0.007760	-11.229	1	922.922
220	0.635901	-0.006454	-11.829	1	923.146
221	0.629726	-0.006175	-12.397	1	923.240
222	0.628259	-0.001466	-12.166	1	923.211
223	0.627570	-0.000689	-11.796	1	923.232
224	0.625806	-0.001764	-11.608	1	923.334
225	0.623805	-0.002001	-11.458	1	923.478
226	0.619840	-0.003965	-11.651	1	923.656
227	0.616495	-0.003345	-11.741	1	923.791
228	0.613400	-0.003095	-11.791	1	923.907
229	0.611287	-0.002113	-11.670	1	924.013
230	0.610569	-0.000718	-11.299	1	924.146
231	0.608073	-0.002496	-11.240	1	924.363
232	0.606081	-0.001992	-11.091	1	924.594
233	0.597388	-0.008693	-12.148	1	924.861
234	0.592395	-0.004992	-12.563	1	924.889
235	0.587851	-0.004545	-12.907	1	924.823
236	0.585457	-0.002393	-12.869	1	924.680
237	0.581766	-0.003691	-13.068	1	924.545
238	0.581072	-0.000694	-12.724	1	924.364
239	0.577963	-0.003109	-12.818	1	924.260
240	0.574692	-0.003271	-12.947	1	924.133
241	0.565177	-0.009515	-14.240	1	923.977
242	0.563237	-0.001940	-14.151	1	923.532
243	0.559597	-0.003639	-14.379	1	923.104
244	0.558514	-0.001083	-14.135	1	922.624
245	0.556461	-0.002053	-14.069	1	922.196
246	0.553440	-0.003021	-14.186	1	921.780
247	0.550643	-0.002797	-14.264	1	921.337
248	0.547777	-0.002867	-14.359	1	920.873
249	0.544777	-0.003000	-14.483	1	920.386
250	0.540719	-0.004057	-14.814	1	919.869
251	0.539746	-0.000973	-14.561	1	919.276
252	0.537525	-0.002221	-14.544	1	918.736
253	0.535084	-0.002441	-14.571	1	918.197
254	0.534702	-0.000382	-14.200	1	917.650
255	0.533129	-0.001573	-14.055	1	917.183
256	0.529145	-0.003984	-14.379	1	916.747
257	0.523978	-0.005167	-14.943	1	916.235
258	0.522907	-0.001071	-14.716	1	915.593
259	0.519459	-0.003447	-14.954	1	915.000
260	0.517578	-0.001881	-14.889	1	914.349
261	0.516776	-0.000802	-14.609	1	913.710
262	0.514889	-0.001887	-14.542	1	913.131
263	0.510817	-0.004072	-14.910	1	912.565
264	0.505077	-0.005740	-15.621	1	911.912
265	0.504291	-0.000786	-15.354	1	911.094
266	0.499746	-0.004545	-15.840	1	910.333
267	0.498330	-0.001417	-15.705	1	909.459
268	0.494167	-0.004163	-16.125	1	908.611
269	0.492890	-0.001277	-15.968	1	907.665
270	0.491573	-0.001317	-15.818	1	906.750
271	0.489536	-0.002037	-15.813	1	905.864
272	0.487850	-0.001686	-15.737	1	904.975
273	0.483082	-0.004767	-16.295	1	904.099
274	0.482176	-0.000906	-16.069	1	903.092
275	0.477613	-0.004564	-16.597	1	902.132
276	0.476502	-0.001111	-16.420	1	901.049
277	0.474408	-0.002094	-16.445	1	900.001
278	0.472153	-0.002255	-16.505	1	898.942
279	0.470610	-0.001544	-16.419	1	897.864
280	0.467625	-0.002984	-16.635	1	896.801
281	0.466910	-0.000715	-16.379	1	895.685
282	0.466066	-0.000845	-16.146	1	894.621
283	0.464568	-0.001497	-16.048	1	893.605
284	0.461143	-0.003426	-16.359	1	892.607
285	0.457125	-0.004018	-16.803	1	891.533
286	0.454013	-0.003112	-17.063	1	890.353
287	0.452861	-0.001152	-16.911	1	889.108
288	0.452093	-0.000768	-16.675	1	887.892
289	0.450768	-0.001325	-16.555	1	886.724
290	0.448163	-0.002605	-16.710	1	885.579
291	0.445971	-0.002192	-16.780	1	884.393
292	0.444650	-0.001320	-16.663	1	883.185
293	0.442760	-0.001890	-16.669	1	881.998
294	0.441814	-0.000947	-16.471	1	880.804
295	0.439144	-0.002670	-16.647	1	879.651
296	0.438197	-0.000947	-16.450	1	878.451
297	0.437729	-0.000468	-16.145	1	877.292
298	0.435765	-0.001964	-16.165	1	876.199
299	0.434220	-0.001545	-16.093	1	875.096
300	0.433313	-0.000907	-15.880	1	874.004
301	0.432419	-0.000893	-15.661	1	872.958
302	0.430715	-0.001704	-15.620	1	871.960
303	0.427867	-0.002849	-15.834	1	870.966
304	0.426412	-0.001455	-15.742	1	869.915
305	0.425915	-0.000498	-15.435	1	868.882
306	0.422980	-0.002934	-15.671	1	867.918
307	0.420814	-0.002166	-15.740	1	866.891
308	0.420643	-0.000171	-15.360	1	865.842
309	0.419136	-0.001507	-15.276	1	864.881
310	0.418154	-0.000982	-15.073	1	863.936
311	0.415820	-0.002333	-15.175	1	863.036
312	0.415208	-0.000613	-14.887	1	862.106
313	0.407260	-0.007947	-16.283	1	861.244
314	0.405695	-0.001565	-16.236	1	860.028
315	0.404729	-0.000966	-16.051	1	858.819
316	0.402010	-0.002719	-16.270	1	857.649
317	0.399496	-0.002514	-16.447	1	856.419
318	0.397882	-0.001614	-16.419	1	855.139
319	0.392884	-0.004998	-17.184	1	853.860
320	0.390211	-0.002673	-17.420	1	852.388
321	0.389973	-0.000239	-17.089	1	850.852
322	0.386679	-0.003294	-17.473	1	849.389
323	0.386029	-0.000650	-17.240	1	847.826
324	0.385457	-0.000571	-16.985	1	846.312
325	0.382970	-0.002488	-17.183	1	844.853
326	0.382833	-0.000137	-16.824	1	843.339
327	0.379008	-0.003825	-17.341	1	841.906
328	0.378437	-0.000571	-17.090	1	840.339
329	0.377676	-0.000761	-16.881	1	838.826
330	0.375823	-0.001852	-16.931	1	837.357
331	0.374498	-0.001326	-16.857	1	835.868
332	0.373974	-0.000524	-16.587	1	834.391
333	0.372949	-0.001025	-16.436	1	832.974
334	0.370637	-0.002312	-16.595	1	831.588
335	0.369212	-0.001424	-16.543	1	830.154
336	0.367501	-0.001711	-16.561	1	828.727
337	0.365285	-0.002216	-16.704	1	827.287
338	0.364831	-0.000454	-16.418	1	825.804
339	0.363906	-0.000925	-16.244	1	824.387
340	0.361226	-0.002680	-16.501	1	823.007
341	0.360768	-0.000458	-16.214	1	821.553
342	0.359916	-0.000852	-16.019	1	820.166
343	0.359479	-0.000437	-15.719	1	818.822
344	0.356989	-0.002490	-15.927	1	817.550
345	0.356398	-0.000591	-15.664	1	816.216
346	0.354564	-0.001834	-15.709	1	814.944
347	0.354218	-0.000346	-15.381	1	813.653
348	0.351657	-0.002561	-15.609	1	812.443
349	0.350991	-0.000665	-15.361	1	811.165
350	0.349313	-0.001678	-15.367	1	809.946
351	0.349054	-0.000259	-15.012	1	808.718
352	0.346662	-0.002392	-15.197	1	807.580
353	0.346114	-0.000548	-14.913	1	806.385
354	0.344035	-0.002079	-15.020	1	805.261
355	0.343218	-0.000817	-14.804	1	804.100
356	0.341826	-0.001392	-14.733	1	802.993
357	0.340803	-0.001023	-14.566	1	801.899
358	0.340625	-0.000178	-14.176	1	800.844
359	0.339886	-0.000738	-13.925	1	799.894
360	0.339013	-0.000873	-13.705	1	799.010
361	0.336749	-0.002264	-13.848	1	798.184
362	0.334292	-0.002458	-14.048	1	797.311
363	0.333603	-0.000688	-13.784	1	796.373
364	0.332228	-0.001376	-13.699	1	795.506
365	0.329802	-0.002426	-13.894	1	794.658
366	0.328737	-0.001065	-13.730	1	793.747
367	0.327071	-0.001666	-13.726	1	792.878
368	0.321942	-0.005129	-14.662	1	792.004
369	0.319752	-0.002191	-14.823	1	790.848
370	0.317086	-0.002665	-15.120	1	789.638
371	0.314335	-0.002751	-15.448	1	788.335
372	0.310353	-0.003982	-16.123	1	786.930
373	0.308579	-0.001774	-16.208	1	785.326
374	0.307921	-0.000659	-15.988	1	783.689
375	0.305330	-0.002590	-16.299	1	782.104
376	0.301949	-0.003382	-16.837	1	780.423
377	0.301211	-0.000738	-16.654	1	778.584
378	0.297956	-0.003255	-17.168	1	776.785
379	0.296420	-0.001536	-17.215	1	774.834
380	0.294882	-0.001539	-17.265	1	772.861
381	0.294618	-0.000263	-16.960	1	770.864
382	0.293234	-0.001384	-16.964	1	768.941
383	0.292357	-0.000877	-16.826	1	767.007
384	0.291167	-0.001190	-16.775	1	765.100
385	0.289004	-0.002163	-17.000	1	763.198
386	0.287147	-0.001858	-17.144	1	761.223
387	0.285897	-0.001250	-17.119	1	759.197
388	0.284591	-0.001306	-17.111	1	757.168
389	0.282638	-0.001953	-17.289	1	755.130
390	0.282031	-0.000607	-17.086	1	753.033
391	0.281203	-0.000827	-16.943	1	750.981
392	0.280501	-0.000703	-16.763	1	748.958
393	0.279383	-0.001118	-16.699	1	746.976
394	0.278926	-0.000457	-16.444	1	745.001
395	0.277973	-0.000953	-16.329	1	743.088
396	0.277409	-0.000564	-16.099	1	741.197
397	0.276179	-0.001230	-16.059	1	739.363
398	0.274360	-0.001819	-16.192	1	737.530
399	0.273870	-0.000490	-15.940	1	735.648
400	0.270570	-0.003300	-16.508	1	733.829
401	0.269735	-0.000834	-16.365	1	731.833
402	0.269266	-0.000469	-16.112	1	729.868
403	0.268676	-0.000590	-15.890	1	727.965
404	0.266359	-0.002316	-16.177	1	726.118
405	0.264641	-0.001718	-16.293	1	724.174
406	0.264225	-0.000417	-16.026	1	722.185
407	0.263886	-0.000339	-15.730	1	720.264
408	0.262689	-0.001197	-15.686	1	718.421
409	0.261929	-0.000760	-15.511	1	716.580
410	0.259885	-0.002045	-15.720	1	714.781
411	0.259281	-0.000604	-15.500	1	712.907
412	0.257296	-0.001984	-15.694	1	711.089
413	0.256637	-0.000659	-15.492	1	709.200
414	0.256119	-0.000518	-15.244	1	707.362
415	0.253869	-0.002250	-15.520	1	705.589
416	0.252573	-0.001296	-15.512	1	703.720
417	0.252141	-0.000432	-15.240	1	701.841
418	0.251415	-0.000726	-15.053	1	700.036
419	0.248266	-0.003149	-15.611	1	698.278
420	0.246212	-0.002054	-15.845	1	696.334
421	0.245184	-0.001028	-15.767	1	694.305
422	0.243414	-0.001770	-15.920	1	692.288
423	0.241142	-0.002273	-16.235	1	690.211
424	0.240115	-0.001027	-16.168	1	688.025
425	0.238838	-0.001277	-16.180	1	685.847
426	0.238693	-0.000144	-15.837	1	683.653
427	0.238586	-0.000107	-15.476	1	681.551
428	0.236826	-0.001760	-15.630	1	679.551
429	0.235599	-0.001227	-15.619	1	677.490
430	0.234260	-0.001339	-15.646	1	675.419
431	0.233460	-0.000800	-15.503	1	673.327
432	0.231167	-0.002293	-15.834	1	671.267
433	0.229259	-0.001908	-16.051	1	669.090
434	0.227035	-0.002225	-16.377	1	666.831
435	0.224987	-0.002048	-16.654	1	664.457
436	0.224140	-0.000846	-16.552	1	661.984
437	0.223159	-0.000982	-16.492	1	659.528
438	0.222394	-0.000765	-16.362	1	657.078
439	0.221309	-0.001085	-16.334	1	654.653
440	0.221008	-0.000301	-16.052	1	652.224
441	0.219515	-0.001493	-16.153	1	649.869
442	0.217217	-0.002298	-16.520	1	647.468
443	0.216824	-0.000393	-16.273	1	644.939
444	0.215361	-0.001463	-16.373	1	642.472
445	0.214250	-0.001111	-16.361	1	639.960
446	0.212755	-0.001495	-16.476	1	637.437
447	0.212383	-0.000372	-16.224	1	634.864
448	0.211348	-0.001035	-16.187	1	632.355
449	0.208309	-0.003039	-16.814	1	629.844
450	0.207282	-0.001027	-16.788	1	627.121
451	0.205600	-0.001682	-16.981	1	624.392
452	0.204226	-0.001374	-17.077	1	621.588
453	0.204151	-0.000074	-16.743	1	618.740
454	0.203800	-0.000351	-16.495	1	615.980
455	0.202602	-0.001198	-16.526	1	613.283
456	0.202220	-0.000382	-16.285	1	610.561
457	0.200490	-0.001730	-16.492	1	607.900
458	0.199198	-0.001292	-16.558	1	605.158
459	0.198215	-0.000982	-16.522	1	602.380
460	0.198089	-0.000126	-16.197	1	599.598
461	0.197594	-0.000495	-15.991	1	596.904
462	0.196291	-0.001303	-16.055	1	594.260
463	0.194318	-0.001973	-16.349	1	591.580
464	0.193358	-0.000960	-16.307	1	588.791
465	0.191500	-0.001857	-16.570	1	585.999
466	0.190731	-0.000770	-16.469	1	583.108
467	0.189630	-0.001101	-16.481	1	580.233
468	0.188804	-0.000826	-16.400	1	577.339
469	0.188322	-0.000483	-16.200	1	574.454
470	0.186281	-0.002041	-16.532	1	571.617
471	0.185818	-0.000463	-16.330	1	568.659
472	0.185789	-0.000028	-15.975	1	565.748
473	0.184363	-0.001426	-16.095	1	562.936
474	0.183009	-0.001354	-16.193	1	560.069
475	0.182738	-0.000271	-15.921	1	557.153
476	0.182043	-0.000695	-15.791	1	554.310
477	0.181594	-0.000449	-15.573	1	551.492
478	0.181005	-0.000589	-15.399	1	548.730
479	0.180832	-0.000173	-15.078	1	546.010
480	0.178452	-0.002380	-15.520	1	543.381
481	0.178144	-0.000308	-15.250	1	540.586
482	0.177562	-0.000582	-15.070	1	537.865
483	0.175661	-0.001901	-15.351	1	535.188
484	0.175040	-0.000620	-15.189	1	532.399
485	0.174152	-0.000888	-15.119	1	529.648
486	0.173475	-0.000676	-14.974	1	526.903
487	0.173118	-0.000357	-14.713	1	524.191
488	0.171981	-0.001137	-14.723	1	521.551
489	0.171438	-0.000543	-14.524	1	518.891
490	0.171032	-0.000406	-14.271	1	516.283
491	0.169883	-0.001149	-14.279	1	513.747
492	0.169334	-0.000549	-14.074	1	511.191
493	0.169040	-0.000293	-13.772	1	508.691
494	0.168564	-0.000476	-13.529	1	506.283
495	0.168450	-0.000114	-13.150	1	503.947
496	0.168230	-0.000220	-12.799	1	501.737
497	0.167220	-0.001010	-12.726	1	499.644
498	0.166881	-0.000340	-12.408	1	497.561
499	0.165562	-0.001319	-12.440	1	495.587
500	0.165072	-0.000489	-12.170	1	493.583
501	0.163507	-0.001566	-12.291	1	491.669
502	0.160458	-0.003049	-12.967	1	489.689
503	0.158988	-0.001470	-13.081	1	487.423
504	0.158733	-0.000256	-12.748	1	485.093
505	0.156623	-0.002109	-13.099	1	482.876
506	0.155818	-0.000806	-12.974	1	480.501
507	0.154094	-0.001724	-13.193	1	478.157
508	0.152916	-0.001178	-13.215	1	475.706
509	0.149315	-0.003601	-14.157	1	473.228
510	0.148472	-0.000843	-14.082	1	470.371
511	0.147250	-0.001222	-14.150	1	467.522
512	0.146687	-0.000563	-13.971	1	464.627
513	0.146341	-0.000346	-13.706	1	461.779
514	0.145331	-0.001010	-13.688	1	459.012
515	0.145150	-0.000181	-13.353	1	456.230
516	0.144709	-0.000440	-13.110	1	453.558
517	0.144400	-0.000310	-12.810	1	450.960
518	0.142553	-0.001847	-13.096	1	448.462
519	0.141162	-0.001391	-13.217	1	445.828
520	0.138132	-0.003030	-13.981	1	443.125
521	0.136715	-0.001417	-14.141	1	440.105
522	0.135815	-0.000900	-14.106	1	437.004
523	0.135026	-0.000789	-14.028	1	433.895
524	0.133216	-0.001810	-14.348	1	430.795
525	0.131172	-0.002045	-14.771	1	427.553
526	0.131020	-0.000152	-14.465	1	424.136
527	0.130091	-0.000929	-14.456	1	420.810
528	0.129741	-0.000350	-14.221	1	417.466
529	0.128930	-0.000811	-14.162	1	414.187
530	0.128041	-0.000888	-14.133	1	410.909
531	0.127808	-0.000233	-13.847	1	407.620
532	0.127088	-0.000720	-13.746	1	404.417
533	0.126670	-0.000418	-13.524	1	401.231
534	0.126169	-0.000501	-13.330	1	398.108
535	0.125401	-0.000768	-13.237	1	395.038
536	0.124411	-0.000990	-13.231	1	391.982
537	0.124235	-0.000176	-12.902	1	388.905
538	0.123015	-0.001220	-12.982	1	385.936
539	0.121964	-0.001051	-12.998	1	382.912
540	0.120924	-0.001040	-13.012	1	379.859
541	0.120412	-0.000512	-12.816	1	376.777
542	0.119212	-0.001199	-12.892	1	373.750
543	0.118518	-0.000695	-12.769	1	370.669
544	0.117541	-0.000976	-12.757	1	367.614
545	0.117385	-0.000156	-12.415	1	364.540
546	0.115625	-0.001759	-12.713	1	361.582
547	0.115006	-0.000619	-12.560	1	358.478
548	0.113009	-0.001998	-12.965	1	355.412
549	0.111423	-0.001586	-13.217	1	352.159
550	0.110999	-0.000424	-13.004	1	348.783
551	0.110435	-0.000564	-12.843	1	345.468
552	0.109713	-0.000722	-12.743	1	342.192
