isotype	Sublineage	Lineage	lat	long	geo	geo_color	abslat	subpop	adm_color	lineage_color	sublineage_color
QG1007	TS2	Tropical	9.164456	-79.844623	Central America	#8DA0CB	9.164456	R	#9C87FF	#ff0000	#ff77ab
QG3041	TS2	Tropical	9.164216667	-79.8373667	Central America	#8DA0CB	9.164216667	R	#9C87FF	#ff0000	#ff77ab
QG1126	TS2	Tropical	9.16835	-79.839279	Central America	#8DA0CB	9.16835	R	#9C87FF	#ff0000	#ff77ab
QG937	TS2	Tropical	9.16936	-79.844397	Central America	#8DA0CB	9.16936	Admixed	gray80	#ff0000	#ff77ab
QG2969	TS2	Tropical	9.166416667	-79.84025	Central America	#8DA0CB	9.166416667	Admixed	gray80	#ff0000	#ff77ab
PB800	Temperate	Temperate	39.823748	-84.289418	North America	#A65628	39.823748	I	#77C002	#0000ff	#0000ff
QG3661	Temperate	Temperate	41.62083	-73.58889	North America	#A65628	41.62083	I	#77C002	#0000ff	#0000ff
GUN124	Temperate	Temperate	42.4675	-76.48722222	North America	#A65628	42.4675	I	#77C002	#0000ff	#0000ff
NIC174	Temperate	Temperate	47.1575	7.64673	Cosmopolitan	gray30	47.1575	Cosmopolitan	white	#0000ff	#0000ff
SOW22	Temperate	Temperate	40.006496	-75.703278	North America	#A65628	40.006496	I	#77C002	#0000ff	#0000ff
JU3272	Temperate	Temperate	50.34886	14.475	Cosmopolitan	gray30	50.34886	Cosmopolitan	white	#0000ff	#0000ff
JU2536	Temperate	Temperate	47.645976	19.274783	Europe	#E41A1C	47.645976	I	#77C002	#0000ff	#0000ff
NIC1632	Temperate	Temperate	34.88358	135.81659	Pacific	#611EA1	34.88358	I	#77C002	#0000ff	#0000ff
SOW18	Temperate	Temperate	39.960663	-75.605492	North America	#A65628	39.960663	I	#77C002	#0000ff	#0000ff
NIC899	Temperate	Temperate	35.661062	139.684827	Pacific	#611EA1	35.661062	I	#77C002	#0000ff	#0000ff
JU2872	Temperate	Temperate	48.2121	16.3592	Cosmopolitan	gray30	48.2121	Cosmopolitan	white	#0000ff	#0000ff
JU3416	Temperate	Temperate	38.2541	140.8508	Cosmopolitan	gray30	38.2541	Cosmopolitan	white	#0000ff	#0000ff
JU1257	Temperate	Temperate	49.1255	1.951	Cosmopolitan	gray30	49.1255	Cosmopolitan	white	#0000ff	#0000ff
HK104	Temperate	Temperate	34.66	133.9	Pacific	#611EA1	34.66	Admixed	gray80	#0000ff	#0000ff
BW287	Temperate	Temperate	NA	NA	unknown	grey	NA	I	#77C002	#0000ff	#0000ff
SOW21	Temperate	Temperate	41.41123603	-78.70870679	North America	#A65628	41.41123603	I	#77C002	#0000ff	#0000ff
JU1564	Temperate	Temperate	40.86	-73.47	North America	#A65628	40.86	I	#77C002	#0000ff	#0000ff
QG588	Temperate	Temperate	41.52503056	-70.67271389	North America	#A65628	41.52503056	I	#77C002	#0000ff	#0000ff
BRC20388	Temperate	Temperate	34	135	Pacific	#611EA1	34	I	#77C002	#0000ff	#0000ff
NIC1635	Temperate	Temperate	34.88328	135.81733	Pacific	#611EA1	34.88328	I	#77C002	#0000ff	#0000ff
NIC1633	Temperate	Temperate	34.88358	135.81659	Pacific	#611EA1	34.88358	I	#77C002	#0000ff	#0000ff
PB857	Temperate	Temperate	39.784	84.0554	Cosmopolitan	gray30	39.784	Cosmopolitan	white	#0000ff	#0000ff
ECA569	Temperate	Temperate	42.361085	-88.4278679	North America	#A65628	42.361085	I	#77C002	#0000ff	#0000ff
QX1547	Temperate	Temperate	35.931125	-84.931125	North America	#A65628	35.931125	I	#77C002	#0000ff	#0000ff
ECA278	Temperate	Temperate	42.496411	-88.240099	North America	#A65628	42.496411	I	#77C002	#0000ff	#0000ff
QG581	Temperate	Temperate	45.5423	-74.01235	North America	#A65628	45.5423	I	#77C002	#0000ff	#0000ff
QG547	Temperate	Temperate	40.783	-73.985	North America	#A65628	40.783	I	#77C002	#0000ff	#0000ff
EG4360	Temperate	Temperate	40.6	-111.8	North America	#A65628	40.6	I	#77C002	#0000ff	#0000ff
JU2457	Temperate	Temperate	-12.801653	-69.289488	South America	#E78AC3	12.801653	Admixed	gray80	#0000ff	#0000ff
JU2162	TS1	Tropical	-6.2715	39.416	Africa	#A6D854	6.2715	O	#5CB7FF	#ff0000	#9fc5e8
JU2160	TS1	Tropical	-6.2709	39.417	Africa	#A6D854	6.2709	O	#5CB7FF	#ff0000	#9fc5e8
JU3237	TS1	Tropical	-12.76	45.09	Africa	#A6D854	12.76	O	#5CB7FF	#ff0000	#9fc5e8
JU2470	TS1	Tropical	-12.732834	45.186209	Africa	#A6D854	12.732834	O	#5CB7FF	#ff0000	#9fc5e8
JU2057	TS1	Tropical	-12.77	45.14	Africa	#A6D854	12.77	O	#5CB7FF	#ff0000	#9fc5e8
VSL2217	TS1	Tropical	NA	NA	Asia	#399EB8	NA	O	#5CB7FF	#ff0000	#9fc5e8
JU2507	TS1	Tropical	8.893	98.512	Asia	#399EB8	8.893	Admixed	gray80	#ff0000	#9fc5e8
BRC20257	TS1	Tropical	NA	NA	unknown	grey	NA	Admixed	gray80	#ff0000	#9fc5e8
QG5589	TS1	Tropical	6.9073	158.1815	Pacific	#611EA1	6.9073	M	#82FFFA	#ff0000	#9fc5e8
QG4647	TS1	Tropical	6.9073	158.1815	Pacific	#611EA1	6.9073	M	#82FFFA	#ff0000	#9fc5e8
NIC791	TS1	Tropical	23.83633	120.72447	Taiwan	#E5C494	23.83633	M	#82FFFA	#ff0000	#9fc5e8
BRC20119	TS1	Tropical	23.836799	120.727025	Taiwan	#E5C494	23.836799	M	#82FFFA	#ff0000	#9fc5e8
QG4805	TS1	Tropical	6.8578	158.2183	Pacific	#611EA1	6.8578	M	#82FFFA	#ff0000	#9fc5e8
QG4701	TS1	Tropical	6.9195	158.2712	Pacific	#611EA1	6.9195	Admixed	gray80	#ff0000	#9fc5e8
QG5603	TS1	Tropical	6.9661	158.1916	Pacific	#611EA1	6.9661	Admixed	gray80	#ff0000	#9fc5e8
QG5474	TS1	Tropical	6.9666	158.1907	Pacific	#611EA1	6.9666	Admixed	gray80	#ff0000	#9fc5e8
ZZY1123	TS1	Tropical	22.42629881	114.1811105	Asia	#399EB8	22.42629881	O	#5CB7FF	#ff0000	#9fc5e8
ZZY0992	TS1	Tropical	22.42381115	114.1793101	Asia	#399EB8	22.42381115	O	#5CB7FF	#ff0000	#9fc5e8
HPT62	TS1	Tropical	-8.41222	115.58591	Pacific	#611EA1	8.41222	O	#5CB7FF	#ff0000	#9fc5e8
QG2884	TS1	Tropical	-16.0950167	145.4665333	Australia	#FC8D62	16.0950167	O	#5CB7FF	#ff0000	#9fc5e8
QG2906	TS1	Tropical	-16.10275	145.4482833	Australia	#FC8D62	16.10275	Admixed	gray80	#ff0000	#9fc5e8
QG2895	TS1	Tropical	-16.10295	145.44645	Australia	#FC8D62	16.10295	Admixed	gray80	#ff0000	#9fc5e8
QG2902	TS1	Tropical	-16.10365	145.4473167	Australia	#FC8D62	16.10365	Admixed	gray80	#ff0000	#9fc5e8
QG2903	TS1	Tropical	-16.10365	145.4473167	Australia	#FC8D62	16.10365	O	#5CB7FF	#ff0000	#9fc5e8
QG2892	TS1	Tropical	-16.1026	145.4467333	Australia	#FC8D62	16.1026	O	#5CB7FF	#ff0000	#9fc5e8
QG2925	TS1	Tropical	-16.2375361	145.4287278	Australia	#FC8D62	16.2375361	O	#5CB7FF	#ff0000	#9fc5e8
QG2923	TS1	Tropical	-20.2852667	148.7647	Australia	#FC8D62	20.2852667	O	#5CB7FF	#ff0000	#9fc5e8
QG2880	TS1	Tropical	-16.8999	145.7489833	Australia	#FC8D62	16.8999	O	#5CB7FF	#ff0000	#9fc5e8
QG133	TH	TH	22.2065	-159.4978	Hawaii	#66C2A5	22.2065	Admixed	gray80	#aeb400	#aeb400
EG6268	TH	TH	18.3	-65.8	Cosmopolitan	gray30	18.3	Cosmopolitan	white	#aeb400	#aeb400
EG6265	TH	TH	18.11	-66.16	Caribbean	#FFD92F	18.11	Admixed	gray80	#aeb400	#aeb400
UH1	TH	TH	19.6	-155.05	Hawaii	#66C2A5	19.6	Admixed	gray80	#aeb400	#aeb400
ECA1383	TH	TH	20.040312	-155.442105	Hawaii	#66C2A5	20.040312	Admixed	gray80	#aeb400	#aeb400
QX1798	TH	TH	20.8742	-156.1856	Hawaii	#66C2A5	20.8742	Admixed	gray80	#aeb400	#aeb400
ECA3502	TH	TH	22.0756	-159.414057	Hawaii	#66C2A5	22.0756	Admixed	gray80	#aeb400	#aeb400
ECA1170	TH	TH	21.40083	-157.8887	Hawaii	#66C2A5	21.40083	Admixed	gray80	#aeb400	#aeb400
ECA1443	TH	TH	22.053315	-159.36556	Hawaii	#66C2A5	22.053315	Admixed	gray80	#aeb400	#aeb400
BRC20333	TH	TH	24.602334	121.510549	Taiwan	#E5C494	24.602334	Admixed	gray80	#aeb400	#aeb400
NIC1590	TH	TH	24.68622	121.13734	Taiwan	#E5C494	24.68622	B	#DA030F	#aeb400	#aeb400
NIC779	TH	TH	23.72791	120.76594	Taiwan	#E5C494	23.72791	Admixed	gray80	#aeb400	#aeb400
NIC863	TH	TH	23.72763	120.76625	Taiwan	#E5C494	23.72763	B	#DA030F	#aeb400	#aeb400
NIC865	TH	TH	23.72717	120.76673	Taiwan	#E5C494	23.72717	B	#DA030F	#aeb400	#aeb400
BRC20557	TH	TH	24.822538	121.73566	Taiwan	#E5C494	24.822538	B	#DA030F	#aeb400	#aeb400
BRC20244	TH	TH	23.72641	120.758426	Taiwan	#E5C494	23.72641	B	#DA030F	#aeb400	#aeb400
JU2216	TH	TH	-6.480251	-76.356593	South America	#E78AC3	6.480251	B	#DA030F	#aeb400	#aeb400
BRC20367	TH	TH	24.54670963	121.5069174	Taiwan	#E5C494	24.54670963	B	#DA030F	#aeb400	#aeb400
BRC20341	TH	TH	24	121	Taiwan	#E5C494	24	Admixed	gray80	#aeb400	#aeb400
NIC505	TH	TH	23.5347	120.6775	Taiwan	#E5C494	23.5347	B	#DA030F	#aeb400	#aeb400
BRC20529	TH	TH	23.63725	120.685389	Taiwan	#E5C494	23.63725	B	#DA030F	#aeb400	#aeb400
NIC1666	TH	TH	23.6694	120.78929	Taiwan	#E5C494	23.6694	B	#DA030F	#aeb400	#aeb400
NIC1663	TH	TH	23.66543	120.79964	Taiwan	#E5C494	23.66543	B	#DA030F	#aeb400	#aeb400
NIC1661	TH	TH	23.66552	120.79794	Taiwan	#E5C494	23.66552	B	#DA030F	#aeb400	#aeb400
BRC20230	TH	TH	23.670695	120.798589	Taiwan	#E5C494	23.670695	B	#DA030F	#aeb400	#aeb400
NIC814	TH	TH	23.81411	120.85654	Taiwan	#E5C494	23.81411	Admixed	gray80	#aeb400	#aeb400
BRC20088	TH	TH	25.15533333	121.5465611	Taiwan	#E5C494	25.15533333	B	#DA030F	#aeb400	#aeb400
NIC1681	TH	TH	22.08922	120.84876	Taiwan	#E5C494	22.08922	Admixed	gray80	#aeb400	#aeb400
TWN3077	TH	TH	25.19	121.7833333	Taiwan	#E5C494	25.19	Admixed	gray80	#aeb400	#aeb400
BRC20081	TH	TH	24.602334	121.510549	Taiwan	#E5C494	24.602334	Admixed	gray80	#aeb400	#aeb400
BRC20532	TH	TH	25.138139	121.672	Taiwan	#E5C494	25.138139	Admixed	gray80	#aeb400	#aeb400
NIC1205	TH	TH	26.22481	119.99506	Asia	#399EB8	26.22481	Admixed	gray80	#aeb400	#aeb400
BRC20463	TH	TH	24.822658	121.735926	Taiwan	#E5C494	24.822658	Admixed	gray80	#aeb400	#aeb400
BRC20537	TH	TH	23.416972	121.275389	Taiwan	#E5C494	23.416972	D	#D45602	#aeb400	#aeb400
NIC815	TH	TH	23.81407	120.8564	Taiwan	#E5C494	23.81407	D	#D45602	#aeb400	#aeb400
NIC1220	TH	TH	25.95224	119.9771	Asia	#399EB8	25.95224	Admixed	gray80	#aeb400	#aeb400
NIC897	TH	TH	22.01967	121.57357	Taiwan	#E5C494	22.01967	Admixed	gray80	#aeb400	#aeb400
NIC805	TH	TH	23.81441	120.85687	Taiwan	#E5C494	23.81441	D	#D45602	#aeb400	#aeb400
NIC824	TH	TH	23.60248	120.88317	Taiwan	#E5C494	23.60248	D	#D45602	#aeb400	#aeb400
NIC1595	TH	TH	24.6871	121.13633	Taiwan	#E5C494	24.6871	D	#D45602	#aeb400	#aeb400
NIC1660	TH	TH	25.03808	121.74625	Taiwan	#E5C494	25.03808	D	#D45602	#aeb400	#aeb400
NIC889	TH	TH	23.81433	120.85649	Taiwan	#E5C494	23.81433	D	#D45602	#aeb400	#aeb400
NIC864	TH	TH	23.72733	120.76653	Taiwan	#E5C494	23.72733	D	#D45602	#aeb400	#aeb400
BRC20543	TH	TH	23.792667	120.798083	Taiwan	#E5C494	23.792667	D	#D45602	#aeb400	#aeb400
NIC1662	TH	TH	23.66543	120.79964	Taiwan	#E5C494	23.66543	D	#D45602	#aeb400	#aeb400
ECA2385	TH	TH	19.120342	-155.8204	Hawaii	#66C2A5	19.120342	Admixed	gray80	#aeb400	#aeb400
BRC20246	TH	TH	23.600568	120.883395	Taiwan	#E5C494	23.600568	D	#D45602	#aeb400	#aeb400
BRC20238	TH	TH	23.814211	120.856072	Taiwan	#E5C494	23.814211	D	#D45602	#aeb400	#aeb400
NIC1693	TH	TH	25.03488	121.58864	Taiwan	#E5C494	25.03488	Admixed	gray80	#aeb400	#aeb400
NIC1631	TH	TH	25.02782	121.57627	Taiwan	#E5C494	25.02782	D	#D45602	#aeb400	#aeb400
BRC20390	TH	TH	25.027105	121.576542	Taiwan	#E5C494	25.027105	Admixed	gray80	#aeb400	#aeb400
NIC1692	TH	TH	25.03488	121.58864	Taiwan	#E5C494	25.03488	B	#DA030F	#aeb400	#aeb400
BRC20348	TH	TH	25.128031	121.58826	Taiwan	#E5C494	25.128031	Admixed	gray80	#aeb400	#aeb400
ECA287	TH	TH	9.926663289	-84.04235373	Central America	#8DA0CB	9.926663289	B	#DA030F	#aeb400	#aeb400
TWN1772	TH	TH	24.69641667	121.4180556	Taiwan	#E5C494	24.69641667	B	#DA030F	#aeb400	#aeb400
NIC504	TH	TH	23.5347	120.6775	Taiwan	#E5C494	23.5347	B	#DA030F	#aeb400	#aeb400
BRC20339	TH	TH	24.951309	121.630089	Taiwan	#E5C494	24.951309	Admixed	gray80	#aeb400	#aeb400
BRC20320	TH	TH	24.84201944	121.9516639	Taiwan	#E5C494	24.84201944	Admixed	gray80	#aeb400	#aeb400
ECA2299	TH	TH	20.949184	-156.53637	Hawaii	#66C2A5	20.949184	Admixed	gray80	#aeb400	#aeb400
BRC20290	TH	TH	25.01947778	121.9432	Taiwan	#E5C494	25.01947778	B	#DA030F	#aeb400	#aeb400
BRC20289	TH	TH	25.01947778	121.9432	Taiwan	#E5C494	25.01947778	B	#DA030F	#aeb400	#aeb400
BRC20272	TH	TH	25.0998	121.839	Taiwan	#E5C494	25.0998	Admixed	gray80	#aeb400	#aeb400
BRC20270	TH	TH	25.0998	121.839	Taiwan	#E5C494	25.0998	Admixed	gray80	#aeb400	#aeb400
BRC20545	TH	TH	23.416972	121.275389	Taiwan	#E5C494	23.416972	Admixed	gray80	#aeb400	#aeb400
NIC822	TH	TH	25.168	121.56254	Taiwan	#E5C494	25.168	B	#DA030F	#aeb400	#aeb400
BRC20346	TH	TH	24.84201944	121.9516639	Taiwan	#E5C494	24.84201944	B	#DA030F	#aeb400	#aeb400
NIC1645	TH	TH	25.06549	121.82703	Taiwan	#E5C494	25.06549	Admixed	gray80	#aeb400	#aeb400
BRC20499	TH	TH	24	121.5	Taiwan	#E5C494	24	Admixed	gray80	#aeb400	#aeb400
NIC1602	TH	TH	24.68897	121.13965	Taiwan	#E5C494	24.68897	Admixed	gray80	#aeb400	#aeb400
NIC1598	TH	TH	24.6871	121.13633	Taiwan	#E5C494	24.6871	B	#DA030F	#aeb400	#aeb400
NIC1630	TH	TH	25.02782	121.57627	Taiwan	#E5C494	25.02782	Admixed	gray80	#aeb400	#aeb400
NIC1562	TH	TH	25.00481	121.73369	Taiwan	#E5C494	25.00481	Admixed	gray80	#aeb400	#aeb400
BRC20533	TH	TH	24.182667	121.626472	Taiwan	#E5C494	24.182667	Admixed	gray80	#aeb400	#aeb400
BRC20536	TH	TH	24.182667	121.626472	Taiwan	#E5C494	24.182667	S	#CBB1FF	#aeb400	#aeb400
BRC20534	TH	TH	24.182667	121.626472	Taiwan	#E5C494	24.182667	Admixed	gray80	#aeb400	#aeb400
BRC20544	TH	TH	24.182667	121.626472	Taiwan	#E5C494	24.182667	Admixed	gray80	#aeb400	#aeb400
BRC20535	TH	TH	24.182667	121.626472	Taiwan	#E5C494	24.182667	Admixed	gray80	#aeb400	#aeb400
BRC20501	TH	TH	24	121.5	Taiwan	#E5C494	24	Admixed	gray80	#aeb400	#aeb400
BRC20366	TH	TH	25.11698	121.733184	Taiwan	#E5C494	25.11698	S	#CBB1FF	#aeb400	#aeb400
TWN2919	TH	TH	24.17394444	121.6172222	Taiwan	#E5C494	24.17394444	S	#CBB1FF	#aeb400	#aeb400
NIC1667	TH	TH	25.10869	121.83743	Taiwan	#E5C494	25.10869	S	#CBB1FF	#aeb400	#aeb400
BRC20334	TH	TH	24.70731	121.738054	Taiwan	#E5C494	24.70731	S	#CBB1FF	#aeb400	#aeb400
BRC20311	TH	TH	24.70210833	121.73775	Taiwan	#E5C494	24.70210833	Admixed	gray80	#aeb400	#aeb400
NIC1539	TH	TH	25.06052	121.76957	Taiwan	#E5C494	25.06052	S	#CBB1FF	#aeb400	#aeb400
NIC519	TH	TH	25.00739	121.900472	Taiwan	#E5C494	25.00739	Admixed	gray80	#aeb400	#aeb400
NIC518	TH	TH	25.00739	121.900472	Taiwan	#E5C494	25.00739	S	#CBB1FF	#aeb400	#aeb400
BRC20331	TH	TH	25.01947778	121.9432	Taiwan	#E5C494	25.01947778	S	#CBB1FF	#aeb400	#aeb400
TWN1907	TH	TH	24.85	121.55	Taiwan	#E5C494	24.85	S	#CBB1FF	#aeb400	#aeb400
BRC20312	TH	TH	24.70210833	121.73775	Taiwan	#E5C494	24.70210833	S	#CBB1FF	#aeb400	#aeb400
BRC20315	TH	TH	24.70210833	121.73775	Taiwan	#E5C494	24.70210833	S	#CBB1FF	#aeb400	#aeb400
BRC20370	TH	TH	24.77555556	121.5802778	Taiwan	#E5C494	24.77555556	S	#CBB1FF	#aeb400	#aeb400
BRC20309	TH	TH	24.70210833	121.73775	Taiwan	#E5C494	24.70210833	S	#CBB1FF	#aeb400	#aeb400
BRC20308	TH	TH	24.70210833	121.73775	Taiwan	#E5C494	24.70210833	S	#CBB1FF	#aeb400	#aeb400
ECA1559	TH	TH	21.401228	-157.88682	Hawaii	#66C2A5	21.401228	Admixed	gray80	#aeb400	#aeb400
ECA1605	TH	TH	21.395786	-157.90051	Hawaii	#66C2A5	21.395786	Admixed	gray80	#aeb400	#aeb400
MY681	FM	FM	NA	NA	NA	NA	NA	NA	NA	#000000	#000000
JU356	FM	FM	NA	NA	NA	NA	NA	NA	NA	#000000	#000000
ECA1146	FM	FM	NA	NA	NA	NA	NA	NA	NA	#000000	#000000
ECA1503	FM	FM	NA	NA	NA	NA	NA	NA	NA	#000000	#000000
AF16	TS2	Tropical	23.03	72.56	Asia	#399EB8	23.03	T	#F479FF	#ff0000	#ff77ab
BRC20069	TS2	Tropical	25.04655556	121.6149472	Taiwan	#E5C494	25.04655556	Admixed	gray80	#ff0000	#ff77ab
BRC20073	TS2	Tropical	25.04655556	121.6149472	Taiwan	#E5C494	25.04655556	Admixed	gray80	#ff0000	#ff77ab
BRC20077	TS2	Tropical	24.793571	121.364232	Taiwan	#E5C494	24.793571	Admixed	gray80	#ff0000	#ff77ab
BRC20085	TS2	Tropical	24.794443	121.364029	Taiwan	#E5C494	24.794443	Admixed	gray80	#ff0000	#ff77ab
BRC20089	TS2	Tropical	25.15533333	121.5465611	Taiwan	#E5C494	25.15533333	Admixed	gray80	#ff0000	#ff77ab
BRC20090	TS2	Tropical	24.744819	121.747742	Taiwan	#E5C494	24.744819	Admixed	gray80	#ff0000	#ff77ab
BRC20092	TS2	Tropical	25.016437	121.540237	Taiwan	#E5C494	25.016437	Admixed	gray80	#ff0000	#ff77ab
BRC20093	TS2	Tropical	23.94991389	121.5518917	Taiwan	#E5C494	23.94991389	Admixed	gray80	#ff0000	#ff77ab
BRC20094	TS2	Tropical	25.015958	121.541761	Taiwan	#E5C494	25.015958	Admixed	gray80	#ff0000	#ff77ab
BRC20095	TS2	Tropical	24.74725	121.746266	Taiwan	#E5C494	24.74725	Admixed	gray80	#ff0000	#ff77ab
BRC20096	TS2	Tropical	25.04372222	121.6160639	Taiwan	#E5C494	25.04372222	Admixed	gray80	#ff0000	#ff77ab
BRC20098	TS2	Tropical	25.04372222	121.6160639	Taiwan	#E5C494	25.04372222	Admixed	gray80	#ff0000	#ff77ab
BRC20099	TS2	Tropical	25.043399	121.616268	Taiwan	#E5C494	25.043399	Admixed	gray80	#ff0000	#ff77ab
BRC20100	TS2	Tropical	24.70731	121.738054	Taiwan	#E5C494	24.70731	Admixed	gray80	#ff0000	#ff77ab
BRC20102	TS2	Tropical	24.336532	120.607411	Taiwan	#E5C494	24.336532	L	#05DEA2	#ff0000	#ff77ab
BRC20103	TS2	Tropical	25.04655556	121.6149472	Taiwan	#E5C494	25.04655556	Admixed	gray80	#ff0000	#ff77ab
BRC20105	TS2	Tropical	NA	NA	unknown	grey	NA	Admixed	gray80	#ff0000	#ff77ab
BRC20107	TS2	Tropical	NA	NA	unknown	grey	NA	Admixed	gray80	#ff0000	#ff77ab
BRC20228	TS2	Tropical	23.572084	120.900213	Taiwan	#E5C494	23.572084	Admixed	gray80	#ff0000	#ff77ab
BRC20241	TS2	Tropical	23.836415	120.725183	Taiwan	#E5C494	23.836415	Admixed	gray80	#ff0000	#ff77ab
BRC20242	TS2	Tropical	23.836623	120.728049	Taiwan	#E5C494	23.836623	Admixed	gray80	#ff0000	#ff77ab
BRC20260	TS2	Tropical	23.600208	120.883767	Taiwan	#E5C494	23.600208	L	#05DEA2	#ff0000	#ff77ab
BRC20294	TS2	Tropical	24.993796	121.53514	Taiwan	#E5C494	24.993796	Admixed	gray80	#ff0000	#ff77ab
BRC20353	TS2	Tropical	14	101	Asia	#399EB8	14	A	#4B0401	#ff0000	#ff77ab
BRC20360	TS2	Tropical	14	101	Asia	#399EB8	14	A	#4B0401	#ff0000	#ff77ab
BRC20361	TS2	Tropical	14	101	Asia	#399EB8	14	A	#4B0401	#ff0000	#ff77ab
BRC20362	TS2	Tropical	14	101	Asia	#399EB8	14	A	#4B0401	#ff0000	#ff77ab
BRC20369	TS2	Tropical	23.7132	120.7855556	Taiwan	#E5C494	23.7132	L	#05DEA2	#ff0000	#ff77ab
BRC20401	TS2	Tropical	25.017012	121.557477	Taiwan	#E5C494	25.017012	L	#05DEA2	#ff0000	#ff77ab
BRC20498	TS2	Tropical	23.7	120.8	Taiwan	#E5C494	23.7	Admixed	gray80	#ff0000	#ff77ab
BRC20556	TS2	Tropical	24.822538	121.73566	Taiwan	#E5C494	24.822538	L	#05DEA2	#ff0000	#ff77ab
BRC20565	TS2	Tropical	22.67499807	121.503295	Taiwan	#E5C494	22.67499807	Admixed	gray80	#ff0000	#ff77ab
BRC20571	TS2	Tropical	22.67151131	121.50634	Taiwan	#E5C494	22.67151131	Admixed	gray80	#ff0000	#ff77ab
BRC20574	TS2	Tropical	22.67248185	121.505358	Taiwan	#E5C494	22.67248185	Admixed	gray80	#ff0000	#ff77ab
DF5100	TS2	Tropical	-23.8	31.4	Africa	#A6D854	23.8	Admixed	gray80	#ff0000	#ff77ab
ECA1129	TS2	Tropical	19.71867222	-155.10835	Hawaii	#66C2A5	19.71867222	T	#F479FF	#ff0000	#ff77ab
ECA1143	TS2	Tropical	21.3419	-157.8099	Hawaii	#66C2A5	21.3419	Admixed	gray80	#ff0000	#ff77ab
ECA1147	TS2	Tropical	21.34188	-157.8097	Hawaii	#66C2A5	21.34188	T	#F479FF	#ff0000	#ff77ab
ECA1149	TS2	Tropical	21.34293	-157.8239	Hawaii	#66C2A5	21.34293	Admixed	gray80	#ff0000	#ff77ab
ECA1160	TS2	Tropical	21.34286	-157.8231	Hawaii	#66C2A5	21.34286	T	#F479FF	#ff0000	#ff77ab
ECA1164	TS2	Tropical	21.34298	-157.8232	Hawaii	#66C2A5	21.34298	T	#F479FF	#ff0000	#ff77ab
ECA1174	TS2	Tropical	20.0403	-155.442	Hawaii	#66C2A5	20.0403	T	#F479FF	#ff0000	#ff77ab
ECA1411	TS2	Tropical	22.053192	-159.365224	Hawaii	#66C2A5	22.053192	T	#F479FF	#ff0000	#ff77ab
ECA1423	TS2	Tropical	22.034251	-159.379145	Hawaii	#66C2A5	22.034251	T	#F479FF	#ff0000	#ff77ab
ECA1429	TS2	Tropical	22.061725	-159.346309	Hawaii	#66C2A5	22.061725	T	#F479FF	#ff0000	#ff77ab
ECA1431	TS2	Tropical	22.063133	-159.347149	Hawaii	#66C2A5	22.063133	T	#F479FF	#ff0000	#ff77ab
ECA1437	TS2	Tropical	22.034472	-159.37943	Hawaii	#66C2A5	22.034472	T	#F479FF	#ff0000	#ff77ab
ECA1439	TS2	Tropical	22.061908	-159.34675	Hawaii	#66C2A5	22.061908	T	#F479FF	#ff0000	#ff77ab
ECA1471	TS2	Tropical	21.311842	-157.76172	Hawaii	#66C2A5	21.311842	Admixed	gray80	#ff0000	#ff77ab
ECA1489	TS2	Tropical	21.395558	-157.90104	Hawaii	#66C2A5	21.395558	Admixed	gray80	#ff0000	#ff77ab
ECA1507	TS2	Tropical	21.310911	-157.79492	Hawaii	#66C2A5	21.310911	T	#F479FF	#ff0000	#ff77ab
ECA1509	TS2	Tropical	21.3184	-157.81864	Hawaii	#66C2A5	21.3184	T	#F479FF	#ff0000	#ff77ab
ECA1517	TS2	Tropical	21.317117	-157.81976	Hawaii	#66C2A5	21.317117	T	#F479FF	#ff0000	#ff77ab
ECA1521	TS2	Tropical	21.318231	-157.81974	Hawaii	#66C2A5	21.318231	T	#F479FF	#ff0000	#ff77ab
ECA1555	TS2	Tropical	21.300119	-157.76264	Hawaii	#66C2A5	21.300119	Admixed	gray80	#ff0000	#ff77ab
ECA1563	TS2	Tropical	21.307381	-157.79664	Hawaii	#66C2A5	21.307381	T	#F479FF	#ff0000	#ff77ab
ECA1571	TS2	Tropical	21.392064	-157.90236	Hawaii	#66C2A5	21.392064	Admixed	gray80	#ff0000	#ff77ab
ECA1587	TS2	Tropical	21.308944	-157.7956	Hawaii	#66C2A5	21.308944	T	#F479FF	#ff0000	#ff77ab
ECA1609	TS2	Tropical	21.329439	-157.82219	Hawaii	#66C2A5	21.329439	T	#F479FF	#ff0000	#ff77ab
ECA161	TS2	Tropical	20.854584	-156.169313	Hawaii	#66C2A5	20.854584	T	#F479FF	#ff0000	#ff77ab
ECA1611	TS2	Tropical	21.317486	-157.81858	Hawaii	#66C2A5	21.317486	T	#F479FF	#ff0000	#ff77ab
ECA1615	TS2	Tropical	21.317486	-157.81858	Hawaii	#66C2A5	21.317486	T	#F479FF	#ff0000	#ff77ab
ECA162	TS2	Tropical	20.79915	-156.03812	Hawaii	#66C2A5	20.79915	Admixed	gray80	#ff0000	#ff77ab
ECA1621	TS2	Tropical	21.301669	-157.76258	Hawaii	#66C2A5	21.301669	Admixed	gray80	#ff0000	#ff77ab
ECA1637	TS2	Tropical	20.952098	-156.53317	Hawaii	#66C2A5	20.952098	Admixed	gray80	#ff0000	#ff77ab
ECA1657	TS2	Tropical	20.948692	-156.53654	Hawaii	#66C2A5	20.948692	T	#F479FF	#ff0000	#ff77ab
