discordance	sites	i	j
409816	5395709	BRC20320	ECA1517
410276	5400571	BRC20320	ECA1521
409905	5410733	BRC20320	ECA1555
88053	5404402	BRC20320	ECA1559
408901	5414725	BRC20320	ECA1563
410661	5414475	BRC20320	ECA1571
401304	5329582	BRC20320	ECA1587
138724	5359217	BRC20320	ECA1605
410013	5421740	BRC20320	ECA1609
405890	5367781	BRC20320	ECA161
406176	5379546	BRC20320	ECA1611
385724	5360881	BRC20320	ECA1615
406222	5366260	BRC20320	ECA162
405817	5362626	BRC20320	ECA1621
448300	5202867	BRC20320	ECA163
408496	5404315	BRC20320	ECA1637
406333	5396941	BRC20320	ECA1657
406137	5387272	BRC20320	ECA1701
409773	5404552	BRC20320	ECA175
409815	5414875	BRC20320	ECA176
410663	5403010	BRC20320	ECA177
402076	5320799	BRC20320	ECA180
403651	5321061	BRC20320	ECA182
410130	5410271	BRC20320	ECA183
408693	5382837	BRC20320	ECA185
407975	5379939	BRC20320	ECA186
409060	5404859	BRC20320	ECA2083
406714	5396140	BRC20320	ECA2093
409487	5417465	BRC20320	ECA2115
80738	5391156	BRC20320	ECA2299
409363	5425028	BRC20320	ECA2373
98509	5383360	BRC20320	ECA2385
410544	5424977	BRC20320	ECA2425
887673	5184061	BRC20320	ECA2617
885786	5166315	BRC20320	ECA2618
884350	5147978	BRC20320	ECA2621
410599	5402684	BRC20320	ECA2623
410514	5429562	BRC20320	ECA2625
406784	5380734	BRC20320	ECA2626
410342	5426607	BRC20320	ECA2636
409114	5400859	BRC20320	ECA2637
880438	5122922	BRC20320	ECA2639
403501	5339924	BRC20320	ECA2645
891113	5190349	BRC20320	ECA2647
411079	5425240	BRC20320	ECA2663
412062	5401839	BRC20320	ECA2664
880873	5104900	BRC20320	ECA2666
408550	5405048	BRC20320	ECA2667
881404	5130194	BRC20320	ECA2670
453657	5271352	BRC20320	ECA276
449509	5275888	BRC20320	ECA278
409047	5415430	BRC20320	ECA2808
96014	5389520	BRC20320	ECA287
364765	5398040	BRC20320	ECA288
409187	5389063	BRC20320	ECA2883
409122	5397270	BRC20320	ECA2890
407448	5377635	BRC20320	ECA2894
80012	5414610	BRC20320	ECA2936
411869	5428711	BRC20320	ECA2975
409960	5422963	BRC20320	ECA3091
410550	5411231	BRC20320	ECA343
409306	5388444	BRC20320	ECA346
82349	5410531	BRC20320	ECA3502
410744	5425780	BRC20320	ECA3503
411901	5422265	BRC20320	ECA3509
412383	5438149	BRC20320	ECA3708
406709	5395109	BRC20320	ECA371
412008	5426954	BRC20320	ECA3712
412484	5437070	BRC20320	ECA3713
412189	5423575	BRC20320	ECA3899
411517	5412302	BRC20320	ECA4382
412718	5428914	BRC20320	ECA4390
410316	5411362	BRC20320	ECA4394
410303	5388150	BRC20320	ECA4402
449034	5285647	BRC20320	ECA569
406462	5393597	BRC20320	ED3032
409333	5422110	BRC20320	ED3037
411073	5429218	BRC20320	ED3088
472985	5297814	BRC20320	ED3102
453436	5327339	BRC20320	EG4360
406542	5398049	BRC20320	EG5612
407408	5375932	BRC20320	EG5613
411373	5408586	BRC20320	EG6179
411997	5415726	BRC20320	EG6260
411568	5431024	BRC20320	EG6261
85381	5401158	BRC20320	EG6265
409296	5420396	BRC20320	EG6267
412716	5420184	BRC20320	EG6271
411740	5428890	BRC20320	EG6272
412891	5432836	BRC20320	EG6274
412423	5433905	BRC20320	EG6275
412459	5434061	BRC20320	EG6276
412812	5409776	BRC20320	EG6329
450127	5315381	BRC20320	GUN124
410143	5428322	BRC20320	GXW22
403030	5377452	BRC20320	GXW23
448804	5314001	BRC20320	HK104
462464	5298723	BRC20320	HPT11
410285	5397395	BRC20320	HPT16
456442	5290773	BRC20320	HPT18
410920	5404570	BRC20320	HPT19
411768	5392603	BRC20320	HPT2
411187	5429122	BRC20320	HPT21
459460	5304096	BRC20320	HPT24
412237	5411412	BRC20320	HPT34
409993	5401249	BRC20320	HPT37
411243	5399885	BRC20320	HPT4
411076	5410163	BRC20320	HPT42
411621	5408366	BRC20320	HPT52
410944	5417665	BRC20320	HPT53
409917	5403856	BRC20320	HPT54
411108	5423181	BRC20320	HPT55
411578	5418854	BRC20320	HPT59
411706	5419645	BRC20320	HPT60
410507	5340856	BRC20320	HPT62
412686	5406266	BRC20320	HPT63
411914	5402229	BRC20320	HPT7
411128	5397986	BRC20320	HPT8
411123	5390345	BRC20320	HPT9
451587	5329061	BRC20320	JU1085
409173	5395377	BRC20320	JU1337
407403	5378406	BRC20320	JU1338
871924	5209727	BRC20320	JU1341
403808	5332924	BRC20320	JU1346
409903	5412975	BRC20320	JU1347
867593	5210930	BRC20320	JU1348
403186	5324568	BRC20320	JU1375
406928	5363207	BRC20320	JU1377
410620	5412624	BRC20320	JU1378
409278	5413936	BRC20320	JU1392
412229	5415263	BRC20320	JU1399
403914	5389261	BRC20320	JU1424
410177	5402832	BRC20320	JU1435
447083	5282246	BRC20320	JU1564
410526	5419387	BRC20320	JU1637
405845	5349005	BRC20320	JU1638
415723	5404488	BRC20320	JU1794
412014	5410285	BRC20320	JU1795
407981	5392153	BRC20320	JU1799
410375	5394613	BRC20320	JU1802
407909	5403615	BRC20320	JU1814
405126	5375992	BRC20320	JU1884
409246	5386135	BRC20320	JU1885
404356	5341273	BRC20320	JU1907
409331	5406152	BRC20320	JU1908
410490	5405636	BRC20320	JU1909
409267	5397333	BRC20320	JU1913
411789	5422034	BRC20320	JU2053
409595	5402918	BRC20320	JU2054
410369	5406651	BRC20320	JU2056
413818	5360284	BRC20320	JU2057
399478	5190604	BRC20320	JU2160
410728	5336446	BRC20320	JU2162
407890	5388331	BRC20320	JU2214
96109	5376275	BRC20320	JU2216
377791	5240132	BRC20320	JU2457
411151	5320869	BRC20320	JU2470
409958	5381555	BRC20320	JU2472
403234	5327932	BRC20320	JU2507
410257	5374050	BRC20320	JU2518
444878	5255963	BRC20320	JU2536
412299	5401887	BRC20320	JU2618
406859	5381709	BRC20320	JU2799
412299	5416430	BRC20320	JU2836
401599	5353025	BRC20320	JU2849
410130	5417538	BRC20320	JU2861
409291	5411868	BRC20320	JU2868
449978	5308987	BRC20320	JU2872
411345	5411320	BRC20320	JU2910
493390	5289443	BRC20320	JU3168
411851	5422110	BRC20320	JU3171
871024	5195737	BRC20320	JU3199
866749	5185688	BRC20320	JU3200
868730	5178936	BRC20320	JU3201
868143	5188656	BRC20320	JU3202
866615	5167722	BRC20320	JU3203
867777	5172247	BRC20320	JU3206
408601	5368313	BRC20320	JU3207
415261	5348332	BRC20320	JU3237
407669	5393347	BRC20320	JU3281
406353	5401226	BRC20320	JU3319
409384	5418527	BRC20320	JU3321
432526	5307590	BRC20320	JU3326
409276	5417628	BRC20320	JU3327
451121	5347245	BRC20320	JU3416
226681	5007040	BRC20320	JU356
408670	5409948	BRC20320	JU4042
402337	5359458	BRC20320	JU4051
404453	5358609	BRC20320	JU4058
397004	5277190	BRC20320	JU4060
403170	5369135	BRC20320	JU4062
402045	5330858	BRC20320	JU4064
410142	5413967	BRC20320	JU4080
404740	5370906	BRC20320	JU4084
403951	5364748	BRC20320	JU4097
405121	5392179	BRC20320	JU725
409038	5408029	BRC20320	MY2716
411012	5425350	BRC20320	MY539
230779	5032045	BRC20320	MY681
408855	5366722	BRC20320	NIC1050
406461	5323034	BRC20320	NIC1052
405495	5298552	BRC20320	NIC1054
410032	5387252	BRC20320	NIC1055
412901	5380413	BRC20320	NIC1057
406217	5323712	BRC20320	NIC1058
410882	5360488	BRC20320	NIC1059
410467	5391020	BRC20320	NIC1060
411923	5400122	BRC20320	NIC1062
409118	5359196	BRC20320	NIC1069
407729	5392205	BRC20320	NIC1103
407094	5393682	BRC20320	NIC1104
403916	5324750	BRC20320	NIC1106
403658	5338021	BRC20320	NIC1117
404694	5372246	BRC20320	NIC1123
409198	5363403	BRC20320	NIC1124
404908	5284441	BRC20320	NIC1135
410726	5370002	BRC20320	NIC1138
410197	5365583	BRC20320	NIC1141
414086	5424246	BRC20320	NIC115
414348	5427140	BRC20320	NIC117
411359	5385823	BRC20320	NIC1183
413739	5422832	BRC20320	NIC119
408605	5366161	BRC20320	NIC1190
405605	5398790	BRC20320	NIC1202
403951	5373260	BRC20320	NIC1204
88737	5383201	BRC20320	NIC1205
406686	5396197	BRC20320	NIC1218
87649	5327464	BRC20320	NIC1220
399580	5304909	BRC20320	NIC1221
412671	5439738	BRC20320	NIC123
411977	5406609	BRC20320	NIC1267
411348	5399315	BRC20320	NIC1283
407010	5381969	BRC20320	NIC1288
411146	5412670	BRC20320	NIC1292
408930	5376025	BRC20320	NIC1302
408014	5365537	BRC20320	NIC1304
407774	5400320	BRC20320	NIC1308
410919	5395272	BRC20320	NIC1407
407544	5384306	BRC20320	NIC1421
412120	5413667	BRC20320	NIC1423
401328	5328098	BRC20320	NIC1442
405309	5380862	BRC20320	NIC1491
408640	5384406	BRC20320	NIC1525
411003	5417488	BRC20320	NIC1528
408544	5393608	BRC20320	NIC1529
409733	5400074	BRC20320	NIC1533
408979	5389929	BRC20320	NIC1535
65166	5390113	BRC20320	NIC1539
389678	5329183	BRC20320	NIC1540
81260	5377371	BRC20320	NIC1562
384457	5302818	BRC20320	NIC1589
89577	5389134	BRC20320	NIC1590
385943	5327835	BRC20320	NIC1591
385517	5313245	BRC20320	NIC1593
92944	5395479	BRC20320	NIC1595
88420	5386555	BRC20320	NIC1598
79692	5396070	BRC20320	NIC1602
376039	5307821	BRC20320	NIC1607
408913	5407273	BRC20320	NIC1628
72441	5406485	BRC20320	NIC1630
95866	5379213	BRC20320	NIC1631
446435	5249202	BRC20320	NIC1632
449002	5292720	BRC20320	NIC1633
451453	5319263	BRC20320	NIC1635
81850	5418625	BRC20320	NIC1645
89125	5237901	BRC20320	NIC1660
89815	5366193	BRC20320	NIC1661
94195	5354647	BRC20320	NIC1662
87415	5370206	BRC20320	NIC1663
387089	5318802	BRC20320	NIC1664
388009	5330003	BRC20320	NIC1665
88118	5392579	BRC20320	NIC1666
73092	5397141	BRC20320	NIC1667
93298	5383603	BRC20320	NIC1681
408747	5403966	BRC20320	NIC1688
93136	5396792	BRC20320	NIC1692
89836	5397757	BRC20320	NIC1693
403618	5351292	BRC20320	NIC17
452846	5333320	BRC20320	NIC174
414075	5423417	BRC20320	NIC187
413080	5420410	BRC20320	NIC188
385438	5315878	BRC20320	NIC19
413484	5428853	BRC20320	NIC191
386624	5314385	BRC20320	NIC20
382830	5263036	BRC20320	NIC21
387054	5339195	BRC20320	NIC22
406544	5377447	BRC20320	NIC2369
400553	5274820	BRC20320	NIC248
408512	5360756	BRC20320	NIC250
410221	5430535	BRC20320	NIC2527
402452	5334398	BRC20320	NIC309
408216	5401856	BRC20320	NIC325
411330	5394138	BRC20320	NIC327
410541	5362955	BRC20320	NIC329
410520	5397998	BRC20320	NIC330
410517	5366909	BRC20320	NIC331
407278	5359458	BRC20320	NIC332
410759	5386615	BRC20320	NIC333
409504	5413151	BRC20320	NIC343
410488	5415879	BRC20320	NIC392
408311	5360179	BRC20320	NIC400
394616	5179266	BRC20320	NIC402
408274	5395239	BRC20320	NIC419
88981	5404029	BRC20320	NIC504
90570	5348854	BRC20320	NIC505
53830	5320481	BRC20320	NIC518
47102	5415795	BRC20320	NIC519
406713	5341666	BRC20320	NIC532
409099	5392594	BRC20320	NIC541
409725	5419403	BRC20320	NIC549
409118	5402880	BRC20320	NIC552
407445	5385037	BRC20320	NIC555
404576	5338880	BRC20320	NIC574
412051	5423262	BRC20320	NIC578
409504	5397272	BRC20320	NIC583
412778	5421409	BRC20320	NIC590
403447	5328166	BRC20320	NIC593
410143	5418375	BRC20320	NIC60
411593	5425637	BRC20320	NIC61
406488	5369179	BRC20320	NIC62
405656	5397935	BRC20320	NIC67
406296	5336580	BRC20320	NIC758
411530	5421434	BRC20320	NIC777
90664	5343110	BRC20320	NIC779
407933	5385255	BRC20320	NIC790
407363	5384815	BRC20320	NIC791
405477	5364331	BRC20320	NIC792
411462	5425719	BRC20320	NIC793
402978	5314514	BRC20320	NIC795
410717	5420539	BRC20320	NIC796
410874	5421569	BRC20320	NIC802
410105	5417570	BRC20320	NIC803
97510	5392014	BRC20320	NIC805
407091	5371364	BRC20320	NIC811
90919	5318551	BRC20320	NIC814
95289	5404550	BRC20320	NIC815
390126	5343748	BRC20320	NIC816
367816	5202469	BRC20320	NIC819
409997	5409516	BRC20320	NIC821
83337	5366119	BRC20320	NIC822
94024	5392781	BRC20320	NIC824
388402	5345551	BRC20320	NIC825
388004	5293001	BRC20320	NIC827
387257	5349386	BRC20320	NIC828
93509	5395038	BRC20320	NIC863
95592	5373690	BRC20320	NIC864
90904	5385897	BRC20320	NIC865
403901	5342408	BRC20320	NIC871
404504	5351259	BRC20320	NIC883
93870	5384239	BRC20320	NIC889
417742	5260020	BRC20320	NIC893
91350	5400981	BRC20320	NIC897
443137	5216822	BRC20320	NIC899
411422	5407876	BRC20320	NIC901
394270	5216993	BRC20320	NIC911
407743	5411276	BRC20320	NIC96
408217	5388726	BRC20320	NIC984
405152	5369911	BRC20320	NIC985
422810	4973631	BRC20320	PB800
453442	5335938	BRC20320	PB857
410167	5428273	BRC20320	PE887
407725	5358262	BRC20320	QG1005
408614	5376778	BRC20320	QG1007
409073	5378648	BRC20320	QG1111
411059	5411633	BRC20320	QG1126
409355	5383422	BRC20320	QG1141
407664	5373982	BRC20320	QG1155
408784	5409264	BRC20320	QG130
405064	5354920	BRC20320	QG132
88018	5409145	BRC20320	QG133
412473	5394309	BRC20320	QG2641
411602	5401472	BRC20320	QG2648
412455	5395808	BRC20320	QG2659
412761	5403710	BRC20320	QG2663
413469	5390284	BRC20320	QG2665
406876	5367810	BRC20320	QG2683
410908	5377402	BRC20320	QG2736
408307	5399350	BRC20320	QG2814
411361	5420073	BRC20320	QG2820
407233	5381946	BRC20320	QG2848
408560	5365567	BRC20320	QG2880
409057	5403549	BRC20320	QG2881
405006	5348462	BRC20320	QG2883
407862	5358626	BRC20320	QG2884
889833	5176907	BRC20320	QG2891
409157	5359213	BRC20320	QG2892
893416	5201233	BRC20320	QG2893
405135	5345848	BRC20320	QG2895
409241	5385470	BRC20320	QG2902
408010	5354103	BRC20320	QG2903
405605	5349811	BRC20320	QG2906
887810	5179211	BRC20320	QG2908
408439	5400159	BRC20320	QG2910
889083	5169233	BRC20320	QG2919
409548	5357895	BRC20320	QG2923
408125	5361063	BRC20320	QG2925
409971	5393030	BRC20320	QG2964
405725	5387971	BRC20320	QG2966
410262	5400601	BRC20320	QG2969
406376	5339095	BRC20320	QG2972
410776	5400430	BRC20320	QG2996
410332	5380095	BRC20320	QG3004
411221	5393339	BRC20320	QG3006
411223	5392416	BRC20320	QG3019
411171	5383186	BRC20320	QG3025
410534	5374981	BRC20320	QG3030
408943	5390283	BRC20320	QG3032
411405	5383514	BRC20320	QG3034
406139	5379207	BRC20320	QG3041
409844	5405315	BRC20320	QG3053
406796	5405514	BRC20320	QG3056
409669	5379389	BRC20320	QG3057
410471	5394384	BRC20320	QG3058
406098	5343743	BRC20320	QG3527
450077	5328475	BRC20320	QG3661
406065	5359801	BRC20320	QG3783
406490	5314825	BRC20320	QG3801
397547	5265682	BRC20320	QG3815
405478	5352558	BRC20320	QG3816
412701	5393887	BRC20320	QG3823
408404	5405166	BRC20320	QG3825
404265	5326076	BRC20320	QG3826
410140	5396968	BRC20320	QG3837
409541	5388161	BRC20320	QG3851
401186	5307050	BRC20320	QG3861
409051	5353149	BRC20320	QG3867
408894	5408643	BRC20320	QG3874
410816	5416746	BRC20320	QG3875
409874	5389252	BRC20320	QG3876
410647	5417123	BRC20320	QG3878
409871	5414981	BRC20320	QG3920
408698	5400845	BRC20320	QG3921
411386	5418030	BRC20320	QG3923
410951	5409444	BRC20320	QG3924
411155	5413292	BRC20320	QG3925
411243	5414033	BRC20320	QG3926
411520	5409424	BRC20320	QG3927
407587	5389448	BRC20320	QG3931
406922	5405308	BRC20320	QG3932
406733	5378914	BRC20320	QG3933
877981	5114340	BRC20320	QG4026
885556	5174856	BRC20320	QG4028
887060	5185206	BRC20320	QG4031
892108	5187822	BRC20320	QG4063
888040	5164655	BRC20320	QG4064
892901	5202943	BRC20320	QG4067
892748	5202233	BRC20320	QG4068
411474	5419770	BRC20320	QG4070
886139	5170322	BRC20320	QG4093
887708	5154177	BRC20320	QG4094
889610	5165748	BRC20320	QG4095
892809	5191089	BRC20320	QG4096
889174	5165206	BRC20320	QG4097
887429	5159066	BRC20320	QG4104
886951	5156825	BRC20320	QG4114
891051	5184968	BRC20320	QG4131
892910	5198170	BRC20320	QG4132
886801	5182492	BRC20320	QG4208
893926	5207430	BRC20320	QG4214
890522	5172343	BRC20320	QG4225
888258	5173336	BRC20320	QG4232
886178	5155284	BRC20320	QG4233
408691	5401894	BRC20320	QG4647
413801	5411739	BRC20320	QG4648
413569	5414483	BRC20320	QG4683
412067	5399902	BRC20320	QG4701
415104	5410466	BRC20320	QG4706
413919	5423604	BRC20320	QG4718
411216	5428437	BRC20320	QG4742
411226	5381505	BRC20320	QG4805
409931	5417314	BRC20320	QG4847
413922	5409492	BRC20320	QG4966
414990	5413499	BRC20320	QG5348
411832	5393331	BRC20320	QG5406
449371	5285195	BRC20320	QG547
412321	5403433	BRC20320	QG5474
412625	5418534	BRC20320	QG5488
406913	5401694	BRC20320	QG550
413747	5411608	BRC20320	QG5507
413580	5408661	BRC20320	QG5525
411831	5407880	BRC20320	QG5589
409200	5398281	BRC20320	QG5603
413433	5397094	BRC20320	QG5611
414590	5406588	BRC20320	QG5612
412371	5417075	BRC20320	QG5633
451378	5304724	BRC20320	QG581
454654	5336821	BRC20320	QG588
409307	5404564	BRC20320	QG700
405712	5355301	BRC20320	QG727
407787	5364286	BRC20320	QG733
410848	5365774	BRC20320	QG736
409536	5379630	BRC20320	QG737
407568	5381415	BRC20320	QG739
405757	5356146	BRC20320	QG761
407368	5364356	BRC20320	QG763
406614	5360604	BRC20320	QG776
408734	5380159	BRC20320	QG781
410853	5382756	BRC20320	QG784
409374	5365770	BRC20320	QG786
407345	5360561	BRC20320	QG788
404758	5309300	BRC20320	QG790
411834	5371006	BRC20320	QG791
407111	5369269	BRC20320	QG795
409868	5368635	BRC20320	QG797
408247	5376675	BRC20320	QG802
409971	5362922	BRC20320	QG804
406530	5367598	BRC20320	QG806
407496	5345837	BRC20320	QG807
407507	5356734	BRC20320	QG808
412995	5385655	BRC20320	QG809
406972	5371042	BRC20320	QG825
404104	5318833	BRC20320	QG827
405578	5335321	BRC20320	QG828
403079	5312959	BRC20320	QG833
412139	5373118	BRC20320	QG855
406861	5361887	BRC20320	QG856
411697	5372581	BRC20320	QG858
399490	5271332	BRC20320	QG860
409995	5358795	BRC20320	QG864
408287	5385777	BRC20320	QG865
410709	5391498	BRC20320	QG866
405719	5351232	BRC20320	QG868
407927	5388510	BRC20320	QG874
403472	5288867	BRC20320	QG875
404428	5338748	BRC20320	QG878
407735	5378121	BRC20320	QG879
402794	5263911	BRC20320	QG880
405573	5357581	BRC20320	QG881
410677	5379284	BRC20320	QG887
410473	5367940	BRC20320	QG888
408017	5363013	BRC20320	QG926
407169	5373294	BRC20320	QG927
408438	5354051	BRC20320	QG933
407629	5371946	BRC20320	QG937
405607	5315277	BRC20320	QG945
409282	5368173	BRC20320	QG946
407573	5385034	BRC20320	QG947
405098	5350662	BRC20320	QG948
404566	5326685	BRC20320	QG952
410298	5377739	BRC20320	QG978
410039	5372635	BRC20320	QG980
410085	5391859	BRC20320	QG986
404098	5344561	BRC20320	QG991
411839	5393562	BRC20320	QG994
410067	5400832	BRC20320	QG995
407956	5376303	BRC20320	QG997
410902	5401345	BRC20320	QG998
444631	5317517	BRC20320	QR25
412654	5459383	BRC20320	QX1410
442470	5200964	BRC20320	QX1547
409215	5399090	BRC20320	QX1795
405130	5385595	BRC20320	QX1796
78578	5300664	BRC20320	QX1798
401585	5322986	BRC20320	QX1800
408848	5413470	BRC20320	QX1801
409217	5408652	BRC20320	QX1802
409066	5404689	BRC20320	QX1803
404187	5360594	BRC20320	QX1804
450479	5323400	BRC20320	SOW18
450339	5318946	BRC20320	SOW21
451468	5315328	BRC20320	SOW22
410367	5427058	BRC20320	TT3408
410257	5426813	BRC20320	TT3411
84488	5412581	BRC20320	TWN1772
390807	5328284	BRC20320	TWN1824
380046	5254241	BRC20320	TWN1899
65977	5417147	BRC20320	TWN1907
76967	5388281	BRC20320	TWN2919
91899	5338387	BRC20320	TWN3077
89276	5405075	BRC20320	UH1
409690	5373244	BRC20320	VSL2201
872620	5218925	BRC20320	VSL2207
870550	5213343	BRC20320	VSL2209
411038	5408871	BRC20320	VSL2210
410336	5415534	BRC20320	VSL2212
411338	5389364	BRC20320	VSL2213
411065	5388776	BRC20320	VSL2215
409864	5389966	BRC20320	VSL2216
410817	5372091	BRC20320	VSL2217
410254	5403223	BRC20320	VSL2219
405944	5370989	BRC20320	VT847
432071	5329206	BRC20320	VX34
408702	5416811	BRC20320	XZ1204
404606	5389833	BRC20320	XZ1205
404823	5395803	BRC20320	XZ1206
405018	5378465	BRC20320	XZ1207
409434	5415710	BRC20320	XZ1210
410766	5423325	BRC20320	XZ1212
410356	5414789	BRC20320	XZ1213
411068	5422325	BRC20320	XZ1731
411802	5425478	BRC20320	XZ1732
408756	5378148	BRC20320	ZZY0992
408521	5392014	BRC20320	ZZY1034
411052	5424759	BRC20320	ZZY1075
405767	5358282	BRC20320	ZZY1123
411151	5424706	BRC20320	ZZY1130
410040	5425480	BRC20320	ZZY405
386756	5233060	BRC20324	BRC20331
388172	5277393	BRC20324	BRC20333
389074	5259141	BRC20324	BRC20334
386750	5271760	BRC20324	BRC20339
391300	5263671	BRC20324	BRC20341
258635	5305730	BRC20324	BRC20343
387548	5255542	BRC20324	BRC20346
225065	5323195	BRC20324	BRC20347
390129	5291559	BRC20324	BRC20348
282816	5312006	BRC20324	BRC20353
285499	5315337	BRC20324	BRC20360
287621	5341652	BRC20324	BRC20361
282697	5344286	BRC20324	BRC20362
391100	5252116	BRC20324	BRC20366
389868	5300892	BRC20324	BRC20367
244063	5404691	BRC20324	BRC20369
390932	5292706	BRC20324	BRC20370
425228	5213444	BRC20324	BRC20388
390786	5304557	BRC20324	BRC20390
241051	5372847	BRC20324	BRC20401
385013	5229240	BRC20324	BRC20463
388391	5219305	BRC20324	BRC20492
386500	5249439	BRC20324	BRC20499
388962	5269634	BRC20324	BRC20501
418744	5154619	BRC20324	BRC20502
419623	5213591	BRC20324	BRC20503
386299	5217710	BRC20324	BRC20519
390307	5251011	BRC20324	BRC20520
255954	5307843	BRC20324	BRC20522
255215	5306440	BRC20324	BRC20524
381805	5205018	BRC20324	BRC20529
221115	5279704	BRC20324	BRC20530
221160	5253795	BRC20324	BRC20531
388716	5257310	BRC20324	BRC20532
385554	5245552	BRC20324	BRC20533
385023	5242063	BRC20324	BRC20534
385056	5196899	BRC20324	BRC20535
383852	5242196	BRC20324	BRC20536
386274	5252407	BRC20324	BRC20537
385512	5268087	BRC20324	BRC20541
389494	5296100	BRC20324	BRC20543
385794	5243211	BRC20324	BRC20544
386265	5258703	BRC20324	BRC20545
250808	5393225	BRC20324	BRC20556
386294	5246741	BRC20324	BRC20557
249162	5370263	BRC20324	BRC20565
259158	5375745	BRC20324	BRC20571
230815	5396950	BRC20324	BRC20574
423031	5211786	BRC20324	BW287
255916	5360986	BRC20324	DF5100
257372	5374478	BRC20324	ECA1129
255905	5376552	BRC20324	ECA1143
136861	5017452	BRC20324	ECA1146
240083	5274126	BRC20324	ECA1147
269541	5386344	BRC20324	ECA1149
271158	5374720	BRC20324	ECA1160
248441	5370893	BRC20324	ECA1164
292360	5097593	BRC20324	ECA1170
269206	5379922	BRC20324	ECA1174
389163	5290885	BRC20324	ECA1383
259666	5382181	BRC20324	ECA1411
261124	5381766	BRC20324	ECA1423
253992	5382207	BRC20324	ECA1429
259813	5384213	BRC20324	ECA1431
250162	5392472	BRC20324	ECA1437
256063	5264774	BRC20324	ECA1439
207179	5116445	BRC20324	ECA1443
262954	5363275	BRC20324	ECA1471
261205	5381024	BRC20324	ECA1489
171318	5094941	BRC20324	ECA1503
257195	5368005	BRC20324	ECA1507
262167	5381736	BRC20324	ECA1509
258801	5376269	BRC20324	ECA1517
258937	5378029	BRC20324	ECA1521
254276	5390012	BRC20324	ECA1555
390105	5292015	BRC20324	ECA1559
256335	5396151	BRC20324	ECA1563
264150	5394414	BRC20324	ECA1571
258915	5310060	BRC20324	ECA1587
355077	5262540	BRC20324	ECA1605
265756	5396795	BRC20324	ECA1609
262451	5344169	BRC20324	ECA161
253808	5361521	BRC20324	ECA1611
