AF16	0.000010	0.000010	0.000010	0.000010	0.000010	0.999760	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20069	0.000010	0.000010	0.000010	0.828915	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.170855	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20073	0.000010	0.000010	0.000010	0.356790	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.642980	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20075	0.999759	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000011	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20077	0.000010	0.000010	0.000010	0.557509	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.416706	0.000010	0.000010	0.000010	0.000010	0.025565	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20081	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.065405	0.000010	0.000010	0.000010	0.000010	0.000010	0.323157	0.000010	0.000010	0.611218	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20085	0.000010	0.000010	0.000010	0.208556	0.000010	0.000010	0.000010	0.000010	0.000010	0.044678	0.000010	0.060247	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.686309	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20088	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.042568	0.000010	0.000010	0.957202	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20089	0.000010	0.000010	0.000010	0.849523	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.150247	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20090	0.000010	0.000010	0.000010	0.868719	0.000010	0.000010	0.000010	0.000010	0.000010	0.023088	0.000010	0.007141	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.100841	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20092	0.000010	0.000010	0.000010	0.090986	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.908784	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20093	0.000010	0.000010	0.000010	0.999760	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20094	0.000010	0.000010	0.000010	0.103258	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.896512	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20095	0.000010	0.000010	0.000010	0.352662	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.647108	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
BRC20096	0.000010	0.000010	0.000010	0.999760	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_25_1230
