AF16	0.000010	0.000011	0.999959	0.000010	0.000010	LD_0.9_5_1230
BRC20069	0.000010	0.000010	0.999960	0.000010	0.000010	LD_0.9_5_1230
BRC20073	0.000010	0.000010	0.999960	0.000010	0.000010	LD_0.9_5_1230
BRC20075	0.000010	0.000011	0.000010	0.000010	0.999959	LD_0.9_5_1230
BRC20077	0.000015	0.000012	0.999953	0.000010	0.000010	LD_0.9_5_1230
BRC20081	0.000014	0.999956	0.000010	0.000010	0.000010	LD_0.9_5_1230
BRC20085	0.000010	0.000010	0.688911	0.311059	0.000010	LD_0.9_5_1230
BRC20088	0.000010	0.999959	0.000011	0.000010	0.000010	LD_0.9_5_1230
BRC20089	0.000010	0.000010	0.999960	0.000010	0.000010	LD_0.9_5_1230
BRC20090	0.000010	0.000010	0.945725	0.054245	0.000010	LD_0.9_5_1230
BRC20092	0.000010	0.000010	0.667703	0.332266	0.000010	LD_0.9_5_1230
BRC20093	0.000010	0.000010	0.999955	0.000014	0.000010	LD_0.9_5_1230
BRC20094	0.000010	0.000010	0.683819	0.316151	0.000010	LD_0.9_5_1230
BRC20095	0.000010	0.000010	0.999960	0.000010	0.000010	LD_0.9_5_1230
BRC20096	0.000010	0.000010	0.999960	0.000010	0.000010	LD_0.9_5_1230
BRC20098	0.000015	0.000010	0.999955	0.000010	0.000010	LD_0.9_5_1230
BRC20099	0.000018	0.000010	0.999952	0.000010	0.000010	LD_0.9_5_1230
BRC20100	0.000010	0.000017	0.999953	0.000010	0.000010	LD_0.9_5_1230
BRC20102	0.000015	0.000010	0.999955	0.000010	0.000010	LD_0.9_5_1230
BRC20103	0.000015	0.000017	0.999948	0.000010	0.000010	LD_0.9_5_1230
BRC20105	0.000010	0.000010	0.585442	0.414528	0.000010	LD_0.9_5_1230
BRC20107	0.000010	0.000010	0.604816	0.395154	0.000010	LD_0.9_5_1230
BRC20115	0.000010	0.149838	0.025959	0.000010	0.824183	LD_0.9_5_1230
BRC20119	0.000010	0.000012	0.240363	0.759605	0.000010	LD_0.9_5_1230
BRC20228	0.000015	0.000010	0.999955	0.000010	0.000010	LD_0.9_5_1230
BRC20229	0.000010	0.000010	0.000013	0.000010	0.999957	LD_0.9_5_1230
BRC20230	0.000010	0.999959	0.000011	0.000011	0.000010	LD_0.9_5_1230
BRC20232	0.000010	0.000013	0.000010	0.000010	0.999957	LD_0.9_5_1230
BRC20238	0.000010	0.999959	0.000011	0.000010	0.000010	LD_0.9_5_1230
BRC20239	0.000010	0.000011	0.000012	0.000010	0.999957	LD_0.9_5_1230
BRC20241	0.000016	0.000010	0.918098	0.081866	0.000010	LD_0.9_5_1230
BRC20242	0.000010	0.000010	0.999960	0.000010	0.000010	LD_0.9_5_1230
BRC20244	0.000010	0.999957	0.000013	0.000010	0.000010	LD_0.9_5_1230
BRC20246	0.000010	0.999960	0.000010	0.000010	0.000010	LD_0.9_5_1230
BRC20257	0.000010	0.000010	0.000972	0.998998	0.000010	LD_0.9_5_1230
BRC20260	0.000016	0.000010	0.999954	0.000010	0.000010	LD_0.9_5_1230
BRC20270	0.000010	0.999959	0.000011	0.000010	0.000010	LD_0.9_5_1230
BRC20272	0.000010	0.999959	0.000011	0.000010	0.000010	LD_0.9_5_1230
BRC20289	0.000010	0.999950	0.000010	0.000020	0.000010	LD_0.9_5_1230
BRC20290	0.000010	0.999953	0.000010	0.000017	0.000010	LD_0.9_5_1230
