"","samples","cluster","frac_cluster","max_frac","lat","long","geo","Lineage"
"1","EG6179","A",1e-05,0.336854,-17.53,-149.83,"Pacific","Tropical"
"2","QG3801","A",1e-05,0.337595,10.43082,-84.01138,"Central America","Tropical"
"3","NIC541","A",1e-05,0.369972,15.21123,-61.36602,"Caribbean","Tropical"
"4","JU2836","A",1e-05,0.381876,20.66143,-105.253201,"Central America","Tropical"
"5","NIC1069","A",1e-05,0.385002,20.67859,-88.56941,"Central America","Tropical"
"6","NIC777","A",1e-05,0.395267,15.5868,-61.47083,"Caribbean","Tropical"
"7","JU2214","A",1e-05,0.40156,-6.462863,-76.335715,"South America","Tropical"
"8","JU1794","A",1e-05,0.403509,-16.8,-151.5,"Pacific","Tropical"
"9","ECA2425","A",1e-05,0.408911,20.038736,-155.44001,"Hawaii","Tropical"
"10","QG880","A",1e-05,0.412283,9.15445,-79.83205,"Central America","Tropical"
"11","JU1913","A",1e-05,0.414059,-20.37,148.85,"Australia","Tropical"
"12","QG1005","A",1e-05,0.415633,9.170573,-79.84316,"Central America","Tropical"
"13","DF5100","A",1e-05,0.420198,-23.8,31.4,"Africa","Tropical"
"14","QG3019","A",1e-05,0.421239,9.163116667,-79.8372,"Central America","Tropical"
"15","BRC20085","A",1e-05,0.421269,24.794443,121.364029,"Taiwan","Tropical"
"16","QG736","A",1e-05,0.424485,9.155514,-79.848903,"Central America","Tropical"
"17","QG4070","A",1e-05,0.434891,-21.1176781,148.5160414,"Australia","Tropical"
"18","QG3932","A",1e-05,0.43649,13.225206,-59.588132,"Caribbean","Tropical"
"19","QG3921","A",1e-05,0.436588,13.225206,-59.588132,"Caribbean","Tropical"
"20","NIC985","A",1e-05,0.437748,4.03726,-52.67243,"South America","Tropical"
"21","JU1814","A",1e-05,0.441123,4.9459,-52.316883,"South America","Tropical"
"22","QG3920","A",1e-05,0.448382,13.225206,-59.588132,"Caribbean","Tropical"
"23","ED3088","A",1e-05,0.460496,-26.166667,28.016667,"Africa","Tropical"
"24","NIC1421","A",1e-05,0.464516,4.86785497516393,-52.3451459873467,"South America","Tropical"
"25","EG6329","A",1e-05,0.46567,18.3,-65.8,"Caribbean","Tropical"
"26","QG3925","A",1e-05,0.468454,13.233538,-59.587865,"Caribbean","Tropical"
"27","JU2861","A",1e-05,0.469213,52.1944,0.1264,"Europe","Tropical"
"28","XZ1204","A",1e-05,0.470953,-23.571,-46.647,"South America","Tropical"
"29","JU2799","A",1e-05,0.470985,51.5378,9.9359,"Europe","Tropical"
"30","HPT37","A",1e-05,0.474408,-5.256498,119.864142,"Pacific","Tropical"
"31","QG3926","A",1e-05,0.476813,13.233413,-59.587901,"Caribbean","Tropical"
"32","ECA2373","A",1e-05,0.483675,20.837072,-156.28088,"Hawaii","Tropical"
"33","QG808","A",1e-05,0.486979,9.1491,-79.856143,"Central America","Tropical"
"34","GXW22","A",1e-05,0.488406,23.15,113.35,"Asia","Tropical"
"35","NIC590","A",1e-05,0.493606,15.40585,-61.34613,"Caribbean","Tropical"
"36","JU2457","A",1e-05,0.494315,-12.801653,-69.289488,"South America","Temperate"
"37","NIC62","A",1e-05,0.494772,5.07358,-52.69523,"South America","Tropical"
"38","XZ1212","A",1e-05,0.496504,-23.571,-46.647,"South America","Tropical"
"39","NIC1106","A",1e-05,0.502396,3.45893,-76.531944,"South America","Tropical"
"40","QG881","A",1e-05,0.502851,9.144607067,-79.8263148,"Central America","Tropical"
"41","QG2883","A",1e-05,0.503371,-16.9001167,145.7495833,"Australia","Tropical"
"42","QG3032","A",1e-05,0.506546,9.163366667,-79.8447333,"Central America","Tropical"
"43","VSL2219","A",1e-05,0.506955,NA,NA,"Asia","Tropical"
"44","JU1795","A",1e-05,0.512413,-16.8,-151.5,"Pacific","Tropical"
"45","QG5612","A",1e-05,0.513561,6.9578,158.2086,"Pacific","Tropical"
"46","NIC911","A",1e-05,0.514028,4.03721,-52.67052,"South America","Tropical"
"47","QG4701","A",1e-05,0.516623,6.9195,158.2712,"Pacific","Tropical"
"48","QG855","A",1e-05,0.518678,9.152583,-79.852998,"Central America","Tropical"
"49","QG2659","A",1e-05,0.519675,9.153933333,-79.83166667,"Central America","Tropical"
"50","ECA162","A",1e-05,0.520398,20.79915,-156.03812,"Hawaii","Tropical"
"51","QX1795","A",1e-05,0.521035,20.9818,-156.5463,"Hawaii","Tropical"
"52","HPT19","A",1e-05,0.524182,-7.8235187,112.5881514,"Pacific","Tropical"
"53","NIC758","A",1e-05,0.524914,15.35802,-61.3537,"Caribbean","Tropical"
"54","NIC1218","A",1e-05,0.525308,25.95224,119.9771,"Asia","Tropical"
"55","ECA1423","A",1e-05,0.52822,22.034251,-159.379145,"Hawaii","Tropical"
