AF16	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999850	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_16_1230
BRC20069	0.000010	0.000010	0.000010	0.000010	0.040475	0.000010	0.000010	0.959385	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_16_1230
BRC20073	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.036012	0.963843	0.000010	0.000015	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_16_1230
BRC20075	0.000010	0.000010	0.999850	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_16_1230
BRC20077	0.000010	0.000010	0.000010	0.000010	0.060349	0.000010	0.000010	0.939511	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_16_1230
BRC20081	0.000010	0.000015	0.000010	0.076667	0.000010	0.000010	0.000011	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.923187	0.000010	LD_0.9_16_1230
BRC20085	0.000010	0.000010	0.000010	0.000010	0.308456	0.000010	0.000603	0.317989	0.000010	0.372832	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_16_1230
BRC20088	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999850	0.000010	LD_0.9_16_1230
BRC20089	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999850	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_16_1230
BRC20090	0.000010	0.000010	0.000010	0.000010	0.069594	0.000010	0.000010	0.924870	0.000010	0.005406	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_16_1230
BRC20092	0.000010	0.000010	0.000010	0.000010	0.112254	0.000010	0.000010	0.232734	0.048329	0.606562	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_16_1230
BRC20093	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999848	0.000010	0.000011	0.000011	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_16_1230
BRC20094	0.000010	0.000010	0.000010	0.000010	0.122426	0.000010	0.000010	0.227840	0.049403	0.600210	0.000010	0.000010	0.000010	0.000010	0.000011	0.000010	LD_0.9_16_1230
BRC20095	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.038881	0.960979	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_16_1230
BRC20096	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999850	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_16_1230
