AF16	0.999870	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20069	0.931502	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.068378	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20073	0.999861	0.000010	0.000019	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20075	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999870	0.000010	0.000010	LD_0.9_14_1230
BRC20077	0.897364	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.102515	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20081	0.000010	0.000010	0.000010	0.000010	0.000010	0.084701	0.000010	0.000010	0.000010	0.915179	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20085	0.528354	0.106253	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.362313	0.000010	0.000010	0.000010	0.000010	0.002980	LD_0.9_14_1230
BRC20088	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000019	0.000010	0.000010	0.999861	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20089	0.999870	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20090	0.931033	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.068846	0.000011	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20092	0.497777	0.173922	0.000010	0.000013	0.000010	0.000010	0.000010	0.000010	0.328187	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20093	0.999870	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20094	0.479711	0.189231	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.330948	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20095	0.999870	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20096	0.999870	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20098	0.999870	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20099	0.983106	0.000010	0.000010	0.000010	0.016774	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20100	0.999858	0.000010	0.000016	0.000010	0.000010	0.000010	0.000010	0.000010	0.000016	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20102	0.999859	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000013	0.000010	0.000018	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20103	0.999868	0.000010	0.000012	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20105	0.457592	0.144272	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.398026	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20107	0.452647	0.161157	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.366464	0.000010	0.000010	0.000010	0.000010	0.019631	LD_0.9_14_1230
BRC20115	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999870	0.000010	LD_0.9_14_1230
BRC20119	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999870	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20228	0.999870	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20229	0.000011	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999869	0.000010	0.000010	LD_0.9_14_1230
BRC20230	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000013	0.000010	0.000010	0.999866	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20232	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999870	0.000010	0.000010	LD_0.9_14_1230
BRC20238	0.000018	0.000011	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999857	0.000010	0.000014	0.000010	0.000010	LD_0.9_14_1230
BRC20239	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999870	0.000010	0.000010	LD_0.9_14_1230
BRC20241	0.890593	0.000010	0.000011	0.000010	0.000010	0.000010	0.000010	0.109285	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20242	0.999870	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20244	0.000010	0.000012	0.000010	0.000010	0.000010	0.000010	0.000016	0.000010	0.000010	0.999861	0.000010	0.000011	0.000010	0.000010	LD_0.9_14_1230
BRC20246	0.000010	0.000016	0.000013	0.000013	0.000010	0.000010	0.000010	0.000010	0.000010	0.999853	0.000010	0.000015	0.000010	0.000010	LD_0.9_14_1230
BRC20257	0.000011	0.000010	0.033815	0.000010	0.000010	0.000014	0.000010	0.733141	0.232925	0.000014	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20260	0.999870	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20270	0.000010	0.000010	0.000015	0.000010	0.000010	0.999865	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
BRC20272	0.000010	0.000010	0.000010	0.000010	0.000010	0.999870	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_14_1230
