"","samples","cluster","frac_cluster","max_frac","lat","long","geo","Lineage"
"1","NIC541","A",1e-05,0.351073,15.21123,-61.36602,"Caribbean","Tropical"
"2","JU2618","A",1e-05,0.391535,18.72,-87.71,"Central America","Tropical"
"3","BRC20107","A",1.2e-05,0.402754,26.478,127.836,"Pacific","Tropical"
"4","BRC20105","A",1e-05,0.409783,26.478,127.836,"Pacific","Tropical"
"5","NIC985","A",1e-05,0.415434,4.03726,-52.67243,"South America","Tropical"
"6","JU1913","A",1e-05,0.427509,-20.37,148.85,"Australia","Tropical"
"7","JU1337","A",1e-05,0.433293,8.32,77.075,"Asia","Tropical"
"8","QG550","A",1e-05,0.436525,26.4758,127.834,"Pacific","Tropical"
"9","BRC20094","A",1e-05,0.439238,25.015958,121.541761,"Taiwan","Tropical"
"10","NIC1106","A",1e-05,0.440324,3.45893,-76.531944,"South America","Tropical"
"11","BRC20092","A",1e-05,0.441011,25.016437,121.540237,"Taiwan","Tropical"
"12","PE887","A",1e-05,0.455231,57.131806,-2.10514,"Europe","Tropical"
"13","VSL2219","A",1e-05,0.457981,NA,NA,"Asia","Tropical"
"14","BRC20085","A",1e-05,0.461321,24.794443,121.364029,"Taiwan","Tropical"
"15","JU2799","A",1e-05,0.462642,51.5378,9.9359,"Europe","Tropical"
"16","NIC821","A",1.1e-05,0.46885,23.60283,120.88416,"Taiwan","Tropical"
"17","NIC1104","A",1.1e-05,0.469954,3.638367,-76.198343,"South America","Tropical"
"18","HPT37","A",1e-05,0.471677,-5.256498,119.864142,"Pacific","Tropical"
"19","JU3171","A",1e-05,0.47486,0.289,6.612,"Africa","Tropical"
"20","QG1005","A",1e-05,0.478377,9.170573,-79.84316,"Central America","Tropical"
"21","XZ1204","A",1e-05,0.48647,-23.571,-46.647,"South America","Tropical"
"22","JU1908","A",1e-05,0.487995,-17.495,145.612,"Australia","Tropical"
"23","JU2457","A",1e-05,0.495641,-12.801653,-69.289488,"South America","Temperate"
"24","NIC590","A",1e-05,0.49946,15.40585,-61.34613,"Caribbean","Tropical"
"25","VSL2212","A",1e-05,0.502645,12.3829,75.9013,"Asia","Tropical"
"26","QG2659","A",1e-05,0.506927,9.153933333,-79.83166667,"Central America","Tropical"
"27","EG6179","A",1e-05,0.507556,-17.53,-149.83,"Pacific","Tropical"
"28","NIC62","A",1e-05,0.508344,5.07358,-52.69523,"South America","Tropical"
"29","NIC758","A",1e-05,0.50878,15.35802,-61.3537,"Caribbean","Tropical"
"30","VSL2210","A",1e-05,0.50902,12.36923,75.90115,"Asia","Tropical"
"31","QG3932","A",1e-05,0.509458,13.225206,-59.588132,"Caribbean","Tropical"
"32","BRC20369","A",1e-05,0.509683,23.7132,120.7855556,"Taiwan","Tropical"
"33","QG2820","A",1e-05,0.510135,-27.4726528,152.9897861,"Australia","Tropical"
"34","EG6329","A",1e-05,0.510641,18.3,-65.8,"Caribbean","Tropical"
"35","QG2910","A",1e-05,0.515445,-17.2643833,145.4884833,"Australia","Tropical"
"36","ECA346","A",1e-05,0.519523,26.461525,-82.0554972,"North America","Tropical"
"37","BRC20100","A",1e-05,0.523456,24.70731,121.738054,"Taiwan","Tropical"
