"","samples","cluster","frac_cluster","max_frac","lat","long","geo"
"901","BRC20294","U",0.819228,0.819228,24.993796,121.53514,"Taiwan"
"902","BRC20294","V",1e-05,0.819228,24.993796,121.53514,"Taiwan"
"903","BRC20308","A",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"904","BRC20308","B",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"905","BRC20308","C",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"906","BRC20308","D",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"907","BRC20308","E",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"908","BRC20308","F",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"909","BRC20308","G",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"910","BRC20308","H",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"911","BRC20308","I",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"912","BRC20308","J",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"913","BRC20308","K",0.99979,0.99979,24.70210833,121.73775,"Taiwan"
"914","BRC20308","L",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"915","BRC20308","M",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"916","BRC20308","N",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"917","BRC20308","O",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"918","BRC20308","P",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"919","BRC20308","Q",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"920","BRC20308","R",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"921","BRC20308","S",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"922","BRC20308","T",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"923","BRC20308","U",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"924","BRC20308","V",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"925","BRC20309","A",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"926","BRC20309","B",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"927","BRC20309","C",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"928","BRC20309","D",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"929","BRC20309","E",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"930","BRC20309","F",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"931","BRC20309","G",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"932","BRC20309","H",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"933","BRC20309","I",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"934","BRC20309","J",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"935","BRC20309","K",0.99979,0.99979,24.70210833,121.73775,"Taiwan"
"936","BRC20309","L",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"937","BRC20309","M",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"938","BRC20309","N",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"939","BRC20309","O",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"940","BRC20309","P",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"941","BRC20309","Q",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"942","BRC20309","R",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"943","BRC20309","S",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"944","BRC20309","T",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"945","BRC20309","U",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"946","BRC20309","V",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"947","BRC20311","A",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"948","BRC20311","B",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"949","BRC20311","C",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"950","BRC20311","D",0.11913,0.88067,24.70210833,121.73775,"Taiwan"
"951","BRC20311","E",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"952","BRC20311","F",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"953","BRC20311","G",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"954","BRC20311","H",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"955","BRC20311","I",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"956","BRC20311","J",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"957","BRC20311","K",0.88067,0.88067,24.70210833,121.73775,"Taiwan"
"958","BRC20311","L",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"959","BRC20311","M",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"960","BRC20311","N",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"961","BRC20311","O",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"962","BRC20311","P",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"963","BRC20311","Q",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"964","BRC20311","R",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"965","BRC20311","S",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"966","BRC20311","T",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"967","BRC20311","U",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"968","BRC20311","V",1e-05,0.88067,24.70210833,121.73775,"Taiwan"
"969","BRC20312","A",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"970","BRC20312","B",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"971","BRC20312","C",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"972","BRC20312","D",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"973","BRC20312","E",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"974","BRC20312","F",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"975","BRC20312","G",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"976","BRC20312","H",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"977","BRC20312","I",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"978","BRC20312","J",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"979","BRC20312","K",0.99979,0.99979,24.70210833,121.73775,"Taiwan"
"980","BRC20312","L",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"981","BRC20312","M",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"982","BRC20312","N",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"983","BRC20312","O",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"984","BRC20312","P",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"985","BRC20312","Q",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"986","BRC20312","R",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"987","BRC20312","S",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"988","BRC20312","T",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"989","BRC20312","U",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"990","BRC20312","V",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"991","BRC20315","A",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"992","BRC20315","B",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"993","BRC20315","C",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"994","BRC20315","D",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"995","BRC20315","E",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"996","BRC20315","F",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"997","BRC20315","G",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"998","BRC20315","H",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"999","BRC20315","I",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"1000","BRC20315","J",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"1001","BRC20315","K",0.99979,0.99979,24.70210833,121.73775,"Taiwan"
"1002","BRC20315","L",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"1003","BRC20315","M",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"1004","BRC20315","N",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"1005","BRC20315","O",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"1006","BRC20315","P",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"1007","BRC20315","Q",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"1008","BRC20315","R",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"1009","BRC20315","S",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"1010","BRC20315","T",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"1011","BRC20315","U",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"1012","BRC20315","V",1e-05,0.99979,24.70210833,121.73775,"Taiwan"
"1013","BRC20320","A",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1014","BRC20320","B",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1015","BRC20320","C",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1016","BRC20320","D",0.112245,0.887555,24.84201944,121.9516639,"Taiwan"
"1017","BRC20320","E",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1018","BRC20320","F",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1019","BRC20320","G",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1020","BRC20320","H",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1021","BRC20320","I",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1022","BRC20320","J",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1023","BRC20320","K",0.887555,0.887555,24.84201944,121.9516639,"Taiwan"
"1024","BRC20320","L",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1025","BRC20320","M",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1026","BRC20320","N",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1027","BRC20320","O",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1028","BRC20320","P",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1029","BRC20320","Q",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1030","BRC20320","R",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1031","BRC20320","S",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1032","BRC20320","T",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1033","BRC20320","U",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1034","BRC20320","V",1e-05,0.887555,24.84201944,121.9516639,"Taiwan"
"1035","BRC20324","A",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1036","BRC20324","B",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1037","BRC20324","C",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1038","BRC20324","D",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1039","BRC20324","E",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1040","BRC20324","F",0.643832,0.643832,24.03965278,121.155,"Taiwan"
"1041","BRC20324","G",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1042","BRC20324","H",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1043","BRC20324","I",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1044","BRC20324","J",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1045","BRC20324","K",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1046","BRC20324","L",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1047","BRC20324","M",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1048","BRC20324","N",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1049","BRC20324","O",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1050","BRC20324","P",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1051","BRC20324","Q",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1052","BRC20324","R",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1053","BRC20324","S",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1054","BRC20324","T",1e-05,0.643832,24.03965278,121.155,"Taiwan"
"1055","BRC20324","U",0.152146,0.643832,24.03965278,121.155,"Taiwan"
"1056","BRC20324","V",0.203832,0.643832,24.03965278,121.155,"Taiwan"
"1057","BRC20331","A",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1058","BRC20331","B",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1059","BRC20331","C",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1060","BRC20331","D",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1061","BRC20331","E",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1062","BRC20331","F",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1063","BRC20331","G",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1064","BRC20331","H",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1065","BRC20331","I",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1066","BRC20331","J",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1067","BRC20331","K",0.99979,0.99979,25.01947778,121.9432,"Taiwan"
"1068","BRC20331","L",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1069","BRC20331","M",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1070","BRC20331","N",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1071","BRC20331","O",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1072","BRC20331","P",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1073","BRC20331","Q",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1074","BRC20331","R",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1075","BRC20331","S",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1076","BRC20331","T",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1077","BRC20331","U",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1078","BRC20331","V",1e-05,0.99979,25.01947778,121.9432,"Taiwan"
"1079","BRC20333","A",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1080","BRC20333","B",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1081","BRC20333","C",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1082","BRC20333","D",0.841699,0.841699,24.602334,121.510549,"Taiwan"
"1083","BRC20333","E",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1084","BRC20333","F",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1085","BRC20333","G",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1086","BRC20333","H",0.126691,0.841699,24.602334,121.510549,"Taiwan"
"1087","BRC20333","I",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1088","BRC20333","J",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1089","BRC20333","K",0.03142,0.841699,24.602334,121.510549,"Taiwan"
"1090","BRC20333","L",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1091","BRC20333","M",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1092","BRC20333","N",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1093","BRC20333","O",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1094","BRC20333","P",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1095","BRC20333","Q",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1096","BRC20333","R",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1097","BRC20333","S",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1098","BRC20333","T",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1099","BRC20333","U",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1100","BRC20333","V",1e-05,0.841699,24.602334,121.510549,"Taiwan"
"1101","BRC20334","A",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1102","BRC20334","B",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1103","BRC20334","C",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1104","BRC20334","D",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1105","BRC20334","E",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1106","BRC20334","F",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1107","BRC20334","G",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1108","BRC20334","H",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1109","BRC20334","I",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1110","BRC20334","J",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1111","BRC20334","K",0.99979,0.99979,24.70731,121.738054,"Taiwan"
"1112","BRC20334","L",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1113","BRC20334","M",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1114","BRC20334","N",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1115","BRC20334","O",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1116","BRC20334","P",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1117","BRC20334","Q",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1118","BRC20334","R",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1119","BRC20334","S",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1120","BRC20334","T",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1121","BRC20334","U",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1122","BRC20334","V",1e-05,0.99979,24.70731,121.738054,"Taiwan"
"1123","BRC20339","A",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1124","BRC20339","B",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1125","BRC20339","C",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1126","BRC20339","D",0.30338,0.69642,24.951309,121.630089,"Taiwan"
"1127","BRC20339","E",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1128","BRC20339","F",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1129","BRC20339","G",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1130","BRC20339","H",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1131","BRC20339","I",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1132","BRC20339","J",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1133","BRC20339","K",0.69642,0.69642,24.951309,121.630089,"Taiwan"
"1134","BRC20339","L",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1135","BRC20339","M",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1136","BRC20339","N",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1137","BRC20339","O",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1138","BRC20339","P",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1139","BRC20339","Q",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1140","BRC20339","R",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1141","BRC20339","S",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1142","BRC20339","T",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1143","BRC20339","U",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1144","BRC20339","V",1e-05,0.69642,24.951309,121.630089,"Taiwan"
"1145","BRC20341","A",1e-05,0.93979,24,121,"Taiwan"
"1146","BRC20341","B",1e-05,0.93979,24,121,"Taiwan"
"1147","BRC20341","C",1e-05,0.93979,24,121,"Taiwan"
"1148","BRC20341","D",0.93979,0.93979,24,121,"Taiwan"
"1149","BRC20341","E",1e-05,0.93979,24,121,"Taiwan"
"1150","BRC20341","F",1e-05,0.93979,24,121,"Taiwan"
"1151","BRC20341","G",1e-05,0.93979,24,121,"Taiwan"
"1152","BRC20341","H",1e-05,0.93979,24,121,"Taiwan"
"1153","BRC20341","I",1e-05,0.93979,24,121,"Taiwan"
"1154","BRC20341","J",1e-05,0.93979,24,121,"Taiwan"
"1155","BRC20341","K",0.06001,0.93979,24,121,"Taiwan"
"1156","BRC20341","L",1e-05,0.93979,24,121,"Taiwan"
"1157","BRC20341","M",1e-05,0.93979,24,121,"Taiwan"
"1158","BRC20341","N",1e-05,0.93979,24,121,"Taiwan"
"1159","BRC20341","O",1e-05,0.93979,24,121,"Taiwan"
"1160","BRC20341","P",1e-05,0.93979,24,121,"Taiwan"
"1161","BRC20341","Q",1e-05,0.93979,24,121,"Taiwan"
"1162","BRC20341","R",1e-05,0.93979,24,121,"Taiwan"
"1163","BRC20341","S",1e-05,0.93979,24,121,"Taiwan"
"1164","BRC20341","T",1e-05,0.93979,24,121,"Taiwan"
"1165","BRC20341","U",1e-05,0.93979,24,121,"Taiwan"
"1166","BRC20341","V",1e-05,0.93979,24,121,"Taiwan"
"1167","BRC20343","A",1e-05,0.999782,24,121,"Taiwan"
"1168","BRC20343","B",1.1e-05,0.999782,24,121,"Taiwan"
"1169","BRC20343","C",1e-05,0.999782,24,121,"Taiwan"
"1170","BRC20343","D",1e-05,0.999782,24,121,"Taiwan"
"1171","BRC20343","E",1e-05,0.999782,24,121,"Taiwan"
"1172","BRC20343","F",0.999782,0.999782,24,121,"Taiwan"
"1173","BRC20343","G",1e-05,0.999782,24,121,"Taiwan"
"1174","BRC20343","H",1e-05,0.999782,24,121,"Taiwan"
"1175","BRC20343","I",1e-05,0.999782,24,121,"Taiwan"
"1176","BRC20343","J",1e-05,0.999782,24,121,"Taiwan"
"1177","BRC20343","K",1e-05,0.999782,24,121,"Taiwan"
"1178","BRC20343","L",1e-05,0.999782,24,121,"Taiwan"
"1179","BRC20343","M",1e-05,0.999782,24,121,"Taiwan"
"1180","BRC20343","N",1e-05,0.999782,24,121,"Taiwan"
"1181","BRC20343","O",1.7e-05,0.999782,24,121,"Taiwan"
"1182","BRC20343","P",1e-05,0.999782,24,121,"Taiwan"
"1183","BRC20343","Q",1e-05,0.999782,24,121,"Taiwan"
"1184","BRC20343","R",1e-05,0.999782,24,121,"Taiwan"
"1185","BRC20343","S",1e-05,0.999782,24,121,"Taiwan"
"1186","BRC20343","T",1e-05,0.999782,24,121,"Taiwan"
"1187","BRC20343","U",1e-05,0.999782,24,121,"Taiwan"
"1188","BRC20343","V",1e-05,0.999782,24,121,"Taiwan"
"1189","BRC20346","A",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1190","BRC20346","B",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1191","BRC20346","C",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1192","BRC20346","D",0.99979,0.99979,24.84201944,121.9516639,"Taiwan"
"1193","BRC20346","E",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1194","BRC20346","F",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1195","BRC20346","G",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1196","BRC20346","H",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1197","BRC20346","I",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1198","BRC20346","J",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1199","BRC20346","K",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1200","BRC20346","L",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1201","BRC20346","M",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1202","BRC20346","N",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1203","BRC20346","O",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1204","BRC20346","P",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1205","BRC20346","Q",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1206","BRC20346","R",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1207","BRC20346","S",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1208","BRC20346","T",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1209","BRC20346","U",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1210","BRC20346","V",1e-05,0.99979,24.84201944,121.9516639,"Taiwan"
"1211","BRC20347","A",1.1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1212","BRC20347","B",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1213","BRC20347","C",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1214","BRC20347","D",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1215","BRC20347","E",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1216","BRC20347","F",0.999778,0.999778,25.121206,121.593578,"Taiwan"
"1217","BRC20347","G",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1218","BRC20347","H",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1219","BRC20347","I",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1220","BRC20347","J",1.2e-05,0.999778,25.121206,121.593578,"Taiwan"
"1221","BRC20347","K",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1222","BRC20347","L",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1223","BRC20347","M",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1224","BRC20347","N",1.4e-05,0.999778,25.121206,121.593578,"Taiwan"
"1225","BRC20347","O",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1226","BRC20347","P",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1227","BRC20347","Q",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1228","BRC20347","R",1.4e-05,0.999778,25.121206,121.593578,"Taiwan"
"1229","BRC20347","S",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1230","BRC20347","T",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1231","BRC20347","U",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1232","BRC20347","V",1e-05,0.999778,25.121206,121.593578,"Taiwan"
"1233","BRC20348","A",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1234","BRC20348","B",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1235","BRC20348","C",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1236","BRC20348","D",0.875066,0.875066,25.128031,121.58826,"Taiwan"
"1237","BRC20348","E",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1238","BRC20348","F",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1239","BRC20348","G",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1240","BRC20348","H",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1241","BRC20348","I",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1242","BRC20348","J",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1243","BRC20348","K",0.124733,0.875066,25.128031,121.58826,"Taiwan"
"1244","BRC20348","L",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1245","BRC20348","M",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1246","BRC20348","N",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1247","BRC20348","O",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1248","BRC20348","P",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1249","BRC20348","Q",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1250","BRC20348","R",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1251","BRC20348","S",1e-05,0.875066,25.128031,121.58826,"Taiwan"
"1252","BRC20348","T",1e-05,0.875066,25.128031,121.58826,"Taiwan"
