"","samples","cluster","frac_cluster","max_frac","lat","long","geo","Lineage"
"34","JU2214","A",1e-05,0.498222,-6.462863,-76.335715,"South America","Tropical"
"35","QG2665","A",1e-05,0.501002,9.153933333,-79.83166667,"Central America","Tropical"
"36","DF5100","A",1e-05,0.50226,-23.8,31.4,"Africa","Tropical"
"37","QG926","A",1e-05,0.502502,9.170573,-79.84316,"Central America","Tropical"
"38","JU1377","A",1e-05,0.506027,-21.0476,55.6905,"Africa","Tropical"
"39","EG6261","A",1e-05,0.50944,18.11,-66.16,"Caribbean","Tropical"
"40","JU1802","A",1e-05,0.512232,-21.12,55.778,"Africa","Tropical"
"41","BRC20545","A",1e-05,0.514262,23.416972,121.275389,"Taiwan","TH"
"42","XZ1204","A",1e-05,0.515832,-23.571,-46.647,"South America","Tropical"
"43","QG855","A",1e-05,0.519164,9.152583,-79.852998,"Central America","Tropical"
"44","JU1435","A",1e-05,0.521018,-21.05,55.27,"Africa","Tropical"
"45","JU1347","A",1e-05,0.522692,9.6,77.13,"Asia","Tropical"
"46","QG5348","A",1.1e-05,0.525551,6.9666,158.1907,"Pacific","Tropical"
"47","EG6272","A",1e-05,0.528798,18.45,-66,"Caribbean","Tropical"
"48","NIC901","A",1e-05,0.529598,-22.222833,166.485438,"Pacific","Tropical"
"49","JU1799","A",1e-05,0.531691,-21.12,55.778,"Africa","Tropical"
"50","NIC331","A",1e-05,0.53719,5.73057,-53.89241,"South America","Tropical"
"51","NIC1069","A",1e-05,0.537768,20.67859,-88.56941,"Central America","Tropical"
"52","QG3823","A",1e-05,0.539354,10.42540556,-84.00121667,"Central America","Tropical"
"53","NIC343","A",1e-05,0.539523,5.41134,-53.65517,"South America","Tropical"
"54","JU1392","A",1e-05,0.54352,-22.916,-43.173,"South America","Tropical"
"55","QX1795","A",1e-05,0.544695,20.9818,-156.5463,"Hawaii","Tropical"
"56","QG776","A",1e-05,0.54787,9.160652,-79.820831,"Central America","Tropical"
"57","QG4701","A",1e-05,0.549757,6.9195,158.2712,"Pacific","Tropical"
"58","QG887","A",1e-05,0.549934,9.14576403,-79.8544232,"Central America","Tropical"
"59","QG3933","A",1e-05,0.552194,13.225497,-59.588268,"Caribbean","Tropical"
"60","EG5613","A",1e-05,0.55349,-23.18234,-44.19456,"South America","Tropical"
"61","XZ1213","A",1e-05,0.554556,-23.571,-46.647,"South America","Tropical"
"62","QG2881","A",1e-05,0.555057,-16.8999,145.7489833,"Australia","Tropical"
"63","NIC821","A",1e-05,0.556352,23.60283,120.88416,"Taiwan","Tropical"
"64","QG865","A",1e-05,0.557321,9.16272,-79.84097,"Central America","Tropical"
"65","JU1794","A",1e-05,0.560051,-16.8,-151.5,"Pacific","Tropical"
"66","EG6267","A",1e-05,0.565491,18.45,-66,"Caribbean","Tropical"
"67","NIC17","A",1e-05,0.568783,-21.027,55.538,"Africa","Tropical"
"68","NIC1602","A",1e-05,0.569652,24.68897,121.13965,"Taiwan","TH"
"69","NIC1052","A",1.9e-05,0.572849,20.51328,-87.24718,"Central America","Tropical"
"70","ECA4382","A",1e-05,0.573454,-21.0469,55.6878,"Africa","Tropical"
"71","QG2663","A",1e-05,0.576379,9.153933333,-79.83166667,"Central America","Tropical"
"72","QG3032","A",1e-05,0.577745,9.163366667,-79.8447333,"Central America","Tropical"
"73","JU1399","A",1e-05,0.579475,5.9,-75.9,"South America","Tropical"
"74","VSL2212","A",1.1e-05,0.579743,12.3829,75.9013,"Asia","Tropical"
"75","EG6275","A",1e-05,0.581758,-23.5,-46.7,"South America","Tropical"
"76","EG6276","A",1e-05,0.584526,-23.5,-46.7,"South America","Tropical"
"77","NIC1267","A",1e-05,0.587853,3.622385971,-53.21547696,"South America","Tropical"
"78","EG6274","A",1e-05,0.587973,-23.5,-46.7,"South America","Tropical"
"79","QG3057","A",1e-05,0.593279,9.163366667,-79.8372333,"Central America","Tropical"
"80","QG2972","A",1e-05,0.596259,9.167433333,-79.8397,"Central America","Tropical"
"81","QG3924","A",1e-05,0.597493,13.234279,-59.587888,"Caribbean","Tropical"
"82","QG5488","A",1e-05,0.598754,6.9031,158.1706,"Pacific","Tropical"
"83","QG1155","A",1e-05,0.599149,9.160449,-79.840373,"Central America","Tropical"
"84","JU3327","A",1e-05,0.600756,31.23025,121.3955,"Asia","Tropical"
"85","QG761","A",1e-05,0.601575,9.161421,-79.837195,"Central America","Tropical"
"86","NIC1308","A",1e-05,0.601637,4.86442099325358,-52.3459600377827,"South America","Tropical"
"87","ECA162","A",1e-05,0.605485,20.79915,-156.03812,"Hawaii","Tropical"
"88","QG4742","A",1e-05,0.614225,6.9213,158.2637,"Pacific","Tropical"
"89","QG2883","A",1e-05,0.615997,-16.9001167,145.7495833,"Australia","Tropical"
"90","XZ1210","A",1e-05,0.616507,-23.571,-46.647,"South America","Tropical"
"91","NIC1421","A",1.2e-05,0.617173,4.86785497516393,-52.3451459873467,"South America","Tropical"
"92","NIC985","A",1e-05,0.618986,4.03726,-52.67243,"South America","Tropical"
"93","VSL2219","A",1e-05,0.619064,NA,NA,"Asia","Tropical"
"94","QG3921","A",1e-05,0.621122,13.225206,-59.588132,"Caribbean","Tropical"
"95","QG3920","A",1e-05,0.621241,13.225206,-59.588132,"Caribbean","Tropical"
"96","NIC1057","A",1e-05,0.621637,20.48756,-87.72532,"Central America","Tropical"
"97","NIC1533","A",1e-05,0.62207,-16.75706,49.993077,"Africa","Tropical"
"98","QG3931","A",1e-05,0.627773,13.225422,-59.589477,"Caribbean","Tropical"
"99","VSL2210","A",1e-05,0.628527,12.36923,75.90115,"Asia","Tropical"
"100","JU4062","A",1e-05,0.630508,22.2898,103.9338,"Asia","Tropical"
"101","JU2618","A",1e-05,0.632158,18.72,-87.71,"Central America","Tropical"
"102","QG2893","A",0.634092,0.634092,-16.1026,145.4467333,"Australia","AD"
"103","NIC1055","A",1e-05,0.635598,20.48978,-87.72502,"Central America","Tropical"
"104","QG4966","A",1.2e-05,0.636556,6.9196,158.2712,"Pacific","Tropical"
"105","QG2908","A",0.64055,0.64055,-17.2643833,145.4884833,"Australia","AD"
"106","ED3088","A",1e-05,0.640752,-26.166667,28.016667,"Africa","Tropical"
"107","BRC20324","A",1e-05,0.641723,24.03965278,121.155,"Taiwan","TD1"
"108","QG4718","A",1e-05,0.642248,6.9666,158.1907,"Pacific","Tropical"
"109","BRC20532","A",1e-05,0.643852,25.138139,121.672,"Taiwan","TH"
"110","BRC20463","A",1e-05,0.644106,24.822658,121.735926,"Taiwan","TH"
"111","ECA1423","A",1e-05,0.644539,22.034251,-159.379145,"Hawaii","Tropical"
"112","QG3056","A",1e-05,0.645222,9.1674,-79.83967,"Central America","Tropical"
"113","QG4648","A",1e-05,0.64747,6.9209,158.2632,"Pacific","Tropical"
"114","NIC590","A",1e-05,0.647959,15.40585,-61.34613,"Caribbean","Tropical"
"115","JU1378","A",1e-05,0.648726,-21.0478,55.6878,"Africa","Tropical"
"116","QG881","A",1e-05,0.649451,9.144607067,-79.8263148,"Central America","Tropical"
"117","ECA2373","A",1e-05,0.651298,20.837072,-156.28088,"Hawaii","Tropical"
"118","NIC1645","A",1e-05,0.651755,25.06549,121.82703,"Taiwan","TH"
"119","ECA2625","A",1e-05,0.65176,-26.6228223,152.6905986,"Australia","Tropical"
"120","JU1885","A",1e-05,0.652782,7.2995,80.6437,"Asia","Tropical"
"121","QG790","A",1e-05,0.652922,9.147185361,-79.8528469,"Central America","Tropical"
"122","BRC20085","A",1e-05,0.654224,24.794443,121.364029,"Taiwan","Tropical"
"123","QG737","A",1e-05,0.655099,9.155514,-79.848903,"Central America","Tropical"
"124","QG2966","A",1e-05,0.655145,9.166166667,-79.84,"Central America","Tropical"
"125","ECA4402","A",1e-05,0.656555,13.0722,77.5797,"Asia","Tropical"
"126","JU3207","A",1e-05,0.657649,13.07206,77.58014,"Asia","Tropical"
"127","QG997","A",1e-05,0.659495,9.160461,-79.822633,"Central America","Tropical"
"128","QG3926","A",1e-05,0.659714,13.233413,-59.587901,"Caribbean","Tropical"
"129","QG5525","A",1.2e-05,0.660294,6.9031,158.1706,"Pacific","Tropical"
"130","NIC1221","A",1e-05,0.662594,25.95147,119.96883,"Asia","Tropical"
"131","QG3925","A",1e-05,0.663673,13.233538,-59.587865,"Caribbean","Tropical"
"132","QG5474","A",1e-05,0.66926,6.9666,158.1907,"Pacific","Tropical"
"133","QG4070","A",1e-05,0.670595,-21.1176781,148.5160414,"Australia","Tropical"
"134","JU1814","A",1e-05,0.671215,4.9459,-52.316883,"South America","Tropical"
"135","QG5603","A",1e-05,0.67594,6.9661,158.1916,"Pacific","Tropical"
"136","JU1375","A",1e-05,0.681101,-21.0469,55.6885,"Africa","Tropical"
"137","NIC1103","A",1e-05,0.682719,18.0383007,-89.6738919,"Central America","Tropical"
"138","NIC392","A",1e-05,0.684373,5.40779,-53.64583,"South America","Tropical"
"139","QG4706","A",1e-05,0.68684,6.9666,158.1907,"Pacific","Tropical"
"140","QG791","A",1e-05,0.689295,9.14576403,-79.8544232,"Central America","Tropical"
"141","NIC1528","A",1e-05,0.691532,-16.755721,49.99665,"Africa","Tropical"
"142","QG860","A",1e-05,0.698172,9.14141,-79.8285,"Central America","Tropical"
"143","NIC1050","A",1e-05,0.69829,20.51328,-87.24718,"Central America","Tropical"
"144","QG3923","A",1e-05,0.69903,13.225206,-59.588132,"Caribbean","Tropical"
"145","JU1884","A",1e-05,0.699219,15.7,-88.8,"Central America","Tropical"
"146","NIC792","A",1e-05,0.703682,23.83633,120.72447,"Taiwan","Tropical"
"147","NIC911","A",1.2e-05,0.706045,4.03721,-52.67052,"South America","Tropical"
"148","QG5633","A",1.2e-05,0.707164,6.9666,158.1907,"Pacific","Tropical"
"149","EG6329","A",1e-05,0.707617,18.3,-65.8,"Caribbean","Tropical"
"150","HPT62","A",1e-05,0.709609,-8.41222,115.58591,"Pacific","Tropical"
"151","MY539","A",1e-05,0.709614,54.3491,10.11505,"Europe","Tropical"
"152","VT847","A",1e-05,0.710526,19.9,-155.6,"Hawaii","Tropical"
"153","NIC402","A",1e-05,0.7132,5.72896,-53.89008,"South America","Tropical"
"154","BRC20339","A",1e-05,0.71355,24.951309,121.630089,"Taiwan","TH"
"155","ECA161","A",1e-05,0.715582,20.854584,-156.169313,"Hawaii","Tropical"
"156","JU4080","A",1e-05,0.71621,12.0641,108.5043,"Asia","Tropical"
"157","QG5612","A",1e-05,0.716657,6.9578,158.2086,"Pacific","Tropical"
"158","NIC1058","A",1e-05,0.718148,20.48756,-87.72532,"Central America","Tropical"
"159","ECA2425","A",1e-05,0.718388,20.038736,-155.44001,"Hawaii","Tropical"
"160","NIC1681","A",1e-05,0.721015,22.08922,120.84876,"Taiwan","TH"
"161","XZ1732","A",1e-05,0.721711,-23.5707,-46.64471,"South America","Tropical"
"162","NIC1288","A",1e-05,0.722394,3.641279032,-53.20139201,"South America","Tropical"
"163","QG978","A",1e-05,0.723477,9.1491,-79.856143,"Central America","Tropical"
"164","VSL2201","A",1e-05,0.725947,12.3807,75.8947,"Asia","Tropical"
"165","JU2861","A",1e-05,0.726147,52.1944,0.1264,"Europe","Tropical"
"166","QG5611","A",1e-05,0.72743,6.9578,158.2086,"Pacific","Tropical"
"167","BRC20119","A",1e-05,0.728153,23.836799,120.727025,"Taiwan","Tropical"
"168","NIC1562","A",1e-05,0.728524,25.00481,121.73369,"Taiwan","TH"
"169","ECA1701","A",1e-05,0.728668,19.110589,-155.82645,"Hawaii","Tropical"
"170","QG858","A",1e-05,0.730969,9.155694,-79.848988,"Central America","Tropical"
"171","QG132","A",1e-05,0.733094,22.0804,-159.4124,"Hawaii","Tropical"
"172","QG3006","A",1e-05,0.733401,9.16925,-79.8380167,"Central America","Tropical"
"173","JU1638","A",1e-05,0.733495,17.13768,-25.06689,"Africa","Tropical"
"174","NIC329","A",1e-05,0.735701,5.72963,-53.89118,"South America","Tropical"
"175","QG3927","A",1e-05,0.736832,13.233413,-59.587901,"Caribbean","Tropical"
"176","ECA2626","A",1e-05,0.737646,-26.62221389,152.6910056,"Australia","Tropical"
"177","QG786","A",1e-05,0.73925,9.14576403,-79.8544232,"Central America","Tropical"
"178","BRC20534","A",1e-05,0.740904,24.182667,121.626472,"Taiwan","TH"
"179","QX1800","A",1e-05,0.743986,20.8715,-156.1694,"Hawaii","Tropical"
"180","QG550","A",1e-05,0.745065,26.4758,127.834,"Pacific","Tropical"
"181","ECA1657","A",1e-05,0.746627,20.948692,-156.53654,"Hawaii","Tropical"
"182","XZ1212","A",1e-05,0.748283,-23.571,-46.647,"South America","Tropical"
"183","ECA1587","A",1e-05,0.749539,21.308944,-157.7956,"Hawaii","Tropical"
"184","QG700","A",1e-05,0.750431,9.145492913,-79.8261379,"Central America","Tropical"
"185","NIC61","A",1e-05,0.751399,5.07384,-52.69537,"South America","Tropical"
"186","ECA1489","A",1e-05,0.752022,21.395558,-157.90104,"Hawaii","Tropical"
"187","ECA1443","A",1e-05,0.752225,22.053315,-159.36556,"Hawaii","TH"
"188","NIC1525","A",1e-05,0.753384,-17.088793,49.827329,"Africa","Tropical"
"189","ECA2115","A",1e-05,0.756077,20.952098,-156.53317,"Hawaii","Tropical"
"190","BRC20272","A",1e-05,0.760414,25.0998,121.839,"Taiwan","TH"
"191","NIC814","A",1e-05,0.761565,23.81411,120.85654,"Taiwan","TH"
"192","ECA1637","A",1e-05,0.762152,20.952098,-156.53317,"Hawaii","Tropical"
"193","ECA2299","A",1e-05,0.762945,20.949184,-156.53637,"Hawaii","TH"
"194","NIC811","A",1e-05,0.763134,23.81433,120.85649,"Taiwan","Tropical"
"195","JU725","A",1e-05,0.763158,24.75,110.5,"Asia","Tropical"
"196","QR25","A",1e-05,0.765231,45.545448,-73.639076,"North America","Quebec"
"197","NIC1529","A",1e-05,0.767895,-16.755873,49.996516,"Africa","Tropical"
"198","QG3801","A",1e-05,0.768277,10.43082,-84.01138,"Central America","Tropical"
"199","NIC1104","A",1e-05,0.769259,3.638367,-76.198343,"South America","Tropical"
"200","ECA2936","A",1e-05,0.769875,22.0644490999379,-159.348913899999,"Hawaii","TH"
"201","BRC20092","A",1e-05,0.772162,25.016437,121.540237,"Taiwan","Tropical"
"202","QG994","A",1e-05,0.772586,9.154377,-79.833165,"Central America","Tropical"
"203","NIC1535","A",1e-05,0.772919,-17.088793,49.827329,"Africa","Tropical"
"204","BRC20533","A",1e-05,0.778159,24.182667,121.626472,"Taiwan","TH"
"205","BRC20094","A",1e-05,0.780529,25.015958,121.541761,"Taiwan","Tropical"
"206","QG133","A",1e-05,0.781619,22.2065,-159.4978,"Hawaii","TH"
"207","QG2641","A",1e-05,0.782422,9.153933333,-79.83166667,"Central America","Tropical"
"208","QG784","A",1e-05,0.783024,9.14576403,-79.8544232,"Central America","Tropical"
"209","ECA186","A",1e-05,0.783816,21.303087,-157.827917,"Hawaii","Tropical"
"210","GXW23","A",1e-05,0.783944,30.54,114.42,"Asia","Tropical"
"211","QG3019","A",1e-05,0.786885,9.163116667,-79.8372,"Central America","Tropical"
"212","QG3527","A",1e-05,0.787553,10.42623333,-84.0126,"Central America","Tropical"
"213","QG3053","A",1e-05,0.788466,9.16484,-79.83659,"Central America","Tropical"
"214","JU1637","A",1e-05,0.788805,17.1363,-25.0682,"Africa","Tropical"
"215","BRC20107","A",1e-05,0.788884,26.478,127.836,"Pacific","Tropical"
"216","JU2472","A",1e-05,0.795602,-12.732834,45.186209,"Africa","Tropical"
"217","NIC1054","A",1e-05,0.79709,20.48991,-87.72797,"Central America","Tropical"
"218","NIC758","A",1.1e-05,0.799845,15.35802,-61.3537,"Caribbean","Tropical"
"219","BRC20574","A",1e-05,0.799997,22.67248185,121.505358,"Taiwan","Tropical"
"220","JU3319","A",1e-05,0.80079,31.2306,121.4718,"Asia","Tropical"
"221","EG6265","A",1e-05,0.801119,18.11,-66.16,"Caribbean","TH"
"222","JU2868","A",1e-05,0.801322,48.2053,16.3666,"Europe","Tropical"
"223","BRC20544","A",1e-05,0.803398,24.182667,121.626472,"Taiwan","TH"
"224","ECA1431","A",1e-05,0.805478,22.063133,-159.347149,"Hawaii","Tropical"
"225","QG3783","A",1e-05,0.80802,10.4297,-84.00853,"Central America","Tropical"
"226","NIC1059","A",1e-05,0.809137,20.48627,-87.72449,"Central America","Tropical"
"227","ECA2663","A",1e-05,0.81317,-26.6213395,152.6923809,"Australia","Tropical"
"228","BRC20099","A",1e-05,0.814633,25.043399,121.616268,"Taiwan","Tropical"
"229","BRC20081","A",1e-05,0.816412,24.602334,121.510549,"Taiwan","TH"
"230","ECA3503","A",1e-05,0.817072,22.075157,-159.41413,"Hawaii","Tropical"
"231","NIC1423","A",1e-05,0.818088,3.644299032,-53.19803297,"South America","Tropical"
"232","ECA175","A",1e-05,0.81835,21.306265,-157.851375,"Hawaii","Tropical"
"233","BRC20270","A",1e-05,0.819296,25.0998,121.839,"Taiwan","TH"
"234","ED3037","A",1e-05,0.819905,25.123667,121.532982,"Taiwan","Tropical"
"235","QG3058","A",1e-05,0.820127,9.163116667,-79.8372,"Central America","Tropical"
"236","ECA1571","A",1e-05,0.821434,21.392064,-157.90236,"Hawaii","Tropical"
"237","BRC20294","A",1.2e-05,0.822257,24.993796,121.53514,"Taiwan","Tropical"
"238","NIC332","A",1e-05,0.824833,5.72914,-53.89023,"South America","Tropical"
"239","BRC20105","A",1e-05,0.825638,26.478,127.836,"Pacific","Tropical"
"240","QG3004","A",1e-05,0.827314,9.16925,-79.8380167,"Central America","Tropical"
"241","QG3851","A",1e-05,0.828874,10.41900556,-84.00699722,"Central America","Tropical"
"242","HPT9","A",1e-05,0.829175,-7.803102,112.515932,"Pacific","Tropical"
"243","QG4683","A",1e-05,0.829492,6.9666,158.1907,"Pacific","Tropical"
"244","NIC1630","A",1e-05,0.829516,25.02782,121.57627,"Taiwan","TH"
"245","BRC20565","A",1e-05,0.830028,22.67499807,121.503295,"Taiwan","Tropical"
"246","ECA1143","A",1e-05,0.831518,21.3419,-157.8099,"Hawaii","Tropical"
"247","ECA288","A",1e-05,0.832934,9.926663289,-84.04235373,"Central America","Tropical"
"248","QG866","A",1e-05,0.833937,9.151852,-79.853543,"Central America","Tropical"
"249","QG875","A",1e-05,0.835373,9.1543,-79.82672,"Central America","Tropical"
"250","NIC1218","A",1e-05,0.837077,25.95224,119.9771,"Asia","Tropical"
"251","NIC327","A",1e-05,0.838356,5.72877,-53.88992,"South America","Tropical"
"252","NIC555","A",1e-05,0.838529,15.58933,-61.47222,"Caribbean","Tropical"
"253","NIC552","A",1e-05,0.841149,15.56962,-61.37537,"Caribbean","Tropical"
"254","NIC1117","A",1e-05,0.842962,-12.837789,-71.365833,"South America","Tropical"
"255","QG5589","A",1e-05,0.844307,6.9073,158.1815,"Pacific","Tropical"
"256","ECA346","A",1e-05,0.850028,26.461525,-82.0554972,"North America","Tropical"
"257","QG4208","A",0.85297,0.85297,-21.1695006,148.5079426,"Australia","AD"
"258","NIC400","A",1e-05,0.854012,5.72711,-53.89076,"South America","Tropical"
"259","BRC20348","A",1e-05,0.854372,25.128031,121.58826,"Taiwan","TH"
"260","ECA1149","A",1e-05,0.854491,21.34293,-157.8239,"Hawaii","Tropical"
"261","QG1005","A",1e-05,0.854754,9.170573,-79.84316,"Central America","Tropical"
"262","BRC20088","A",1e-05,0.854801,25.15533333,121.5465611,"Taiwan","TH"
"263","BRC20535","A",1e-05,0.857903,24.182667,121.626472,"Taiwan","TH"
"264","NIC984","A",1e-05,0.858045,4.03746,-52.67236,"South America","Tropical"
"265","BRC20501","A",1e-05,0.858531,24,121.5,"Taiwan","TH"
"266","JU1909","A",1e-05,0.86275,-18.5245,146.3327,"Australia","Tropical"
"267","QG2659","A",1e-05,0.868975,9.153933333,-79.83166667,"Central America","Tropical"
"268","VSL2217","A",1e-05,0.869489,NA,NA,"Asia","Tropical"
"269","ECA1605","A",1e-05,0.872251,21.395786,-157.90051,"Hawaii","TH"
"270","NIC60","A",1e-05,0.872781,5.07382,-52.69551,"South America","Tropical"
"271","ZZY1075","A",1e-05,0.873058,22.78977726,114.739768,"Asia","Tropical"
"272","QG5406","A",1e-05,0.873779,6.9666,158.1907,"Pacific","Tropical"
"273","NIC330","A",1e-05,0.876032,5.72889,-53.8901,"South America","Tropical"
"274","QG980","A",1e-05,0.876769,9.1491,-79.856143,"Central America","Tropical"
"275","NIC1688","A",1e-05,0.878329,25.03266,121.587,"Taiwan","Tropical"
"276","QG4093","A",0.878965,0.878965,-21.16862222,148.5080167,"Australia","AD"
"277","ECA1521","A",1e-05,0.879136,21.318231,-157.81974,"Hawaii","Tropical"
"278","ECA2637","A",1e-05,0.883821,-26.3674836,152.5852451,"Australia","Tropical"
"279","NIC803","A",1e-05,0.885345,23.81441,120.85687,"Taiwan","Tropical"
"280","ECA2645","A",1e-05,0.888098,-26.62221389,152.6910056,"Australia","Tropical"
"281","BRC20095","A",1e-05,0.888183,24.74725,121.746266,"Taiwan","Tropical"
"282","JU1795","A",1e-05,0.888595,-16.8,-151.5,"Pacific","Tropical"
"283","BRC20242","A",1e-05,0.89326,23.836623,120.728049,"Taiwan","Tropical"
"284","BRC20571","A",1e-05,0.89636,22.67151131,121.50634,"Taiwan","Tropical"
"285","QG3874","A",1e-05,0.89714,10.44027,-84.01227,"Central America","Tropical"
"286","ECA2808","A",1e-05,0.897216,29.642849,-82.34452,"North America","Tropical"
"287","BRC20557","A",1e-05,0.897684,24.822538,121.73566,"Taiwan","TH"
"288","QG3876","A",1e-05,0.898602,10.44027,-84.01227,"Central America","Tropical"
"289","TWN3077","A",1e-05,0.899577,25.19,121.7833333,"Taiwan","TH"
"290","BRC20311","A",1e-05,0.900669,24.70210833,121.73775,"Taiwan","TH"
"291","ED3032","A",1e-05,0.901007,25.158056,121.515831,"Taiwan","Tropical"
"292","JU3416","A",1e-05,0.901088,38.2541,140.8508,"Pacific","Temperate"
"293","BRC20073","A",1e-05,0.901345,25.04655556,121.6149472,"Taiwan","Tropical"
"294","BRC20244","A",1e-05,0.902955,23.72641,120.758426,"Taiwan","TH"
"295","NIC1662","A",1e-05,0.903013,23.66543,120.79964,"Taiwan","TH"
"296","NIC791","A",1e-05,0.904157,23.83633,120.72447,"Taiwan","Tropical"
"297","MY2716","A",1e-05,0.904768,54.3491,10.11505,"Europe","Tropical"
"298","ECA1621","A",1e-05,0.907611,21.301669,-157.76258,"Hawaii","Tropical"
"299","NIC583","A",1e-05,0.908947,15.40368,-61.34699,"Caribbean","Tropical"
"300","QX1801","A",1e-05,0.909826,20.8189,-156.0904,"Hawaii","Tropical"
"301","QG927","A",1e-05,0.912009,9.170850606,-79.8428988,"Central America","Tropical"
"302","NIC188","A",1e-05,0.912458,16.0455,-61.6938,"Caribbean","Tropical"
"303","NIC519","A",1e-05,0.912577,25.00739,121.900472,"Taiwan","TH"
"304","NIC1060","A",1e-05,0.915201,20.48529,-87.72361,"Central America","Tropical"
"305","HPT21","A",1e-05,0.915464,-7.8254539,112.5897866,"Pacific","Tropical"
"306","NIC822","A",1e-05,0.916149,25.168,121.56254,"Taiwan","TH"
"307","BRC20320","A",1e-05,0.91829,24.84201944,121.9516639,"Taiwan","TH"
"308","BRC20499","A",1e-05,0.919009,24,121.5,"Taiwan","TH"
"309","ECA287","A",1e-05,0.920699,9.926663289,-84.04235373,"Central America","TH"
"310","QG3826","A",1.1e-05,0.922436,10.43018,-84.0065,"Central America","Tropical"
"311","ECA1160","A",1e-05,0.923196,21.34286,-157.8231,"Hawaii","Tropical"
"312","NIC187","A",1e-05,0.924372,15.8552,-61.5976,"Caribbean","Tropical"
"313","BRC20241","A",1e-05,0.924949,23.836415,120.725183,"Taiwan","Tropical"
"314","HPT63","A",1e-05,0.925519,-8.37285,115.4541,"Pacific","Tropical"
"315","ECA1439","A",1e-05,0.927471,22.061908,-159.34675,"Hawaii","Tropical"
"316","QG3816","A",1e-05,0.929931,10.43803,-84.0112,"Central America","Tropical"
"317","QG868","A",1e-05,0.931727,9.14141,-79.8285,"Central America","Tropical"
"318","QG880","A",1e-05,0.935868,9.15445,-79.83205,"Central America","Tropical"
"319","BRC20102","A",1e-05,0.936411,24.336532,120.607411,"Taiwan","Tropical"
"320","JU2507","A",1e-05,0.937073,8.893,98.512,"Asia","Tropical"
"321","ECA2093","A",1e-05,0.942415,20.948832,-156.53565,"Hawaii","Tropical"
"322","QG4232","A",0.94323,0.94323,-21.16862222,148.5080167,"Australia","AD"
"323","BRC20077","A",1e-05,0.946922,24.793571,121.364232,"Taiwan","Tropical"
"324","BRC20341","A",1e-05,0.947696,24,121,"Taiwan","TH"
"325","QG2969","A",1e-05,0.947851,9.166416667,-79.84025,"Central America","Tropical"
"326","QG952","A",1e-05,0.949334,9.160461,-79.822633,"Central America","Tropical"
"327","ECA2636","A",1e-05,0.949812,-26.3674836,152.5852451,"Australia","Tropical"
