group	strain	isotype	isotype_ref_strain
521	QG2919	QG2919	QG2919
521	QG2920	QG2919	QG2919
522	QG2923	QG2923	QG2923
522	QG2924	QG2923	QG2923
523	QG2963	QG2964	QG2964
523	QG2964	QG2964	QG2964
524	QG2966	QG2966	QG2966
525	QG2972	QG2972	QG2972
526	QG2996	QG2996	QG2996
527	QG3004	QG3004	QG3004
528	QG3006	QG3006	QG3006
529	QG3014	QG3019	QG3019
529	QG3019	QG3019	QG3019
530	QG3016	QG3034	QG3034
530	QG3017	QG3034	QG3034
530	QG3034	QG3034	QG3034
531	QG3018	QG3058	QG3058
531	QG3058	QG3058	QG3058
531	QG741	QG3058	QG3058
531	QG742	QG3058	QG3058
531	QG743	QG3058	QG3058
531	QG752	QG3058	QG3058
531	QG765	QG3058	QG3058
531	QG767	QG3058	QG3058
531	QG771	QG3058	QG3058
531	QG773	QG3058	QG3058
531	QG829	QG3058	QG3058
532	QG3020	QG3053	QG3053
532	QG3053	QG3053	QG3053
533	QG3025	QG3025	QG3025
533	QG3026	QG3025	QG3025
534	QG3028	QG3030	QG3030
534	QG3030	QG3030	QG3030
534	QG3031	QG3030	QG3030
535	QG3032	QG3032	QG3032
536	QG3041	QG3041	QG3041
537	QG3056	QG3056	QG3056
538	QG3057	QG3057	QG3057
539	QG3527	QG3527	QG3527
540	QG3661	QG3661	QG3661
541	QG3783	QG3783	QG3783
541	QG3858	QG3783	QG3783
542	QG3784	QG3837	QG3837
542	QG3787	QG3837	QG3837
542	QG3837	QG3837	QG3837
543	QG3794	QG3851	QG3851
543	QG3842	QG3851	QG3851
543	QG3851	QG3851	QG3851
544	QG3796	QG3823	QG3823
544	QG3798	QG3823	QG3823
544	QG3820	QG3823	QG3823
544	QG3822	QG3823	QG3823
544	QG3823	QG3823	QG3823
545	QG3801	QG3801	QG3801
546	QG3804	QG3875	QG3875
546	QG3866	QG3875	QG3875
546	QG3875	QG3875	QG3875
547	QG3810	QG3878	QG3878
547	QG3813	QG3878	QG3878
547	QG3819	QG3878	QG3878
547	QG3840	QG3878	QG3878
547	QG3841	QG3878	QG3878
547	QG3864	QG3878	QG3878
547	QG3878	QG3878	QG3878
547	QG3879	QG3878	QG3878
548	QG3815	QG3815	QG3815
549	QG3816	QG3816	QG3816
550	QG3825	QG3825	QG3825
551	QG3826	QG3826	QG3826
552	QG3827	QG3867	QG3867
552	QG3832	QG3867	QG3867
552	QG3867	QG3867	QG3867
553	QG3861	QG3861	QG3861
554	QG3874	QG3874	QG3874
555	QG3876	QG3876	QG3876
556	QG3920	QG3920	QG3920
557	QG3921	QG3921	QG3921
558	QG3922	QG3923	QG3923
558	QG3923	QG3923	QG3923
559	QG3924	QG3924	QG3924
560	QG3925	QG3925	QG3925
561	QG3926	QG3926	QG3926
561	QG3928	QG3926	QG3926
562	QG3927	QG3927	QG3927
563	QG3929	QG3931	QG3931
563	QG3930	QG3931	QG3931
563	QG3931	QG3931	QG3931
564	QG3932	QG3932	QG3932
565	QG3933	QG3933	QG3933
566	QG4026	QG4026	QG4026
567	QG4027	QG4028	QG4028
567	QG4028	QG4028	QG4028
567	QG4029	QG4028	QG4028
568	QG4030	QG4031	QG4031
568	QG4031	QG4031	QG4031
569	QG4058	QG4225	QG4225
569	QG4225	QG4225	QG4225
569	QG4231	QG4225	QG4225
570	QG4059	QG4063	QG4063
570	QG4061	QG4063	QG4063
570	QG4062	QG4063	QG4063
570	QG4063	QG4063	QG4063
571	QG4064	QG4064	QG4064
571	QG4066	QG4064	QG4064
572	QG4065	QG4068	QG4068
572	QG4068	QG4068	QG4068
572	QG4069	QG4068	QG4068
573	QG4067	QG4067	QG4067
574	QG4070	QG4070	QG4070
574	QG4071	QG4070	QG4070
574	QG4072	QG4070	QG4070
574	QG4073	QG4070	QG4070
574	QG4074	QG4070	QG4070
574	QG4075	QG4070	QG4070
575	QG4093	QG4093	QG4093
576	QG4094	QG4094	QG4094
577	QG4095	QG4095	QG4095
577	QG4209	QG4095	QG4095
577	QG4211	QG4095	QG4095
578	QG4096	QG4096	QG4096
578	QG4098	QG4096	QG4096
578	QG4101	QG4096	QG4096
579	QG4097	QG4097	QG4097
579	QG4099	QG4097	QG4097
579	QG4100	QG4097	QG4097
579	QG4113	QG4097	QG4097
579	QG4212	QG4097	QG4097
579	QG4213	QG4097	QG4097
580	QG4104	QG4104	QG4104
581	QG4112	QG4114	QG4114
581	QG4114	QG4114	QG4114
581	QG4115	QG4114	QG4114
581	QG4116	QG4114	QG4114
581	QG4117	QG4114	QG4114
582	QG4128	QG4131	QG4131
582	QG4129	QG4131	QG4131
582	QG4130	QG4131	QG4131
582	QG4131	QG4131	QG4131
582	QG4133	QG4131	QG4131
583	QG4132	QG4132	QG4132
584	QG4206	QG4208	QG4208
584	QG4207	QG4208	QG4208
584	QG4208	QG4208	QG4208
584	QG4210	QG4208	QG4208
585	QG4214	QG4214	QG4214
586	QG4232	QG4232	QG4232
587	QG4233	QG4233	QG4233
588	QG4630	QG5348	QG5348
588	QG4733	QG5348	QG5348
588	QG4924	QG5348	QG5348
588	QG5169	QG5348	QG5348
588	QG5170	QG5348	QG5348
588	QG5180	QG5348	QG5348
588	QG5197	QG5348	QG5348
588	QG5198	QG5348	QG5348
588	QG5348	QG5348	QG5348
588	QG5556	QG5348	QG5348
589	QG4637	QG4742	QG4742
589	QG4742	QG4742	QG4742
589	QG4876	QG4742	QG4742
589	QG4880	QG4742	QG4742
589	QG4896	QG4742	QG4742
590	QG4647	QG4647	QG4647
590	QG5149	QG4647	QG4647
591	QG4648	QG4648	QG4648
592	QG4661	QG5525	QG5525
592	QG5525	QG5525	QG5525
593	QG4681	QG5612	QG5612
593	QG5187	QG5612	QG5612
593	QG5612	QG5612	QG5612
593	QG5657	QG5612	QG5612
594	QG4682	QG4718	QG4718
594	QG4718	QG4718	QG4718
594	QG4790	QG4718	QG4718
594	QG4996	QG4718	QG4718
594	QG5277	QG4718	QG4718
594	QG5284	QG4718	QG4718
594	QG5286	QG4718	QG4718
594	QG5290	QG4718	QG4718
594	QG5314	QG4718	QG4718
594	QG5506	QG4718	QG4718
595	QG4683	QG4683	QG4683
595	QG5094	QG4683	QG4683
595	QG5166	QG4683	QG4683
595	QG5179	QG4683	QG4683
595	QG5205	QG4683	QG4683
595	QG5369	QG4683	QG4683
595	QG5577	QG4683	QG4683
595	QG5631	QG4683	QG4683
596	QG4698	QG5507	QG5507
596	QG5008	QG5507	QG5507
596	QG5295	QG5507	QG5507
596	QG5507	QG5507	QG5507
596	QG5531	QG5507	QG5507
596	QG5534	QG5507	QG5507
596	QG5539	QG5507	QG5507
597	QG4700	QG4701	QG4701
597	QG4701	QG4701	QG4701
597	QG4944	QG4701	QG4701
597	QG4947	QG4701	QG4701
598	QG4706	QG4706	QG4706
598	QG4952	QG4706	QG4706
598	QG4953	QG4706	QG4706
598	QG4956	QG4706	QG4706
598	QG4968	QG4706	QG4706
598	QG5300	QG4706	QG4706
598	QG5351	QG4706	QG4706
599	QG4715	QG5474	QG5474
599	QG5103	QG5474	QG5474
599	QG5471	QG5474	QG5474
599	QG5474	QG5474	QG5474
599	QG5580	QG5474	QG5474
599	QG5581	QG5474	QG5474
599	QG5582	QG5474	QG5474
600	QG4805	QG4805	QG4805
601	QG4838	QG4847	QG4847
601	QG4847	QG4847	QG4847
602	QG4954	QG4966	QG4966
602	QG4966	QG4966	QG4966
603	QG5150	QG5633	QG5633
603	QG5153	QG5633	QG5633
603	QG5578	QG5633	QG5633
603	QG5579	QG5633	QG5633
603	QG5632	QG5633	QG5633
603	QG5633	QG5633	QG5633
604	QG5406	QG5406	QG5406
605	QG547	QG547	QG547
606	QG5485	QG5603	QG5603
606	QG5512	QG5603	QG5603
606	QG5603	QG5603	QG5603
606	QG5604	QG5603	QG5603
607	QG5488	QG5488	QG5488
608	QG550	QG550	QG550
609	QG5589	QG5589	QG5589
610	QG5611	QG5611	QG5611
611	QG570	QG581	QG581
611	QG571	QG581	QG581
611	QG572	QG581	QG581
611	QG573	QG581	QG581
611	QG574	QG581	QG581
611	QG575	QG581	QG581
611	QG576	QG581	QG581
611	QG577	QG581	QG581
611	QG578	QG581	QG581
611	QG579	QG581	QG581
611	QG581	QG581	QG581
612	QG584	QG588	QG588
612	QG585	QG588	QG588
612	QG586	QG588	QG588
612	QG587	QG588	QG588
612	QG588	QG588	QG588
612	QG589	QG588	QG588
613	QG700	QG700	QG700
614	QG726	QG868	QG868
614	QG868	QG868	QG868
615	QG727	QG727	QG727
615	QG831	QG727	QG727
615	QG861	QG727	QG727
615	QG877	QG727	QG727
616	QG728	QG825	QG825
616	QG824	QG825	QG825
616	QG825	QG825	QG825
616	QG830	QG825	QG825
617	QG733	QG733	QG733
618	QG734	QG864	QG864
618	QG864	QG864	QG864
619	QG736	QG736	QG736
620	QG737	QG737	QG737
620	QG873	QG737	QG737
621	QG738	QG809	QG809
621	QG809	QG809	QG809
622	QG740	QG875	QG875
622	QG875	QG875	QG875
623	QG747	QG763	QG763
623	QG748	QG763	QG763
623	QG749	QG763	QG763
623	QG750	QG763	QG763
623	QG753	QG763	QG763
623	QG754	QG763	QG763
623	QG755	QG763	QG763
623	QG758	QG763	QG763
623	QG759	QG763	QG763
623	QG762	QG763	QG763
623	QG763	QG763	QG763
623	QG766	QG763	QG763
623	QG769	QG763	QG763
624	QG757	QG937	QG937
624	QG936	QG937	QG937
624	QG937	QG937	QG937
625	QG760	QG761	QG761
625	QG761	QG761	QG761
626	QG770	QG858	QG858
626	QG858	QG858	QG858
626	QG859	QG858	QG858
627	QG776	QG776	QG776
628	QG778	QG791	QG791
628	QG779	QG791	QG791
628	QG783	QG791	QG791
628	QG785	QG791	QG791
628	QG789	QG791	QG791
628	QG791	QG791	QG791
628	QG816	QG791	QG791
629	QG780	QG991	QG991
629	QG991	QG991	QG991
629	QG992	QG991	QG991
630	QG781	QG781	QG781
630	QG793	QG781	QG781
630	QG813	QG781	QG781
631	QG786	QG786	QG786
631	QG792	QG786	QG786
632	QG787	QG980	QG980
632	QG980	QG980	QG980
633	QG788	QG788	QG788
633	QG812	QG788	QG788
634	QG790	QG790	QG790
635	QG794	QG795	QG795
635	QG795	QG795	QG795
636	QG796	QG978	QG978
636	QG799	QG978	QG978
636	QG803	QG978	QG978
636	QG805	QG978	QG978
636	QG811	QG978	QG978
636	QG815	QG978	QG978
636	QG819	QG978	QG978
636	QG973	QG978	QG978
636	QG978	QG978	QG978
637	QG797	QG797	QG797
638	QG802	QG802	QG802
639	QG804	QG804	QG804
640	QG806	QG806	QG806
641	QG807	QG807	QG807
642	QG808	QG808	QG808
643	QG826	QG874	QG874
643	QG874	QG874	QG874
644	QG827	QG827	QG827
645	QG828	QG828	QG828
646	QG833	QG833	QG833
647	QG855	QG855	QG855
648	QG856	QG856	QG856
649	QG860	QG860	QG860
650	QG866	QG866	QG866
650	QG869	QG866	QG866
651	QG867	QG878	QG878
651	QG878	QG878	QG878
652	QG879	QG879	QG879
653	QG880	QG880	QG880
654	QG881	QG881	QG881
655	QG885	QG887	QG887
655	QG886	QG887	QG887
655	QG887	QG887	QG887
655	QG982	QG887	QG887
655	QG983	QG887	QG887
656	QG924	QG998	QG998
656	QG925	QG998	QG998
656	QG931	QG998	QG998
656	QG939	QG998	QG998
656	QG998	QG998	QG998
657	QG926	QG926	QG926
658	QG927	QG927	QG927
659	QG933	QG933	QG933
660	QG945	QG945	QG945
661	QG946	QG946	QG946
662	QG947	QG947	QG947
663	QG948	QG948	QG948
664	QG949	QG986	QG986
664	QG950	QG986	QG986
664	QG951	QG986	QG986
664	QG986	QG986	QG986
664	QG996	QG986	QG986
665	QG952	QG952	QG952
666	QG994	QG994	QG994
667	QG995	QG995	QG995
668	QG997	QG997	QG997
669	QX1410	QX1410	QX1410
670	QX1547	QX1547	QX1547
671	QX1795	QX1795	QX1795
672	QX1796	QX1796	QX1796
673	QX1798	QX1798	QX1798
674	QX1800	QX1800	QX1800
675	QX1801	QX1801	QX1801
676	QX1802	QX1802	QX1802
677	QX1803	QX1803	QX1803
678	QX1804	QX1804	QX1804
679	SOW18	SOW18	SOW18
680	SOW21	SOW21	SOW21
681	SOW22	SOW22	SOW22
682	TT3407	TT3411	TT3411
682	TT3411	TT3411	TT3411
683	TT3408	TT3408	TT3408
684	TWN1772	TWN1772	TWN1772
685	TWN1824	TWN1824	TWN1824
686	TWN1907	TWN1907	TWN1907
687	TWN2919	TWN2919	TWN2919
688	TWN3077	TWN3077	TWN3077
689	UH1	UH1	UH1
690	VSL2201	VSL2201	VSL2201
691	VSL2207	VSL2207	VSL2207
692	VSL2208	VSL2213	VSL2213
692	VSL2211	VSL2213	VSL2213
692	VSL2213	VSL2213	VSL2213
693	VSL2209	VSL2209	VSL2209
694	VSL2210	VSL2210	VSL2210
695	VSL2212	VSL2212	VSL2212
696	VSL2215	VSL2215	VSL2215
697	VSL2216	VSL2216	VSL2216
698	VSL2217	VSL2217	VSL2217
699	VSL2219	VSL2219	VSL2219
700	VT847	VT847	VT847
701	VX34	VX34	VX34
702	XZ1204	XZ1204	XZ1204
702	XZ1211	XZ1204	XZ1204
703	XZ1205	XZ1205	XZ1205
704	XZ1206	XZ1206	XZ1206
705	XZ1207	XZ1207	XZ1207
706	XZ1210	XZ1210	XZ1210
707	XZ1212	XZ1212	XZ1212
708	XZ1213	XZ1213	XZ1213
709	XZ1731	XZ1731	XZ1731
710	XZ1732	XZ1732	XZ1732
710	XZ1733	XZ1732	XZ1732
711	ZZY0992	ZZY0992	ZZY0992
712	ZZY1034	ZZY1034	ZZY1034
713	ZZY1075	ZZY1075	ZZY1075
714	ZZY1123	ZZY1123	ZZY1123
715	ZZY1130	ZZY1130	ZZY1130
716	ZZY405	ZZY405	ZZY405
