AF16	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20069	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20073	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20075	0.000011	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999879	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20077	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20081	0.000010	0.000010	0.000010	0.000010	0.000010	0.079000	0.000010	0.000010	0.000010	0.000010	0.000010	0.920890	0.000010	LD_0.9_13_1230
BRC20085	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.088860	0.000010	0.286111	0.000010	0.097267	0.000010	0.527672	LD_0.9_13_1230
BRC20088	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	LD_0.9_13_1230
BRC20089	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20090	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.009907	0.000010	0.923067	0.000010	0.039514	0.000010	0.027421	LD_0.9_13_1230
BRC20092	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.085416	0.000010	0.249678	0.000010	0.000010	0.000010	0.664806	LD_0.9_13_1230
BRC20093	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20094	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.054477	0.000010	0.252910	0.000010	0.033590	0.000010	0.658934	LD_0.9_13_1230
BRC20095	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20096	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20098	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20099	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.008361	0.000010	0.991529	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20100	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20102	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20103	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20105	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.066004	0.000010	0.181769	0.000010	0.098474	0.000010	0.653663	LD_0.9_13_1230
BRC20107	0.000010	0.000010	0.086008	0.000010	0.000010	0.000010	0.032633	0.000010	0.168011	0.000010	0.096197	0.000010	0.617071	LD_0.9_13_1230
BRC20115	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.346638	0.233528	0.092008	0.000010	0.327736	0.000010	LD_0.9_13_1230
BRC20119	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.278413	0.000010	0.721477	0.000010	0.000010	LD_0.9_13_1230
BRC20228	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20229	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000015	0.999875	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20230	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	LD_0.9_13_1230
BRC20232	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20238	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	LD_0.9_13_1230
BRC20239	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20241	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.929705	0.000010	0.070185	0.000010	0.000010	LD_0.9_13_1230
BRC20242	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20244	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	LD_0.9_13_1230
BRC20246	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	LD_0.9_13_1230
BRC20257	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	LD_0.9_13_1230
BRC20260	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20270	0.000010	0.000010	0.000010	0.000010	0.000010	0.999877	0.000010	0.000010	0.000010	0.000010	0.000010	0.000013	0.000010	LD_0.9_13_1230
BRC20272	0.000010	0.000010	0.000010	0.000010	0.000010	0.999879	0.000010	0.000010	0.000010	0.000010	0.000010	0.000011	0.000010	LD_0.9_13_1230
BRC20289	0.000010	0.000010	0.000010	0.000010	0.000010	0.812177	0.000010	0.000010	0.000010	0.000010	0.000010	0.187713	0.000010	LD_0.9_13_1230
BRC20290	0.000010	0.000010	0.000010	0.000010	0.000010	0.798409	0.000010	0.000010	0.000010	0.000010	0.000010	0.201481	0.000010	LD_0.9_13_1230
BRC20294	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.999877	0.000010	0.000013	0.000010	0.000010	LD_0.9_13_1230
BRC20308	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
BRC20309	0.000010	0.000010	0.000010	0.000010	0.000010	0.999880	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	LD_0.9_13_1230
