"","samples","cluster","frac_cluster","max_frac","lat","long","geo","Lineage"
"158","QG2881","A",1e-05,0.737536,-16.8999,145.7489833,"Australia","Tropical"
"159","JU4080","A",1e-05,0.737823,12.0641,108.5043,"Asia","Tropical"
"160","QG5611","A",1e-05,0.739187,6.9578,158.2086,"Pacific","Tropical"
"161","NIC1535","A",1e-05,0.739572,-17.088793,49.827329,"Africa","Tropical"
"162","QG880","A",1e-05,0.739786,9.15445,-79.83205,"Central America","Tropical"
"163","NIC1057","A",1e-05,0.744282,20.48756,-87.72532,"Central America","Tropical"
"164","ECA1431","A",1e-05,0.745528,22.063133,-159.347149,"Hawaii","Tropical"
"165","ECA4394","A",1e-05,0.745599,-18.5894,145.4343,"Australia","Tropical"
"166","ECA161","A",1e-05,0.746646,20.854584,-156.169313,"Hawaii","Tropical"
"167","ECA1657","A",1e-05,0.747895,20.948692,-156.53654,"Hawaii","Tropical"
"168","ECA1587","A",1e-05,0.748961,21.308944,-157.7956,"Hawaii","Tropical"
"169","QG550","A",1e-05,0.752455,26.4758,127.834,"Pacific","Tropical"
"170","BRC20333","A",0.120622,0.754918,24.602334,121.510549,"Taiwan","TH"
"171","VT847","A",1e-05,0.755028,19.9,-155.6,"Hawaii","Tropical"
"172","NIC1103","A",1e-05,0.755983,18.0383007,-89.6738919,"Central America","Tropical"
"173","ECA2637","A",1e-05,0.757493,-26.3674836,152.5852451,"Australia","Tropical"
"174","NIC1288","A",1e-05,0.759333,3.641279032,-53.20139201,"South America","Tropical"
"175","NIC811","A",1e-05,0.760754,23.81433,120.85649,"Taiwan","Tropical"
"176","QG132","A",1e-05,0.764238,22.0804,-159.4124,"Hawaii","Tropical"
"177","JU2472","A",1e-05,0.767809,-12.732834,45.186209,"Africa","Tropical"
"178","QG2820","A",1e-05,0.770331,-27.4726528,152.9897861,"Australia","Tropical"
"179","NIC1104","A",1e-05,0.770531,3.638367,-76.198343,"South America","Tropical"
"180","ECA1571","A",1e-05,0.777078,21.392064,-157.90236,"Hawaii","Tropical"
"181","NIC61","A",1e-05,0.779275,5.07384,-52.69537,"South America","Tropical"
"182","BRC20092","A",1e-05,0.779661,25.016437,121.540237,"Taiwan","Tropical"
"183","QX1800","A",1e-05,0.780409,20.8715,-156.1694,"Hawaii","Tropical"
"184","QG1005","A",1e-05,0.782196,9.170573,-79.84316,"Central America","Tropical"
"185","ED3037","A",1e-05,0.784645,25.123667,121.532982,"Taiwan","Tropical"
"186","NIC1218","A",1e-05,0.786935,25.95224,119.9771,"Asia","Tropical"
"187","BRC20094","A",1e-05,0.787532,25.015958,121.541761,"Taiwan","Tropical"
"188","ECA1143","A",1e-05,0.787825,21.3419,-157.8099,"Hawaii","Tropical"
"189","BRC20574","A",1e-05,0.789374,22.67248185,121.505358,"Taiwan","Tropical"
"190","NIC758","A",1e-05,0.789406,15.35802,-61.3537,"Caribbean","Tropical"
"191","BRC20107","A",1e-05,0.793392,26.478,127.836,"Pacific","Tropical"
"192","HPT18","A",1e-05,0.799907,-7.8234117,112.5873372,"Pacific","ID"
"193","JU3327","A",1e-05,0.800423,31.23025,121.3955,"Asia","Tropical"
"194","QG3527","A",1e-05,0.801482,10.42623333,-84.0126,"Central America","Tropical"
"195","QG3053","A",1e-05,0.801942,9.16484,-79.83659,"Central America","Tropical"
"196","JU2868","A",1e-05,0.802598,48.2053,16.3666,"Europe","Tropical"
"197","HPT24","A",1e-05,0.804787,-8.531795,116.239193,"Pacific","ID"
"198","NIC1055","A",1e-05,0.805138,20.48978,-87.72502,"Central America","Tropical"
"199","QG4683","A",1e-05,0.805591,6.9666,158.1907,"Pacific","Tropical"
"200","ECA2626","A",1e-05,0.806125,-26.62221389,152.6910056,"Australia","Tropical"
"201","HPT11","A",1e-05,0.807363,-7.8,112.516,"Pacific","ID"
"202","NIC1058","A",1e-05,0.811838,20.48756,-87.72532,"Central America","Tropical"
"203","ECA186","A",1e-05,0.812607,21.303087,-157.827917,"Hawaii","Tropical"
"204","ECA1149","A",1e-05,0.815701,21.34293,-157.8239,"Hawaii","Tropical"
"205","NIC1562","A",1e-05,0.815727,25.00481,121.73369,"Taiwan","TH"
"206","XZ1732","A",1e-05,0.822628,-23.5707,-46.64471,"South America","Tropical"
"207","BRC20346","A",1e-05,0.826452,24.84201944,121.9516639,"Taiwan","TH"
"208","BRC20294","A",1e-05,0.828666,24.993796,121.53514,"Taiwan","Tropical"
"209","QG5589","A",1e-05,0.830238,6.9073,158.1815,"Pacific","Tropical"
"210","NIC1662","A",0.831717,0.831717,23.66543,120.79964,"Taiwan","TH"
"211","BRC20105","A",1e-05,0.832859,26.478,127.836,"Pacific","Tropical"
"212","QG3783","A",1e-05,0.83766,10.4297,-84.00853,"Central America","Tropical"
"213","BRC20099","A",1e-05,0.838736,25.043399,121.616268,"Taiwan","Tropical"
"214","HPT9","A",1e-05,0.840521,-7.803102,112.515932,"Pacific","Tropical"
"215","QG978","A",1e-05,0.841098,9.1491,-79.856143,"Central America","Tropical"
"216","NIC1050","A",1e-05,0.843141,20.51328,-87.24718,"Central America","Tropical"
"217","ECA346","A",1e-05,0.843479,26.461525,-82.0554972,"North America","Tropical"
"218","QX1798","A",0.155674,0.844126,20.8742,-156.1856,"Hawaii","TH"
"219","ECA2667","A",1e-05,0.846608,-26.36741111,152.5852889,"Australia","Tropical"
"220","ECA1383","A",0.152178,0.847622,20.040312,-155.442105,"Hawaii","TH"
"221","BRC20565","A",1e-05,0.848301,22.67499807,121.503295,"Taiwan","Tropical"
"222","ECA175","A",1e-05,0.852687,21.306265,-157.851375,"Hawaii","Tropical"
"223","QG3851","A",1e-05,0.853405,10.41900556,-84.00699722,"Central America","Tropical"
"224","NIC1423","A",1e-05,0.858158,3.644299032,-53.19803297,"South America","Tropical"
"225","NIC583","A",1e-05,0.858873,15.40368,-61.34699,"Caribbean","Tropical"
"226","TWN3077","A",0.861034,0.861034,25.19,121.7833333,"Taiwan","TH"
"227","QG5406","A",1e-05,0.86125,6.9666,158.1907,"Pacific","Tropical"
"228","ECA3502","A",0.137989,0.861811,22.0756,-159.414057,"Hawaii","TH"
"229","ECA2663","A",1e-05,0.861904,-26.6213395,152.6923809,"Australia","Tropical"
"230","JU1795","A",1e-05,0.866125,-16.8,-151.5,"Pacific","Tropical"
"231","NIC1693","A",0.868363,0.868363,25.03488,121.58864,"Taiwan","TH"
"232","NIC552","A",1e-05,0.868377,15.56962,-61.37537,"Caribbean","Tropical"
"233","ECA2808","A",1e-05,0.86946,29.642849,-82.34452,"North America","Tropical"
"234","NIC1442","A",1e-05,0.870805,4.05508797615766,-52.6781770214438,"South America","Tropical"
"235","NIC96","A",1e-05,0.8709,4.08747,-52.67394,"South America","Tropical"
"236","NIC1491","A",1e-05,0.87133,4.08790203742682,-52.6799480337649,"South America","Tropical"
"237","QG3815","A",1e-05,0.875621,10.42361667,-84.00118611,"Central America","Tropical"
"238","BRC20571","A",1e-05,0.878553,22.67151131,121.50634,"Taiwan","Tropical"
"239","NIC897","A",0.880001,0.880001,22.01967,121.57357,"Taiwan","TH"
"240","QG3058","A",1e-05,0.880259,9.163116667,-79.8372,"Central America","Tropical"
"241","BRC20501","A",1e-05,0.881176,24,121.5,"Taiwan","TH"
"242","BRC20242","A",1e-05,0.882648,23.836623,120.728049,"Taiwan","Tropical"
"243","ECA1605","A",1e-05,0.883605,21.395786,-157.90051,"Hawaii","TH"
"244","NIC1598","A",1e-05,0.88446,24.6871,121.13633,"Taiwan","TH"
"245","QG868","A",1e-05,0.887706,9.14141,-79.8285,"Central America","Tropical"
"246","ECA2636","A",1e-05,0.88969,-26.3674836,152.5852451,"Australia","Tropical"
"247","ECA288","A",1e-05,0.89003,9.926663289,-84.04235373,"Central America","Tropical"
"248","JU3416","A",1e-05,0.891064,38.2541,140.8508,"Pacific","Temperate"
"249","QG2919","A",1e-05,0.894304,-20.28785,148.7653,"Australia","AD"
"250","BRC20533","A",1e-05,0.894584,24.182667,121.626472,"Taiwan","TH"
"251","NIC1688","A",1e-05,0.896358,25.03266,121.587,"Taiwan","Tropical"
"252","UH1","A",0.102556,0.897244,19.6,-155.05,"Hawaii","TH"
"253","MY2716","A",1e-05,0.897716,54.3491,10.11505,"Europe","Tropical"
"254","ECA1555","A",1e-05,0.898955,21.300119,-157.76264,"Hawaii","Tropical"
"255","NIC803","A",1e-05,0.899424,23.81441,120.85687,"Taiwan","Tropical"
"256","QG763","A",1e-05,0.901113,9.161421,-79.837195,"Central America","Tropical"
"257","QG3878","A",1e-05,0.902809,10.25937,-84.00514,"Central America","Tropical"
"258","QG952","A",1e-05,0.903397,9.160461,-79.822633,"Central America","Tropical"
"259","BRC20095","A",1e-05,0.906964,24.74725,121.746266,"Taiwan","Tropical"
"260","QG791","A",1e-05,0.907145,9.14576403,-79.8544232,"Central America","Tropical"
"261","QX1801","A",1e-05,0.90818,20.8189,-156.0904,"Hawaii","Tropical"
"262","QG927","A",1e-05,0.908394,9.170850606,-79.8428988,"Central America","Tropical"
"263","ECA3503","A",1e-05,0.912464,22.075157,-159.41413,"Hawaii","Tropical"
"264","ECA1521","A",1e-05,0.912774,21.318231,-157.81974,"Hawaii","Tropical"
"265","ECA1621","A",1e-05,0.913978,21.301669,-157.76258,"Hawaii","Tropical"
"266","QG986","A",1e-05,0.914257,9.147419,-79.85312,"Central America","Tropical"
"267","NIC791","A",1e-05,0.914544,23.83633,120.72447,"Taiwan","Tropical"
"268","QG3875","A",1e-05,0.915865,10.44027,-84.01227,"Central America","Tropical"
"269","NIC519","A",0.083635,0.916162,25.00739,121.900472,"Taiwan","TH"
"270","ECA2645","A",1e-05,0.917015,-26.62221389,152.6910056,"Australia","Tropical"
"271","JU1908","A",1e-05,0.918237,-17.495,145.612,"Australia","Tropical"
"272","BRC20073","A",1e-05,0.919407,25.04655556,121.6149472,"Taiwan","Tropical"
"273","ZZY1075","A",1e-05,0.920128,22.78977726,114.739768,"Asia","Tropical"
"274","QX1410","A",1e-05,0.922346,13.821844,-61.049778,"Caribbean","Tropical"
"275","QG776","A",1e-05,0.922854,9.160652,-79.820831,"Central America","Tropical"
"276","QG997","A",1e-05,0.923384,9.160461,-79.822633,"Central America","Tropical"
"277","NIC187","A",1e-05,0.924482,15.8552,-61.5976,"Caribbean","Tropical"
"278","BRC20341","A",1e-05,0.927477,24,121,"Taiwan","TH"
"279","BRC20241","A",1e-05,0.929046,23.836415,120.725183,"Taiwan","Tropical"
"280","BRC20544","A",0.070607,0.929193,24.182667,121.626472,"Taiwan","TH"
"281","QG3876","A",1e-05,0.929823,10.44027,-84.01227,"Central America","Tropical"
"282","QG3861","A",1e-05,0.93027,10.42972,-84.00742,"Central America","Tropical"
"283","HPT21","A",1e-05,0.933161,-7.8254539,112.5897866,"Pacific","Tropical"
"284","NIC329","A",1e-05,0.936256,5.72963,-53.89118,"South America","Tropical"
"285","ECA2093","A",1e-05,0.936299,20.948832,-156.53565,"Hawaii","Tropical"
"286","QG3826","A",1e-05,0.936431,10.43018,-84.0065,"Central America","Tropical"
"287","QG808","A",1e-05,0.938039,9.1491,-79.856143,"Central America","Tropical"
"288","BRC20534","A",1e-05,0.93852,24.182667,121.626472,"Taiwan","TH"
"289","BRC20102","A",1e-05,0.938548,24.336532,120.607411,"Taiwan","Tropical"
"290","ECA1443","A",1e-05,0.939716,22.053315,-159.36556,"Hawaii","TH"
"291","BRC20367","A",1e-05,0.940114,24.54670963,121.5069174,"Taiwan","TH"
"292","HPT63","A",1e-05,0.940435,-8.37285,115.4541,"Pacific","Tropical"
"293","ECA1439","A",1e-05,0.941001,22.061908,-159.34675,"Hawaii","Tropical"
"294","HPT7","A",1e-05,0.942266,-7.804727,112.51613,"Pacific","Tropical"
"295","ED3032","A",1e-05,0.943755,25.158056,121.515831,"Taiwan","Tropical"
"296","QG855","A",1e-05,0.945871,9.152583,-79.852998,"Central America","Tropical"
"297","BRC20362","A",1.1e-05,0.946933,14,101,"Asia","Tropical"
"298","EG6271","A",1e-05,0.947952,18.3,-65.8,"Caribbean","Tropical"
"299","JU4058","A",1e-05,0.948684,22.301,103.9218,"Asia","Tropical"
"300","ECA2894","A",1e-05,0.950433,21.3570225,-157.764294100002,"Hawaii","Tropical"
"301","QG3874","A",1e-05,0.950894,10.44027,-84.01227,"Central America","Tropical"
"302","QG948","A",1e-05,0.953152,9.145492913,-79.8261379,"Central America","Tropical"
"303","NIC188","A",1e-05,0.955015,16.0455,-61.6938,"Caribbean","Tropical"
"304","NIC795","A",1e-05,0.955426,23.83617,120.72563,"Taiwan","Tropical"
"305","QG3661","A",1e-05,0.95572,41.62083,-73.58889,"North America","Temperate"
"306","ECA1160","A",1e-05,0.956998,21.34286,-157.8231,"Hawaii","Tropical"
"307","NIC578","A",1e-05,0.962772,15.40502,-61.34623,"Caribbean","Tropical"
"308","QG833","A",1e-05,0.962807,9.15388,-79.83167,"Central America","Tropical"
"309","QG1155","A",1e-05,0.965603,9.160449,-79.840373,"Central America","Tropical"
"310","ECA2664","A",1e-05,0.965775,12.17453,-61.62731,"Caribbean","Tropical"
"311","QX1802","A",1e-05,0.966988,20.6299,-156.3948,"Hawaii","Tropical"
"312","NIC793","A",1e-05,0.968689,23.83631,120.72486,"Taiwan","Tropical"
"313","ECA2975","A",1e-05,0.968929,22.0638967,-159.3522759,"Hawaii","Tropical"
"314","QG858","A",1e-05,0.971718,9.155694,-79.848988,"Central America","Tropical"
"315","NIC332","A",1e-05,0.973253,5.72914,-53.89023,"South America","Tropical"
"316","QG2814","A",1e-05,0.976737,-30.6445167,153.0090333,"Australia","Tropical"
"317","QG3816","A",1e-05,0.976759,10.43803,-84.0112,"Central America","Tropical"
"318","NIC883","A",1e-05,0.978129,23.67108,120.8,"Taiwan","Tropical"
"319","ZZY1034","A",1e-05,0.980031,22.38478428,113.9664658,"Asia","Tropical"
"320","NIC343","A",1e-05,0.982418,5.41134,-53.65517,"South America","Tropical"
"321","QG865","A",1e-05,0.983077,9.16272,-79.84097,"Central America","Tropical"
"322","NIC1059","A",1e-05,0.983277,20.48627,-87.72449,"Central America","Tropical"
"323","QG937","A",1e-05,0.983679,9.16936,-79.844397,"Central America","Tropical"
"324","NIC400","A",1e-05,0.986183,5.72711,-53.89076,"South America","Tropical"
"325","NIC330","A",1e-05,0.989084,5.72889,-53.8901,"South America","Tropical"
"326","NIC1054","A",1e-05,0.993001,20.48991,-87.72797,"Central America","Tropical"
"327","ECA2299","A",1e-05,0.994531,20.949184,-156.53637,"Hawaii","TH"
