"","samples","cluster","frac_cluster","max_frac","lat","long","geo","Lineage"
"45","QG2659","A",1.2e-05,0.509863,9.153933333,-79.83166667,"Central America","Tropical"
"46","JU2214","A",0.052113,0.511104,-6.462863,-76.335715,"South America","Tropical"
"47","NIC1421","A",0.512359,0.512359,4.86785497516393,-52.3451459873467,"South America","Tropical"
"48","BRC20105","A",1e-05,0.512788,26.478,127.836,"Pacific","Tropical"
"49","QG4094","A",1e-05,0.513699,-21.16862222,148.5080167,"Australia","AD"
"50","EG6276","A",1e-05,0.516227,-23.5,-46.7,"South America","Tropical"
"51","QG5507","A",1e-05,0.520699,6.9666,158.1907,"Pacific","Tropical"
"52","QG5348","A",1e-05,0.522472,6.9666,158.1907,"Pacific","Tropical"
"53","BRC20094","A",1e-05,0.524339,25.015958,121.541761,"Taiwan","Tropical"
"54","NIC821","A",0.064171,0.526111,23.60283,120.88416,"Taiwan","Tropical"
"55","ECA1423","A",1e-05,0.527601,22.034251,-159.379145,"Hawaii","Tropical"
"56","JU3327","A",1e-05,0.527686,31.23025,121.3955,"Asia","Tropical"
"57","QG550","A",1e-05,0.528467,26.4758,127.834,"Pacific","Tropical"
"58","XZ1731","A",1e-05,0.529819,-22.9382,-46.5466,"South America","Tropical"
"59","EG6261","A",1e-05,0.530249,18.11,-66.16,"Caribbean","Tropical"
"60","QG2736","A",1.2e-05,0.530822,9.1598,-79.8399,"Central America","Tropical"
"61","EG6272","A",0.062603,0.532134,18.45,-66,"Caribbean","Tropical"
"62","QG4070","A",1e-05,0.538416,-21.1176781,148.5160414,"Australia","Tropical"
"63","BRC20499","A",1e-05,0.539885,24,121.5,"Taiwan","TH"
"64","QG855","A",1e-05,0.543491,9.152583,-79.852998,"Central America","Tropical"
"65","NIC331","A",0.548093,0.548093,5.73057,-53.89241,"South America","Tropical"
"66","JU2799","A",1e-05,0.548515,51.5378,9.9359,"Europe","Tropical"
"67","JU1794","A",1e-05,0.549309,-16.8,-151.5,"Pacific","Tropical"
"68","QG3004","A",0.168667,0.550089,9.16925,-79.8380167,"Central America","Tropical"
"69","BRC20333","A",1e-05,0.552298,24.602334,121.510549,"Taiwan","TH"
"70","HPT52","A",1e-05,0.556635,-8.5405,115.1725,"Pacific","Tropical"
"71","NIC1308","A",1e-05,0.558282,4.86442099325358,-52.3459600377827,"South America","Tropical"
"72","JU1638","A",0.009645,0.564233,17.13768,-25.06689,"Africa","Tropical"
"73","QG5488","A",1e-05,0.57058,6.9031,158.1706,"Pacific","Tropical"
"74","NIC822","A",1e-05,0.571221,25.168,121.56254,"Taiwan","TH"
"75","NIC590","A",0.269551,0.573904,15.40585,-61.34613,"Caribbean","Tropical"
"76","QG1111","A",1e-05,0.576022,9.16835,-79.839279,"Central America","Tropical"
"77","JU4058","A",1e-05,0.576164,22.301,103.9218,"Asia","Tropical"
"78","QG795","A",0.345792,0.579862,9.159222,-79.836495,"Central America","Tropical"
"79","QG5612","A",0.004174,0.580658,6.9578,158.2086,"Pacific","Tropical"
"80","JU1392","A",1.3e-05,0.587829,-22.916,-43.173,"South America","Tropical"
"81","NIC1221","A",1e-05,0.58803,25.95147,119.96883,"Asia","Tropical"
"82","NIC1267","A",0.590243,0.590243,3.622385971,-53.21547696,"South America","Tropical"
"83","QG3019","A",0.175998,0.590795,9.163116667,-79.8372,"Central America","Tropical"
"84","ECA161","A",1e-05,0.590859,20.854584,-156.169313,"Hawaii","Tropical"
"85","QG4233","A",1e-05,0.591499,-21.16862222,148.5080167,"Australia","AD"
"86","JU1399","A",0.595505,0.595505,5.9,-75.9,"South America","Tropical"
"87","QG3867","A",0.089686,0.595853,10.42361667,-84.00118611,"Central America","Tropical"
"88","JU1337","A",1e-05,0.597359,8.32,77.075,"Asia","Tropical"
"89","JU1347","A",1e-05,0.597907,9.6,77.13,"Asia","Tropical"
"90","QG4706","A",1e-05,0.603161,6.9666,158.1907,"Pacific","Tropical"
"91","QG763","A",0.075922,0.604249,9.161421,-79.837195,"Central America","Tropical"
"92","BRC20289","A",1e-05,0.604576,25.01947778,121.9432,"Taiwan","TH"
"93","NIC1069","A",0.106498,0.606586,20.67859,-88.56941,"Central America","Tropical"
"94","MY539","A",1e-05,0.606986,54.3491,10.11505,"Europe","Tropical"
"95","BRC20532","A",1e-05,0.608193,25.138139,121.672,"Taiwan","TH"
"96","QG3924","A",0.61477,0.61477,13.234279,-59.587888,"Caribbean","Tropical"
"97","NIC1218","A",1e-05,0.618577,25.95224,119.9771,"Asia","Tropical"
"98","QG4683","A",1e-05,0.624111,6.9666,158.1907,"Pacific","Tropical"
"99","JU1885","A",1e-05,0.626322,7.2995,80.6437,"Asia","Tropical"
"100","QG3058","A",0.087762,0.626845,9.163116667,-79.8372,"Central America","Tropical"
"101","BRC20290","A",1e-05,0.626968,25.01947778,121.9432,"Taiwan","TH"
"102","QG737","A",1e-05,0.628029,9.155514,-79.848903,"Central America","Tropical"
"103","QX1800","A",1e-05,0.63057,20.8715,-156.1694,"Hawaii","Tropical"
"104","NIC792","A",1e-05,0.631691,23.83633,120.72447,"Taiwan","Tropical"
"105","NIC985","A",0.048781,0.639012,4.03726,-52.67243,"South America","Tropical"
"106","BRC20324","A",1e-05,0.640921,24.03965278,121.155,"Taiwan","TD1"
"107","NIC1052","A",0.642112,0.642112,20.51328,-87.24718,"Central America","Tropical"
"108","QG761","A",0.356737,0.643063,9.161421,-79.837195,"Central America","Tropical"
"109","QG3032","A",0.250615,0.643124,9.163366667,-79.8447333,"Central America","Tropical"
"110","QG3921","A",0.190932,0.643568,13.225206,-59.588132,"Caribbean","Tropical"
"111","QG3925","A",0.278113,0.644164,13.233538,-59.587865,"Caribbean","Tropical"
"112","QG790","A",1e-05,0.646786,9.147185361,-79.8528469,"Central America","Tropical"
"113","QG3931","A",0.647853,0.647853,13.225422,-59.589477,"Caribbean","Tropical"
"114","EG5613","A",1e-05,0.656043,-23.18234,-44.19456,"South America","Tropical"
"115","ECA1587","A",1e-05,0.656173,21.308944,-157.7956,"Hawaii","Tropical"
"116","QG3920","A",0.175565,0.656805,13.225206,-59.588132,"Caribbean","Tropical"
"117","ECA1657","A",1e-05,0.657509,20.948692,-156.53654,"Hawaii","Tropical"
"118","NIC1062","A",0.137311,0.657941,20.68576,-88.20927,"Central America","Tropical"
"119","ECA3503","A",1e-05,0.660683,22.075157,-159.41413,"Hawaii","Tropical"
"120","QG2972","A",1e-05,0.664454,9.167433333,-79.8397,"Central America","Tropical"
"121","EG6275","A",1e-05,0.672594,-23.5,-46.7,"South America","Tropical"
"122","QG132","A",0.021818,0.673693,22.0804,-159.4124,"Hawaii","Tropical"
"123","BRC20348","A",1e-05,0.677662,25.128031,121.58826,"Taiwan","TH"
"124","QG3056","A",1e-05,0.679839,9.1674,-79.83967,"Central America","Tropical"
"125","VT847","A",1e-05,0.680722,19.9,-155.6,"Hawaii","Tropical"
"126","BRC20463","A",1e-05,0.680801,24.822658,121.735926,"Taiwan","TH"
"127","QG4701","A",1e-05,0.681952,6.9195,158.2712,"Pacific","Tropical"
"128","QG864","A",1e-05,0.682375,9.152583,-79.852998,"Central America","Tropical"
"129","BRC20571","A",1e-05,0.682522,22.67151131,121.50634,"Taiwan","Tropical"
"130","EG6274","A",1e-05,0.68377,-23.5,-46.7,"South America","Tropical"
"131","QG881","A",0.315808,0.683992,9.144607067,-79.8263148,"Central America","Tropical"
"132","VSL2212","A",1e-05,0.685328,12.3829,75.9013,"Asia","Tropical"
"133","QG2966","A",1e-05,0.685789,9.166166667,-79.84,"Central America","Tropical"
"134","NIC392","A",0.686034,0.686034,5.40779,-53.64583,"South America","Tropical"
"135","QG3923","A",0.126806,0.686146,13.225206,-59.588132,"Caribbean","Tropical"
"136","VSL2201","A",1e-05,0.688565,12.3807,75.8947,"Asia","Tropical"
"137","VSL2210","A",1e-05,0.692702,12.36923,75.90115,"Asia","Tropical"
"138","QG4966","A",1e-05,0.694136,6.9196,158.2712,"Pacific","Tropical"
"139","NIC1057","A",0.698911,0.698911,20.48756,-87.72532,"Central America","Tropical"
"140","JU3319","A",1e-05,0.700306,31.2306,121.4718,"Asia","Tropical"
"141","QG5406","A",1e-05,0.700366,6.9666,158.1907,"Pacific","Tropical"
"142","BRC20565","A",1e-05,0.705472,22.67499807,121.503295,"Taiwan","Tropical"
"143","BRC20534","A",1e-05,0.708319,24.182667,121.626472,"Taiwan","TH"
"144","QG3926","A",0.256972,0.7102,13.233413,-59.587901,"Caribbean","Tropical"
"145","JU725","A",1e-05,0.711652,24.75,110.5,"Asia","Tropical"
"146","NIC883","A",1e-05,0.713346,23.67108,120.8,"Taiwan","Tropical"
"147","NIC1103","A",0.714053,0.714053,18.0383007,-89.6738919,"Central America","Tropical"
"148","NIC911","A",0.089004,0.718172,4.03721,-52.67052,"South America","Tropical"
"149","QG4742","A",1e-05,0.719367,6.9213,158.2637,"Pacific","Tropical"
"150","EG6267","A",1e-05,0.719433,18.45,-66,"Caribbean","Tropical"
"151","XZ1210","A",1e-05,0.719597,-23.571,-46.647,"South America","Tropical"
"152","QG4648","A",1e-05,0.722128,6.9209,158.2632,"Pacific","Tropical"
"153","NIC1050","A",0.722469,0.722469,20.51328,-87.24718,"Central America","Tropical"
"154","GXW23","A",1e-05,0.72371,30.54,114.42,"Asia","Tropical"
"155","NIC1681","A",1e-05,0.723979,22.08922,120.84876,"Taiwan","TH"
"156","NIC1058","A",0.726329,0.726329,20.48756,-87.72532,"Central America","Tropical"
"157","ECA2625","A",1e-05,0.727503,-26.6228223,152.6905986,"Australia","Tropical"
"158","QG860","A",0.271487,0.728313,9.14141,-79.8285,"Central America","Tropical"
"159","QG3823","A",0.108062,0.731428,10.42540556,-84.00121667,"Central America","Tropical"
"160","QG776","A",1e-05,0.73244,9.160652,-79.820831,"Central America","Tropical"
"161","QG2883","A",1e-05,0.733926,-16.9001167,145.7495833,"Australia","Tropical"
"162","ECA1489","A",0.202445,0.73405,21.395558,-157.90104,"Hawaii","Tropical"
"163","NIC1288","A",0.738993,0.738993,3.641279032,-53.20139201,"South America","Tropical"
"164","QG3006","A",1e-05,0.739502,9.16925,-79.8380167,"Central America","Tropical"
"165","ECA1149","A",1e-05,0.741324,21.34293,-157.8239,"Hawaii","Tropical"
"166","QG736","A",1e-05,0.742495,9.155514,-79.848903,"Central America","Tropical"
"167","ECA1521","A",1e-05,0.743619,21.318231,-157.81974,"Hawaii","Tropical"
"168","QG791","A",1e-05,0.746285,9.14576403,-79.8544232,"Central America","Tropical"
"169","ECA2645","A",1e-05,0.749913,-26.62221389,152.6910056,"Australia","Tropical"
"170","NIC1104","A",0.194961,0.750094,3.638367,-76.198343,"South America","Tropical"
"171","QG880","A",1e-05,0.751022,9.15445,-79.83205,"Central America","Tropical"
"172","NIC1645","A",1e-05,0.759129,25.06549,121.82703,"Taiwan","TH"
"173","BRC20545","A",1e-05,0.760261,23.416972,121.275389,"Taiwan","TH"
"174","NIC402","A",0.761677,0.761677,5.72896,-53.89008,"South America","Tropical"
"175","NIC329","A",0.76476,0.76476,5.72963,-53.89118,"South America","Tropical"
"176","BRC20090","A",1e-05,0.765094,24.744819,121.747742,"Taiwan","Tropical"
"177","ECA2637","A",1e-05,0.767053,-26.3674836,152.5852451,"Australia","Tropical"
"178","ECA186","A",1e-05,0.771025,21.303087,-157.827917,"Hawaii","Tropical"
"179","QG786","A",1e-05,0.77363,9.14576403,-79.8544232,"Central America","Tropical"
"180","ECA1555","A",1e-05,0.774491,21.300119,-157.76264,"Hawaii","Tropical"
"181","ECA1443","A",1e-05,0.774655,22.053315,-159.36556,"Hawaii","TH"
"182","NIC814","A",1e-05,0.775847,23.81411,120.85654,"Taiwan","TH"
"183","QG4718","A",1e-05,0.776322,6.9666,158.1907,"Pacific","Tropical"
"184","QG3927","A",0.198682,0.777119,13.233413,-59.587901,"Caribbean","Tropical"
"185","NIC1055","A",0.779351,0.779351,20.48978,-87.72502,"Central America","Tropical"
"186","QG5633","A",1e-05,0.78221,6.9666,158.1907,"Pacific","Tropical"
"187","NIC758","A",0.0874,0.782563,15.35802,-61.3537,"Caribbean","Tropical"
"188","QG2663","A",2e-05,0.784945,9.153933333,-79.83166667,"Central America","Tropical"
"189","JU2861","A",1e-05,0.787681,52.1944,0.1264,"Europe","Tropical"
"190","QG700","A",0.20995,0.78985,9.145492913,-79.8261379,"Central America","Tropical"
"191","ECA2936","A",1e-05,0.791363,22.0644490999379,-159.348913899999,"Hawaii","TH"
"192","ECA2975","A",1e-05,0.792643,22.0638967,-159.3522759,"Hawaii","Tropical"
"193","QG3053","A",1e-05,0.79457,9.16484,-79.83659,"Central America","Tropical"
"194","ECA2808","A",1e-05,0.798546,29.642849,-82.34452,"North America","Tropical"
"195","NIC1693","A",1e-05,0.798893,25.03488,121.58864,"Taiwan","TH"
"196","QG3783","A",1e-05,0.801519,10.4297,-84.00853,"Central America","Tropical"
"197","ECA1571","A",0.196996,0.802804,21.392064,-157.90236,"Hawaii","Tropical"
"198","ECA1143","A",0.174315,0.803228,21.3419,-157.8099,"Hawaii","Tropical"
"199","QG133","A",1e-05,0.80462,22.2065,-159.4978,"Hawaii","TH"
"200","XZ1732","A",1e-05,0.804753,-23.5707,-46.64471,"South America","Tropical"
"201","NIC555","A",0.035281,0.804884,15.58933,-61.47222,"Caribbean","Tropical"
"202","NIC1688","A",1e-05,0.805649,25.03266,121.587,"Taiwan","Tropical"
"203","JU2910","A",0.038567,0.807242,-20.2914,57.4061,"Africa","Tropical"
"204","QG3527","A",0.049741,0.808368,10.42623333,-84.0126,"Central America","Tropical"
"205","JU2868","A",1e-05,0.808752,48.2053,16.3666,"Europe","Tropical"
"206","JU1795","A",1e-05,0.809109,-16.8,-151.5,"Pacific","Tropical"
"207","HPT9","A",1e-05,0.809533,-7.803102,112.515932,"Pacific","Tropical"
"208","NIC1054","A",0.812595,0.812595,20.48991,-87.72797,"Central America","Tropical"
"209","BRC20099","A",1e-05,0.815014,25.043399,121.616268,"Taiwan","Tropical"
"210","QG5474","A",1e-05,0.817649,6.9666,158.1907,"Pacific","Tropical"
"211","ECA2093","A",1e-05,0.819305,20.948832,-156.53565,"Hawaii","Tropical"
"212","QG2641","A",1e-05,0.819704,9.153933333,-79.83166667,"Central America","Tropical"
"213","NIC1423","A",0.820259,0.820259,3.644299032,-53.19803297,"South America","Tropical"
"214","QG2881","A",1e-05,0.821006,-16.8999,145.7489833,"Australia","Tropical"
"215","JU2507","A",1e-05,0.821079,8.893,98.512,"Asia","Tropical"
"216","EG6265","A",1e-05,0.821386,18.11,-66.16,"Caribbean","TH"
"217","QG3851","A",1e-05,0.822849,10.41900556,-84.00699722,"Central America","Tropical"
"218","BRC20077","A",1e-05,0.822921,24.793571,121.364232,"Taiwan","Tropical"
"219","QG978","A",0.126868,0.824983,9.1491,-79.856143,"Central America","Tropical"
"220","ECA175","A",1e-05,0.826479,21.306265,-157.851375,"Hawaii","Tropical"
"221","NIC332","A",0.829496,0.829496,5.72914,-53.89023,"South America","Tropical"
"222","NIC552","A",1e-05,0.830061,15.56962,-61.37537,"Caribbean","Tropical"
"223","ZZY1075","A",1e-05,0.831638,22.78977726,114.739768,"Asia","Tropical"
"224","QG858","A",1e-05,0.832187,9.155694,-79.848988,"Central America","Tropical"
"225","NIC1662","A",1e-05,0.832697,23.66543,120.79964,"Taiwan","TH"
"226","BRC20257","A",1e-05,0.83334,NA,NA,"unknown","Tropical"
"227","ECA2890","A",1e-05,0.835263,21.355772099999,-157.765345699999,"Hawaii","Tropical"
"228","NIC1562","A",1e-05,0.83754,25.00481,121.73369,"Taiwan","TH"
"229","QG5525","A",1e-05,0.837592,6.9031,158.1706,"Pacific","Tropical"
"230","ECA176","A",1e-05,0.838605,21.386338,-157.925536,"Hawaii","Tropical"
"231","XZ1207","A",1e-05,0.840119,-23.892,-46.3326,"South America","Tropical"
"232","ECA1439","A",1e-05,0.840966,22.061908,-159.34675,"Hawaii","Tropical"
"233","NIC327","A",0.845226,0.845226,5.72877,-53.88992,"South America","Tropical"
"234","QX1801","A",1e-05,0.845396,20.8189,-156.0904,"Hawaii","Tropical"
"235","QG866","A",1e-05,0.845574,9.151852,-79.853543,"Central America","Tropical"
"236","QG5603","A",1e-05,0.845999,6.9661,158.1916,"Pacific","Tropical"
"237","NIC61","A",1e-05,0.846271,5.07384,-52.69537,"South America","Tropical"
"238","ECA2663","A",1e-05,0.846862,-26.6213395,152.6923809,"Australia","Tropical"
"239","ECA1160","A",1e-05,0.847864,21.34286,-157.8231,"Hawaii","Tropical"
"240","JU1378","A",1e-05,0.84868,-21.0478,55.6878,"Africa","Tropical"
"241","ECA1437","A",1e-05,0.849559,22.034472,-159.37943,"Hawaii","Tropical"
"242","BRC20294","A",1e-05,0.849606,24.993796,121.53514,"Taiwan","Tropical"
"243","QG784","A",1e-05,0.850451,9.14576403,-79.8544232,"Central America","Tropical"
"244","QX1802","A",1e-05,0.850786,20.6299,-156.3948,"Hawaii","Tropical"
"245","NIC583","A",0.103037,0.852301,15.40368,-61.34699,"Caribbean","Tropical"
"246","BRC20081","A",1e-05,0.852384,24.602334,121.510549,"Taiwan","TH"
"247","ECA3899","A",1e-05,0.852571,21.8748138888889,-159.441647222222,"Hawaii","Tropical"
"248","ECA2894","A",1e-05,0.854876,21.3570225,-157.764294100002,"Hawaii","Tropical"
"249","QG856","A",1e-05,0.855738,9.156459,-79.848792,"Central America","Tropical"
"250","ECA182","A",1e-05,0.856308,21.465,-157.9968,"Hawaii","Tropical"
"251","NIC400","A",0.858742,0.858742,5.72711,-53.89076,"South America","Tropical"
"252","BRC20574","A",1e-05,0.861153,22.67248185,121.505358,"Taiwan","Tropical"
"253","NIC1059","A",0.861562,0.861562,20.48627,-87.72449,"Central America","Tropical"
"254","QG2665","A",1e-05,0.867045,9.153933333,-79.83166667,"Central America","Tropical"
"255","BRC20346","A",1.4e-05,0.867821,24.84201944,121.9516639,"Taiwan","TH"
"256","NIC330","A",0.867885,0.867885,5.72889,-53.8901,"South America","Tropical"
"257","ECA2626","A",1e-05,0.868847,-26.62221389,152.6910056,"Australia","Tropical"
"258","JU1377","A",1e-05,0.871993,-21.0476,55.6905,"Africa","Tropical"
"259","BRC20119","A",1e-05,0.874932,23.836799,120.727025,"Taiwan","Tropical"
"260","ECA1164","A",1.5e-05,0.875854,21.34298,-157.8232,"Hawaii","Tropical"
"261","BRC20088","A",1e-05,0.878325,25.15533333,121.5465611,"Taiwan","TH"
"262","QG3057","A",1e-05,0.878716,9.163366667,-79.8372333,"Central America","Tropical"
"263","ECA1147","A",1e-05,0.879413,21.34188,-157.8097,"Hawaii","Tropical"
"264","NIC803","A",0.119683,0.880117,23.81441,120.85687,"Taiwan","Tropical"
"265","ECA177","A",1e-05,0.881136,21.282235,-157.801556,"Hawaii","Tropical"
"266","ECA1507","A",1e-05,0.882468,21.310911,-157.79492,"Hawaii","Tropical"
"267","JU1884","A",1e-05,0.882876,15.7,-88.8,"Central America","Tropical"
"268","ECA1605","A",0.058674,0.883419,21.395786,-157.90051,"Hawaii","TH"
"269","BRC20095","A",1.1e-05,0.884024,24.74725,121.746266,"Taiwan","Tropical"
"270","JU1909","A",1e-05,0.884956,-18.5245,146.3327,"Australia","Tropical"
"271","ECA2373","A",1e-05,0.886097,20.837072,-156.28088,"Hawaii","Tropical"
"272","NIC984","A",0.113451,0.886349,4.03746,-52.67236,"South America","Tropical"
"273","BRC20073","A",1.7e-05,0.886957,25.04655556,121.6149472,"Taiwan","Tropical"
"274","ECA2115","A",1e-05,0.888838,20.952098,-156.53317,"Hawaii","Tropical"
"275","BRC20501","A",1e-05,0.889079,24,121.5,"Taiwan","TH"
"276","BRC20367","A",1e-05,0.89139,24.54670963,121.5069174,"Taiwan","TH"
"277","ECA1637","A",1e-05,0.892087,20.952098,-156.53317,"Hawaii","Tropical"
"278","VSL2215","A",1e-05,0.892172,12.3799,75.8974,"Asia","Tropical"
"279","QG2919","A",1e-05,0.893409,-20.28785,148.7653,"Australia","AD"
"280","ED3032","A",1e-05,0.893557,25.158056,121.515831,"Taiwan","Tropical"
"281","ECA288","A",1e-05,0.893793,9.926663289,-84.04235373,"Central America","Tropical"
"282","QG3876","A",1e-05,0.894899,10.44027,-84.01227,"Central America","Tropical"
"283","NIC1528","A",1.1e-05,0.896069,-16.755721,49.99665,"Africa","Tropical"
"284","NIC1525","A",1e-05,0.899289,-17.088793,49.827329,"Africa","Tropical"
"285","MY2716","A",1e-05,0.89957,54.3491,10.11505,"Europe","Tropical"
"286","BRC20069","A",1e-05,0.901706,25.04655556,121.6149472,"Taiwan","Tropical"
"287","JU3416","A",1e-05,0.902626,38.2541,140.8508,"Pacific","Temperate"
"288","DF5100","A",0.096228,0.903572,-23.8,31.4,"Africa","Tropical"
"289","JU2472","A",0.094563,0.905237,-12.732834,45.186209,"Africa","Tropical"
"290","ECA2425","A",1.3e-05,0.906874,20.038736,-155.44001,"Hawaii","Tropical"
"291","QG5611","A",1e-05,0.908208,6.9578,158.2086,"Pacific","Tropical"
"292","ECA3713","A",1e-05,0.909445,21.6332388888889,-158.05215,"Hawaii","Tropical"
"293","NIC519","A",1e-05,0.909852,25.00739,121.900472,"Taiwan","TH"
"294","QG3826","A",1e-05,0.911196,10.43018,-84.0065,"Central America","Tropical"
"295","ECA1563","A",1e-05,0.912406,21.307381,-157.79664,"Hawaii","Tropical"
"296","BRC20544","A",1e-05,0.913111,24.182667,121.626472,"Taiwan","TH"
"297","JU2054","A",1e-05,0.913545,21.96385,-159.35838,"Hawaii","Tropical"
"298","NIC187","A",0.085981,0.913819,15.8552,-61.5976,"Caribbean","Tropical"
"299","HPT62","A",1e-05,0.916371,-8.41222,115.58591,"Pacific","Tropical"
"300","QG887","A",1e-05,0.91667,9.14576403,-79.8544232,"Central America","Tropical"
"301","QX1410","A",1e-05,0.916947,13.821844,-61.049778,"Caribbean","Tropical"
"302","NIC188","A",0.082475,0.917324,16.0455,-61.6938,"Caribbean","Tropical"
"303","BRC20241","A",1e-05,0.918613,23.836415,120.725183,"Taiwan","Tropical"
"304","NIC1060","A",0.919712,0.919712,20.48529,-87.72361,"Central America","Tropical"
"305","HPT63","A",1e-05,0.922844,-8.37285,115.4541,"Pacific","Tropical"
"306","ECA1621","A",1e-05,0.924178,21.301669,-157.76258,"Hawaii","Tropical"
"307","ECA287","A",1e-05,0.925077,9.926663289,-84.04235373,"Central America","TH"
"308","NIC1529","A",1e-05,0.925785,-16.755873,49.996516,"Africa","Tropical"
"309","QG865","A",1e-05,0.926754,9.16272,-79.84097,"Central America","Tropical"
"310","BRC20242","A",1e-05,0.927276,23.836623,120.728049,"Taiwan","Tropical"
"311","QG3816","A",1e-05,0.927667,10.43803,-84.0112,"Central America","Tropical"
"312","QG927","A",1e-05,0.930205,9.170850606,-79.8428988,"Central America","Tropical"
"313","ECA1411","A",1e-05,0.931388,22.053192,-159.365224,"Hawaii","Tropical"
"314","QG1155","A",1e-05,0.932932,9.160449,-79.840373,"Central America","Tropical"
"315","ECA371","A",1e-05,0.935383,22.0286111,-159.3825,"Hawaii","Tropical"
"316","HPT7","A",1e-05,0.936066,-7.804727,112.51613,"Pacific","Tropical"
"317","NIC1598","A",1e-05,0.936299,24.6871,121.13633,"Taiwan","TH"
"318","QG997","A",1e-05,0.936485,9.160461,-79.822633,"Central America","Tropical"
"319","BRC20341","A",1e-05,0.937011,24,121,"Taiwan","TH"
"320","QG926","A",1e-05,0.938085,9.170573,-79.84316,"Central America","Tropical"
"321","NIC795","A",1e-05,0.938667,23.83617,120.72563,"Taiwan","Tropical"
"322","QG3874","A",1e-05,0.939974,10.44027,-84.01227,"Central America","Tropical"
"323","NIC60","A",0.941984,0.941984,5.07382,-52.69551,"South America","Tropical"
"324","ECA346","A",1e-05,0.944586,26.461525,-82.0554972,"North America","Tropical"
"325","EG6271","A",0.054219,0.945572,18.3,-65.8,"Caribbean","Tropical"
"326","ECA1471","A",1e-05,0.945846,21.311842,-157.76172,"Hawaii","Tropical"
