,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.0006295096731357196,0.0007201052491862191,-0.4118634445746465,194000,1648
1,I,left_arm,0.001519210286286917,0.0015138120967835799,0.011715676062722018,1789500,23198
2,I,center,0.0006043088862958293,0.0006594480709475633,-0.27473731787905337,7199500,30791
3,I,right_arm,0.002287721615419314,0.0019462965392146039,0.5764093298449815,13089000,40573
4,I,right_tip,0.0009731298654051603,0.0010259537791503142,-0.16893251339908913,15255500,3498
5,I,full,0.0011175190709814395,0.0010798086467525012,0.11476285154377795,7770500,99708
6,II,left_tip,0.0017304521210624482,0.001623874775485057,0.2154611756569254,283000,5455
7,II,left_arm,0.0025287688288077844,0.0020019155090776086,0.8647004231319882,1988000,30088
8,II,center,0.0014887813928885429,0.0013274617995940262,0.39934515338599086,8699000,80930
9,II,right_arm,0.0029554683574197376,0.002769431281619844,0.22072399529610667,15279500,36372
10,II,right_tip,0.001613479002755684,0.0010799139589257648,1.56660012743675,16583000,124
11,II,full,0.001846286233726055,0.0016295572011519224,0.43706289626317585,8297500,152969
12,III,left_tip,0.0010466502907322546,0.001229993304311906,-0.4893215026254185,358000,5249
13,III,left_arm,0.0024217233405539056,0.0021749506670476486,0.37280787681208527,2340500,39792
14,III,center,0.0006911349512150084,0.0007287950539056074,-0.1697923262756599,7894500,33006
15,III,right_arm,0.001900702128561014,0.0018802704240911388,0.035699596679241954,12909500,23487
16,III,right_tip,0.0009527328306067682,0.0009906083191575793,-0.12549869692105275,14403000,4906
17,III,full,0.0011894193888639798,0.0011750656864598244,0.04014106512999848,7405500,106440
18,IV,left_tip,0.0017683307283237592,0.0016239055257389516,0.2920362210944778,351000,6276
19,IV,left_arm,0.0018888033811691272,0.001818323456594349,0.12736208636656926,2475000,35783
20,IV,center,0.0011969859787369001,0.0011128825939932647,0.24833496168219016,8845000,58617
21,IV,right_arm,0.0025380145017064124,0.0024337086799965297,0.14082416035415488,14904000,38068
22,IV,right_tip,0.002151914475642998,0.0017461738128990204,0.7630315408948992,16723000,7207
23,IV,full,0.0015863378275901804,0.0014858302263539601,0.22229300129352406,8540000,145951
24,V,left_tip,0.0010960819960060587,0.0012965847558682614,-0.5074625314851944,234500,3382
25,V,left_arm,0.0020153354702537253,0.0016746798054822955,0.6684213101460211,3265500,51571
26,V,center,0.0010804835459527857,0.0009537963455571703,0.4364621418387359,10778500,51721
27,V,right_arm,0.0022609680833864275,0.002040366780811271,0.355267606821609,17521000,43368
28,V,right_tip,0.0009207268740734922,0.0011083610939831255,-0.5551869656827059,19740000,2424
29,V,full,0.0015407718097892851,0.001354623666820687,0.4515829074548088,9966500,152466
30,X,left_tip,0.0011937128972356484,0.0011311234845402223,0.18175299931874314,722000,9253
31,X,left_arm,0.0016850430251048917,0.0015174934057230255,0.36281403696534165,4255000,48668
32,X,center,0.0008845827747412483,0.0009541620026722329,-0.2396264025748417,12794000,61171
33,X,right_arm,0.0013792382906492495,0.0014937783099654804,-0.25194764176038154,20341500,30783
34,X,right_tip,0.0001791407327228166,0.0002040960206168621,-0.3729849779453107,22191000,89
35,X,full,0.0011866022500190052,0.0011937427861760483,-0.019657046376369856,11110500,149964
