,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.00246447674538988,0.0024904485800029672,-0.03492036903568526,194000,5444
1,I,left_arm,0.0030623469292721454,0.0035427150760407563,-0.4544848930781274,1789500,51025
2,I,center,0.002622100167592426,0.0026463095384692257,-0.030666011493829533,7199500,117203
3,I,right_arm,0.003754460673109005,0.0043405628263033244,-0.4526159917353246,13089000,85695
4,I,right_tip,0.0033210189692268965,0.0034426629107632755,-0.11839179703470862,15255500,10869
5,I,full,0.0029540094016323646,0.0031714799785638264,-0.22985959231845693,7770500,270236
6,II,left_tip,0.0039060069885517106,0.004150928796832101,-0.19771446251954625,283000,12895
7,II,left_arm,0.00460668585318282,0.004555334909865391,0.037785170422935374,1988000,65268
8,II,center,0.003374884119925711,0.003491983623331157,-0.11240992451150342,8699000,201003
9,II,right_arm,0.004058322852805552,0.004714738994768438,-0.46667284176666024,15279500,58245
10,II,right_tip,0.0013452587682838033,0.00146281871552274,-0.26536391833085965,16583000,148
11,II,full,0.0036634432869695967,0.003832524325246574,-0.14788904027551356,8297500,337559
12,III,left_tip,0.0029857958258877556,0.0033613979430317654,-0.37442694515882896,358000,13237
13,III,left_arm,0.003959881993213903,0.004732543712450902,-0.5472595776491034,2340500,82115
14,III,center,0.0025944585701877915,0.002772428183432449,-0.2151790696948737,7894500,119484
15,III,right_arm,0.003945511511043946,0.004436070147046604,-0.37065452443059627,12909500,51877
16,III,right_tip,0.003126192782084776,0.0038674385300316817,-0.6422991144678282,14403000,17446
17,III,full,0.003059774106776439,0.00342772244906901,-0.3598366306893072,7405500,284159
18,IV,left_tip,0.0038287065068964435,0.0042031929542610084,-0.2985744665640099,351000,15760
19,IV,left_arm,0.0040435931693011285,0.004294718244351536,-0.19600188686898587,2475000,80722
20,IV,center,0.003229136867034788,0.003338394184416247,-0.10970664250235691,8845000,167446
21,IV,right_arm,0.004135982452272282,0.004963136373875409,-0.5586326738641053,14904000,73882
22,IV,right_tip,0.004019147018653943,0.004219505503938044,-0.1591268118957266,16723000,16523
23,IV,full,0.003578843914635405,0.003829840274393297,-0.21969148393990848,8540000,354333
24,V,left_tip,0.0036036378300053663,0.0033278322618506763,0.2776720421078198,234500,8279
25,V,left_arm,0.004127693713682697,0.004396074577829632,-0.2046453650392566,3265500,128758
26,V,center,0.0033538447485015445,0.0034748609073157405,-0.11674198431482312,10778500,178698
27,V,right_arm,0.004682124486767936,0.005437091665451286,-0.46545010427846484,17521000,110097
28,V,right_tip,0.0028408767957078295,0.003356860999602716,-0.5149205064933705,19740000,6939
29,V,full,0.003795995415812351,0.004068443582746167,-0.22448298114051093,9966500,432771
30,X,left_tip,0.003566823681961894,0.0036365994457103986,-0.06430928404048614,722000,28542
31,X,left_arm,0.004111236041747532,0.004256433292180764,-0.1143482311663307,4255000,129780
32,X,center,0.004001201788982253,0.0038317359813071807,0.1482554362651961,12794000,232259
33,X,right_arm,0.003983638080795666,0.004143789473969565,-0.1295506730808543,20341500,81415
34,X,right_tip,0.000380631409807591,0.00034953828198496363,0.2852575086755942,22191000,144
35,X,full,0.00398717962928816,0.003967185873331897,0.016894306952355245,11110500,472140
