,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.0006989384849738821,0.0007658959595399738,-0.3306022267046933,194000,1299
1,I,left_arm,0.0020966848875795807,0.002104449667870668,-0.013995624039312676,1789500,24057
2,I,center,0.0010628697489322952,0.0009878200401607,0.2882081754965479,7199500,34527
3,I,right_arm,0.0028667058544077973,0.002357713386686246,0.8189357258450138,13089000,36584
4,I,right_tip,0.0016812213942996239,0.0013028916396847063,1.1003932071885623,15255500,3299
5,I,full,0.0016205735649658052,0.0014574239429874741,0.4246808385688323,7770500,99766
6,II,left_tip,0.0015936619200527264,0.0017360942985533293,-0.31098119522961215,283000,4303
7,II,left_arm,0.0026545779342093613,0.002380363854577529,0.4369761428355179,1988000,26763
8,II,center,0.0014939498887263161,0.0015215853226438116,-0.06890119643979717,8699000,70451
9,II,right_arm,0.002498282036577874,0.0021394247731115297,0.6362401062196369,15279500,20432
10,II,right_tip,0.0004547360925328498,0.0005831763148409083,-0.7858061709757657,16583000,49
11,II,full,0.0018007192407451457,0.0017366634823424091,0.13992926407195572,8297500,121998
12,III,left_tip,0.0014002129356872257,0.001578548644763728,-0.4282781736102902,358000,5045
13,III,left_arm,0.002625680565825148,0.0027272659446288,-0.14129597144593697,2340500,37197
14,III,center,0.0010777996717293743,0.001058505475608362,0.0691464345696746,7894500,36517
15,III,right_arm,0.0025307906363919714,0.0024375672852726973,0.14506267893146604,12909500,22199
16,III,right_tip,0.0016606692529517412,0.001451216117695708,0.547156314223695,14403000,5162
17,III,full,0.0015884447523749055,0.0015817291057043188,0.016107140061225673,7405500,106120
18,IV,left_tip,0.001891991859923195,0.0018168971941742394,0.15670125134266283,351000,5380
19,IV,left_arm,0.002562950129066741,0.0024783851475360793,0.12943676897732398,2475000,36476
20,IV,center,0.0015429512381935529,0.0015872208513630227,-0.10580925763349266,8845000,62679
21,IV,right_arm,0.0027866269142985513,0.0026921232241419696,0.1331596219099323,14904000,31675
22,IV,right_tip,0.0016224362694824191,0.001921438675494324,-0.5900094335184805,16723000,6088
23,IV,full,0.0019390717035484735,0.001943981710129364,-0.009582045579496093,8540000,142298
24,V,left_tip,0.001929818217772609,0.0019440704779952864,-0.02778926584767914,234500,3844
25,V,left_arm,0.002482792049817735,0.002330444233817227,0.24799762890446272,3265500,54429
26,V,center,0.0015108514430998714,0.0015621230016659984,-0.12451378713767561,10778500,63451
27,V,right_arm,0.002398125722569095,0.002378135570097555,0.031887138554966804,17521000,38276
28,V,right_tip,0.0013221186965732459,0.0013885062383146725,-0.1811229702001568,19740000,2323
29,V,full,0.001938194491874456,0.0019212960436365645,0.03336741980285479,9966500,162323
30,X,left_tip,0.0013156951569679304,0.0014686303622020323,-0.3949316793564509,722000,8931
31,X,left_arm,0.0026964203518456704,0.002542485155148853,0.229686301904193,4255000,61316
32,X,center,0.0014809481397026888,0.0014374818759205457,0.11471192798262846,12794000,68864
33,X,right_arm,0.002219170208178483,0.0018143000930208968,0.8465102633140374,20341500,27958
34,X,right_tip,0.0002618552155294508,0.0001550132540244417,2.3982149306920486,22191000,72
35,X,full,0.0018928829983905664,0.0017773408958636455,0.24662695073114976,11110500,167141
