N	eigenvalue	difference	twstat	p-value	effect.n
1	48.945387	NA	176.192	0	95.306
2	20.941685	-28.003702	91.645	4.42436e-256	144.850
3	20.469628	-0.472057	104.435	4.37314e-311	156.342
4	18.055189	-2.414439	101.029	4.33655e-296	171.228
5	17.525169	-0.530020	113.338	0	185.526
6	16.147647	-1.377522	117.843	0	203.523
7	14.369583	-1.778064	114.859	0	223.293
8	13.650333	-0.719250	123.132	0	242.636
9	11.569608	-2.080725	108.286	0	265.081
10	11.124151	-0.445457	115.177	0	283.511
11	10.122922	-1.001229	111.187	0	304.495
12	8.861410	-1.261512	97.943	1.01805e-282	324.786
13	8.558723	-0.302687	101.852	1.08951e-299	341.696
14	7.674554	-0.884169	91.200	3.13036e-254	360.121
15	7.520631	-0.153923	96.255	1.71284e-275	375.967
16	7.324762	-0.195869	100.594	3.43688e-294	393.576
17	6.785702	-0.539060	95.026	2.86648e-270	412.873
18	6.707081	-0.078622	101.676	6.43468e-299	430.956
19	5.660984	-1.046097	77.396	3.44938e-199	451.480
20	5.277717	-0.383266	70.495	2.0877e-173	465.465
21	5.120210	-0.157507	70.203	2.41146e-172	477.944
22	4.846869	-0.273341	65.417	3.20896e-155	490.564
23	4.658783	-0.188086	62.969	1.06441e-146	502.214
24	4.621724	-0.037059	65.865	8.52045e-157	513.458
25	4.540459	-0.081265	67.200	1.57961e-161	525.588
26	4.484069	-0.056390	69.544	5.99301e-170	538.252
27	4.420413	-0.063655	71.697	8.19972e-178	551.735
28	4.253775	-0.166639	69.449	1.32505e-169	566.026
29	4.226622	-0.027152	72.963	1.72415e-182	579.950
30	4.199208	-0.027414	76.732	1.1778e-196	595.085
31	3.808788	-0.390420	63.439	2.54695e-148	611.580
32	3.517089	-0.291699	53.166	3.02092e-114	624.616
33	3.400876	-0.116213	50.536	5.13313e-106	635.212
34	3.332161	-0.068714	50.012	2.1005e-104	645.310
35	3.323514	-0.008648	52.506	3.66597e-112	655.414
36	3.298980	-0.024534	54.300	7.336e-118	666.266
37	3.153165	-0.145815	49.562	5.03934e-103	677.722
38	3.107047	-0.046118	49.867	5.85631e-104	688.131
39	2.961763	-0.145284	44.501	6.11638e-88	698.751
40	2.849039	-0.112724	40.517	1.19651e-76	708.181
41	2.698535	-0.150504	33.966	2.83897e-59	716.776
42	2.678586	-0.019950	34.714	3.51928e-61	723.981
43	2.588165	-0.090421	31.218	1.88104e-52	731.425
44	2.547947	-0.040217	30.551	7.70604e-51	738.177
45	2.542519	-0.005428	31.977	2.62474e-54	744.851
46	2.541747	-0.000772	33.755	9.70158e-59	751.902
47	2.539406	-0.002340	35.514	3.06408e-63	759.422
48	2.522969	-0.016437	36.440	1.177e-65	767.426
49	2.453137	-0.069833	33.882	4.61979e-59	775.732
50	2.447587	-0.005549	35.415	5.52845e-63	783.525
51	2.414484	-0.033103	35.149	2.6822e-62	791.759
52	2.368046	-0.046438	33.919	3.72339e-59	800.017
53	2.348707	-0.019339	34.467	1.51158e-60	808.067
54	2.308592	-0.040115	33.552	3.15459e-58	816.332
55	2.244956	-0.063636	30.869	1.31996e-51	824.461
56	2.230130	-0.014826	31.536	3.15818e-53	832.031
57	2.161465	-0.068665	28.265	1.89859e-45	839.834
58	2.131267	-0.030198	27.644	5.08285e-44	846.940
59	2.084112	-0.047154	25.694	1.22658e-39	853.968
60	2.079738	-0.004375	26.874	2.85997e-42	860.609
61	2.045853	-0.033885	25.826	6.26929e-40	867.585
62	2.018944	-0.026909	25.246	1.17814e-38	874.379
63	2.004260	-0.014684	25.581	2.17518e-39	881.100
64	1.965650	-0.038609	24.010	5.52291e-36	887.961
65	1.944797	-0.020853	23.771	1.781e-35	894.514
66	1.944193	-0.000604	25.150	1.91402e-38	901.069
67	1.900164	-0.044029	23.009	7.13455e-34	908.009
68	1.867558	-0.032606	21.696	3.59971e-31	914.503
69	1.863981	-0.003577	22.743	2.55791e-33	920.746
70	1.819502	-0.044479	20.353	1.72565e-28	927.288
71	1.793417	-0.026085	19.415	1.14726e-26	933.325
72	1.781727	-0.011690	19.666	3.75712e-27	939.195
73	1.760256	-0.021471	19.062	5.41797e-26	945.171
74	1.741788	-0.018468	18.682	2.83046e-25	951.056
75	1.734203	-0.007584	19.243	2.44334e-26	956.899
76	1.707255	-0.026949	18.075	3.8571e-24	962.922
77	1.688780	-0.018475	17.613	2.73509e-23	968.719
78	1.679220	-0.009560	17.936	6.97749e-24	974.453
79	1.677684	-0.001537	19.002	7.02107e-26	980.310
80	1.663999	-0.013685	18.970	8.10003e-26	986.469
81	1.656277	-0.007721	19.485	8.39987e-27	992.670
82	1.631537	-0.024740	18.392	9.9331e-25	999.048
83	1.600057	-0.031480	16.591	1.89703e-21	1005.211
84	1.587623	-0.012434	16.549	2.25611e-21	1010.987
85	1.563610	-0.024013	15.362	2.62804e-19	1016.799
86	1.559851	-0.003759	16.114	1.31793e-20	1022.370
87	1.555123	-0.004728	16.789	8.43063e-22	1028.165
88	1.531418	-0.023705	15.578	1.12244e-19	1034.172
89	1.517514	-0.013904	15.298	3.37829e-19	1039.928
90	1.510582	-0.006932	15.709	6.65053e-20	1045.660
91	1.498592	-0.011990	15.606	1.00162e-19	1051.538
92	1.466216	-0.032376	13.372	5.12891e-16	1057.436
93	1.456561	-0.009655	13.420	4.30143e-16	1062.829
94	1.450885	-0.005676	13.881	7.7703e-17	1068.275
95	1.440776	-0.010109	13.879	7.83175e-17	1073.874
96	1.422340	-0.018435	12.974	2.19039e-15	1079.515
97	1.406105	-0.016235	12.264	2.76554e-14	1084.974
98	1.405263	-0.000842	13.198	9.72494e-16	1090.297
99	1.394867	-0.010396	13.108	1.34973e-15	1095.892
100	1.362940	-0.031927	10.621	7.44309e-12	1101.506
101	1.343284	-0.019656	9.404	3.59982e-10	1106.542
102	1.323678	-0.019606	8.144	1.56051e-08	1111.315
103	1.322843	-0.000835	8.958	1.40735e-09	1115.817
104	1.286495	-0.036348	5.745	3.70609e-06	1120.546
105	1.282083	-0.004411	6.086	1.55651e-06	1124.537
106	1.267177	-0.014906	5.220	1.35222e-05	1128.634
107	1.253603	-0.013575	4.476	7.69811e-05	1132.552
108	1.239504	-0.014099	3.642	0.000470475	1136.320
109	1.229217	-0.010287	3.227	0.00109421	1139.917
110	1.225900	-0.003317	3.620	0.000492641	1143.440
111	1.210456	-0.015444	2.576	0.00378999	1147.075
112	1.195387	-0.015070	1.540	0.0218744	1150.489
113	1.194448	-0.000938	2.174	0.00773445	1153.684
114	1.187700	-0.006748	2.118	0.00852081	1157.045
115	1.172189	-0.015511	0.987	0.0494664	1160.412
116	1.163532	-0.008658	0.660	0.0767418	1163.536
117	1.156952	-0.006580	0.576	0.0854244	1166.603
118	1.152385	-0.004566	0.736	0.0695023	1169.668
119	1.150682	-0.001703	1.253	0.0337792	1172.788
120	1.144079	-0.006603	1.167	0.0383152	1176.047
121	1.139761	-0.004318	1.362	0.0287288	1179.305
122	1.135401	-0.004360	1.553	0.021434	1182.627
123	1.134743	-0.000658	2.218	0.0071657	1186.016
124	1.129246	-0.005497	2.277	0.00646173	1189.584
125	1.118998	-0.010248	1.721	0.0164373	1193.189
126	1.115224	-0.003774	1.985	0.0106731	1196.680
127	1.110861	-0.004363	2.175	0.0077277	1200.256
128	1.104336	-0.006524	2.082	0.00905408	1203.900
129	1.095362	-0.008974	1.659	0.0181511	1207.543
130	1.088598	-0.006764	1.513	0.0228129	1211.103
131	1.082157	-0.006441	1.402	0.0270454	1214.649
132	1.074086	-0.008070	1.065	0.0443426	1218.187
133	1.067106	-0.006980	0.861	0.0588072	1221.663
134	1.058411	-0.008695	0.415	0.104406	1225.108
135	1.048061	-0.010350	-0.274	0.223072	1228.462
136	1.046181	-0.001880	0.177	0.138085	1231.665
137	1.041120	-0.005061	0.198	0.134815	1234.998
138	1.036718	-0.004401	0.308	0.118708	1238.355
139	1.031820	-0.004898	0.347	0.113293	1241.760
140	1.020902	-0.010918	-0.461	0.266696	1245.195
141	1.016418	-0.004484	-0.388	0.248991	1248.444
142	1.013761	-0.002657	-0.057	0.178592	1251.731
143	1.012850	-0.000912	0.529	0.0907107	1255.122
144	1.008892	-0.003958	0.690	0.0738315	1258.682
145	0.992727	-0.016164	-0.908	0.388712	1262.306
146	0.984848	-0.007880	-1.354	0.527101	1265.538
147	0.974726	-0.010122	-2.141	0.764124	1268.673
148	0.972683	-0.002042	-1.769	0.657917	1271.626
149	0.963899	-0.008785	-2.383	0.82345	1274.690
150	0.952236	-0.011663	-3.443	0.970666	1277.613
151	0.949079	-0.003157	-3.268	0.957842	1280.284
152	0.946133	-0.002946	-3.060	0.937441	1283.014
153	0.942291	-0.003841	-2.984	0.928421	1285.810
154	0.937706	-0.004585	-3.021	0.932974	1288.642
