N	eigenvalue	difference	twstat	p-value	effect.n
1	46.634638	NA	157.796	0	94.314
2	22.169407	-24.465231	86.412	1.24808e-234	133.784
3	20.621983	-1.547424	90.554	1.47661e-251	144.525
4	17.947150	-2.674833	83.651	1.43015e-223	156.447
5	16.574651	-1.372500	83.974	7.41862e-225	166.997
6	15.860385	-0.714266	89.636	8.97431e-248	177.832
7	15.220327	-0.640058	96.588	6.53691e-277	190.224
8	14.454782	-0.765544	102.685	2.38092e-303	204.654
9	11.606523	-2.848260	79.195	4.2059e-206	221.091
10	10.302711	-1.303811	69.239	7.59681e-169	231.937
11	10.204344	-0.098367	75.304	3.0288e-191	240.854
12	9.777420	-0.426924	76.653	2.35326e-196	251.234
13	9.188811	-0.588610	74.712	5.11404e-189	262.122
14	8.390815	-0.797996	67.633	4.49979e-163	272.790
15	7.962222	-0.428593	65.817	1.25011e-156	282.115
16	7.466049	-0.496173	61.814	9.80293e-143	291.226
17	7.195477	-0.270571	61.602	5.19192e-142	299.671
18	7.108358	-0.087119	65.181	2.16448e-154	308.215
19	6.875628	-0.232731	65.666	4.27564e-156	317.658
20	5.882661	-0.992967	47.291	3.73528e-96	327.374
21	5.724901	-0.157760	47.021	2.39108e-95	333.580
22	5.289745	-0.435156	39.393	1.46596e-73	339.824
23	5.097320	-0.192426	37.229	9.73943e-68	344.822
24	4.798410	-0.298909	31.868	4.8745e-54	349.524
25	4.733290	-0.065120	32.412	2.21968e-55	353.432
26	4.593953	-0.139337	30.851	1.45484e-51	357.466
27	4.551260	-0.042693	31.885	4.43035e-54	361.304
28	4.545751	-0.005509	34.050	1.74154e-59	365.343
29	4.448090	-0.097661	33.590	2.53413e-58	369.773
30	4.419389	-0.028700	35.140	2.83093e-62	374.179
31	4.341747	-0.077642	35.243	1.53516e-62	378.890
32	4.123325	-0.218422	30.797	1.97104e-51	383.673
33	3.968298	-0.155027	27.967	9.25609e-45	387.779
34	3.840895	-0.127403	25.778	8.00775e-40	391.482
35	3.772209	-0.068686	25.360	6.65298e-39	394.887
36	3.742196	-0.030013	26.199	9.29581e-41	398.262
37	3.667897	-0.074299	25.526	2.87113e-39	401.799
38	3.638708	-0.029189	26.363	4.01658e-41	405.268
39	3.591387	-0.047321	26.575	1.34489e-41	408.901
40	3.512305	-0.079082	25.607	1.91021e-39	412.604
41	3.479161	-0.033144	26.238	7.63943e-41	416.192
42	3.414676	-0.064485	25.698	1.20298e-39	419.915
43	3.399745	-0.014931	26.985	1.60712e-42	423.590
44	3.386206	-0.013538	28.387	9.92861e-46	427.509
45	3.354187	-0.032020	29.125	1.88606e-47	431.701
46	3.339226	-0.014961	30.569	6.99151e-51	436.061
47	3.176112	-0.163114	25.997	2.62296e-40	440.717
48	3.165374	-0.010738	27.405	1.79261e-43	444.644
49	3.056575	-0.108799	24.719	1.65131e-37	448.846
50	3.023058	-0.033517	25.054	3.10588e-38	452.642
51	2.904275	-0.118783	21.648	4.4941e-31	456.530
52	2.894614	-0.009661	22.833	1.66461e-33	459.899
53	2.853957	-0.040657	22.673	3.57669e-33	463.492
54	2.845149	-0.008808	23.931	8.13155e-36	467.093
55	2.815944	-0.029205	24.300	1.32354e-36	470.937
56	2.730807	-0.085138	22.032	7.45406e-32	474.882
57	2.673566	-0.057241	20.920	1.30603e-29	478.483
58	2.582552	-0.091013	18.079	3.79162e-24	481.934
59	2.564063	-0.018489	18.601	4.0201e-25	484.957
60	2.542833	-0.021230	18.999	7.14375e-26	488.090
61	2.517337	-0.025496	19.185	3.16093e-26	491.316
62	2.463883	-0.053454	17.937	6.93931e-24	494.601
63	2.438190	-0.025693	18.029	4.6979e-24	497.711
64	2.417125	-0.021065	18.348	1.19648e-24	500.864
65	2.392429	-0.024696	18.475	6.92825e-25	504.097
66	2.384848	-0.007580	19.507	7.62731e-27	507.380
67	2.361681	-0.023167	19.733	2.78762e-27	510.866
68	2.276553	-0.085128	16.547	2.27579e-21	514.422
69	2.259430	-0.017123	16.943	4.47758e-22	517.475
70	2.233683	-0.025747	16.858	6.35719e-22	520.620
71	2.224753	-0.008930	17.709	1.82521e-23	523.777
72	2.192368	-0.032385	17.237	1.32055e-22	527.106
73	2.188733	-0.003634	18.399	9.62095e-25	530.384
74	2.175653	-0.013080	19.050	5.69047e-26	533.891
75	2.111229	-0.064424	16.647	1.51255e-21	537.543
76	2.077327	-0.033903	15.938	2.66609e-20	540.810
77	2.063263	-0.014064	16.391	4.28917e-21	543.983
78	2.052610	-0.010653	17.063	2.71542e-22	547.262
79	1.997010	-0.055599	14.935	1.3939e-18	550.686
80	1.982693	-0.014318	15.297	3.39236e-19	553.771
81	1.981600	-0.001093	16.512	2.62303e-21	556.944
82	1.980332	-0.001269	17.764	1.44392e-23	560.357
83	1.968421	-0.011911	18.369	1.09539e-24	564.025
84	1.947113	-0.021307	18.364	1.11771e-24	567.836
85	1.932554	-0.014559	18.795	1.73406e-25	571.681
86	1.892820	-0.039734	17.515	4.12605e-23	575.641
87	1.883938	-0.008882	18.274	1.64494e-24	579.398
88	1.817321	-0.066617	15.024	9.85821e-19	583.331
89	1.813985	-0.003336	16.055	1.66872e-20	586.698
90	1.730573	-0.083412	11.403	5.45402e-13	590.283
91	1.713830	-0.016743	11.319	7.24281e-13	593.065
92	1.676274	-0.037556	9.703	1.41761e-10	595.855
93	1.654841	-0.021432	9.189	6.98503e-10	598.388
94	1.633224	-0.021618	8.627	3.7898e-09	600.853
95	1.618006	-0.015218	8.511	5.33994e-09	603.242
96	1.602708	-0.015298	8.375	7.97243e-09	605.630
97	1.594493	-0.008215	8.764	2.5257e-09	608.012
98	1.568696	-0.025797	7.806	1.37719e-08	610.479
99	1.561141	-0.007555	8.215	1.2694e-08	612.801
100	1.548018	-0.013123	8.196	1.34054e-08	615.210
101	1.530273	-0.017745	7.802	1.39323e-08	617.634
102	1.518388	-0.011885	7.849	1.24005e-08	620.008
103	1.508339	-0.010050	8.037	2.11784e-08	622.409
104	1.507052	-0.001287	8.937	1.50199e-09	624.860
105	1.501855	-0.005197	9.545	2.32408e-10	627.488
106	1.497264	-0.004590	10.221	2.73002e-11	630.247
107	1.491747	-0.005518	10.839	3.61549e-12	633.150
108	1.458060	-0.033687	9.098	9.20107e-10	636.191
109	1.420553	-0.037507	6.944	1.58866e-07	638.934
110	1.416948	-0.003606	7.601	2.49544e-08	641.311
111	1.406551	-0.010396	7.688	1.96457e-08	643.823
112	1.392283	-0.014269	7.432	4.11255e-08	646.370
113	1.383919	-0.008364	7.677	2.02372e-08	648.890
114	1.364164	-0.019754	6.911	1.7382e-07	651.473
115	1.360475	-0.003689	7.545	2.96429e-08	653.936
116	1.336983	-0.023493	6.405	6.76852e-07	656.534
117	1.319054	-0.017929	5.717	3.97457e-06	658.942
118	1.313580	-0.005474	6.141	1.35137e-06	661.244
119	1.292145	-0.021435	5.091	1.84013e-05	663.640
120	1.277043	-0.015101	4.586	5.99559e-05	665.862
121	1.265291	-0.011752	4.369	9.78459e-05	668.010
122	1.263791	-0.001500	5.112	1.75222e-05	670.133
123	1.256630	-0.007161	5.334	1.0251e-05	672.407
124	1.246223	-0.010407	5.244	1.27548e-05	674.739
125	1.234995	-0.011228	5.063	1.96935e-05	677.070
126	1.216909	-0.018086	4.194	0.000144362	679.385
127	1.207667	-0.009242	4.160	0.000155666	681.557
128	1.193803	-0.013865	3.656	0.000457083	683.737
129	1.180975	-0.012828	3.231	0.00108576	685.841
130	1.170979	-0.009996	3.070	0.00148945	687.881
131	1.157370	-0.013609	2.528	0.00413018	689.907
132	1.141621	-0.015749	1.740	0.0159418	691.847
133	1.130496	-0.011126	1.397	0.027255	693.658
134	1.126953	-0.003543	1.827	0.0138626	695.420
135	1.113078	-0.013875	1.181	0.0375615	697.271
136	1.102933	-0.010145	0.901	0.0557261	699.017
137	1.094473	-0.008460	0.785	0.0651352	700.725
138	1.092348	-0.002125	1.340	0.0297112	702.423
139	1.087834	-0.004514	1.650	0.0184073	704.234
140	1.074813	-0.013021	1.041	0.0458681	706.115
141	1.072979	-0.001834	1.630	0.0190053	707.895
142	1.061464	-0.011515	1.166	0.0383396	709.798
143	1.058923	-0.002541	1.678	0.0176142	711.627
144	1.051705	-0.007218	1.679	0.0175932	713.564
145	1.034657	-0.017048	0.566	0.0866121	715.515
146	1.017519	-0.017138	-0.603	0.302695	717.270
147	1.013166	-0.004353	-0.354	0.241147	718.819
148	1.009316	-0.003850	-0.044	0.176261	720.425
149	1.003614	-0.005702	0.057	0.15803	722.099
150	0.996770	-0.006844	0.023	0.163965	723.804
151	0.992165	-0.004605	0.246	0.127616	725.513
152	0.986221	-0.005944	0.313	0.117937	727.277
153	0.974348	-0.011873	-0.328	0.235156	729.065
154	0.961733	-0.012615	-1.085	0.4423	730.742
155	0.953884	-0.007850	-1.297	0.509145	732.288
156	0.947561	-0.006323	-1.336	0.521441	733.804
157	0.945353	-0.002208	-0.878	0.379615	735.322
158	0.937023	-0.008330	-1.162	0.466182	736.938
159	0.918373	-0.018650	-2.737	0.892619	738.509
160	0.899174	-0.019199	-4.435	0.997918	739.794
161	0.896865	-0.002308	-4.074	0.993833	740.775
162	0.887592	-0.009274	-4.583	0.998722	741.828
163	0.885687	-0.001905	-4.177	0.995408	742.795
164	0.884037	-0.001650	-3.730	0.984836	743.842
165	0.875036	-0.009001	-4.216	0.995898	744.978
166	0.870099	-0.004937	-4.195	0.995647	746.031
167	0.860214	-0.009885	-4.820	0.999447	747.095
168	0.856780	-0.003434	-4.625	0.998894	748.050
169	0.852835	-0.003945	-4.495	0.998287	749.047
170	0.841186	-0.011649	-5.380	0.999943	750.074
171	0.837427	-0.003759	-5.249	0.9999	750.944
172	0.831852	-0.005575	-5.360	0.999938	751.843
173	0.826744	-0.005108	-5.414	0.999951	752.728
174	0.819719	-0.007025	-5.732	0.999989	753.608
175	0.816928	-0.002791	-5.488	0.999965	754.434
176	0.813942	-0.002986	-5.268	0.999907	755.311
177	0.810615	-0.003326	-5.090	0.999806	756.235
178	0.804568	-0.006047	-5.286	0.999914	757.198
179	0.802195	-0.002374	-4.982	0.999702	758.131
180	0.795136	-0.007058	-5.324	0.999928	759.127
181	0.793845	-0.001291	-4.873	0.999548	760.063
182	0.784409	-0.009436	-5.559	0.999975	761.093
183	0.780390	-0.004018	-5.501	0.999967	761.997
184	0.774968	-0.005422	-5.644	0.999983	762.917
185	0.772966	-0.002003	-5.306	0.999921	763.816
186	0.763576	-0.009389	-6.023	0.999998	764.786
187	0.755945	-0.007631	-6.511	1	765.623
188	0.751097	-0.004848	-6.611	1	766.372
189	0.746749	-0.004348	-6.643	1	767.107
190	0.739882	-0.006867	-7.050	1	767.840
191	0.739563	-0.000319	-6.504	1	768.500
192	0.736324	-0.003240	-6.379	1	769.269
193	0.733334	-0.002989	-6.216	0.999999	770.067
194	0.729701	-0.003634	-6.148	0.999999	770.901
195	0.723816	-0.005884	-6.421	1	771.754
196	0.715284	-0.008532	-7.107	1	772.559
197	0.711052	-0.004232	-7.159	1	773.235
198	0.703255	-0.007797	-7.762	1	773.905
199	0.695622	-0.007633	-8.359	1	774.461
200	0.693609	-0.002013	-8.106	1	774.907
201	0.687935	-0.005674	-8.417	1	775.404
202	0.683990	-0.003945	-8.469	1	775.844
203	0.683682	-0.000307	-7.955	1	776.277
204	0.681501	-0.002182	-7.725	1	776.813
205	0.675843	-0.005658	-8.042	1	777.397
206	0.672321	-0.003522	-8.030	1	777.923
207	0.663958	-0.008362	-8.795	1	778.454
208	0.658559	-0.005400	-9.108	1	778.838
209	0.654491	-0.004068	-9.215	1	779.165
210	0.652405	-0.002086	-9.007	1	779.473
211	0.651396	-0.001009	-8.619	1	779.823
212	0.650999	-0.000397	-8.124	1	780.252
213	0.648691	-0.002308	-7.932	1	780.782
214	0.647530	-0.001161	-7.548	1	781.354
215	0.643653	-0.003878	-7.608	1	782.008
216	0.640925	-0.002728	-7.480	1	782.653
217	0.634926	-0.005999	-7.901	1	783.329
218	0.632205	-0.002721	-7.784	1	783.922
219	0.629105	-0.003100	-7.730	1	784.543
220	0.625773	-0.003331	-7.716	1	785.180
221	0.619877	-0.005896	-8.145	1	785.823
222	0.618915	-0.000962	-7.739	1	786.381
223	0.613772	-0.005143	-8.047	1	787.027
224	0.608456	-0.005316	-8.397	1	787.612
225	0.603505	-0.004951	-8.696	1	788.129
226	0.600047	-0.003458	-8.743	1	788.586
227	0.596915	-0.003133	-8.737	1	789.037
228	0.592108	-0.004807	-9.030	1	789.492
229	0.588138	-0.003970	-9.184	1	789.889
230	0.585854	-0.002284	-9.043	1	790.256
231	0.579371	-0.006483	-9.657	1	790.656
232	0.573430	-0.005941	-10.190	1	790.930
233	0.568454	-0.004975	-10.565	1	791.096
234	0.565694	-0.002760	-10.548	1	791.187
235	0.562281	-0.003413	-10.652	1	791.283
236	0.561062	-0.001219	-10.358	1	791.358
237	0.559795	-0.001268	-10.067	1	791.494
238	0.558504	-0.001291	-9.775	1	791.691
